#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0002181	Cytoplasmic translation	12	123	1.07	1.1	1.88e-05	9606.ENSP00000272317,9606.ENSP00000296674,9606.ENSP00000309334,9606.ENSP00000318646,9606.ENSP00000346001,9606.ENSP00000346080,9606.ENSP00000355315,9606.ENSP00000361076,9606.ENSP00000379888,9606.ENSP00000418082,9606.ENSP00000431240,9606.ENSP00000494697	RPS27A,RPS23,RPL15,RPS15A,RPL3,RPL22L1,RPL39,RPL7A,RPS8,RPL37A,RPLP2,RPL9
GO:0006412	Translation	16	389	0.7	0.6	0.0019	9606.ENSP00000272317,9606.ENSP00000296674,9606.ENSP00000309334,9606.ENSP00000318646,9606.ENSP00000346001,9606.ENSP00000346080,9606.ENSP00000355315,9606.ENSP00000361076,9606.ENSP00000361949,9606.ENSP00000379888,9606.ENSP00000389356,9606.ENSP00000393324,9606.ENSP00000418082,9606.ENSP00000419449,9606.ENSP00000431240,9606.ENSP00000494697	RPS27A,RPS23,RPL15,RPS15A,RPL3,RPL22L1,RPL39,RPL7A,PABPC4,RPS8,RPL39L,EIF4E3,RPL37A,EIF1,RPLP2,RPL9
GO:0034645	Cellular macromolecule biosynthetic process	20	778	0.49	0.33	0.0354	9606.ENSP00000250498,9606.ENSP00000272317,9606.ENSP00000295682,9606.ENSP00000296674,9606.ENSP00000299626,9606.ENSP00000309334,9606.ENSP00000318646,9606.ENSP00000346001,9606.ENSP00000346080,9606.ENSP00000355315,9606.ENSP00000361076,9606.ENSP00000361949,9606.ENSP00000379888,9606.ENSP00000389356,9606.ENSP00000393324,9606.ENSP00000418082,9606.ENSP00000419449,9606.ENSP00000431240,9606.ENSP00000443216,9606.ENSP00000494697	DAD1,RPS27A,KRTCAP2,RPS23,ALG8,RPL15,RPS15A,RPL3,RPL22L1,RPL39,RPL7A,PABPC4,RPS8,RPL39L,EIF4E3,RPL37A,EIF1,RPLP2,TMEM258,RPL9
