#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
BTO:0000345	Digestive gland	87	2881	0.5	1.32	3.57e-21	9606.ENSP00000200181,9606.ENSP00000216181,9606.ENSP00000222390,9606.ENSP00000225655,9606.ENSP00000228825,9606.ENSP00000229379,9606.ENSP00000229795,9606.ENSP00000231487,9606.ENSP00000253413,9606.ENSP00000257430,9606.ENSP00000258424,9606.ENSP00000259037,9606.ENSP00000262320,9606.ENSP00000262367,9606.ENSP00000263464,9606.ENSP00000266544,9606.ENSP00000268182,9606.ENSP00000270139,9606.ENSP00000290277,9606.ENSP00000290921,9606.ENSP00000294742,9606.ENSP00000295006,9606.ENSP00000296585,9606.ENSP00000298159,9606.ENSP00000298316,9606.ENSP00000300574,9606.ENSP00000303507,9606.ENSP00000309591,9606.ENSP00000317272,9606.ENSP00000317780,9606.ENSP00000325136,9606.ENSP00000326031,9606.ENSP00000336790,9606.ENSP00000338806,9606.ENSP00000342136,9606.ENSP00000345774,9606.ENSP00000346437,9606.ENSP00000346827,9606.ENSP00000346839,9606.ENSP00000348416,9606.ENSP00000348461,9606.ENSP00000351905,9606.ENSP00000352798,9606.ENSP00000354826,9606.ENSP00000356864,9606.ENSP00000358866,9606.ENSP00000359098,9606.ENSP00000359258,9606.ENSP00000360002,9606.ENSP00000360293,9606.ENSP00000360688,9606.ENSP00000362649,9606.ENSP00000363817,9606.ENSP00000364699,9606.ENSP00000365042,9606.ENSP00000367939,9606.ENSP00000378517,9606.ENSP00000379350,9606.ENSP00000379616,9606.ENSP00000379873,9606.ENSP00000382004,9606.ENSP00000382697,9606.ENSP00000385519,9606.ENSP00000387699,9606.ENSP00000389168,9606.ENSP00000400175,9606.ENSP00000405574,9606.ENSP00000410294,9606.ENSP00000411355,9606.ENSP00000418447,9606.ENSP00000429900,9606.ENSP00000432660,9606.ENSP00000438689,9606.ENSP00000458162,9606.ENSP00000458770,9606.ENSP00000463559,9606.ENSP00000466818,9606.ENSP00000478061,9606.ENSP00000482639,9606.ENSP00000483825,9606.ENSP00000483888,9606.ENSP00000489597,9606.ENSP00000493594,9606.ENSP00000495556,9606.ENSP00000495750,9606.ENSP00000497587,9606.ENSP00000500582	ITGB4,MYH9,HGF,PFN1,ARPC3,COX6A1,MAPK14,SKP1,ATP6V1E1,APC,COX5B,NDUFB5,AXIN1,CREBBP,BIRC3,NDUFA9,IQGAP1,IFNAR1,ARAF,CTBP1,ARPC5,CAPN2,ITGA2,CFL2,ARF6,CRK,BCR,PRKACA,MET,COX5A,HADHB,PPP1CA,ATF4,NFAT5,CREB3,ALDH3A2,ATG7,ALDH9A1,FN1,TJP1,RAC1,TGFBR2,COL18A1,CALD1,MGST3,FLNA,COX7A2,GCLM,GSTA4,SORBS1,TXNDC12,HDAC1,RXRB,SDHD,CSNK2B,UQCRQ,SPP1,ITGB1,MYH11,HLA-A,CTNND1,ROCK1,CD14,CREB1,PPP1R12A,RHOA,TBL1XR1,FGFR2,PTPRC,PPP2CA,ASAP1,CFL1,ACADVL,ACTG1,NDUFAB1,MYL12B,COX6B1,MARCKS,MGST2,IKBKG,NDUFB1,PTPN11,MYH14,TBL1X,GSS,NDUFV1,AKT3
BTO:0000759	Liver	74	2125	0.56	1.46	9.10e-21	9606.ENSP00000216181,9606.ENSP00000222390,9606.ENSP00000225655,9606.ENSP00000228825,9606.ENSP00000229379,9606.ENSP00000229795,9606.ENSP00000231487,9606.ENSP00000253413,9606.ENSP00000257430,9606.ENSP00000258424,9606.ENSP00000262320,9606.ENSP00000262367,9606.ENSP00000263464,9606.ENSP00000266544,9606.ENSP00000268182,9606.ENSP00000270139,9606.ENSP00000290277,9606.ENSP00000290921,9606.ENSP00000294742,9606.ENSP00000295006,9606.ENSP00000296585,9606.ENSP00000298159,9606.ENSP00000298316,9606.ENSP00000300574,9606.ENSP00000309591,9606.ENSP00000317272,9606.ENSP00000317780,9606.ENSP00000325136,9606.ENSP00000326031,9606.ENSP00000336790,9606.ENSP00000338806,9606.ENSP00000345774,9606.ENSP00000346437,9606.ENSP00000346827,9606.ENSP00000346839,9606.ENSP00000348416,9606.ENSP00000351905,9606.ENSP00000352798,9606.ENSP00000354826,9606.ENSP00000356864,9606.ENSP00000358866,9606.ENSP00000359098,9606.ENSP00000359258,9606.ENSP00000360293,9606.ENSP00000362649,9606.ENSP00000364699,9606.ENSP00000365042,9606.ENSP00000367939,9606.ENSP00000378517,9606.ENSP00000379350,9606.ENSP00000379616,9606.ENSP00000379873,9606.ENSP00000382004,9606.ENSP00000382697,9606.ENSP00000385519,9606.ENSP00000387699,9606.ENSP00000405574,9606.ENSP00000410294,9606.ENSP00000411355,9606.ENSP00000418447,9606.ENSP00000429900,9606.ENSP00000432660,9606.ENSP00000438689,9606.ENSP00000458162,9606.ENSP00000458770,9606.ENSP00000463559,9606.ENSP00000466818,9606.ENSP00000478061,9606.ENSP00000482639,9606.ENSP00000483825,9606.ENSP00000489597,9606.ENSP00000493594,9606.ENSP00000495750,9606.ENSP00000497587	MYH9,HGF,PFN1,ARPC3,COX6A1,MAPK14,SKP1,ATP6V1E1,APC,COX5B,AXIN1,CREBBP,BIRC3,NDUFA9,IQGAP1,IFNAR1,ARAF,CTBP1,ARPC5,CAPN2,ITGA2,CFL2,ARF6,CRK,PRKACA,MET,COX5A,HADHB,PPP1CA,ATF4,NFAT5,ALDH3A2,ATG7,ALDH9A1,FN1,TJP1,TGFBR2,COL18A1,CALD1,MGST3,FLNA,COX7A2,GCLM,SORBS1,HDAC1,SDHD,CSNK2B,UQCRQ,SPP1,ITGB1,MYH11,HLA-A,CTNND1,ROCK1,CD14,CREB1,TBL1XR1,FGFR2,PTPRC,PPP2CA,ASAP1,CFL1,ACADVL,ACTG1,NDUFAB1,MYL12B,COX6B1,MARCKS,MGST2,IKBKG,PTPN11,MYH14,GSS,NDUFV1
BTO:0001489	Whole body	180	13099	0.16	0.68	5.91e-19	9606.ENSP00000016171,9606.ENSP00000184266,9606.ENSP00000200181,9606.ENSP00000216181,9606.ENSP00000216629,9606.ENSP00000222390,9606.ENSP00000225655,9606.ENSP00000228825,9606.ENSP00000229379,9606.ENSP00000229795,9606.ENSP00000231487,9606.ENSP00000241453,9606.ENSP00000243501,9606.ENSP00000252102,9606.ENSP00000253413,9606.ENSP00000254066,9606.ENSP00000257430,9606.ENSP00000258111,9606.ENSP00000258424,9606.ENSP00000259037,9606.ENSP00000261461,9606.ENSP00000262320,9606.ENSP00000262367,9606.ENSP00000263025,9606.ENSP00000263088,9606.ENSP00000263464,9606.ENSP00000264380,9606.ENSP00000264634,9606.ENSP00000264972,9606.ENSP00000265441,9606.ENSP00000266544,9606.ENSP00000266970,9606.ENSP00000267843,9606.ENSP00000268182,9606.ENSP00000270139,9606.ENSP00000282397,9606.ENSP00000286201,9606.ENSP00000286574,9606.ENSP00000287842,9606.ENSP00000289104,9606.ENSP00000290277,9606.ENSP00000290921,9606.ENSP00000290949,9606.ENSP00000293829,9606.ENSP00000294742,9606.ENSP00000295006,9606.ENSP00000296585,9606.ENSP00000297029,9606.ENSP00000298159,9606.ENSP00000298316,9606.ENSP00000299335,9606.ENSP00000300574,9606.ENSP00000300738,9606.ENSP00000302194,9606.ENSP00000303507,9606.ENSP00000306397,9606.ENSP00000308413,9606.ENSP00000309591,9606.ENSP00000311318,9606.ENSP00000314067,9606.ENSP00000317272,9606.ENSP00000317780,9606.ENSP00000324532,9606.ENSP00000325136,9606.ENSP00000326031,9606.ENSP00000327290,9606.ENSP00000329127,9606.ENSP00000329140,9606.ENSP00000329757,9606.ENSP00000330825,9606.ENSP00000335055,9606.ENSP00000336790,9606.ENSP00000337261,9606.ENSP00000338157,9606.ENSP00000338806,9606.ENSP00000339527,9606.ENSP00000339916,9606.ENSP00000341208,9606.ENSP00000342136,9606.ENSP00000345774,9606.ENSP00000346437,9606.ENSP00000346827,9606.ENSP00000346839,9606.ENSP00000348416,9606.ENSP00000348461,9606.ENSP00000349324,9606.ENSP00000351497,9606.ENSP00000351605,9606.ENSP00000351905,9606.ENSP00000352414,9606.ENSP00000352798,9606.ENSP00000354357,9606.ENSP00000354826,9606.ENSP00000354952,9606.ENSP00000355751,9606.ENSP00000356864,9606.ENSP00000356946,9606.ENSP00000357177,9606.ENSP00000357883,9606.ENSP00000358723,9606.ENSP00000358866,9606.ENSP00000359073,9606.ENSP00000359098,9606.ENSP00000359258,9606.ENSP00000360002,9606.ENSP00000360293,9606.ENSP00000360688,9606.ENSP00000361306,9606.ENSP00000362649,9606.ENSP00000363081,9606.ENSP00000363817,9606.ENSP00000364163,9606.ENSP00000364699,9606.ENSP00000364995,9606.ENSP00000365012,9606.ENSP00000365042,9606.ENSP00000365757,9606.ENSP00000366156,9606.ENSP00000366182,9606.ENSP00000367939,9606.ENSP00000371425,9606.ENSP00000371897,9606.ENSP00000375821,9606.ENSP00000376544,9606.ENSP00000378367,9606.ENSP00000378517,9606.ENSP00000379092,9606.ENSP00000379350,9606.ENSP00000379616,9606.ENSP00000379873,9606.ENSP00000382004,9606.ENSP00000382697,9606.ENSP00000384273,9606.ENSP00000385519,9606.ENSP00000385886,9606.ENSP00000387699,9606.ENSP00000388910,9606.ENSP00000389160,9606.ENSP00000389168,9606.ENSP00000391803,9606.ENSP00000393847,9606.ENSP00000400175,9606.ENSP00000402257,9606.ENSP00000405574,9606.ENSP00000407336,9606.ENSP00000410294,9606.ENSP00000411355,9606.ENSP00000411672,9606.ENSP00000417273,9606.ENSP00000418447,9606.ENSP00000420269,9606.ENSP00000428056,9606.ENSP00000428924,9606.ENSP00000429707,9606.ENSP00000429900,9606.ENSP00000432660,9606.ENSP00000434729,9606.ENSP00000438689,9606.ENSP00000441126,9606.ENSP00000452786,9606.ENSP00000458162,9606.ENSP00000458770,9606.ENSP00000463559,9606.ENSP00000466363,9606.ENSP00000466818,9606.ENSP00000467262,9606.ENSP00000472929,9606.ENSP00000478061,9606.ENSP00000479719,9606.ENSP00000482639,9606.ENSP00000483825,9606.ENSP00000483888,9606.ENSP00000489597,9606.ENSP00000492363,9606.ENSP00000493594,9606.ENSP00000495556,9606.ENSP00000495750,9606.ENSP00000497587,9606.ENSP00000497733,9606.ENSP00000500582	COX15,NDUFB4,ITGB4,MYH9,BDKRB1,HGF,PFN1,ARPC3,COX6A1,MAPK14,SKP1,FLT3,PLA2G12A,NDUFA2,ATP6V1E1,RARA,APC,KCNMB4,COX5B,NDUFB5,PPP2R5A,AXIN1,CREBBP,MAPK3,PLD2,BIRC3,PIKFYVE,WNT5A,ZAP70,WNT2,NDUFA9,CDK2,FGF7,IQGAP1,IFNAR1,FLT1,FZD7,WIF1,NRG1,MRAS,ARAF,CTBP1,ATP6V0D1,FGF11,ARPC5,CAPN2,ITGA2,SCIN,CFL2,ARF6,COX11,CRK,RRM1,ATP6V1G2,BCR,UQCRFS1,RPS6KB2,PRKACA,ATG4D,PAK2,MET,COX5A,LAMA3,HADHB,PPP1CA,ITGA11,PRKCH,CREB3L2,ATP6V0C,IFITM1,WASF3,ATF4,ARHGEF1,ZBTB16,NFAT5,FOXO3,LIMK2,STAT5A,CREB3,ALDH3A2,ATG7,ALDH9A1,FN1,TJP1,RAC1,TNFRSF10C,FCGR2B,FZD6,TGFBR2,FGF17,COL18A1,GSTM3,CALD1,GAB2,THBS2,MGST3,FCGR3A,ARHGEF11,PIP5K1A,RAP1A,FLNA,VAV3,COX7A2,GCLM,GSTA4,SORBS1,TXNDC12,ATG4A,HDAC1,DKK1,RXRB,NOTCH4,SDHD,SHC3,HCK,CSNK2B,PIP4K2A,SRM,ELK1,UQCRQ,IFNGR2,ARHGAP5,PPP1R12B,CD79B,NRG4,SPP1,BTC,ITGB1,MYH11,HLA-A,CTNND1,ROCK1,RELA,CD14,RASGRP3,CREB1,NFATC4,NDUFA11,PPP1R12A,MITF,PLA2G10,RHOA,RUNX1T1,TBL1XR1,NDUFB3,FGFR2,PTPRC,ATP6V0E2,NCK1,PPP2CA,ADH7,PIK3R1,LYN,COX6C,ASAP1,CFL1,ATP6V0B,ACADVL,NDUFC1,ITGB3,ACTG1,NDUFAB1,MYL12B,PIP5K1C,COX6B1,UQCR11,VAV1,MARCKS,CYFIP2,MGST2,IKBKG,NDUFB1,PTPN11,PRICKLE2,MYH14,TBL1X,GSS,NDUFV1,CDC42,AKT3
BTO:0001271	Leukemia cell	48	1067	0.67	1.62	2.06e-16	9606.ENSP00000184266,9606.ENSP00000216181,9606.ENSP00000225655,9606.ENSP00000229795,9606.ENSP00000257430,9606.ENSP00000262320,9606.ENSP00000262367,9606.ENSP00000263025,9606.ENSP00000264033,9606.ENSP00000264380,9606.ENSP00000264972,9606.ENSP00000266970,9606.ENSP00000270139,9606.ENSP00000290277,9606.ENSP00000290921,9606.ENSP00000296585,9606.ENSP00000298159,9606.ENSP00000300738,9606.ENSP00000303507,9606.ENSP00000308413,9606.ENSP00000309591,9606.ENSP00000330825,9606.ENSP00000336790,9606.ENSP00000337261,9606.ENSP00000339527,9606.ENSP00000341208,9606.ENSP00000346437,9606.ENSP00000348416,9606.ENSP00000354952,9606.ENSP00000358866,9606.ENSP00000362649,9606.ENSP00000365042,9606.ENSP00000365757,9606.ENSP00000367939,9606.ENSP00000379350,9606.ENSP00000382697,9606.ENSP00000385519,9606.ENSP00000387699,9606.ENSP00000391803,9606.ENSP00000405574,9606.ENSP00000411355,9606.ENSP00000428056,9606.ENSP00000428924,9606.ENSP00000429707,9606.ENSP00000432660,9606.ENSP00000452786,9606.ENSP00000458770,9606.ENSP00000489597	NDUFB4,MYH9,PFN1,MAPK14,APC,AXIN1,CREBBP,MAPK3,CBL,PIKFYVE,ZAP70,CDK2,IFNAR1,ARAF,CTBP1,ITGA2,CFL2,RRM1,BCR,RPS6KB2,PRKACA,IFITM1,ATF4,ARHGEF1,FOXO3,STAT5A,ATG7,TJP1,GAB2,FLNA,HDAC1,CSNK2B,PIP4K2A,UQCRQ,ITGB1,ROCK1,CD14,CREB1,MITF,TBL1XR1,PTPRC,PIK3R1,LYN,COX6C,CFL1,ITGB3,NDUFAB1,PTPN11
BTO:0000580	Blood cancer cell	50	1234	0.63	1.48	1.69e-15	9606.ENSP00000184266,9606.ENSP00000216181,9606.ENSP00000225655,9606.ENSP00000229795,9606.ENSP00000257430,9606.ENSP00000262320,9606.ENSP00000262367,9606.ENSP00000263025,9606.ENSP00000264033,9606.ENSP00000264380,9606.ENSP00000264972,9606.ENSP00000266970,9606.ENSP00000268182,9606.ENSP00000270139,9606.ENSP00000290277,9606.ENSP00000290921,9606.ENSP00000296585,9606.ENSP00000298159,9606.ENSP00000300738,9606.ENSP00000303507,9606.ENSP00000308413,9606.ENSP00000309591,9606.ENSP00000330825,9606.ENSP00000336790,9606.ENSP00000337261,9606.ENSP00000339527,9606.ENSP00000341208,9606.ENSP00000346437,9606.ENSP00000348416,9606.ENSP00000354952,9606.ENSP00000358866,9606.ENSP00000362649,9606.ENSP00000365042,9606.ENSP00000365757,9606.ENSP00000367939,9606.ENSP00000379350,9606.ENSP00000382697,9606.ENSP00000385519,9606.ENSP00000387699,9606.ENSP00000391803,9606.ENSP00000405574,9606.ENSP00000411355,9606.ENSP00000428056,9606.ENSP00000428924,9606.ENSP00000429707,9606.ENSP00000432660,9606.ENSP00000452786,9606.ENSP00000458162,9606.ENSP00000458770,9606.ENSP00000489597	NDUFB4,MYH9,PFN1,MAPK14,APC,AXIN1,CREBBP,MAPK3,CBL,PIKFYVE,ZAP70,CDK2,IQGAP1,IFNAR1,ARAF,CTBP1,ITGA2,CFL2,RRM1,BCR,RPS6KB2,PRKACA,IFITM1,ATF4,ARHGEF1,FOXO3,STAT5A,ATG7,TJP1,GAB2,FLNA,HDAC1,CSNK2B,PIP4K2A,UQCRQ,ITGB1,ROCK1,CD14,CREB1,MITF,TBL1XR1,PTPRC,PIK3R1,LYN,COX6C,CFL1,ITGB3,ACTG1,NDUFAB1,PTPN11
BTO:0001491	Viscus	108	5378	0.32	0.89	4.35e-15	9606.ENSP00000200181,9606.ENSP00000216181,9606.ENSP00000222390,9606.ENSP00000225655,9606.ENSP00000228825,9606.ENSP00000229379,9606.ENSP00000229795,9606.ENSP00000231487,9606.ENSP00000252102,9606.ENSP00000253413,9606.ENSP00000257430,9606.ENSP00000258424,9606.ENSP00000259037,9606.ENSP00000262320,9606.ENSP00000262367,9606.ENSP00000263464,9606.ENSP00000264634,9606.ENSP00000266544,9606.ENSP00000268182,9606.ENSP00000270139,9606.ENSP00000287842,9606.ENSP00000289104,9606.ENSP00000290277,9606.ENSP00000290921,9606.ENSP00000294742,9606.ENSP00000295006,9606.ENSP00000296585,9606.ENSP00000298159,9606.ENSP00000298316,9606.ENSP00000300574,9606.ENSP00000306397,9606.ENSP00000309591,9606.ENSP00000314067,9606.ENSP00000317272,9606.ENSP00000317780,9606.ENSP00000325136,9606.ENSP00000326031,9606.ENSP00000336790,9606.ENSP00000337261,9606.ENSP00000338806,9606.ENSP00000339527,9606.ENSP00000342136,9606.ENSP00000345774,9606.ENSP00000346437,9606.ENSP00000346827,9606.ENSP00000346839,9606.ENSP00000348416,9606.ENSP00000348461,9606.ENSP00000349324,9606.ENSP00000351905,9606.ENSP00000352798,9606.ENSP00000354826,9606.ENSP00000356864,9606.ENSP00000357177,9606.ENSP00000358866,9606.ENSP00000359098,9606.ENSP00000359258,9606.ENSP00000360002,9606.ENSP00000360293,9606.ENSP00000360688,9606.ENSP00000361306,9606.ENSP00000362649,9606.ENSP00000364699,9606.ENSP00000365012,9606.ENSP00000365042,9606.ENSP00000366182,9606.ENSP00000367939,9606.ENSP00000371897,9606.ENSP00000376544,9606.ENSP00000378517,9606.ENSP00000379350,9606.ENSP00000379616,9606.ENSP00000379873,9606.ENSP00000382004,9606.ENSP00000382697,9606.ENSP00000384273,9606.ENSP00000385519,9606.ENSP00000387699,9606.ENSP00000388910,9606.ENSP00000389168,9606.ENSP00000391803,9606.ENSP00000400175,9606.ENSP00000405574,9606.ENSP00000410294,9606.ENSP00000411355,9606.ENSP00000417273,9606.ENSP00000418447,9606.ENSP00000420269,9606.ENSP00000429900,9606.ENSP00000432660,9606.ENSP00000434729,9606.ENSP00000438689,9606.ENSP00000452786,9606.ENSP00000458162,9606.ENSP00000458770,9606.ENSP00000463559,9606.ENSP00000466818,9606.ENSP00000472929,9606.ENSP00000478061,9606.ENSP00000482639,9606.ENSP00000483825,9606.ENSP00000489597,9606.ENSP00000493594,9606.ENSP00000495556,9606.ENSP00000495750,9606.ENSP00000497587,9606.ENSP00000497733,9606.ENSP00000500582	ITGB4,MYH9,HGF,PFN1,ARPC3,COX6A1,MAPK14,SKP1,NDUFA2,ATP6V1E1,APC,COX5B,NDUFB5,AXIN1,CREBBP,BIRC3,WNT5A,NDUFA9,IQGAP1,IFNAR1,NRG1,MRAS,ARAF,CTBP1,ARPC5,CAPN2,ITGA2,CFL2,ARF6,CRK,UQCRFS1,PRKACA,PAK2,MET,COX5A,HADHB,PPP1CA,ATF4,ARHGEF1,NFAT5,FOXO3,CREB3,ALDH3A2,ATG7,ALDH9A1,FN1,TJP1,RAC1,TNFRSF10C,TGFBR2,COL18A1,CALD1,MGST3,ARHGEF11,FLNA,COX7A2,GCLM,GSTA4,SORBS1,TXNDC12,ATG4A,HDAC1,SDHD,HCK,CSNK2B,ELK1,UQCRQ,ARHGAP5,CD79B,SPP1,ITGB1,MYH11,HLA-A,CTNND1,ROCK1,RELA,CD14,CREB1,NFATC4,PPP1R12A,MITF,RHOA,TBL1XR1,FGFR2,PTPRC,NCK1,PPP2CA,ADH7,ASAP1,CFL1,ATP6V0B,ACADVL,ITGB3,ACTG1,NDUFAB1,MYL12B,COX6B1,VAV1,MARCKS,MGST2,IKBKG,PTPN11,MYH14,TBL1X,GSS,NDUFV1,CDC42,AKT3
BTO:0000744	Lymphocytic leukemia cell	30	419	0.87	1.99	1.30e-14	9606.ENSP00000216181,9606.ENSP00000225655,9606.ENSP00000229795,9606.ENSP00000257430,9606.ENSP00000262367,9606.ENSP00000263025,9606.ENSP00000264033,9606.ENSP00000264380,9606.ENSP00000264972,9606.ENSP00000266970,9606.ENSP00000270139,9606.ENSP00000290277,9606.ENSP00000296585,9606.ENSP00000303507,9606.ENSP00000308413,9606.ENSP00000309591,9606.ENSP00000336790,9606.ENSP00000337261,9606.ENSP00000339527,9606.ENSP00000346437,9606.ENSP00000354952,9606.ENSP00000358866,9606.ENSP00000362649,9606.ENSP00000379350,9606.ENSP00000382697,9606.ENSP00000387699,9606.ENSP00000411355,9606.ENSP00000428056,9606.ENSP00000432660,9606.ENSP00000489597	MYH9,PFN1,MAPK14,APC,CREBBP,MAPK3,CBL,PIKFYVE,ZAP70,CDK2,IFNAR1,ARAF,ITGA2,BCR,RPS6KB2,PRKACA,ATF4,ARHGEF1,FOXO3,ATG7,GAB2,FLNA,HDAC1,ITGB1,ROCK1,CREB1,PTPRC,PIK3R1,CFL1,PTPN11
BTO:0003099	Internal female genital organ	71	2804	0.42	1.01	8.34e-13	9606.ENSP00000184266,9606.ENSP00000216181,9606.ENSP00000222390,9606.ENSP00000225655,9606.ENSP00000229379,9606.ENSP00000229795,9606.ENSP00000231487,9606.ENSP00000263088,9606.ENSP00000264634,9606.ENSP00000265441,9606.ENSP00000266970,9606.ENSP00000268182,9606.ENSP00000270139,9606.ENSP00000282397,9606.ENSP00000290277,9606.ENSP00000295006,9606.ENSP00000297029,9606.ENSP00000298159,9606.ENSP00000298316,9606.ENSP00000300574,9606.ENSP00000300738,9606.ENSP00000311318,9606.ENSP00000314067,9606.ENSP00000326031,9606.ENSP00000327290,9606.ENSP00000329140,9606.ENSP00000330825,9606.ENSP00000336790,9606.ENSP00000337261,9606.ENSP00000339527,9606.ENSP00000339916,9606.ENSP00000341208,9606.ENSP00000346437,9606.ENSP00000346839,9606.ENSP00000348416,9606.ENSP00000351497,9606.ENSP00000351605,9606.ENSP00000351905,9606.ENSP00000352798,9606.ENSP00000354357,9606.ENSP00000354826,9606.ENSP00000356946,9606.ENSP00000358866,9606.ENSP00000360293,9606.ENSP00000360688,9606.ENSP00000361306,9606.ENSP00000371897,9606.ENSP00000378517,9606.ENSP00000379092,9606.ENSP00000379350,9606.ENSP00000379616,9606.ENSP00000379873,9606.ENSP00000388910,9606.ENSP00000389160,9606.ENSP00000391803,9606.ENSP00000400175,9606.ENSP00000410294,9606.ENSP00000411355,9606.ENSP00000417273,9606.ENSP00000418447,9606.ENSP00000428056,9606.ENSP00000432660,9606.ENSP00000438689,9606.ENSP00000452786,9606.ENSP00000458162,9606.ENSP00000463559,9606.ENSP00000483825,9606.ENSP00000489597,9606.ENSP00000492363,9606.ENSP00000493594,9606.ENSP00000497733	NDUFB4,MYH9,HGF,PFN1,COX6A1,MAPK14,SKP1,PLD2,WNT5A,WNT2,CDK2,IQGAP1,IFNAR1,FLT1,ARAF,CAPN2,SCIN,CFL2,ARF6,CRK,RRM1,ATG4D,PAK2,PPP1CA,ITGA11,CREB3L2,IFITM1,ATF4,ARHGEF1,FOXO3,LIMK2,STAT5A,ATG7,FN1,TJP1,FCGR2B,FZD6,TGFBR2,COL18A1,GSTM3,CALD1,FCGR3A,FLNA,SORBS1,TXNDC12,ATG4A,ARHGAP5,SPP1,BTC,ITGB1,MYH11,HLA-A,NFATC4,NDUFA11,MITF,RHOA,FGFR2,PTPRC,NCK1,PPP2CA,PIK3R1,CFL1,ACADVL,ITGB3,ACTG1,MYL12B,IKBKG,PTPN11,PRICKLE2,MYH14,CDC42
