#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0008137	NADH dehydrogenase (ubiquinone) activity	8	41	1.31	1.34	3.81e-06	9606.ENSP00000184266,9606.ENSP00000252102,9606.ENSP00000259037,9606.ENSP00000266544,9606.ENSP00000407336,9606.ENSP00000441126,9606.ENSP00000483888,9606.ENSP00000497587	NDUFB4,NDUFA2,NDUFB5,NDUFA9,NDUFB3,NDUFC1,NDUFB1,NDUFV1
GO:0008092	Cytoskeletal protein binding	30	1002	0.49	0.78	7.67e-06	9606.ENSP00000216181,9606.ENSP00000225655,9606.ENSP00000228825,9606.ENSP00000254066,9606.ENSP00000257430,9606.ENSP00000268182,9606.ENSP00000294742,9606.ENSP00000295006,9606.ENSP00000297029,9606.ENSP00000298159,9606.ENSP00000300574,9606.ENSP00000306124,9606.ENSP00000321348,9606.ENSP00000335055,9606.ENSP00000354826,9606.ENSP00000358866,9606.ENSP00000360293,9606.ENSP00000379350,9606.ENSP00000379616,9606.ENSP00000382697,9606.ENSP00000384273,9606.ENSP00000400175,9606.ENSP00000411355,9606.ENSP00000417273,9606.ENSP00000418447,9606.ENSP00000428924,9606.ENSP00000432660,9606.ENSP00000463559,9606.ENSP00000478061,9606.ENSP00000493594	MYH9,PFN1,ARPC3,RARA,APC,IQGAP1,ARPC5,CAPN2,SCIN,CFL2,CRK,PRKCE,DIAPH2,WASF3,CALD1,FLNA,SORBS1,ITGB1,MYH11,ROCK1,RELA,RHOA,PTPRC,NCK1,PPP2CA,LYN,CFL1,MYL12B,MARCKS,MYH14
GO:0003824	Catalytic activity	88	5522	0.22	0.55	9.48e-06	9606.ENSP00000016171,9606.ENSP00000184266,9606.ENSP00000229379,9606.ENSP00000229795,9606.ENSP00000241453,9606.ENSP00000243501,9606.ENSP00000252102,9606.ENSP00000258424,9606.ENSP00000259037,9606.ENSP00000261461,9606.ENSP00000262367,9606.ENSP00000263025,9606.ENSP00000263088,9606.ENSP00000263464,9606.ENSP00000264033,9606.ENSP00000264380,9606.ENSP00000264972,9606.ENSP00000266544,9606.ENSP00000266970,9606.ENSP00000282397,9606.ENSP00000289104,9606.ENSP00000290277,9606.ENSP00000290921,9606.ENSP00000295006,9606.ENSP00000298316,9606.ENSP00000299335,9606.ENSP00000300738,9606.ENSP00000302194,9606.ENSP00000303507,9606.ENSP00000306124,9606.ENSP00000306397,9606.ENSP00000308413,9606.ENSP00000309591,9606.ENSP00000311318,9606.ENSP00000314067,9606.ENSP00000317272,9606.ENSP00000317780,9606.ENSP00000325136,9606.ENSP00000326031,9606.ENSP00000329127,9606.ENSP00000329757,9606.ENSP00000339916,9606.ENSP00000345774,9606.ENSP00000346437,9606.ENSP00000346827,9606.ENSP00000348461,9606.ENSP00000351905,9606.ENSP00000354357,9606.ENSP00000356864,9606.ENSP00000357883,9606.ENSP00000358723,9606.ENSP00000359098,9606.ENSP00000359258,9606.ENSP00000360002,9606.ENSP00000360688,9606.ENSP00000361306,9606.ENSP00000362649,9606.ENSP00000364699,9606.ENSP00000365012,9606.ENSP00000365042,9606.ENSP00000365757,9606.ENSP00000366156,9606.ENSP00000371886,9606.ENSP00000371897,9606.ENSP00000382697,9606.ENSP00000393847,9606.ENSP00000396045,9606.ENSP00000400175,9606.ENSP00000407336,9606.ENSP00000410294,9606.ENSP00000411355,9606.ENSP00000418447,9606.ENSP00000420269,9606.ENSP00000428924,9606.ENSP00000438689,9606.ENSP00000441126,9606.ENSP00000452786,9606.ENSP00000466363,9606.ENSP00000466818,9606.ENSP00000467262,9606.ENSP00000482639,9606.ENSP00000483825,9606.ENSP00000483888,9606.ENSP00000489597,9606.ENSP00000495750,9606.ENSP00000497587,9606.ENSP00000497733,9606.ENSP00000500582	COX15,NDUFB4,COX6A1,MAPK14,FLT3,PLA2G12A,NDUFA2,COX5B,NDUFB5,PPP2R5A,CREBBP,MAPK3,PLD2,BIRC3,CBL,PIKFYVE,ZAP70,NDUFA9,CDK2,FLT1,MRAS,ARAF,CTBP1,CAPN2,ARF6,COX11,RRM1,ATP6V1G2,BCR,PRKCE,UQCRFS1,RPS6KB2,PRKACA,ATG4D,PAK2,MET,COX5A,HADHB,PPP1CA,PRKCH,ATP6V0C,LIMK2,ALDH3A2,ATG7,ALDH9A1,RAC1,TGFBR2,GSTM3,MGST3,PIP5K1A,RAP1A,COX7A2,GCLM,GSTA4,TXNDC12,ATG4A,HDAC1,SDHD,HCK,CSNK2B,PIP4K2A,SRM,JMJD7-PLA2G4B,ARHGAP5,ROCK1,PLA2G10,PLA2G4B,RHOA,NDUFB3,FGFR2,PTPRC,PPP2CA,ADH7,LYN,ACADVL,NDUFC1,ITGB3,PIP5K1C,COX6B1,UQCR11,MGST2,IKBKG,NDUFB1,PTPN11,GSS,NDUFV1,CDC42,AKT3
GO:0003779	Actin binding	19	448	0.65	0.86	1.85e-05	9606.ENSP00000216181,9606.ENSP00000225655,9606.ENSP00000228825,9606.ENSP00000268182,9606.ENSP00000294742,9606.ENSP00000297029,9606.ENSP00000298159,9606.ENSP00000306124,9606.ENSP00000321348,9606.ENSP00000335055,9606.ENSP00000354826,9606.ENSP00000358866,9606.ENSP00000360293,9606.ENSP00000379350,9606.ENSP00000379616,9606.ENSP00000417273,9606.ENSP00000432660,9606.ENSP00000478061,9606.ENSP00000493594	MYH9,PFN1,ARPC3,IQGAP1,ARPC5,SCIN,CFL2,PRKCE,DIAPH2,WASF3,CALD1,FLNA,SORBS1,ITGB1,MYH11,NCK1,CFL1,MARCKS,MYH14
GO:0046961	Proton-transporting ATPase activity, rotational mechanism	6	24	1.42	1.11	5.15e-05	9606.ENSP00000253413,9606.ENSP00000290949,9606.ENSP00000302194,9606.ENSP00000329757,9606.ENSP00000411672,9606.ENSP00000434729	ATP6V1E1,ATP6V0D1,ATP6V1G2,ATP6V0C,ATP6V0E2,ATP6V0B
GO:0016651	Oxidoreductase activity, acting on NAD(P)H	9	90	1.02	0.99	5.93e-05	9606.ENSP00000016171,9606.ENSP00000184266,9606.ENSP00000252102,9606.ENSP00000259037,9606.ENSP00000266544,9606.ENSP00000407336,9606.ENSP00000441126,9606.ENSP00000483888,9606.ENSP00000497587	COX15,NDUFB4,NDUFA2,NDUFB5,NDUFA9,NDUFB3,NDUFC1,NDUFB1,NDUFV1
GO:1990782	Protein tyrosine kinase binding	10	120	0.94	0.95	6.27e-05	9606.ENSP00000264033,9606.ENSP00000287842,9606.ENSP00000300574,9606.ENSP00000354952,9606.ENSP00000364995,9606.ENSP00000379350,9606.ENSP00000382004,9606.ENSP00000417273,9606.ENSP00000428056,9606.ENSP00000489597	CBL,NRG1,CRK,GAB2,SHC3,ITGB1,CTNND1,NCK1,PIK3R1,PTPN11
GO:0005178	Integrin binding	11	159	0.86	0.88	8.97e-05	9606.ENSP00000200181,9606.ENSP00000216181,9606.ENSP00000287842,9606.ENSP00000296585,9606.ENSP00000324532,9606.ENSP00000327290,9606.ENSP00000346839,9606.ENSP00000378517,9606.ENSP00000379350,9606.ENSP00000428924,9606.ENSP00000452786	ITGB4,MYH9,NRG1,ITGA2,LAMA3,ITGA11,FN1,SPP1,ITGB1,LYN,ITGB3
GO:0097367	Carbohydrate derivative binding	46	2278	0.32	0.57	0.00011	9606.ENSP00000216181,9606.ENSP00000229795,9606.ENSP00000241453,9606.ENSP00000263025,9606.ENSP00000264380,9606.ENSP00000264972,9606.ENSP00000266970,9606.ENSP00000267843,9606.ENSP00000282397,9606.ENSP00000289104,9606.ENSP00000290277,9606.ENSP00000296585,9606.ENSP00000298316,9606.ENSP00000300738,9606.ENSP00000303507,9606.ENSP00000306124,9606.ENSP00000308413,9606.ENSP00000309591,9606.ENSP00000314067,9606.ENSP00000317272,9606.ENSP00000329127,9606.ENSP00000339916,9606.ENSP00000346839,9606.ENSP00000348461,9606.ENSP00000351905,9606.ENSP00000355751,9606.ENSP00000357883,9606.ENSP00000358723,9606.ENSP00000365012,9606.ENSP00000365757,9606.ENSP00000371897,9606.ENSP00000379616,9606.ENSP00000382697,9606.ENSP00000385519,9606.ENSP00000400175,9606.ENSP00000410294,9606.ENSP00000411355,9606.ENSP00000428924,9606.ENSP00000438689,9606.ENSP00000458162,9606.ENSP00000466363,9606.ENSP00000493594,9606.ENSP00000495750,9606.ENSP00000497587,9606.ENSP00000497733,9606.ENSP00000500582	MYH9,MAPK14,FLT3,MAPK3,PIKFYVE,ZAP70,CDK2,FGF7,FLT1,MRAS,ARAF,ITGA2,ARF6,RRM1,BCR,PRKCE,RPS6KB2,PRKACA,PAK2,MET,PRKCH,LIMK2,FN1,RAC1,TGFBR2,THBS2,PIP5K1A,RAP1A,HCK,PIP4K2A,ARHGAP5,MYH11,ROCK1,CD14,RHOA,FGFR2,PTPRC,LYN,ACADVL,ACTG1,PIP5K1C,MYH14,GSS,NDUFV1,CDC42,AKT3
GO:0030971	Receptor tyrosine kinase binding	8	76	1.04	0.91	0.00016	9606.ENSP00000264033,9606.ENSP00000287842,9606.ENSP00000300574,9606.ENSP00000354952,9606.ENSP00000364995,9606.ENSP00000417273,9606.ENSP00000428056,9606.ENSP00000489597	CBL,NRG1,CRK,GAB2,SHC3,NCK1,PIK3R1,PTPN11
GO:0030159	Signaling receptor complex adaptor activity	7	52	1.15	0.93	0.00017	9606.ENSP00000262320,9606.ENSP00000300574,9606.ENSP00000354952,9606.ENSP00000360293,9606.ENSP00000417273,9606.ENSP00000428056,9606.ENSP00000489597	AXIN1,CRK,GAB2,SORBS1,NCK1,PIK3R1,PTPN11
GO:0017076	Purine nucleotide binding	40	1917	0.34	0.54	0.00028	9606.ENSP00000216181,9606.ENSP00000225655,9606.ENSP00000229795,9606.ENSP00000241453,9606.ENSP00000263025,9606.ENSP00000264380,9606.ENSP00000264972,9606.ENSP00000266970,9606.ENSP00000282397,9606.ENSP00000289104,9606.ENSP00000290277,9606.ENSP00000298316,9606.ENSP00000300738,9606.ENSP00000303507,9606.ENSP00000306124,9606.ENSP00000308413,9606.ENSP00000309591,9606.ENSP00000314067,9606.ENSP00000317272,9606.ENSP00000329127,9606.ENSP00000339916,9606.ENSP00000348461,9606.ENSP00000351905,9606.ENSP00000357883,9606.ENSP00000358723,9606.ENSP00000365012,9606.ENSP00000365757,9606.ENSP00000371897,9606.ENSP00000379616,9606.ENSP00000382697,9606.ENSP00000400175,9606.ENSP00000410294,9606.ENSP00000428924,9606.ENSP00000438689,9606.ENSP00000458162,9606.ENSP00000466363,9606.ENSP00000493594,9606.ENSP00000495750,9606.ENSP00000497733,9606.ENSP00000500582	MYH9,PFN1,MAPK14,FLT3,MAPK3,PIKFYVE,ZAP70,CDK2,FLT1,MRAS,ARAF,ARF6,RRM1,BCR,PRKCE,RPS6KB2,PRKACA,PAK2,MET,PRKCH,LIMK2,RAC1,TGFBR2,PIP5K1A,RAP1A,HCK,PIP4K2A,ARHGAP5,MYH11,ROCK1,RHOA,FGFR2,LYN,ACADVL,ACTG1,PIP5K1C,MYH14,GSS,CDC42,AKT3
GO:0032553	Ribonucleotide binding	40	1920	0.34	0.54	0.00029	9606.ENSP00000216181,9606.ENSP00000229795,9606.ENSP00000241453,9606.ENSP00000263025,9606.ENSP00000264380,9606.ENSP00000264972,9606.ENSP00000266970,9606.ENSP00000282397,9606.ENSP00000289104,9606.ENSP00000290277,9606.ENSP00000298316,9606.ENSP00000300738,9606.ENSP00000303507,9606.ENSP00000306124,9606.ENSP00000308413,9606.ENSP00000309591,9606.ENSP00000314067,9606.ENSP00000317272,9606.ENSP00000329127,9606.ENSP00000339916,9606.ENSP00000348461,9606.ENSP00000351905,9606.ENSP00000357883,9606.ENSP00000358723,9606.ENSP00000365012,9606.ENSP00000365757,9606.ENSP00000371897,9606.ENSP00000379616,9606.ENSP00000382697,9606.ENSP00000400175,9606.ENSP00000410294,9606.ENSP00000428924,9606.ENSP00000438689,9606.ENSP00000458162,9606.ENSP00000466363,9606.ENSP00000493594,9606.ENSP00000495750,9606.ENSP00000497587,9606.ENSP00000497733,9606.ENSP00000500582	MYH9,MAPK14,FLT3,MAPK3,PIKFYVE,ZAP70,CDK2,FLT1,MRAS,ARAF,ARF6,RRM1,BCR,PRKCE,RPS6KB2,PRKACA,PAK2,MET,PRKCH,LIMK2,RAC1,TGFBR2,PIP5K1A,RAP1A,HCK,PIP4K2A,ARHGAP5,MYH11,ROCK1,RHOA,FGFR2,LYN,ACADVL,ACTG1,PIP5K1C,MYH14,GSS,NDUFV1,CDC42,AKT3
GO:0035591	Signaling adaptor activity	8	86	0.99	0.82	0.00035	9606.ENSP00000262320,9606.ENSP00000268182,9606.ENSP00000300574,9606.ENSP00000354952,9606.ENSP00000360293,9606.ENSP00000417273,9606.ENSP00000428056,9606.ENSP00000489597	AXIN1,IQGAP1,CRK,GAB2,SORBS1,NCK1,PIK3R1,PTPN11
GO:0004129	Cytochrome-c oxidase activity	5	20	1.42	0.91	0.00036	9606.ENSP00000016171,9606.ENSP00000229379,9606.ENSP00000258424,9606.ENSP00000317780,9606.ENSP00000466818	COX15,COX6A1,COX5B,COX5A,COX6B1
GO:0016308	1-phosphatidylinositol-4-phosphate 5-kinase activity	4	8	1.72	0.93	0.00039	9606.ENSP00000264380,9606.ENSP00000357883,9606.ENSP00000365757,9606.ENSP00000466363	PIKFYVE,PIP5K1A,PIP4K2A,PIP5K1C
GO:0008013	Beta-catenin binding	8	89	0.97	0.8	0.00041	9606.ENSP00000231487,9606.ENSP00000257430,9606.ENSP00000262320,9606.ENSP00000339527,9606.ENSP00000348416,9606.ENSP00000382004,9606.ENSP00000405574,9606.ENSP00000495556	SKP1,APC,AXIN1,FOXO3,TJP1,CTNND1,TBL1XR1,TBL1X
GO:0003925	G protein activity	6	40	1.19	0.85	0.00046	9606.ENSP00000289104,9606.ENSP00000298316,9606.ENSP00000348461,9606.ENSP00000358723,9606.ENSP00000400175,9606.ENSP00000497733	MRAS,ARF6,RAC1,RAP1A,RHOA,CDC42
GO:0032555	Purine ribonucleotide binding	39	1903	0.33	0.52	0.00050	9606.ENSP00000216181,9606.ENSP00000229795,9606.ENSP00000241453,9606.ENSP00000263025,9606.ENSP00000264380,9606.ENSP00000264972,9606.ENSP00000266970,9606.ENSP00000282397,9606.ENSP00000289104,9606.ENSP00000290277,9606.ENSP00000298316,9606.ENSP00000300738,9606.ENSP00000303507,9606.ENSP00000306124,9606.ENSP00000308413,9606.ENSP00000309591,9606.ENSP00000314067,9606.ENSP00000317272,9606.ENSP00000329127,9606.ENSP00000339916,9606.ENSP00000348461,9606.ENSP00000351905,9606.ENSP00000357883,9606.ENSP00000358723,9606.ENSP00000365012,9606.ENSP00000365757,9606.ENSP00000371897,9606.ENSP00000379616,9606.ENSP00000382697,9606.ENSP00000400175,9606.ENSP00000410294,9606.ENSP00000428924,9606.ENSP00000438689,9606.ENSP00000458162,9606.ENSP00000466363,9606.ENSP00000493594,9606.ENSP00000495750,9606.ENSP00000497733,9606.ENSP00000500582	MYH9,MAPK14,FLT3,MAPK3,PIKFYVE,ZAP70,CDK2,FLT1,MRAS,ARAF,ARF6,RRM1,BCR,PRKCE,RPS6KB2,PRKACA,PAK2,MET,PRKCH,LIMK2,RAC1,TGFBR2,PIP5K1A,RAP1A,HCK,PIP4K2A,ARHGAP5,MYH11,ROCK1,RHOA,FGFR2,LYN,ACADVL,ACTG1,PIP5K1C,MYH14,GSS,CDC42,AKT3
GO:0035639	Purine ribonucleoside triphosphate binding	38	1834	0.33	0.52	0.00052	9606.ENSP00000216181,9606.ENSP00000229795,9606.ENSP00000241453,9606.ENSP00000263025,9606.ENSP00000264380,9606.ENSP00000264972,9606.ENSP00000266970,9606.ENSP00000282397,9606.ENSP00000289104,9606.ENSP00000290277,9606.ENSP00000298316,9606.ENSP00000300738,9606.ENSP00000303507,9606.ENSP00000306124,9606.ENSP00000308413,9606.ENSP00000309591,9606.ENSP00000314067,9606.ENSP00000317272,9606.ENSP00000329127,9606.ENSP00000339916,9606.ENSP00000348461,9606.ENSP00000351905,9606.ENSP00000357883,9606.ENSP00000358723,9606.ENSP00000365012,9606.ENSP00000365757,9606.ENSP00000371897,9606.ENSP00000379616,9606.ENSP00000382697,9606.ENSP00000400175,9606.ENSP00000410294,9606.ENSP00000428924,9606.ENSP00000458162,9606.ENSP00000466363,9606.ENSP00000493594,9606.ENSP00000495750,9606.ENSP00000497733,9606.ENSP00000500582	MYH9,MAPK14,FLT3,MAPK3,PIKFYVE,ZAP70,CDK2,FLT1,MRAS,ARAF,ARF6,RRM1,BCR,PRKCE,RPS6KB2,PRKACA,PAK2,MET,PRKCH,LIMK2,RAC1,TGFBR2,PIP5K1A,RAP1A,HCK,PIP4K2A,ARHGAP5,MYH11,ROCK1,RHOA,FGFR2,LYN,ACTG1,PIP5K1C,MYH14,GSS,CDC42,AKT3
GO:0045296	Cadherin binding	14	334	0.64	0.66	0.00060	9606.ENSP00000216181,9606.ENSP00000225655,9606.ENSP00000264033,9606.ENSP00000268182,9606.ENSP00000314067,9606.ENSP00000326031,9606.ENSP00000348416,9606.ENSP00000354826,9606.ENSP00000358866,9606.ENSP00000379350,9606.ENSP00000382004,9606.ENSP00000417273,9606.ENSP00000429900,9606.ENSP00000489597	MYH9,PFN1,CBL,IQGAP1,PAK2,PPP1CA,TJP1,CALD1,FLNA,ITGB1,CTNND1,NCK1,ASAP1,PTPN11
GO:0004674	Protein serine/threonine kinase activity	16	434	0.58	0.63	0.00061	9606.ENSP00000229795,9606.ENSP00000263025,9606.ENSP00000264380,9606.ENSP00000266970,9606.ENSP00000290277,9606.ENSP00000303507,9606.ENSP00000306124,9606.ENSP00000308413,9606.ENSP00000309591,9606.ENSP00000314067,9606.ENSP00000329127,9606.ENSP00000339916,9606.ENSP00000351905,9606.ENSP00000365042,9606.ENSP00000382697,9606.ENSP00000500582	MAPK14,MAPK3,PIKFYVE,CDK2,ARAF,BCR,PRKCE,RPS6KB2,PRKACA,PAK2,PRKCH,LIMK2,TGFBR2,CSNK2B,ROCK1,AKT3
GO:0000166	Nucleotide binding	42	2168	0.31	0.49	0.00073	9606.ENSP00000216181,9606.ENSP00000225655,9606.ENSP00000229795,9606.ENSP00000241453,9606.ENSP00000263025,9606.ENSP00000264380,9606.ENSP00000264972,9606.ENSP00000266970,9606.ENSP00000282397,9606.ENSP00000289104,9606.ENSP00000290277,9606.ENSP00000290921,9606.ENSP00000298316,9606.ENSP00000300738,9606.ENSP00000303507,9606.ENSP00000306124,9606.ENSP00000308413,9606.ENSP00000309591,9606.ENSP00000314067,9606.ENSP00000317272,9606.ENSP00000329127,9606.ENSP00000339916,9606.ENSP00000348461,9606.ENSP00000351905,9606.ENSP00000357883,9606.ENSP00000358723,9606.ENSP00000365012,9606.ENSP00000365757,9606.ENSP00000371897,9606.ENSP00000379616,9606.ENSP00000382697,9606.ENSP00000400175,9606.ENSP00000410294,9606.ENSP00000428924,9606.ENSP00000438689,9606.ENSP00000458162,9606.ENSP00000466363,9606.ENSP00000493594,9606.ENSP00000495750,9606.ENSP00000497587,9606.ENSP00000497733,9606.ENSP00000500582	MYH9,PFN1,MAPK14,FLT3,MAPK3,PIKFYVE,ZAP70,CDK2,FLT1,MRAS,ARAF,CTBP1,ARF6,RRM1,BCR,PRKCE,RPS6KB2,PRKACA,PAK2,MET,PRKCH,LIMK2,RAC1,TGFBR2,PIP5K1A,RAP1A,HCK,PIP4K2A,ARHGAP5,MYH11,ROCK1,RHOA,FGFR2,LYN,ACADVL,ACTG1,PIP5K1C,MYH14,GSS,NDUFV1,CDC42,AKT3
GO:0106310	Protein serine kinase activity	14	361	0.61	0.59	0.0013	9606.ENSP00000229795,9606.ENSP00000263025,9606.ENSP00000264380,9606.ENSP00000266970,9606.ENSP00000290277,9606.ENSP00000303507,9606.ENSP00000306124,9606.ENSP00000308413,9606.ENSP00000309591,9606.ENSP00000314067,9606.ENSP00000329127,9606.ENSP00000339916,9606.ENSP00000382697,9606.ENSP00000500582	MAPK14,MAPK3,PIKFYVE,CDK2,ARAF,BCR,PRKCE,RPS6KB2,PRKACA,PAK2,PRKCH,LIMK2,ROCK1,AKT3
GO:0022853	Active ion transmembrane transporter activity	12	271	0.66	0.6	0.0015	9606.ENSP00000016171,9606.ENSP00000229379,9606.ENSP00000253413,9606.ENSP00000258424,9606.ENSP00000290949,9606.ENSP00000302194,9606.ENSP00000306397,9606.ENSP00000317780,9606.ENSP00000329757,9606.ENSP00000411672,9606.ENSP00000434729,9606.ENSP00000466818	COX15,COX6A1,ATP6V1E1,COX5B,ATP6V0D1,ATP6V1G2,UQCRFS1,COX5A,ATP6V0C,ATP6V0E2,ATP6V0B,COX6B1
GO:0030554	Adenyl nucleotide binding	33	1566	0.34	0.48	0.0015	9606.ENSP00000216181,9606.ENSP00000225655,9606.ENSP00000229795,9606.ENSP00000241453,9606.ENSP00000263025,9606.ENSP00000264380,9606.ENSP00000264972,9606.ENSP00000266970,9606.ENSP00000282397,9606.ENSP00000290277,9606.ENSP00000300738,9606.ENSP00000303507,9606.ENSP00000306124,9606.ENSP00000308413,9606.ENSP00000309591,9606.ENSP00000314067,9606.ENSP00000317272,9606.ENSP00000329127,9606.ENSP00000339916,9606.ENSP00000351905,9606.ENSP00000357883,9606.ENSP00000365012,9606.ENSP00000365757,9606.ENSP00000379616,9606.ENSP00000382697,9606.ENSP00000410294,9606.ENSP00000428924,9606.ENSP00000438689,9606.ENSP00000458162,9606.ENSP00000466363,9606.ENSP00000493594,9606.ENSP00000495750,9606.ENSP00000500582	MYH9,PFN1,MAPK14,FLT3,MAPK3,PIKFYVE,ZAP70,CDK2,FLT1,ARAF,RRM1,BCR,PRKCE,RPS6KB2,PRKACA,PAK2,MET,PRKCH,LIMK2,TGFBR2,PIP5K1A,HCK,PIP4K2A,MYH11,ROCK1,FGFR2,LYN,ACADVL,ACTG1,PIP5K1C,MYH14,GSS,AKT3
GO:0001221	Transcription coregulator binding	8	114	0.86	0.65	0.0018	9606.ENSP00000254066,9606.ENSP00000262367,9606.ENSP00000290921,9606.ENSP00000338157,9606.ENSP00000339527,9606.ENSP00000342136,9606.ENSP00000362649,9606.ENSP00000384273	RARA,CREBBP,CTBP1,ZBTB16,FOXO3,CREB3,HDAC1,RELA
GO:0030234	Enzyme regulator activity	28	1239	0.37	0.48	0.0021	9606.ENSP00000229379,9606.ENSP00000257430,9606.ENSP00000261461,9606.ENSP00000263464,9606.ENSP00000268182,9606.ENSP00000287842,9606.ENSP00000303507,9606.ENSP00000306124,9606.ENSP00000314067,9606.ENSP00000337261,9606.ENSP00000339916,9606.ENSP00000346839,9606.ENSP00000357177,9606.ENSP00000358723,9606.ENSP00000359073,9606.ENSP00000359258,9606.ENSP00000365042,9606.ENSP00000371897,9606.ENSP00000375821,9606.ENSP00000379092,9606.ENSP00000382697,9606.ENSP00000385886,9606.ENSP00000389168,9606.ENSP00000417273,9606.ENSP00000428056,9606.ENSP00000429900,9606.ENSP00000472929,9606.ENSP00000482639	COX6A1,APC,PPP2R5A,BIRC3,IQGAP1,NRG1,BCR,PRKCE,PAK2,ARHGEF1,LIMK2,FN1,ARHGEF11,RAP1A,VAV3,GCLM,CSNK2B,ARHGAP5,PPP1R12B,BTC,ROCK1,RASGRP3,PPP1R12A,NCK1,PIK3R1,ASAP1,VAV1,MGST2
GO:0008083	Growth factor activity	9	162	0.76	0.58	0.0030	9606.ENSP00000222390,9606.ENSP00000267843,9606.ENSP00000287842,9606.ENSP00000293829,9606.ENSP00000346508,9606.ENSP00000352414,9606.ENSP00000363081,9606.ENSP00000378367,9606.ENSP00000379092	HGF,FGF7,NRG1,FGF11,PDGFA,FGF17,DKK1,NRG4,BTC
GO:0032559	Adenyl ribonucleotide binding	32	1554	0.33	0.44	0.0030	9606.ENSP00000216181,9606.ENSP00000229795,9606.ENSP00000241453,9606.ENSP00000263025,9606.ENSP00000264380,9606.ENSP00000264972,9606.ENSP00000266970,9606.ENSP00000282397,9606.ENSP00000290277,9606.ENSP00000300738,9606.ENSP00000303507,9606.ENSP00000306124,9606.ENSP00000308413,9606.ENSP00000309591,9606.ENSP00000314067,9606.ENSP00000317272,9606.ENSP00000329127,9606.ENSP00000339916,9606.ENSP00000351905,9606.ENSP00000357883,9606.ENSP00000365012,9606.ENSP00000365757,9606.ENSP00000379616,9606.ENSP00000382697,9606.ENSP00000410294,9606.ENSP00000428924,9606.ENSP00000438689,9606.ENSP00000458162,9606.ENSP00000466363,9606.ENSP00000493594,9606.ENSP00000495750,9606.ENSP00000500582	MYH9,MAPK14,FLT3,MAPK3,PIKFYVE,ZAP70,CDK2,FLT1,ARAF,RRM1,BCR,PRKCE,RPS6KB2,PRKACA,PAK2,MET,PRKCH,LIMK2,TGFBR2,PIP5K1A,HCK,PIP4K2A,MYH11,ROCK1,FGFR2,LYN,ACADVL,ACTG1,PIP5K1C,MYH14,GSS,AKT3
GO:0005524	ATP binding	31	1491	0.34	0.44	0.0033	9606.ENSP00000216181,9606.ENSP00000229795,9606.ENSP00000241453,9606.ENSP00000263025,9606.ENSP00000264380,9606.ENSP00000264972,9606.ENSP00000266970,9606.ENSP00000282397,9606.ENSP00000290277,9606.ENSP00000300738,9606.ENSP00000303507,9606.ENSP00000306124,9606.ENSP00000308413,9606.ENSP00000309591,9606.ENSP00000314067,9606.ENSP00000317272,9606.ENSP00000329127,9606.ENSP00000339916,9606.ENSP00000351905,9606.ENSP00000357883,9606.ENSP00000365012,9606.ENSP00000365757,9606.ENSP00000379616,9606.ENSP00000382697,9606.ENSP00000410294,9606.ENSP00000428924,9606.ENSP00000458162,9606.ENSP00000466363,9606.ENSP00000493594,9606.ENSP00000495750,9606.ENSP00000500582	MYH9,MAPK14,FLT3,MAPK3,PIKFYVE,ZAP70,CDK2,FLT1,ARAF,RRM1,BCR,PRKCE,RPS6KB2,PRKACA,PAK2,MET,PRKCH,LIMK2,TGFBR2,PIP5K1A,HCK,PIP4K2A,MYH11,ROCK1,FGFR2,LYN,ACTG1,PIP5K1C,MYH14,GSS,AKT3
GO:0098639	Collagen binding involved in cell-matrix adhesion	3	5	1.8	0.68	0.0034	9606.ENSP00000296585,9606.ENSP00000327290,9606.ENSP00000379350	ITGA2,ITGA11,ITGB1
