"GeneSymbol","Direction","logFC","AveExpr","t","P.Value","adj.P.Val","Testado_no_POP","Direcao_POP","Concordante"
"FBLN5","up",0.720439555875507,15.4952171373971,2.13956687304404,0.0431464438661483,0.897122527377769,TRUE,"up",TRUE
"C19orf24","up",0.787630800520164,9.60287538799832,2.13701652423311,0.0433747997170459,0.897122527377769,TRUE,"up",TRUE
"IFI16","down",0.601610596761949,15.0464885880236,2.13499562542561,0.0435565209029476,0.897122527377769,TRUE,"up",FALSE
"BLM","down",0.820763693360072,9.4442757776509,2.13008618521253,0.0440008390282858,0.897122527377769,TRUE,"up",FALSE
"EHD2","down",0.721162990166187,8.62988519239459,2.1272943014744,0.0442553265348302,0.897122527377769,TRUE,"up",FALSE
"CHI3L1","up",1.02675846068306,9.95578430552913,2.12439330048994,0.0445211614522794,0.898880575107214,TRUE,"up",TRUE
"GLUD2","up",0.563461583541206,12.9748306708488,2.12063245005647,0.0448679250327945,0.900138902514545,TRUE,"up",TRUE
"PARK2","down",0.543477303149367,9.74848677801447,2.11137803713691,0.0457315664913729,0.90245237426949,TRUE,"up",FALSE
"ODF3","up",0.58307879991901,8.40528720584565,2.11132294930987,0.0457367517761937,0.90245237426949,TRUE,"up",TRUE
"BTN2A2","down",0.676155953900958,11.0444581888516,2.10380499895207,0.0464493667471045,0.904687674668202,TRUE,"up",FALSE
"WNT2","up",0.947763842684768,10.2701689752717,2.08890643146905,0.0478910578830001,0.904687674668202,TRUE,"up",TRUE
"PNMA5","up",0.613108290905702,8.41170099042546,2.08714393870348,0.0480642329545547,0.904687674668202,TRUE,"up",TRUE
"KLRC4","up",0.633315246368312,8.53220061274311,2.08492649859295,0.0482829052717932,0.906765951920492,TRUE,"up",TRUE
"PROS1","up",0.568388583594271,14.5447777407962,2.08245348571599,0.0485278305165577,0.910345147607363,TRUE,"up",TRUE
"CORT","down",0.923987907224587,8.91415370523717,2.07319929396983,0.0494542480242428,0.912671457453715,TRUE,"up",FALSE
"OPCML","down",0.649156330609545,8.16663959004842,2.07251816942206,0.0495230544633985,0.912671457453715,TRUE,"up",FALSE
"OMG","down",0.80917350877428,8.38891232038602,2.07003737576446,0.0497743851662363,0.912671457453715,TRUE,"up",FALSE
"ARHGAP24","up",0.757215520686163,9.64321939873014,2.06939088255525,0.0498400686684126,0.912671457453715,TRUE,"up",TRUE
"CCR2","up",0.702879724419236,8.64242044435103,2.0676976959431,0.0500124629492003,0.912671457453715,TRUE,"up",TRUE
"PGAP1","up",0.677906399271855,8.4778498984115,2.06240593554315,0.050554689178073,0.912671457453715,TRUE,"up",TRUE
"ELP4","up",0.707652686706452,9.94548293928566,2.05879014988821,0.0509281961461543,0.912671457453715,TRUE,"up",TRUE
"DIXDC1","down",0.913599040379251,9.24620993468965,2.05349520778709,0.0514796007585538,0.914233480747276,TRUE,"up",FALSE
"SUPT5H","down",0.838649164890455,10.8844675221375,2.05033654304796,0.0518110669289575,0.914233480747276,TRUE,"up",FALSE
"MS4A7","down",0.58157206036657,14.7563625499111,2.05001120732463,0.0518453150613313,0.914233480747276,TRUE,"up",FALSE
"FAM54A","up",0.673440210537415,8.33536816983551,2.04975496544037,0.0518723038790474,0.914233480747276,TRUE,"up",TRUE
"STYX","up",0.601593974385481,10.8490697718208,2.04844084983459,0.0520109106822966,0.914233480747276,TRUE,"up",TRUE
"KLRC2","up",0.706176681955463,8.76935288991134,2.04756088489682,0.0521039096868911,0.914233480747276,TRUE,"up",TRUE
"CSMD3","down",0.609795655897523,8.46472619708097,2.04513690678549,0.052360854177408,0.914233480747276,TRUE,"up",FALSE
"USP16","down",0.566227988367981,12.3687937824743,2.04466079522541,0.0524114549700769,0.914233480747276,TRUE,"up",FALSE
"PSTPIP2","down",0.862464046061414,9.60758841526181,2.04328523120955,0.0525578936977043,0.914233480747276,TRUE,"up",FALSE
"RASGRF2","up",0.677701401659936,8.41052250923754,2.04258461486145,0.0526326193328123,0.914233480747276,TRUE,"up",TRUE
"LRRC4","up",0.742801786967242,8.95113232928412,2.02907599869802,0.0540920181313001,0.914233480747276,TRUE,"up",TRUE
"NOX5","up",0.593136761131192,8.70858192019456,2.02783764235601,0.054227587503404,0.914233480747276,TRUE,"up",TRUE
"XPOT","up",0.77362607597149,11.0411791590156,2.02390221528962,0.054660426462731,0.914233480747276,TRUE,"up",TRUE
"NINJ2","up",0.746048670077961,10.1408869728278,2.02303604198637,0.0547561039307328,0.914233480747276,TRUE,"up",TRUE
"PCDHB4","up",0.636268518981721,11.3398312827206,2.02026731236806,0.0550629363010949,0.914233480747276,TRUE,"up",TRUE
"GBE1","up",0.674830046927321,11.3910492592607,2.0194286157386,0.0551561820505901,0.914233480747276,TRUE,"up",TRUE
"UTS2","up",0.612278214636627,8.76052481463174,2.0141642714247,0.0557446769698826,0.914233480747276,TRUE,"up",TRUE
"SLC10A1","down",0.566671859981529,8.82580393194523,2.01363427040861,0.0558042328323129,0.914233480747276,TRUE,"up",FALSE
"HSPBAP1","up",0.561592754237499,12.7015301561483,2.01002043153887,0.0562118245683915,0.914233480747276,TRUE,"up",TRUE
"CENPA","up",0.584952127928948,8.83880841071345,2.0066801974364,0.0565909034411198,0.918488238606346,TRUE,"up",TRUE
