"GeneSymbol","Direction","logFC","AveExpr","t","P.Value","adj.P.Val","Testado_no_POP","Direcao_POP","Concordante","DEG_POP_FDR05_logFC1"
"DPP3","up",0.171604509195943,9.2148556412936,0.517473667123303,0.60973110975115,0.974763679508199,TRUE,"up",TRUE,FALSE
"FOXO3","down",NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
"FXYD3","up",-0.458413589232743,11.1325443565798,-0.561296975684956,0.579984049559892,0.974763679508199,TRUE,"down",FALSE,FALSE
"GAS7","down",0.299676145293007,12.5435179006821,0.965245884788543,0.34438920661013,0.974763679508199,TRUE,"up",FALSE,FALSE
"HBS1L","down",0.368820895029079,11.0249782557335,1.20659271607655,0.23976475869005,0.974763679508199,TRUE,"up",FALSE,FALSE
"HLA-DRB4","down",0.139591670616927,16.7085874295421,0.362578665610375,0.720206145593014,0.978316504904325,TRUE,"up",FALSE,FALSE
"IL1R2","up",0.185541138221618,12.5002263606256,0.201563125851814,0.842017432486271,0.989112397484782,TRUE,"up",TRUE,FALSE
"KCNN3","down",0.571039157170993,11.958530169165,1.48110519464196,0.152050747514126,0.974763679508199,TRUE,"up",FALSE,FALSE
"KRT14","up",-0.0419834815846163,11.315049227393,-0.0295757980777774,0.976658653281111,0.999064329606389,TRUE,"down",FALSE,FALSE
"KRT16","up",-0.818559041140511,13.5968305351128,-1.79339185127359,0.085974758379598,0.963518020108213,TRUE,"down",FALSE,FALSE
"KRT17","up",-0.729276867576504,11.5534314920193,-0.71193526074351,0.483612433064401,0.974763679508199,TRUE,"down",FALSE,FALSE
"KRT8","up",-0.0679478923894995,11.5392080583396,-0.224030815102654,0.824697049041739,0.988537330154631,TRUE,"down",FALSE,FALSE
"LAMP3","up",0.036865255838617,8.83576412057294,0.105459915418394,0.916918581734411,0.994173148974376,TRUE,"up",TRUE,FALSE
"LARGE1","down",NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
"LGALS8","up",0.291921187511385,11.589367618267,1.00672575421049,0.324465305505521,0.974763679508199,TRUE,"up",TRUE,FALSE
"LRRC32","up",NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
"MAD2L1","up",-0.246818590240102,11.1020147682778,-0.639529489797165,0.528751725526833,0.974763679508199,TRUE,"down",FALSE,FALSE
"MCM4","up",0.168529996735115,10.5017768509631,0.407692593019703,0.687241993727968,0.976039958285367,TRUE,"up",TRUE,FALSE
"NISCH","down",0.0888761036084858,16.566553413861,0.326417038796827,0.747039053492195,0.980235739199058,TRUE,"up",FALSE,FALSE
"NME1","up",0.165479579861423,13.284577789473,0.567075006105952,0.576116612358409,0.974763679508199,TRUE,"up",TRUE,FALSE
"NPR1","down",0.32205140603789,10.4217673436346,0.77792156654613,0.444486915362086,0.974763679508199,TRUE,"up",FALSE,FALSE
"PBK","up",0.583355292000583,8.68846260565167,1.47602703082018,0.15339891996947,0.974763679508199,TRUE,"up",TRUE,FALSE
"PI3","up",-1.1638413744046,11.4417908397948,-1.00374615278601,0.325869305120523,0.974763679508199,TRUE,"down",FALSE,FALSE
"PKP1","up",-0.808303435722854,9.98348861113978,-0.794938521871303,0.434717312176606,0.974763679508199,TRUE,"down",FALSE,FALSE
"PRKCB","down",NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
"PTGER2","down",0.572857578855628,12.0235164980255,1.72562257461576,0.0977299605259304,0.963518020108213,TRUE,"up",FALSE,FALSE
"RHPN2","down",0.295279608874078,9.107917386151,1.07246192379301,0.294556506518091,0.974763679508199,TRUE,"up",FALSE,FALSE
"S100A13","down",NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
"S100A2","up",-1.43146471814803,12.249503214547,-1.10599453352624,0.280080917847636,0.974763679508199,TRUE,"down",FALSE,FALSE
"S100A7","up",0.568372540251186,11.6016902894597,0.750463946986695,0.460529262280815,0.974763679508199,TRUE,"up",TRUE,FALSE
"SAE1","down",0.0995581163634006,15.4088600112213,0.364228484392761,0.718990346030973,0.978316504904325,TRUE,"up",FALSE,FALSE
"SERPINB8","up",0.10020894248219,9.67922757191697,0.157181341326978,0.87646363830887,0.991908372835379,TRUE,"up",TRUE,FALSE
"SFRS2","up",0.163179400276764,17.0416969383947,0.617908067963677,0.542662454296632,0.974763679508199,TRUE,"up",TRUE,FALSE
"SGCA","down",0.142038801774899,11.3039893637052,0.450952338351771,0.65621602935524,0.974763679508199,TRUE,"up",FALSE,FALSE
"SMC2","up",NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
"THSD1","down",0.207331117300261,10.9814870588488,0.500033273107802,0.621767680825578,0.974763679508199,TRUE,"up",FALSE,FALSE
"TLE1","down",0.298948728100173,11.1250757149933,0.72613202010302,0.475029850042973,0.974763679508199,TRUE,"up",FALSE,FALSE
"TNFRSF25","up",-0.247304165664217,10.5069216924328,-0.765649577033722,0.451614589147379,0.974763679508199,TRUE,"down",FALSE,FALSE
"TP63","up",NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
"UBE2I","down",0.251954486620746,13.2133462210527,0.840548138724834,0.409191941681547,0.974763679508199,TRUE,"up",FALSE,FALSE
"UBL3","down",0.301033693109156,15.1594809835563,1.09391968572957,0.285233050151649,0.974763679508199,TRUE,"up",FALSE,FALSE
"USP13","down",0.520930839259967,12.4093500498861,1.84193812986616,0.0783209919677009,0.961554428876685,TRUE,"up",FALSE,FALSE
"ZNF148","down",0.276521636047158,14.5638707538317,0.98475730752713,0.334915732043514,0.974763679508199,TRUE,"up",FALSE,FALSE
