"PATH","Nh","ES","NES","pvalue","leadingEdge","p.adjust"
"05223",2,-0.859649122807018,-1.54008872515484,0.018981018981019,"PRKCB/FOXO3",0.183483183483183
"05140",2,-0.859649122807018,-1.52346604873348,0.025974025974026,"PRKCB/HLA-DRB4",0.183483183483183
"04062",2,-0.859649122807018,-1.52082319732583,0.028971028971029,"PRKCB/FOXO3",0.183483183483183
"05416",2,-0.789473684210526,-1.36791853623109,0.0529470529470529,"SGCA/HLA-DRB4",0.251498501498502
"01100",3,0.660714285714286,1.33233101598594,0.0789210789210789,"NME1/AKR1B10/CKMT1A",0.278388278388278
"04120",2,-0.736842105263158,-1.30200666681036,0.0879120879120879,"SAE1/UBE2I",0.278388278388278
"04060",2,0.68421052631579,1.18249178477964,0.123876123876124,"TNFRSF25/IL1R2",0.315559440559441
"04270",3,-0.562162477996294,-1.1783033270679,0.132867132867133,"ADORA2B/NPR1/PRKCB",0.315559440559441
"04310",2,0.647914079058145,1.13718110145633,0.153846153846154,"DKK1/PRKCB",0.324786324786325
"04080",2,-0.491228070175439,-0.87658699673851,0.294705294705295,"ADORA2B/PTGER2",0.476758535582065
"04020",2,-0.491228070175439,-0.851285448034914,0.318681318681319,"ADORA2B/PRKCB",0.476758535582065
"04640",2,-0.41857413294283,-0.738152393645473,0.374625374625375,"IL1R2/HLA-DRB4",0.476758535582065
"05146",2,-0.378229180174593,-0.676444033250156,0.405594405594406,"IL1R2/PRKCB",0.476758535582065
"04514",2,-0.41857413294283,-0.7282137153507,0.410589410589411,"CLDN1/HLA-DRB4",0.476758535582065
"00230",2,0.421629061281063,0.748640816000573,0.418581418581419,"NME1/NPR1",0.476758535582065
"04670",2,-0.378229180174593,-0.667709225602417,0.425574425574426,"CLDN1/PRKCB",0.476758535582065
"04010",2,-0.378229180174593,-0.650505122658496,0.426573426573427,"IL1R2/PRKCB",0.476758535582065
"04530",2,-0.378229180174593,-0.65742508784404,0.454545454545455,"CLDN1/PRKCB",0.47979797979798
"04110",3,0.279419424329593,0.570356072015868,0.501498501498502,"MAD2L1/MCM4/CDKN1C",0.501498501498502
