"TERM_ID","Count","M","N","n","pvalue","geneID","p.adjust"
"03013",4,118,31072,35,9.44732416219808e-06,"EIF2S3/PABPC1/EIF4E/KPNB1",0.000500708180596498
"05144",3,49,31072,35,2.32782360265561e-05,"GYPC/TGFB3/MET",0.000616873254703737
"04520",3,68,31072,35,6.23986395636855e-05,"SMAD2/MET/CTNND1",0.00110237596562511
"05410",3,82,31072,35,0.000109080372691766,"ITGA2B/DMD/TGFB3",0.0014453149381659
"05414",3,89,31072,35,0.000139125100693357,"ITGA2B/DMD/TGFB3",0.00147472606734959
"04110",3,114,31072,35,0.000288965764402336,"CCNH/SMAD2/TGFB3",0.0025525309188873
"05200",4,312,31072,35,0.00040845517806185,"ITGA2B/SMAD2/TGFB3/MET",0.00309258920532543
"05016",3,155,31072,35,0.000708723890911121,"RCOR1/COX4I1/NDUFA4",0.00469529577728618
"04144",3,175,31072,35,0.00100666187203489,"SMAD2/TGFB3/MET",0.00592811991309436
"03420",2,44,31072,35,0.00113190667495419,"CCNH/DDB2",0.0059991053772572
"05210",2,61,31072,35,0.00216350533268286,"SMAD2/TGFB3",0.0104241620574719
"05211",2,64,31072,35,0.00237836301235727,"TGFB3/MET",0.0105044366379113
"05212",2,68,31072,35,0.00267988359244091,"SMAD2/TGFB3",0.0109256792614898
"05412",2,74,31072,35,0.0031640934050212,"ITGA2B/DMD",0.0119783536047231
"04350",2,82,31072,35,0.00386851892533877,"SMAD2/TGFB3",0.0136687668695303
"05012",2,97,31072,35,0.00536661847116789,"COX4I1/NDUFA4",0.0170677707925278
"00190",2,98,31072,35,0.00547456799005607,"COX4I1/NDUFA4",0.0170677707925278
"05142",2,101,31072,35,0.00580438766296226,"SMAD2/TGFB3",0.0170906970076111
"04120",2,121,31072,35,0.00822797551344749,"TRIP12/DDB2",0.02210517220205
"05145",2,123,31072,35,0.00849143134657547,"PPIF/TGFB3",0.02210517220205
"04360",2,125,31072,35,0.00875865313666132,"DPYSL2/MET",0.02210517220205
"05010",2,141,31072,35,0.0110299388609289,"COX4I1/NDUFA4",0.0265721254376923
"04510",2,186,31072,35,0.0186300967341082,"ITGA2B/MET",0.0429302229090319
"01100",4,975,31072,35,0.023320985906299,"COX4I1/ALOX12/NDUFA4/FECH",0.0515005105430769
"04060",2,238,31072,35,0.029449838150302,"TGFB3/MET",0.0624336568786402
"00860",1,34,31072,35,0.0376144289672571,"FECH",0.0766755667409471
"04150",1,45,31072,35,0.0494868257732053,"EIF4E",0.0957010625897814
"00520",1,46,31072,35,0.0505590519342242,"CYB5R3",0.0957010625897814
"00590",1,52,31072,35,0.0569677775039591,"ALOX12",0.104113524403787
"03018",1,57,31072,35,0.0622762637283732,"PABPC1",0.104622081265899
"05120",1,61,31072,35,0.0665021413593413,"MET",0.104622081265899
"04115",1,63,31072,35,0.0686081368895701,"DDB2",0.104622081265899
"05140",1,66,31072,35,0.0717584787597524,"TGFB3",0.104622081265899
"05100",1,67,31072,35,0.0728062905782196,"MET",0.104622081265899
"04260",1,68,31072,35,0.0738529533690523,"COX4I1",0.104622081265899
"03015",1,69,31072,35,0.0748984683552504,"PABPC1",0.104622081265899
"05416",1,69,31072,35,0.0748984683552504,"DMD",0.104622081265899
"05220",1,70,31072,35,0.0759428367585517,"TGFB3",0.104622081265899
"05218",1,71,31072,35,0.0769860597994348,"MET",0.104622081265899
"04540",1,73,31072,35,0.079069074669555,"HTR2C",0.10476652393716
"04512",1,83,31072,35,0.0894158405592094,"ITGA2B",0.11014913468662
"05222",1,83,31072,35,0.0894158405592094,"ITGA2B",0.11014913468662
"04666",1,84,31072,35,0.0904442843805794,"MARCKS",0.11014913468662
"05323",1,86,31072,35,0.0924977880026934,"TGFB3",0.11014913468662
"04640",1,87,31072,35,0.0935228502056209,"ITGA2B",0.11014913468662
"05146",1,102,31072,35,0.108764475154972,"TGFB3",0.125315590939424
"04670",1,107,31072,35,0.113789470947253,"CTNND1",0.128315786387328
"04910",1,130,31072,35,0.136552158006934,"EIF4E",0.150776341132656
"04310",1,145,31072,35,0.151090303402146,"SMAD2",0.163424205720689
"04020",1,171,31072,35,0.175728378226788,"HTR2C",0.186272080920396
"04810",1,198,31072,35,0.200578485395003,"ITGA2B",0.20844430835167
"04010",1,251,31072,35,0.247259424645452,"TGFB3",0.250672987452878
"04080",1,255,31072,35,0.250672987452878,"HTR2C",0.250672987452878
