"TERM_ID","Count","M","N","n","pvalue","geneID","p.adjust"
"01100",145,975,31072,2215,1.7768864885903e-17,"MGLL/A4GALT/IDS/GATM/C1GALT1/COX6C/B3GNT5/GK/DHRS3/CBS/ALDH3A2/PANK3/LDHA/GLUD2/EXT1/DNMT1/CYP51A1/UQCRB/GCH1/DPM3/SMPD4/QPRT/INPP4A/COX4I2/GAPDH/GALK2/GBE1/UQCRFS1/ITPKB/DHODH/AMY1C/NDUFV1/COX5B/COX6B1/PIGT/ADSL/MAN1B1/NDUFA11/CYP27A1/PIPOX/P4HA3/IDH3B/COX7C/GALNT5/COX5A/GAL3ST1/PGK1/PLA2G12A/GCLM/SMPD1/ST3GAL4/ATP6V0A1/COX6A1/GRHPR/RFK/PIGK/PLCB1/SPHK2/ALDOB/ALG12/ST8SIA1/SUCLG2/NDUFB1/ATP6V1E1/ALDH4A1/CDIPT/CYP21A2/PNPO/CHPT1/B3GNT6/PRDX6/GLUL/IDI1/NMNAT3/DNMT3A/GALNT14/NDUFB4/UQCRQ/TK1/ATP6V0B/PANK1/HYI/SDHC/AGPAT2/KHK/MDH1/NADK/PTDSS1/RPE/FBP1/CYP2C19/ACLY/UGDH/NDUFA5/RRM1/INPP5A/RPN2/HMGCS1/PIGO/ATP6V1G3/GMPPB/ATP6V0A4/MECR/ADH1A/PGAP1/AKR1C4/MTHFD2/COASY/PIP5K1A/ADH1C/IDI2/B4GALT3/AKR1B1/ALG14/MDH2/IMPA1/NME2/CYP2E1/TKTL1/NDUFAB1/LALBA/UXS1/BCAT2/DPM2/HYAL1/PDXP/ASNS/NDUFA2/HK1/RRM2B/COX11/GSS/PIGS/PLCE1/MGAT1/ATP6V1H/UROC1/ALOX15B/NDUFA9/ME1/NADSYN1/AGPAT4/GOT1/ST6GAL2/SPR",3.80253708558325e-15
"04010",51,251,31072,2215,8.63534862703743e-12,"JUND/DUSP14/TGFBR1/DUSP10/RAC2/RELA/NTF3/CACNA1G/CDC42/ELK4/RRAS2/MAP4K4/MAPK1/PTPN7/NFKB2/CACNB4/CACNB2/GADD45G/NF1/TGFBR2/ATF4/TNFRSF1A/MAP2K6/CACNA1I/CACNA1B/CACNA1S/TAOK2/DUSP22/PLA2G12A/NFKB1/BDNF/PPM1A/GRB2/IKBKG/MAP2K5/CRK/TGFB1/ELK1/RASGRF2/MAPK10/MAP3K12/CACNA1A/TRAF6/FGF11/PTPRR/MAP2K1/RASGRP4/MAP3K4/CACNA1H/MAPK3/MEF2C",9.23982303093005e-10
"05016",37,155,31072,2215,4.88674467310108e-11,"SLC25A5/DNALI1/COX6C/UQCRB/BAX/COX7A2/COX4I2/UQCRFS1/NDUFV1/COX5B/COX6B1/NDUFA11/CREB3/COX7C/COX5A/GPX1/VDAC1/COX6A1/BDNF/PLCB1/NDUFB1/DCTN1/NDUFB4/UQCRQ/VDAC2/SDHC/NDUFA5/DNAI2/AP2A1/NDUFAB1/DNAL4/NDUFA2/SLC25A31/NDUFA9/CREB1/CLTA/CASP8",3.4858778668121e-09
"05012",28,97,31072,2215,9.43351895473863e-11,"SLC25A5/COX6C/UQCRB/COX7A2/COX4I2/UQCRFS1/NDUFV1/COX5B/COX6B1/NDUFA11/GPR37/SLC6A3/COX7C/COX5A/VDAC1/COX6A1/NDUFB1/HTRA2/NDUFB4/UQCRQ/UBB/VDAC2/SDHC/NDUFA5/NDUFAB1/NDUFA2/SLC25A31/NDUFA9",5.04693264078517e-09
"00190",28,98,31072,2215,1.23130644069961e-10,"COX6C/UQCRB/LHPP/COX7A2/COX4I2/UQCRFS1/NDUFV1/COX5B/COX6B1/NDUFA11/COX7C/COX5A/ATP6V0A1/COX6A1/NDUFB1/ATP6V1E1/NDUFB4/UQCRQ/ATP6V0B/SDHC/NDUFA5/ATP6V1G3/ATP6V0A4/NDUFAB1/NDUFA2/COX11/ATP6V1H/NDUFA9",5.26999156619435e-09
"05010",34,141,31072,2215,2.18948768892076e-10,"ATP2A3/COX6C/MAPK1/UQCRB/COX7A2/COX4I2/GAPDH/UQCRFS1/NDUFV1/COX5B/COX6B1/LRP1/TNFRSF1A/NDUFA11/BACE2/IDE/CACNA1S/COX7C/COX5A/COX6A1/PLCB1/NDUFB1/ATP2A2/PSENEN/NDUFB4/UQCRQ/SDHC/NDUFA5/NDUFAB1/NDUFA2/CAPN2/MAPK3/NDUFA9/CASP8",7.80917275715071e-09
"04380",31,123,31072,2215,4.1581200131613e-10,"JUND/PIK3R1/TGFBR1/RELA/MAPK1/NFKB2/PIK3CA/TGFBR2/CSF1R/TNFRSF1A/MAP2K6/MITF/LILRB4/NFKB1/FCGR2B/GRB2/IKBKG/TREM2/TNFSF11/FHL2/TNFRSF11A/TGFB1/MAPK10/SYK/TRAF6/LILRA6/MAP2K1/GAB2/FCGR3A/MAPK3/CREB1",1.27119668973788e-08
"03015",22,69,31072,2215,1.17505904441534e-09,"PPP2R2B/PCF11/PPP2R5A/PPP2R5B/GSPT1/UPF3A/PABPC4/PPP2CA/PABPC1/CPSF6/DAZAP1/SMG7/SAP18/PABPC3/PABPN1/HBS1L/NUDT21/FIP1L1/SMG1/NXF1/UPF3B/PPP2R3A",3.14328294381103e-08
"04666",24,84,31072,2215,2.55127821794766e-09,"PIK3R1/RAC2/RPS6KB2/CDC42/ARF6/MAPK1/VAV1/ARPC5/PIK3CA/MARCKS/WASF3/SPHK2/FCGR2B/CFL1/CRK/SYK/MAP2K1/PIP5K1A/PTPRC/GAB2/ARPC3/FCGR3A/MAPK3/HCK",6.06637265156443e-08
"05200",53,312,31072,2215,3.23923572263127e-09,"PIK3R1/TGFBR1/BCR/RAC2/RELA/ETS1/FZD6/CDC42/RUNX1T1/HIF1A/CDK2/MAPK1/BMP2/BAX/NFKB2/ABL1/ITGA2/PIK3CA/SMAD3/TGFBR2/ITGAV/CSF1R/MITF/PML/NFKB1/AXIN1/APC/GRB2/E2F1/ARAF/IKBKG/LAMB4/RHOA/CRK/TGFB1/MAPK10/FZD8/CSF2RA/HSP90B1/ZBTB16/TRAF6/RASSF1/E2F3/FGF11/MAP2K1/MET/RXRB/PTEN/CCNA1/MAPK3/CDH1/PTCH2/CASP8",6.93196444643093e-08
"05220",21,70,31072,2215,9.54250278393217e-09,"PIK3R1/TGFBR1/BCR/RELA/MAPK1/ABL1/PIK3CA/SMAD3/TGFBR2/SHC3/NFKB1/GRB2/E2F1/ARAF/IKBKG/CRK/TGFB1/E2F3/MAP2K1/GAB2/MAPK3",1.85645054160135e-07
"04260",20,68,31072,2215,3.10635128748742e-08,"TPM4/ATP1B3/ATP1A2/COX6C/UQCRB/COX7A2/COX4I2/ATP1B4/CACNB4/ATP1B1/UQCRFS1/CACNB2/COX5B/COX6B1/CACNA1S/COX7C/COX5A/COX6A1/ATP2A2/UQCRQ",5.53965979601923e-07
"04020",33,171,31072,2215,1.40023808260869e-07,"SLC25A5/ATP2A3/CYSLTR2/CACNA1G/HRH1/ADRA1D/BDKRB1/GNAL/ITPKB/CACNA1I/CACNA1B/CACNA1S/VDAC1/ADCY9/PLCB1/SPHK2/PHKA1/ERBB4/ATP2A2/CHRNA7/VDAC2/ATP2B2/CACNA1A/PLN/MYLK2/HTR5A/HTR2A/PLCE1/PDE1B/CACNA1H/SLC25A31/PTGER3/GNA14",2.30500730521738e-06
"04810",36,198,31072,2215,1.8463027841358e-07,"PIK3R1/RAC2/ITGB4/CDC42/ITGA10/RRAS2/BDKRB1/ITGAX/MAPK1/VAV1/ARPC5/ITGA2/PIK3CA/ITGAV/ITGB5/MYH14/PPP1CA/INS/ARHGEF4/APC/CFL1/ARAF/ITGA11/RHOA/CRK/FGF11/MAP2K1/PIP5K1A/PFN1/MYLK2/ARHGEF7/F2/ARPC3/MAPK3/IQGAP1/SSH3",2.82033722207745e-06
"04350",21,82,31072,2215,1.97687188463372e-07,"TGFBR1/ID3/RPS6KB2/SMURF1/MAPK1/BMP2/FST/SMAD3/BMP6/TGFBR2/PPP2CA/BMP8A/ID1/THBS2/RHOA/TGFB1/SMAD5/NODAL/BMP5/ACVR1C/MAPK3",2.82033722207745e-06
"05142",23,101,31072,2215,5.23071905407919e-07,"PIK3R1/TGFBR1/PPP2R2B/RELA/GNAL/MAPK1/CCL5/PIK3CA/SMAD3/TGFBR2/TNFRSF1A/IL12A/PPP2CA/NFKB1/PLCB1/IKBKG/TGFB1/MAPK10/IRAK4/TRAF6/MAPK3/GNA14/CASP8",6.99608673483091e-06
"05212",18,68,31072,2215,8.55186955526866e-07,"PIK3R1/TGFBR1/RAC2/RELA/CDC42/MAPK1/PIK3CA/SMAD3/TGFBR2/NFKB1/E2F1/ARAF/IKBKG/TGFB1/MAPK10/E2F3/MAP2K1/MAPK3",1.07652946166323e-05
"04910",26,130,31072,2215,1.41379865260917e-06,"PIK3R1/RHOQ/RPS6KB2/MAPK1/PTPRF/PIK3CA/RPS6/SHC3/SH2B2/PPP1CA/INS/PHKA1/GRB2/ARAF/RHEB/PDPK1/CRK/ELK1/MAPK10/FBP1/TRIP10/MAP2K1/GYS2/HK1/MAPK3/PRKAR1A",1.68084950921312e-05
"04960",13,39,31072,2215,1.65613675661534e-06,"PIK3R1/ATP1B3/ATP1A2/MAPK1/ATP1B4/PIK3CA/ATP1B1/SCNN1A/INS/SCNN1G/PDPK1/NEDD4L/MAPK3",1.86533297850359e-05
"04514",25,124,31072,2215,1.91777028432208e-06,"CD58/ESAM/HLA-DOA/PTPRF/ICAM2/MPZ/ITGAV/CD6/CD86/CD40/CLDN18/NCAM1/VCAM1/F11R/GLG1/CD276/HLA-A/NEO1/CD34/CLDN22/PTPRC/HLA-F/CLDN6/CLDN8/CDH1",2.03608736793764e-05
"05215",20,86,31072,2215,1.99802966012573e-06,"PIK3R1/RELA/CDK2/MAPK1/PIK3CA/ATF4/CREB3/NFKB1/INS/GRB2/E2F1/ARAF/PDPK1/IKBKG/HSP90B1/E2F3/MAP2K1/PTEN/MAPK3/CREB1",2.03608736793764e-05
"04510",32,186,31072,2215,2.99355638274283e-06,"PIK3R1/RAC2/ITGB4/CDC42/ITGA10/MAPK1/VAV1/ITGA2/PIK3CA/ITGAV/ITGB5/SHC3/PPP1CA/RELN/GRB2/THBS2/ITGA11/PDPK1/LAMB4/RHOA/CRK/ELK1/MAPK10/FLT4/MAP2K1/MYLK2/MET/PTEN/COL1A2/ILK/CAPN2/MAPK3",2.91191393594076e-05
"04722",24,120,31072,2215,3.53952540778261e-06,"PIK3R1/RELA/NTF3/CDC42/YWHAZ/MAPK1/BAX/ABL1/PIK3CA/ATF4/SHC3/SH2B2/NFKB1/BDNF/GRB2/MAP2K5/RHOA/CRK/TP73/MAPK10/IRAK4/TRAF6/MAP2K1/MAPK3",3.29329755332817e-05
"05210",16,61,31072,2215,3.91695681870891e-06,"PIK3R1/TGFBR1/RAC2/MAPK1/BAX/PIK3CA/SMAD3/TGFBR2/AXIN1/APC/ARAF/RHOA/TGFB1/MAPK10/MAP2K1/MAPK3",3.49261983001545e-05
"05221",15,55,31072,2215,4.61719792619619e-06,"PIK3R1/RELA/RPS6KB2/RUNX1T1/MAPK1/PIK3CA/PML/NFKB1/GRB2/ARAF/IKBKG/ZBTB16/MAP2K1/CCNA1/MAPK3",3.95232142482394e-05
"04142",23,114,31072,2215,4.80525058055561e-06,"IDS/GGA3/DNASE2/ENTPD4/ARSA/SMPD1/ATP6V0A1/AP1B1/AP4M1/ATP6V0B/M6PR/ATP6V0A4/ABCA2/AP3S2/GM2A/HYAL1/ATP6V1H/NAGPA/DNASE2B/CLTA/AP4S1/CLN3/SUMF1",3.95509086245731e-05
