"PATH","Nh","NES_normal_fenotipo","pvalue_normal_fenotipo","p.adjust_normal_fenotipo","NES_preranked_genesetperm","pvalue_preranked_genesetperm","p.adjust_preranked_genesetperm","Direcao_normal","Direcao_preranked","Direcao_concorda","Sig_normal_FDR05","Sig_preranked_FDR05","Sig_so_no_preranked"
"04370",67,0.987275435004408,0.522954091816367,0.780849260383343,1.36538983015683,0.022977022977023,0.0618393951727285,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04140",29,0.971627649848251,0.546906187624751,0.811058155797249,1.2550618488937,0.0769230769230769,0.154427390791027,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"05218",70,0.984675718391395,0.552894211576846,0.811852804458198,1.36899643062952,0.017982017982018,0.0552123932405623,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04972",91,0.997022730305491,0.554890219560878,0.811852804458198,1.46758780253839,0.00799200799200799,0.0316774134955953,"para cima no POP","para cima no POP",TRUE,FALSE,TRUE,TRUE
"00603",14,0.963566747337136,0.564870259481038,0.820944777112442,1.09125268206148,0.155844155844156,0.244417453050547,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"05146",101,0.977212347506047,0.57684630738523,0.827876714104259,1.42945562074899,0.00599400599400599,0.0272227772227772,"para cima no POP","para cima no POP",TRUE,FALSE,TRUE,TRUE
"05214",60,0.965411095936873,0.578842315369261,0.827876714104259,1.34295797068251,0.028971028971029,0.0734381897172595,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04630",139,0.941610183442632,0.584830339321357,0.827876714104259,1.42792706783473,0.00599400599400599,0.0272227772227772,"para cima no POP","para cima no POP",TRUE,FALSE,TRUE,TRUE
"05216",28,0.956550596754649,0.584830339321357,0.827876714104259,1.21642393260468,0.0879120879120879,0.168112589165221,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04360",124,0.966438439486127,0.588822355289421,0.828150151310283,1.46006753690945,0.004995004995005,0.0241980241980242,"para cima no POP","para cima no POP",TRUE,FALSE,TRUE,TRUE
"04662",70,0.953663286114812,0.596806387225549,0.833998669328011,1.35853478715955,0.016983016983017,0.0536564884390971,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04740",141,0.907123818292819,0.616766467065868,0.856401845989549,1.34344151156715,0.00899100899100899,0.0343866659656133,"para cima no POP","para cima no POP",TRUE,FALSE,TRUE,TRUE
"00531",18,0.850656488242266,0.626746506986028,0.85938123752495,1.01407006479078,0.193806193806194,0.289381851025687,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04520",66,0.927861615847673,0.62874251497006,0.85938123752495,1.34457070086248,0.014985014985015,0.0502574348728195,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04912",94,0.952932697381913,0.630738522954092,0.85938123752495,1.43833558905658,0.010989010989011,0.0399267399267399,"para cima no POP","para cima no POP",TRUE,FALSE,TRUE,TRUE
"04670",107,0.939501857843801,0.644710578842315,0.872962150233694,1.4299813152152,0.004995004995005,0.0241980241980242,"para cima no POP","para cima no POP",TRUE,FALSE,TRUE,TRUE
"04910",129,0.903558300427674,0.668662674650699,0.899805327616372,1.3779449355079,0.004995004995005,0.0241980241980242,"para cima no POP","para cima no POP",TRUE,FALSE,TRUE,TRUE
"00604",15,0.833852726539657,0.70059880239521,0.934627785848422,0.95128407663445,0.235764235764236,0.325294958206351,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"00330",47,0.87254129067137,0.710578842315369,0.934627785848422,1.15813387187391,0.0929070929070929,0.170199548350809,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"00511",14,0.635221408661756,0.714570858283433,0.934627785848422,0.759279184957487,0.362637362637363,0.412878787878788,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"00600",27,0.846656106100285,0.714570858283433,0.934627785848422,1.0352013962453,0.166833166833167,0.256124157532608,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04062",173,0.876550708077497,0.722554890219561,0.934627785848422,1.38344576747625,0.003996003996004,0.0223366377212531,"para cima no POP","para cima no POP",TRUE,FALSE,TRUE,TRUE
"00400",5,0.729393352718897,0.724550898203593,0.934627785848422,0.775394184603534,0.340659340659341,0.402602802602803,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04976",68,0.901612057754265,0.724550898203593,0.934627785848422,1.27947087272071,0.036963036963037,0.0875863267167615,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04974",74,0.819627059354101,0.758483033932136,0.970867513527858,1.17123038466911,0.0739260739260739,0.150615739400786,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04640",86,0.806974559508289,0.766467065868264,0.970867513527858,1.15792684883438,0.0659340659340659,0.138207945900254,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"05222",83,0.895583755730203,0.768463073852295,0.970867513527858,1.29466048262608,0.02997002997003,0.0750973164766268,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"01040",17,0.750475102835404,0.770459081836327,0.970867513527858,0.883140841303891,0.277722277722278,0.364688565871998,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"05223",50,0.833274922395091,0.780439121756487,0.974690618762475,1.13810576536109,0.0939060939060939,0.170596070596071,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04270",105,0.810160886358815,0.782435129740519,0.974690618762475,1.21671126316712,0.04995004995005,0.112258875145473,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04130",31,0.83329603802572,0.800399201596806,0.980844939954345,1.06010969829391,0.158841158841159,0.247338375909804,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"00020",30,0.597434805810262,0.802395209580838,0.980844939954345,0.732766944830875,0.390609390609391,0.431164794801158,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"00120",16,0.730097130501583,0.802395209580838,0.980844939954345,0.867528624561086,0.28971028971029,0.366327314304193,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"03015",69,0.851075077874489,0.810379241516966,0.980844939954345,1.21673908163397,0.0569430569430569,0.124135864135864,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"05145",121,0.813310624278422,0.81437125748503,0.980844939954345,1.22714121235079,0.025974025974026,0.0682209356908152,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"05213",49,0.816116759351282,0.81437125748503,0.980844939954345,1.10378060487425,0.113886113886114,0.198617382617383,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04930",44,0.832934417735893,0.822355289421158,0.983771587260262,1.14332249818793,0.0959040959040959,0.172785891794156,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"00140",46,0.794422220985131,0.828343313373254,0.983771587260262,1.07579451639636,0.136863136863137,0.230981140072049,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"00561",40,0.776764314959583,0.830339321357285,0.983771587260262,1.02930031014221,0.190809190809191,0.288863913863914,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"03320",68,0.849339965510995,0.838323353293413,0.987862113610616,1.22225129965514,0.04995004995005,0.112258875145473,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"00051",33,0.652201403454911,0.846307385229541,0.988931228452187,0.824921488890507,0.302697302697303,0.366600066600067,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04660",102,0.790821550424555,0.848303393213573,0.988931228452187,1.18577633059973,0.050949050949051,0.113335643947889,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04914",83,0.79425546325817,0.862275449101796,0.996884537802701,1.16792896209769,0.0669330669330669,0.138965796108653,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04620",91,0.803242692621804,0.864271457085828,0.996884537802701,1.18906558287849,0.0539460539460539,0.118790300608482,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"00072",9,0.380599624603104,0.892215568862275,1,0.42031501832347,0.46953046953047,0.487417344560202,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04141",143,0.673153554582678,0.906187624750499,1,1.0141020670296,0.141858141858142,0.232519360338909,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"00564",61,0.736291834264037,0.908183632734531,1,1.04134346902914,0.13986013986014,0.230981140072049,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04340",54,0.703507099344532,0.910179640718563,1,0.972298642749794,0.206793206793207,0.306672918917817,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"00052",25,0.587084281381992,0.918163672654691,1,0.727042672184922,0.371628371628372,0.41760301554116,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04145",136,0.664633908964752,0.922155688622755,1,1.00842929633804,0.13986013986014,0.230981140072049,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04514",124,0.697087983449587,0.930139720558882,1,1.07302733388662,0.106893106893107,0.189452823599165,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04623",45,0.677706320554229,0.934131736526946,1,0.910223932965972,0.260739260739261,0.350871350871351,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"05020",32,0.670904359571584,0.934131736526946,1,0.869861069545309,0.300699300699301,0.366600066600067,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04966",25,0.679026614297432,0.936127744510978,1,0.857115652284694,0.282717282717283,0.364688565871998,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04114",103,0.741210714524608,0.93812375249501,1,1.11622424243504,0.0899100899100899,0.16896896207241,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"00040",23,0.640027794964402,0.946107784431138,1,0.788587860017159,0.363636363636364,0.412878787878788,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"00562",48,0.671208353377166,0.950099800399202,1,0.919291785405301,0.247752247752248,0.337562437562438,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04744",26,0.675385317579797,0.956087824351297,1,0.868837674888503,0.2997002997003,0.366600066600067,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"00590",52,0.639904738861885,0.960079840319361,1,0.869807547945359,0.290709290709291,0.366327314304193,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04666",83,0.698961192592293,0.962075848303393,1,1.02678742883837,0.150849150849151,0.241802315331727,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04070",68,0.624868495695264,0.970059880239521,1,0.894159944732229,0.281718281718282,0.364688565871998,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04310",144,0.721350236577287,0.970059880239521,1,1.12645693342756,0.0619380619380619,0.131092208762112,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"00983",42,0.602471891919453,0.974051896207585,1,0.802690995364767,0.312687312687313,0.376606818595769,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04110",113,0.742575123233487,0.974051896207585,1,1.10908246690387,0.0779220779220779,0.154427390791027,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"00860",34,0.630714508080294,0.978043912175649,1,0.821355396761226,0.351648351648352,0.407762450315642,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04330",40,0.629099104135004,0.988023952095808,1,0.82439128659662,0.301698301698302,0.366600066600067,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"00010",61,0.556759494268241,0.99001996007984,1,0.777161150938565,0.347652347652348,0.407463504237698,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"00500",40,0.482979704423877,0.994011976047904,1,0.642397989915443,0.391608391608392,0.431164794801158,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"02010",44,0.573748308329575,0.996007984031936,1,0.772928888186408,0.361638361638362,0.412878787878788,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"00350",38,0.518601453838787,0.998003992015968,1,0.7158857970468,0.384615384615385,0.429980276134122,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"05416",69,0.563521657258112,0.998003992015968,1,0.836299978236375,0.317682317682318,0.380520578322776,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04916",98,0.587937545598853,1,1,0.870670172194643,0.267732267732268,0.3558880144246,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
"04975",40,0.362570035519753,1,1,0.480490130565954,0.427572427572428,0.462517680339463,"para cima no POP","para cima no POP",TRUE,FALSE,FALSE,FALSE
