"PATH","Nh_POP_preranked","NES_POP_preranked","p.adjust_POP_preranked","Nh_Chen2006","NES_Chen2006","p.adjust_Chen2006","Mesma_direcao"
"04062",173,1.38344576747625,0.0223366377212531,2,-1.52082319732583,0.183483183483183,FALSE
"05223",50,1.13810576536109,0.170596070596071,2,-1.54008872515484,0.183483183483183,FALSE
