"Gene","logFC_GSE12852","P.Value_GSE12852","adj.P.Val_GSE12852","logFC_GSE53868","P.Value_GSE53868","adj.P.Val_GSE53868","Dir_12852","Dir_53868","Concordante"
"CDX2",0.883492449461096,0.0110946657862939,0.71655221095208,0.0033975840833342,0.94285062948912,0.976834875778931,"up","up",TRUE
"CDX4",0.870817647459001,0.056114834591173,0.914233480747276,0.0462424031666669,0.356095113604865,0.614904266418271,"up","up",TRUE
"CDYL",0.339085040721546,0.274951872283957,0.974763679508199,-0.05918808575,0.178245009293143,0.418879816121354,"up","down",FALSE
"CDYL2",0.348757125730849,0.339660246575216,0.974763679508199,0.211422858500001,0.040221253085036,0.178510894994749,"up","up",TRUE
"CEACAM1",-0.552314367791789,0.36304750389557,0.974763679508199,-0.144677559666665,0.0203868506083975,0.120464327029029,"down","down",TRUE
"CEACAM3",-0.0560370686707086,0.854825294353123,0.991154813430975,-0.0183954585,0.719269000279064,0.872024908372199,"down","down",TRUE
"CEACAM4",0.19684618529984,0.574883258289811,0.974763679508199,-0.0315638994999992,0.642001445525461,0.827553448338451,"up","down",FALSE
"CEACAM5",-0.139827514740318,0.794479258576043,0.984228877695649,-0.0835268662499992,0.367694267819614,0.625718620389454,"down","down",TRUE
"CEACAM7",-0.660688557178138,0.342581604530886,0.974763679508199,-0.293036476666667,0.0521058173040995,0.208643275973581,"down","down",TRUE
"CEACAM8",0.649405426301995,0.0873050395900673,0.963518020108213,0.0562668812500009,0.404440840970246,0.656942409602136,"up","up",TRUE
"CEBPA",-0.108093448002518,0.834887629852797,0.989112397484782,0.0891348741666677,0.192056615152371,0.436290623337804,"down","up",FALSE
"CEBPB",0.260163836594631,0.658785426530625,0.974763679508199,0.442021042500001,0.0115435728738751,0.0874210724487284,"up","up",TRUE
"CEBPD",0.568502491618632,0.215609154523593,0.974763679508199,1.15416053583333,0.00169104241852464,0.0311425971525062,"up","up",TRUE
"CEBPE",-0.0824314026048932,0.833381833322517,0.989112397484782,0.603576515083334,0.00440315163727348,0.0508425864747656,"down","up",FALSE
"CEBPG",-0.030139324516758,0.922906241442707,0.995285435937458,0.443656407500002,0.000148007119849719,0.0120800385485645,"down","up",FALSE
"CEBPZ",0.245554133716535,0.40120337156397,0.974763679508199,0.0795870358333332,0.128719177968293,0.350408471861819,"up","up",TRUE
"CECR1",0.1360004245996,0.759845333181975,0.980890277064846,0.258846756500002,0.000722664561201663,0.0214283871023484,"up","up",TRUE
"CECR5",-0.19534266911154,0.512356390206634,0.974763679508199,-0.145800376916666,0.00628886975013083,0.0619162740418457,"down","down",TRUE
"CECR6",0.569263404361485,0.340146929988013,0.974763679508199,-0.382433897416666,0.000213723617849324,0.0135620572108562,"up","down",FALSE
"CEECAM1",0.203677071032082,0.614734210117622,0.974763679508199,0.053516558666668,0.61082350063188,0.808120063511615,"up","up",TRUE
"CEI",0.0144235641940514,0.977955587154993,0.999257829639175,-0.00357325349999983,0.963966327295701,0.985113031466273,"up","down",FALSE
"CEL",-0.167173371265559,0.784096172547286,0.983408385787627,-0.0153314264166666,0.750663423293063,0.887513573107089,"down","down",TRUE
"CELSR1",0.0233712839288072,0.969536526379349,0.997779887609252,0.0636696728333331,0.577992359309253,0.787588413299001,"up","up",TRUE
"CELSR2",-0.137597690791882,0.770135806796955,0.98127873623652,-0.0329565611666656,0.650262182767272,0.833365499812113,"down","down",TRUE
"CELSR3",0.640729102382315,0.106977119632486,0.963814244254665,0.131132169833334,0.0176549103844601,0.11174849775228,"up","up",TRUE
"CENPA",0.584952127928948,0.0565909034411198,0.918488238606346,0.00548014791666824,0.952213764728698,0.980152571862489,"up","up",TRUE
"CENPB",-0.00071081798961663,0.998196564282828,0.999748227003823,0.0800100403333339,0.0952281122316116,0.29624828827199,"down","up",FALSE
"CENPC1",0.0830149689318617,0.771544068512785,0.98127873623652,0.134683977750002,0.0145922077375691,0.0999799512286099,"up","up",TRUE
"CENPE",-0.60942961573915,0.149794348925329,0.974763679508199,0.00656649399999993,0.89531437964426,0.955177941953147,"down","up",FALSE
"CENPF",-0.179795821673327,0.692621254619392,0.976039958285367,-0.0481468974166664,0.581279949280523,0.789670395942222,"down","down",TRUE
"CENPH",0.251797124747247,0.44085496347159,0.974763679508199,0.00196660075000183,0.969859727303792,0.987854240044038,"up","up",TRUE
"CENPJ",0.0508231846200971,0.855990719047847,0.991319730457636,-0.0824292963333321,0.101926959759431,0.306857329100381,"up","down",FALSE
"CENTA1",0.276884714143621,0.418878948237651,0.974763679508199,0.0453300050000002,0.426701875743299,0.677040324929571,"up","up",TRUE
"CENTA2",0.265916508453832,0.463520608526352,0.974763679508199,-0.201804423249999,0.0820365220787997,0.272158745892853,"up","down",FALSE
"CENTB1",0.450401230744755,0.347679945228127,0.974763679508199,-0.320207212583332,3.91414633168535e-05,0.00853743118443771,"up","down",FALSE
"CENTB2",-0.524115384149987,0.198290813868618,0.974763679508199,0.00588725333333384,0.906822111798736,0.960250832107476,"down","up",FALSE
"CENTB5",-0.10844437685682,0.710861178774683,0.978316504904325,0.0511945865000008,0.453121363053655,0.697680937835377,"down","up",FALSE
"CENTD1",0.147407828751643,0.74286334209135,0.979060696795928,-0.0544358745833325,0.530515399740675,0.755392470934939,"up","down",FALSE
"CENTD2",0.0472286384738875,0.898825665249833,0.992437212320734,-0.0566204639999997,0.307383489097297,0.566691573112093,"up","down",FALSE
"CENTD3",0.168724439895646,0.579198798408609,0.974763679508199,0.0278657241666677,0.835835341996875,0.927472171506568,"up","up",TRUE
"CENTG2",0.166551408521248,0.596646919494602,0.974763679508199,-0.0930001949999982,0.0292122049236252,0.148581049498589,"up","down",FALSE
"CENTG3",0.275530786675238,0.393527709702211,0.974763679508199,-0.039191851666666,0.414444827704545,0.666365366609495,"up","down",FALSE
"CEPT1",-0.0878403439102416,0.817674001623347,0.986822589878001,-0.114662144166667,0.0368774451114962,0.170242077421062,"down","down",TRUE
"CER1",0.0220203547028405,0.950536767863064,0.997019093058797,0.0522260704166674,0.269652961212893,0.526959547849498,"up","up",TRUE
"CERK",0.209039115599443,0.534892265069343,0.974763679508199,0.0358386325833335,0.396845167516119,0.650030500627486,"up","up",TRUE
"CES1",0.128983501406453,0.768192131113867,0.98127873623652,0.207406617250001,0.184620247056856,0.426856188447848,"up","up",TRUE
"CES2",0.314443182132824,0.403001065819424,0.974763679508199,-0.0748527458333327,0.151813112024893,0.383433295183617,"up","down",FALSE
"CES4",0.476055143902419,0.208916186176409,0.974763679508199,-0.0571085946666663,0.332253725935195,0.591926367310268,"up","down",FALSE
"CESK1",0.239929687675018,0.401722582774755,0.974763679508199,0.0405860042500005,0.50350033912977,0.735289868752184,"up","up",TRUE
"CETN1",0.262708321582271,0.451823784217839,0.974763679508199,0.0262578088333341,0.677080194133667,0.848675246855279,"up","up",TRUE
"CETN2",-0.084331953091755,0.768251963634129,0.98127873623652,-0.071047409166665,0.360854519677182,0.619460537002269,"down","down",TRUE
"CETN3",0.147269962599257,0.584417052562874,0.974763679508199,-0.144726347,0.00841365112282632,0.0731884008086392,"up","down",FALSE
"CETP",0.306152460139146,0.43049675043795,0.974763679508199,0.0841690278333332,0.327068953635972,0.586590852951049,"up","up",TRUE
"CFC1",0.223976685774092,0.552129412373178,0.974763679508199,0.0215901341666669,0.79008351025663,0.907678753982075,"up","up",TRUE
"CFDP1",-0.00963379455430471,0.972853465098069,0.998345462684802,-0.19251099,0.00186877900416117,0.0327258745975548,"down","down",TRUE
"CFH",0.823008666242211,0.0289844884968452,0.87146134026311,0.441500724166668,0.0371529646683455,0.170847853367823,"up","up",TRUE
"CFL1",0.269982988792788,0.388458517097731,0.974763679508199,0.0937083849999999,0.214482844322611,0.464831692634309,"up","up",TRUE
"CFL2",0.357100592601972,0.24089398834512,0.974763679508199,0.176648921666667,0.340137885834917,0.599091410906932,"up","up",TRUE
"CFLAR",0.140254190779316,0.652596878853596,0.974763679508199,0.120080075833334,0.0470927477864427,0.195938117196083,"up","up",TRUE
"CFTR",0.0450518346966909,0.868236334869205,0.991908372835379,0.0767413378333338,0.075540547037781,0.260077105546585,"up","up",TRUE
"CG018",0.306894576196855,0.307511878842257,0.974763679508199,0.0990186655833335,0.268222656791044,0.525426064204876,"up","up",TRUE
"CGA",0.0365236896911529,0.923870254142598,0.995285435937458,0.0331550029166667,0.532424194833288,0.757031146299576,"up","up",TRUE
"CGGBP1",-0.00752417325391804,0.979223930388966,0.999586011170366,0.0184743575000026,0.796686892884601,0.910398850197136,"down","up",FALSE
"CGI-09",0.436432916550382,0.12896192717278,0.974763679508199,0.140847165333334,0.0141783009521565,0.0983585995055607,"up","up",TRUE
"CGI-115",0.217263836826068,0.440585453204932,0.974763679508199,0.0471384995833338,0.381677362632434,0.638086678775152,"up","up",TRUE
"CGI-38",0.920749450754207,0.00842272750572813,0.700198817717551,0.463957766666668,0.00285252080785303,0.0404719299276754,"up","up",TRUE
"CGI-69",0.0337894390744794,0.895344284502464,0.992437212320734,0.119143747500002,0.050322196272028,0.204095385487726,"up","up",TRUE
"CGN",-0.412680525844144,0.543350743887703,0.974763679508199,-0.0501798097499998,0.342877570216364,0.601514837385101,"down","down",TRUE
"CGNL1",-0.0400063123568989,0.892996803865032,0.992118677677074,-0.528662994166666,0.000889074742955239,0.0234277622287007,"down","down",TRUE
"CGREF1",0.439814365910098,0.300985862577748,0.974763679508199,-0.336526929249999,0.0591163269429205,0.225105699849317,"up","down",FALSE
"CGRRF1",0.436190463516172,0.0947904788297842,0.963518020108213,0.10288060125,0.0650112455832403,0.237854351898224,"up","up",TRUE
"CH25H",1.81940483948361,0.00268112892168053,0.657181039977301,1.80324930866667,0.00283732087032095,0.0403668654224416,"up","up",TRUE
"CHAD",-0.0912533487919935,0.769875416689429,0.98127873623652,0.0405681320000005,0.545204982428171,0.765746472630662,"down","up",FALSE
"CHAF1A",-0.18137717806883,0.60342487889438,0.974763679508199,-0.0374720274166647,0.444454136695991,0.691160549292719,"down","down",TRUE
"CHAF1B",0.305118489713705,0.299698492788098,0.974763679508199,0.0497741338333345,0.154941738693347,0.387522374503223,"up","up",TRUE
"CHAT",0.557019416284345,0.12402581700191,0.974763679508199,0.126347495833333,0.0212109600343592,0.123233259607131,"up","up",TRUE
"CHCHD1",0.0764013314279275,0.794333747382462,0.984228877695649,-0.0673511241666666,0.0848035391712287,0.277269395018452,"up","down",FALSE
"CHCHD2",0.102367847749362,0.719715634245782,0.978316504904325,-0.00111857583333178,0.984644085500867,0.994173903898938,"up","down",FALSE
"CHCHD3",0.337167965698749,0.273924252656912,0.974763679508199,0.116035721666667,0.0331687204957935,0.160357629258642,"up","up",TRUE
"CHCHD4",0.161335881312768,0.527335731584884,0.974763679508199,-0.0454413741666662,0.392030565205308,0.646249143470828,"up","down",FALSE
"CHCHD5",0.107219082009428,0.688820250367217,0.976039958285367,0.063884908833334,0.142052696127036,0.370278920206731,"up","up",TRUE
"CHCHD6",0.151996398234483,0.575218635081763,0.974763679508199,0.025071841250001,0.662001114741656,0.840471465116153,"up","up",TRUE
"CHCHD7",0.174061139545995,0.481111329970857,0.974763679508199,0.0739318925000014,0.283558360947575,0.542116948920808,"up","up",TRUE
"CHD1",0.676145183554305,0.0394420317985534,0.897122527377769,0.377883823416668,0.00296435467800258,0.041341305455519,"up","up",TRUE
"CHD2",0.0819154803752955,0.838783872138224,0.989112397484782,0.0087175430833336,0.831067024650927,0.925649152736292,"up","up",TRUE
"CHD3",0.378199788615112,0.260231619604052,0.974763679508199,-0.0138816706666652,0.89530644650463,0.955177941953147,"up","down",FALSE
"CHD4",0.360439654341704,0.217620371285523,0.974763679508199,0.00898499000000064,0.860286560272708,0.938417553125982,"up","up",TRUE
"CHD5",0.0301675747246256,0.925724908332875,0.995285435937458,0.0522239287500004,0.26098067962577,0.517637778481632,"up","up",TRUE
"CHD7",0.341459108273734,0.369471556946357,0.974763679508199,0.0510725810833336,0.520827729680516,0.748388791002266,"up","up",TRUE
"CHD8",0.121971738817194,0.768921464677177,0.98127873623652,-0.019200099999999,0.66463444453776,0.841682485355285,"up","down",FALSE
"CHD9",-0.0857746112779067,0.815944523063403,0.986646281184962,-0.0731584001666666,0.158567492793393,0.391903367489366,"down","down",TRUE
"CHDH",-0.217639899376938,0.453046076058457,0.974763679508199,-0.395542316916665,0.0164608875107812,0.10754261916211,"down","down",TRUE
"CHEK1",0.704741215585544,0.0838480735050035,0.963518020108213,0.187766916500001,0.00199319186653484,0.0337589312145898,"up","up",TRUE
"CHEK2",0.298069865615922,0.373567298292302,0.974763679508199,-0.115043625666667,0.153495888243948,0.385541322881813,"up","down",FALSE
"CHERP",0.251893016679343,0.392054888977402,0.974763679508199,-0.118089370583332,0.0707881072209998,0.250772781617935,"up","down",FALSE
"CHES1",0.214387696284324,0.519852028429403,0.974763679508199,0.131918372500003,0.0719720655525731,0.253206071201263,"up","up",TRUE
"CHFR",-0.167524921861957,0.686873329941989,0.976039958285367,-0.00227200758333169,0.951915928777929,0.980083228038961,"down","down",TRUE
"CHGA",-0.207740115347557,0.549832675381008,0.974763679508199,0.0286540465000016,0.551770396378068,0.770475002528281,"down","up",FALSE
"CHGB",0.398119566601704,0.271406391736412,0.974763679508199,-0.235765007999999,0.326972169713271,0.586493917102784,"up","down",FALSE
"CHI3L1",1.02675846068306,0.0445211614522794,0.898880575107214,-0.00773357666666571,0.904347782422709,0.958992701308536,"up","down",FALSE
"CHI3L2",0.246694903098733,0.445096594865644,0.974763679508199,0.717053723333334,0.00700708524035054,0.0660771328036941,"up","up",TRUE
"CHIA",0.0251974075923571,0.929982745814685,0.995285435937458,0.173815073833333,0.0112606010549346,0.0860948316877285,"up","up",TRUE
"CHIC2",0.555550600638567,0.0490201528886888,0.912671457453715,0.209245365583335,0.0127250158128664,0.0924028257390474,"up","up",TRUE
"CHIT1",0.126723739874542,0.808229833428254,0.986157112005997,0.00319740283333386,0.962169964079262,0.984345618460122,"up","up",TRUE
"CHKA",0.362849939594747,0.276266816593262,0.974763679508199,-0.181944168083333,0.0128563314719751,0.0928141104779762,"up","down",FALSE
"CHKB",0.430357296225301,0.226860539072579,0.974763679508199,-0.00159032875000012,0.983728036695841,0.993673728299248,"up","down",FALSE
"CHL1",0.172644617249955,0.646020358913708,0.974763679508199,0.2451689345,0.00115714578412946,0.0266332102255338,"up","up",TRUE
"CHML",-0.0874803032383217,0.818307329894202,0.986839253463319,-0.0154705434166658,0.818868626367725,0.919747178950909,"down","down",TRUE
"CHN1",0.092665081895729,0.745450829720857,0.980235739199058,0.271307996666668,0.0224612394486002,0.127055458246296,"up","up",TRUE
"CHN2",-0.220629600279393,0.546749762270948,0.974763679508199,0.112751634583334,0.11902400065748,0.335295897409721,"down","up",FALSE
"CHODL",1.04298642145696,0.0228161588041,0.836359501720534,0.260597645250001,0.408374710602203,0.660439234259702,"up","up",TRUE
"CHORDC1",0.147663734677784,0.621964698564517,0.974763679508199,-0.0887394358333319,0.217435725770123,0.468170110950679,"up","down",FALSE
"CHP",-0.0468409788999273,0.885550368720982,0.991908372835379,0.026501905000002,0.604313168082103,0.803852366796463,"down","up",FALSE
"CHPF",0.349559428350682,0.393120864084457,0.974763679508199,-0.051405337916665,0.547218021586624,0.767394429152844,"up","down",FALSE
"CHPT1",0.447354392266177,0.0991094608473912,0.963518020108213,0.087191630583335,0.207889257073441,0.456591487925303,"up","up",TRUE
"CHRAC1",0.212158706661594,0.57610220313098,0.974763679508199,0.214814760250001,0.0351522502648993,0.165517611794355,"up","up",TRUE
"CHRD",0.149038137273607,0.676760017017524,0.976039958285367,-0.0120140116666656,0.806477018118833,0.914157604540136,"up","down",FALSE
"CHRDL1",0.47922044525752,0.527459224812343,0.974763679508199,-0.0873267693333324,0.729603943418139,0.877365754475344,"up","down",FALSE
"CHRM1",0.181366447654668,0.50623299025087,0.974763679508199,-0.00224254424999994,0.957265481731444,0.982383737900951,"up","down",FALSE
"CHRM2",0.397513595593421,0.25669056731593,0.974763679508199,0.0376974157500013,0.459676520112587,0.702881244644943,"up","up",TRUE
"CHRM3",0.1613149215688,0.705834715710647,0.978316504904325,0.150345477083333,0.0533029077288734,0.21151465539558,"up","up",TRUE
"CHRM4",-0.000656833638768305,0.998303162585961,0.999765862469742,0.057988386666668,0.411903141477161,0.66398592591102,"down","up",FALSE
"CHRM5",-0.116645631260965,0.75529705616169,0.980450821995181,-0.0907319376666662,0.190987991923284,0.434775624653156,"down","down",TRUE
"CHRNA1",0.240728905965012,0.457350024591084,0.974763679508199,-0.0101302803333332,0.863005226490523,0.94003009175887,"up","down",FALSE
"CHRNA10",0.367644927673618,0.350686182509257,0.974763679508199,0.0387089083333345,0.672884362849556,0.846019445196903,"up","up",TRUE
"CHRNA2",0.196660157927695,0.534715425354999,0.974763679508199,0.0290183804166671,0.678148308429891,0.849380209591002,"up","up",TRUE
"CHRNA3",0.219634721698548,0.414589386511773,0.974763679508199,-0.0536492879999998,0.812744923041068,0.917079211560158,"up","down",FALSE
"CHRNA4",0.139200877993234,0.704740618731397,0.978316504904325,0.141657107333333,0.0262483093430159,0.139225361595637,"up","up",TRUE
"CHRNA5",0.465622028072149,0.252225198837415,0.974763679508199,-0.117158744083333,0.167435195276279,0.404144052483845,"up","down",FALSE
"CHRNA6",0.321754052938268,0.231001455314265,0.974763679508199,-0.0167022801666659,0.758554016059114,0.891410702582685,"up","down",FALSE
"CHRNA7",0.00150354051469,0.995646945016019,0.999748227003823,0.0786545002500005,0.400673366586267,0.653700333240666,"up","up",TRUE
"CHRNA9",0.270168644884542,0.419182560530478,0.974763679508199,0.0514458123333338,0.374378813137605,0.631251274246345,"up","up",TRUE
"CHRNB1",0.224213460620414,0.468031849611659,0.974763679508199,-0.212585806916665,0.000526505083927675,0.0190006573377477,"up","down",FALSE
"CHRNB2",0.0174415512557043,0.960219733166759,0.997464780361624,0.202778053583334,0.00841639431913732,0.0731917728195451,"up","up",TRUE
"CHRNB3",0.703261250727197,0.0367958923177013,0.897122527377769,0.005044635583334,0.935434838436341,0.973404280949933,"up","up",TRUE
"CHRNB4",-0.0192292564344687,0.9489900652899,0.996964285652889,0.026045256666667,0.730574185463653,0.878008868386057,"down","up",FALSE
"CHRND",0.104033419865769,0.730378634807014,0.978316504904325,0.0209305575833336,0.782308518333418,0.904277753121386,"up","up",TRUE
"CHRNE",-0.580631202841284,0.0620798762098633,0.938641317716527,0.0547256303333345,0.330137847934196,0.58964458955179,"down","up",FALSE
"CHRNG",0.407439375560515,0.258376575628022,0.974763679508199,-0.0596966075833327,0.347796851444129,0.606643301227797,"up","down",FALSE
"CHST1",0.284697211104185,0.461163923486487,0.974763679508199,-0.00613710583333261,0.887265216354659,0.951419578830702,"up","down",FALSE
"CHST10",-0.0257729734948273,0.958502322416132,0.997367898449381,-0.0597626114166664,0.3731142838682,0.63029284084882,"down","down",TRUE
"CHST11",0.312398892141295,0.403494960296086,0.974763679508199,0.0184217436666675,0.849122473478049,0.933084314720782,"up","up",TRUE
"CHST12",0.0564750050723657,0.833973647223325,0.989112397484782,-0.381175141333332,7.40306049577794e-06,0.00652212208051461,"up","down",FALSE
"CHST13",0.456545357487834,0.157333433535593,0.974763679508199,-0.0185058041666661,0.62811134051196,0.81878987969406,"up","down",FALSE
"CHST2",-0.0560811090865011,0.917207294562058,0.994173148974376,0.0193709494999998,0.942621500190134,0.976805274836634,"down","up",FALSE
"CHST4",0.108544402915597,0.769457657243387,0.98127873623652,-0.0730808557499995,0.121795437919268,0.339621454730566,"up","down",FALSE
"CHST5",0.353591991885301,0.37697881091615,0.974763679508199,-0.0126540704166653,0.840011679997397,0.92908706513648,"up","down",FALSE
"CHST6",-0.0888282540914965,0.78136215633778,0.982190356094867,0.573323054166668,0.00040105107308205,0.017387880078541,"down","up",FALSE
"CHST7",-0.312613418975012,0.409197294248271,0.974763679508199,0.113250777166669,0.425775829166096,0.676503710567035,"down","up",FALSE
"CHST8",-0.524115204042601,0.110280000607324,0.963898920258714,0.12610597775,0.0811966873202489,0.270604824303759,"down","up",FALSE
"CHST9",0.0434300643828143,0.913130164168801,0.993667661871804,0.00469524483333417,0.948811279026696,0.979260782223859,"up","up",TRUE
"CHSY1",0.513934548440138,0.11032717324965,0.963898920258714,0.474981215833333,0.00210810130437931,0.0347127311762978,"up","up",TRUE
"CHTF18",0.562060502849643,0.139489719522486,0.974763679508199,-0.0803495195833337,0.184932037073548,0.427322693236357,"up","down",FALSE
"CHUK",0.910176968266777,0.00214808340954303,0.657181039977301,0.0600229829999998,0.232321541154651,0.485699275580221,"up","up",TRUE
"CHURC1",0.096416895190848,0.706265838860004,0.978316504904325,0.0641701208333341,0.146615946573254,0.376431303422827,"up","up",TRUE
"CIAPIN1",0.0146766637470167,0.955231574022854,0.997075416516263,-0.0218204431666645,0.632140230377355,0.821354070347293,"up","down",FALSE
"CIAS1",1.35293639658975,0.00168761358426737,0.657181039977301,0.375509107250001,0.0225647741977981,0.127314293521222,"up","up",TRUE
"CIB1",0.229432559103661,0.405618415939301,0.974763679508199,0.0210441216666675,0.604382566882464,0.803852366796463,"up","up",TRUE
"CIB2",-0.459985563266751,0.128262531305667,0.974763679508199,-0.310838501499999,0.00275096207771336,0.0397328669778264,"down","down",TRUE
"CIB3",0.319009468860145,0.269304599483278,0.974763679508199,0.0518161216666671,0.212135273255056,0.461966290350688,"up","up",TRUE
"CIC",0.216649778867745,0.465537580912877,0.974763679508199,-0.0282174574999994,0.620977358680069,0.814479041321532,"up","down",FALSE
"CIDEA",-0.208291637586983,0.635389581925,0.974763679508199,-0.0786530774166656,0.225406126054681,0.477604647490369,"down","down",TRUE
"CIDEB",0.269866174900387,0.484694673614662,0.974763679508199,-0.167187261833332,0.00444521970370686,0.0511562469013258,"up","down",FALSE
"CIDEC",-0.273669245669688,0.43433324937221,0.974763679508199,-0.0153440376666658,0.871685514529847,0.944090498360744,"down","down",TRUE
"CILP",0.708507205400034,0.0762810409669344,0.950716787218077,0.141267165000002,0.472133232654092,0.711966760598681,"up","up",TRUE
"CILP2",0.480658564869492,0.309371952514882,0.974763679508199,0.0274713912500003,0.46964689236504,0.710179283794336,"up","up",TRUE
"CINP",0.189960470780589,0.470088215377841,0.974763679508199,-0.008026474083333,0.875361991744591,0.946019131799877,"up","down",FALSE
"CIP29",0.0749107230163783,0.775421383517933,0.98127873623652,0.0455883233333333,0.227031847770172,0.479790280035459,"up","up",TRUE
"CIR",0.213216659639029,0.446034091126016,0.974763679508199,-0.0615129343333333,0.279915640508755,0.538080845204655,"up","down",FALSE
"CIRBP",0.167550515979832,0.573168409512739,0.974763679508199,-0.202792008333333,0.00907080815186312,0.0764645010566172,"up","down",FALSE
"CIRH1A",0.183332536697053,0.484808503147867,0.974763679508199,0.0293085104166679,0.62128879823391,0.814646813466854,"up","up",TRUE
"CISH",0.626798989267444,0.0613264011704737,0.935646514032582,0.353608981583334,0.0332551134960364,0.160564733963266,"up","up",TRUE
"CIT",-0.0179093023097043,0.959926393935649,0.997464780361624,0.231265156916668,0.202088181803556,0.449013980372105,"down","up",FALSE
"CITED1",-1.23386948190826,0.0208892059874317,0.814175889171401,0.00632175408333428,0.96855848627808,0.987313136077239,"down","up",FALSE
"CITED2",0.580927896377344,0.135175830214903,0.974763679508199,-0.222190383333333,0.295461196963028,0.554549701723662,"up","down",FALSE
"CITED4",0.586047374172688,0.196482344360792,0.974763679508199,-0.0496536224999996,0.505112629126656,0.73609732201844,"up","down",FALSE
"CIZ1",0.129170019138977,0.657969563398887,0.974763679508199,0.0132474750833344,0.717086335465984,0.871077261459374,"up","up",TRUE
"CKAP1",0.243680347143637,0.362143492339576,0.974763679508199,0.0549567650000013,0.273890002874367,0.531263510163701,"up","up",TRUE
"CKAP2",0.099626541226642,0.791765209805758,0.984228877695649,-0.0312046503333333,0.717150081468025,0.871087421577517,"up","down",FALSE
"CKAP4",0.2460361426517,0.415582353461607,0.974763679508199,-0.1320858625,0.164270461593829,0.399509191222728,"up","down",FALSE
"CKB",-0.321910335085422,0.31777103352036,0.974763679508199,-0.0287545266666632,0.733408485132932,0.8791121942833,"down","down",TRUE
"CKLF",0.213888511089577,0.539063621717962,0.974763679508199,-0.0932134124999994,0.0347718270828783,0.164800215240878,"up","down",FALSE
"CKM",0.359809466063011,0.324740440498798,0.974763679508199,0.10789714475,0.257240888935845,0.513917891668547,"up","up",TRUE
"CKMT2",0.297903523698194,0.409398501904589,0.974763679508199,-0.0319030874166661,0.767078684480023,0.896032708835065,"up","down",FALSE
"CKS1B",0.176386639318413,0.508029105337312,0.974763679508199,-0.0949930841666661,0.0899842736552434,0.286445174778785,"up","down",FALSE
"CKS2",0.535305437591847,0.280829498250137,0.974763679508199,0.103066090416668,0.268609633535766,0.525743839883795,"up","up",TRUE
"CLASP1",0.494083607011329,0.204278963512367,0.974763679508199,0.0515019343333351,0.225718269760261,0.477890302397848,"up","up",TRUE
"CLASP2",0.246222082363414,0.509944414526116,0.974763679508199,-0.0614960253333336,0.38007140408088,0.636571676054842,"up","down",FALSE
"CLC",0.926640095432532,0.00333475027272668,0.657181039977301,0.263448170333334,0.119996573556585,0.336812899792976,"up","up",TRUE
"CLCA1",-0.084331052780276,0.81945110604316,0.986895219488285,-0.0393665125833332,0.4686248354544,0.709461931121068,"down","down",TRUE
"CLCA2",-0.71429718405101,0.507827714037592,0.974763679508199,-0.037394935166667,0.811288110725602,0.916400471734256,"down","down",TRUE
"CLCA3",0.346291469154428,0.309034032776744,0.974763679508199,-0.106229943583333,0.0427920803076967,0.185367168594904,"up","down",FALSE
"CLCA4",-0.124627349443812,0.902068055694961,0.992437212320734,-0.1403089825,0.246055970911313,0.501472591378481,"down","down",TRUE
"CLCN1",0.0761973597054673,0.878545673781708,0.991908372835379,0.0761433965833337,0.144051248106768,0.373152178505501,"up","up",TRUE
"CLCN2",0.0963715347310296,0.764459044944696,0.981150946376982,-0.0211388689999989,0.750222464614662,0.88735867607563,"up","down",FALSE
"CLCN3",-0.0373352806462284,0.913419439362176,0.993667661871804,0.0266843601666664,0.665061825141636,0.841914892271376,"down","up",FALSE
"CLCN4",-0.0837614797423755,0.82811965646164,0.989112397484782,0.0434252008333337,0.56931028194167,0.781482833705447,"down","up",FALSE
"CLCN5",0.674743240606137,0.0275500497794922,0.86895642627951,-0.0835278896666662,0.208239739886892,0.456873389058757,"up","down",FALSE
"CLCN6",0.461634056711076,0.0976981009121932,0.963518020108213,-0.135783473416665,0.0313223405608646,0.154734574036616,"up","down",FALSE
"CLCN7",0.278001657793912,0.441734366042055,0.974763679508199,0.0475378902500007,0.470539240276188,0.710991737951261,"up","up",TRUE
"CLCNKB",-0.0581541318705832,0.889179545577932,0.991908372835379,-0.00758603799999884,0.874048365410301,0.945298670728467,"down","down",TRUE
"CLDN1",-0.69441814845424,0.175540454876865,0.974763679508199,-0.031527300416666,0.792045520961313,0.908636507826478,"down","down",TRUE
"CLDN10",0.655295915760609,0.180777245761144,0.974763679508199,0.0652791775000006,0.567655435036295,0.780623575014284,"up","up",TRUE
"CLDN11",-0.157358026572907,0.679529838371893,0.976039958285367,0.117648500166668,0.0264290779474131,0.139827057718716,"down","up",FALSE
"CLDN12",0.242256172442802,0.446773630246508,0.974763679508199,-0.0972492679166662,0.103876526690003,0.3101721542679,"up","down",FALSE
"CLDN14",-0.0135481643415999,0.969928524820789,0.997779887609252,0.0857094963333336,0.222481251337019,0.474290643634227,"down","up",FALSE
"CLDN15",-0.250069054754602,0.437242043623048,0.974763679508199,-0.0320843616666659,0.617361639041966,0.812445929791706,"down","down",TRUE
"CLDN16",0.504169940750906,0.106891502113555,0.963814244254665,0.0227581751666671,0.738491330883001,0.88142420576428,"up","up",TRUE
