"GeneSymbol","Direction","logFC_SUI","logFC_POP","adj.P.Val","Direcao_POP","Concordante"
"ABL2","down",-2.69386272852484,0.861054810499999,0.00832928205094626,"up",FALSE
"ABLIM1","down",-2.79913750932965,0.111589959166668,0.265485359287265,"up",FALSE
"ABLIM2","down",-2.2883712023323,0.374860661500002,0.0241283125500184,"up",FALSE
"ABLIM3","down",-3.56658369550626,-0.106193188416666,0.527818260809127,"down",TRUE
"ACAD10","up",2.62296826800747,0.0426719559166681,0.596051890506418,"up",TRUE
"ACADL","up",1.39691906096566,-0.177279161416666,0.333152205921159,"down",FALSE
"ACADVL","up",1.97279997917182,-0.0219587366666652,0.878100590161634,"down",FALSE
"ACD","up",1.30238866131602,0.0392229260000009,0.553157150169558,"up",TRUE
"ACE","up",1.60354208023404,-0.0049633697499991,0.957152700915515,"down",FALSE
"ACHE","down",-1.2679256775377,-0.00998122541666584,0.958581398319503,"down",TRUE
"ACIN1","down",-1.57930582321509,0.0466516841666689,0.693469512585378,"up",FALSE
"ACLY","down",-1.92642100356087,-0.0520985081666652,0.708716164946803,"down",TRUE
"ACN9","up",1.21949369245058,-0.094743368249999,0.371763056837575,"down",FALSE
"ACOT11","up",1.46188416040225,0.116327069583334,0.280522611409163,"up",TRUE
"ACOT7","up",2.75775066371387,0.284227839583335,0.0395449100102563,"up",TRUE
"ACOT9","up",1.26550728872788,0.202415230833335,0.0612865416234449,"up",TRUE
"ACOXL","down",-2.86924350972559,0.0390041931666672,0.614133558210034,"up",FALSE
"ACP1","up",1.83456985145916,-0.108227692999998,0.135305752768698,"down",FALSE
"ACSL5","up",3.56222462934583,-0.0541337881666653,0.583567217748931,"down",FALSE
"ACSM3","up",1.71380651984633,-0.102411459333333,0.281252280620202,"down",FALSE
"ACTG1","up",4.40120543145397,-0.0189021633333302,0.933871993421027,"down",FALSE
"ACTL6A","up",1.42538066876007,-0.130177427499998,0.096248042616807,"down",FALSE
"ACTR1A","up",2.39350359977152,0.144328949166667,0.202264128213043,"up",TRUE
"ACTR2","down",-2.78355524039141,0.205946525333334,0.141008221759107,"up",FALSE
"ACTR3B","up",1.31570794249792,-0.117427407583333,0.175032301583616,"down",FALSE
"ACTR6","up",1.93919708400008,0.0255632689999996,0.816733486019369,"up",TRUE
"ACVR1B","up",1.76940551900123,0.106528316083334,0.13861058153941,"up",TRUE
"ACVR1C","down",-2.9146418605902,-0.074492112,0.889682282473199,"down",TRUE
