"TERM_ID","Count","M","N","n","pvalue","geneID","p.adjust"
"03010",36,78,16752,2339,6.79141659345451e-12,"UBA52/RPL12/RPL37A/RPL10A/RPL36/RPS24/RPS16/RPL15/RPLP1/RPL41/RPL28/RPL14/RPL7A/RPL8/RPS15A/RPS9/RPL26/RPL19/FAU/RPL27A/RPS8/RPL35/RPL39/RPL21/RPL22/RPS29/RPL9/RPS18/RPS7/RPS23/RPS20/RPS5/RPL34/RPL13A/RPLP0/RPS27A",1.20532275951345e-09
"01100",199,905,16752,2339,1.08587635992203e-11,"AKR1C4/GK/ALDH18A1/NAT1/GLUD2/PGAP1/GBE1/ST8SIA1/PLA2G7/IDS/RFK/CHPT1/GAL3ST1/CYP11A1/ASMT/PIGK/GATM/DCK/ALG9/ALDH1A3/ASAH1/RRM2B/FUT7/NDUFB5/LDHA/CYP51A1/TH/UGDH/CYP27A1/PLB1/ST3GAL5/KHK/HIBADH/IDI1/UROD/CTH/SCP2/AGPAT4/NDUFA11/B4GALT3/ST3GAL4/PSPH/HEXB/HMGCL/COX5B/GUSB/BTD/PON3/PANK2/ATP6V1G2/ATP6V0B/B3GALT6/ADSL/DAD1/HSD11B2/INPP4A/IDH3B/POLR3H/ATP6V0D1/ATIC/UXS1/MGAT1/DDOST/GRHPR/AGL/ATP6V1B1/CDO1/MCEE/AKR1A1/IMPDH1/INPP5A/B3GNT5/TCIRG1/PIGS/COX6B1/CYP2C8/GALNT14/MGAT2/PIP5K1A/GALK2/NDUFB1/OAT/PLD2/SPTLC1/NMNAT3/P4HA3/ETNK1/SUCLG2/HSD17B1/ALG6/PGM2/RPE/EXT1/COX15/GOT1/GCLM/GALNT10/NME2/UMPS/CRYL1/HADHB/AMT/GAMT/RRM1/HSD17B4/DPYD/PNLIPRP3/ATP6V0C/NDUFA9/NDUFB4/UQCRFS1/SRM/NDUFV1/PLA2G10/ALOX15B/SDHD/PGM1/AKR1B1/NDUFA5/ASNS/LALBA/C1GALT1/CYP2C19/MGLL/LIPT1/CYP17A1/HYAL1/FPGT/DGUOK/ATP6V1H/GALT/COX5A/ALDH5A1/ALDH3A2/B3GNT6/ALG10/COX7C/COX4I2/ADH1C/PGK1/TK1/SMPD1/PPT1/BCAT2/NDUFA2/DPM2/DPAGT1/AFMID/MAN1B1/PIPOX/NME3/GSS/GALNT5/MDH2/GAD1/EXT2/DGKZ/GNPDA2/CDIPT/CYP19A1/NDUFC1/ACADVL/PANK1/AOC2/AMACR/HIBCH/GLUL/PIGC/ACSL5/AMPD1/UROC1/GCH1/PI4K2B/PIGV/PIGM/TK2/ST3GAL3/COX6A1/POLE2/ALDOB/PIGT/CYP2E1/PTDSS1/SLC33A1/PAICS/DUT/NDUFAB1/ISYNA1/ATP6V0A4/ATP6V1E1/ADH7/THTPA/ALDH3B2/SPR/NDUFB3/IDUA/NAT2/HK1/DHCR7",1.20532275951345e-09
"04145",39,117,16752,2339,7.97173764413263e-08,"THBS2/FCAR/TLR6/ITGA2/HLA-DQA1/MBL2/HLA-DQA2/FCGR2B/ACTG1/ATP6V1G2/ATP6V0B/HLA-DRB1/LAMP2/ATP6V0D1/SEC61A2/HLA-DMA/HLA-DMB/HLA-DPA1/HLA-DRA/ATP6V1B1/TCIRG1/LAMP1/ITGB5/VAMP3/HLA-DQB1/ATP6V0C/TUBB/CD14/MPO/ATP6V1H/CD36/PLA2R1/SEC61B/CYBA/HLA-DOA/ATP6V0A4/ATP6V1E1/SEC61G/HLA-F",5.89908585665815e-06
"04142",37,112,16752,2339,2.2022670113443e-07,"IDS/NPC2/DNASE2B/ARSA/ASAH1/CLTC/AP4S1/TPP1/DNASE2/HEXB/CD164/GUSB/ATP6V0B/AP4M1/LAMP2/CTNS/ATP6V0D1/ABCA2/TCIRG1/CLN5/LAMP1/NAPSA/AP1B1/ATP6V0C/ENTPD4/HYAL1/ATP6V1H/GGA2/SMPD1/PPT1/CLN3/SUMF1/LAPTM4A/AP4B1/CTSB/ATP6V0A4/IDUA",1.22225819129609e-05
"04612",23,59,16752,2339,1.728084021094e-06,"KLRC4/KLRC2/KLRC3/HLA-DQA1/IFI30/HLA-DQA2/HLA-DRB1/KIR3DL2/CD8A/HLA-DMA/HLA-DMB/HLA-DPA1/HLA-DRA/HLA-DQB1/NFYC/B2M/TAPBP/RFXAP/CTSB/HLA-DOA/CD74/HLA-F/PSME3",7.67269305365734e-05
"00190",31,94,16752,2339,2.15068256258909e-06,"NDUFB5/NDUFA11/COX5B/ATP6V1G2/ATP6V0B/ATP6V0D1/ATP6V1B1/TCIRG1/COX6B1/NDUFB1/COX15/COX7A2L/ATP6V0C/NDUFA9/NDUFB4/UQCRFS1/NDUFV1/SDHD/NDUFA5/ATP6V1H/COX5A/COX7C/COX4I2/NDUFA2/NDUFC1/LHPP/COX6A1/NDUFAB1/ATP6V0A4/ATP6V1E1/NDUFB3",7.95752548157964e-05
"05140",22,60,16752,2339,9.35147142293983e-06,"MAPK1/HLA-DQA1/RELA/HLA-DQA2/MAP3K7/IFNGR2/IRAK4/HLA-DRB1/MAPK3/MAPK14/HLA-DMA/HLA-DMB/HLA-DPA1/HLA-DRA/MYD88/HLA-DQB1/IL12A/ELK1/TRAF6/TGFB1/CYBA/HLA-DOA",0.000296575236556092
"05012",29,92,16752,2339,1.22623560169879e-05,"NDUFB5/TH/GPR37/NDUFA11/COX5B/COX6B1/NDUFB1/COX7A2L/UBE2G1/UBB/NDUFA9/NDUFB4/UQCRFS1/NDUFV1/SDHD/NDUFA5/SLC25A5/VDAC1/COX5A/COX7C/COX4I2/NDUFA2/NDUFC1/VDAC2/COX6A1/NDUFAB1/UBE2J2/NDUFB3/SLC18A1",0.000340280379471415
"05010",37,137,16752,2339,4.20406059392247e-05,"ATP2A1/MAPK1/BACE1/CACNA1S/NDUFB5/ATP2A2/NDUFA11/COX5B/CASP8/MAPK3/BACE2/CAPN2/GRIN2C/COX6B1/NDUFB1/COX7A2L/NDUFA9/NDUFB4/UQCRFS1/NDUFV1/SDHD/NDUFA5/CACNA1C/COX5A/APH1A/COX7C/COX4I2/NDUFA2/GRIN1/LPL/IDE/NDUFC1/COX6A1/NDUFAB1/TNFRSF1A/CDK5R1/NDUFB3",0.000975745271611169
"04672",17,44,16752,2339,4.39524897122148e-05,"CD86/HLA-DQA1/HLA-DQA2/HLA-DRB1/CXCL12/HLA-DMA/HLA-DMB/HLA-DPA1/HLA-DRA/LTBR/HLA-DQB1/CCL25/CCL27/TGFB1/CD40/IL15/HLA-DOA",0.000975745271611169
