"TERM_ID","Count","M","N","n","pvalue","geneID","p.adjust"
"05110",18,49,16752,2339,5.80845618949862e-05,"KDELR2/ACTG1/ATP6V1G2/ATP6V0B/GNAS/ATP6V0D1/SEC61A2/ATP6V1B1/TCIRG1/ATP6V0C/KCNQ1/ATP6V1H/PRKACG/SEC61B/ATP6V0A4/ATP6V1E1/SEC61G/ARF1",0.00117225206733518
"05145",33,120,16752,2339,7.27037104604646e-05,"LY96/MAPK1/MAP2K6/LAMB4/HLA-DQA1/RELA/HLA-DQA2/MAP3K7/IFNGR2/IRAK4/CASP8/HLA-DRB1/MAPK3/SOCS1/MAPK14/IKBKG/HLA-DMA/HLA-DMB/HLA-DPA1/HLA-DRA/BIRC2/MYD88/PIK3CA/HLA-DQB1/IL12A/PLA2G10/TRAF6/TGFB1/LAMB2/CD40/LAMA3/HLA-DOA/TNFRSF1A",0.0013450186435186
"05323",25,82,16752,2339,8.81396476341181e-05,"CD86/TNFSF11/HLA-DQA1/HLA-DQA2/ATP6V1G2/ATP6V0B/HLA-DRB1/CXCL12/ATP6V0D1/HLA-DMA/HLA-DMB/HLA-DPA1/CXCL6/HLA-DRA/ATP6V1B1/TCIRG1/HLA-DQB1/ATP6V0C/CCL20/ATP6V1H/TGFB1/IL15/HLA-DOA/ATP6V0A4/ATP6V1E1",0.00150515398267494
"05310",12,28,16752,2339,0.000184009234405368,"HLA-DQA1/FCER1A/HLA-DQA2/FCER1G/HLA-DRB1/HLA-DMA/HLA-DMB/HLA-DPA1/HLA-DRA/HLA-DQB1/CD40/HLA-DOA",0.00282996227446544
"05330",13,32,16752,2339,0.000191213667193611,"CD86/HLA-DQA1/HLA-DQA2/HLA-DRB1/HLA-DMA/HLA-DMB/HLA-DPA1/HLA-DRA/HLA-DQB1/IL12A/CD40/HLA-DOA/HLA-F",0.00282996227446544
"04940",14,38,16752,2339,0.000367714367267687,"CD86/HLA-DQA1/HLA-DQA2/HLA-DRB1/HLA-DMA/HLA-DMB/HLA-DPA1/HLA-DRA/HSPD1/HLA-DQB1/IL12A/GAD1/HLA-DOA/HLA-F",0.00510203684583916
"04350",23,81,16752,2339,0.000523095985409665,"THBS2/FST/E2F4/MAPK1/BMP6/BMP8A/TGFBR1/PPP2CA/DCN/MAPK3/SMAD5/RHOA/GDF5/ID3/BMP2/TGFBR2/BMPR2/TGFB1/SMURF1/NODAL/PITX2/SP1/GDF6",0.00683101816240857
"04141",31,124,16752,2339,0.00073169491876563,"DERL2/DNAJB12/HERPUD1/UBE2D4/BAG2/PREB/TXNDC5/DAD1/WFS1/UBE2E3/UBE2D1/CAPN2/SEC61A2/DDOST/DERL1/ATF4/SIL1/PLAA/TRAM1/UBE2G1/HSPBP1/NGLY1/MAN1B1/BAX/SEC61B/EIF2AK1/NFE2L2/RRBP1/SSR4/UBE2J2/SEC61G",0.00902423733144277
"05016",35,147,16752,2339,0.000902263590330356,"CLTC/NDUFB5/DNALI1/BDNF/NDUFA11/COX5B/CASP8/DNAI2/TBP/CREB3/COX6B1/NDUFB1/COX7A2L/DCTN4/NDUFA9/NDUFB4/UQCRFS1/NDUFV1/SDHD/NDUFA5/SLC25A5/VDAC1/AP2A1/COX5A/COX7C/COX4I2/NDUFA2/GRIN1/BAX/NDUFC1/VDAC2/COX6A1/NDUFAB1/SP1/NDUFB3",0.0105422377396494
"05332",12,33,16752,2339,0.00109409675537876,"CD86/HLA-DQA1/HLA-DQA2/HLA-DRB1/KIR3DL2/HLA-DMA/HLA-DMB/HLA-DPA1/HLA-DRA/HLA-DQB1/HLA-DOA/HLA-F",0.0121444739847043
"04514",28,112,16752,2339,0.00128880913284313,"CD86/VCAM1/CD58/HLA-DQA1/HLA-DQA2/JAM2/MAG/CD34/ESAM/NCAM1/CLDN18/ICAM3/HLA-DRB1/CD8A/HLA-DMA/HLA-DMB/HLA-DPA1/HLA-DRA/ICAM2/HLA-DQB1/NRXN3/CLDN5/CD40/PTPRF/HLA-DOA/OCLN/CDH1/HLA-F",0.013624553690056
"03015",18,62,16752,2339,0.00154389243020696,"CSTF2T/PPP2R2B/NCBP1/NXF1/HBS1L/DAZAP1/PPP2CA/SAP18/CSTF1/PPP2R5C/GSPT1/PABPC4/UPF3A/PPP2R5B/PABPC1/CPSF6/PPP2R2A/PCF11",0.0155792781593611
"04010",51,243,16752,2339,0.00165390606664672,"RASGRF2/MAPK1/MAP2K6/RPS6KA1/RELA/JUND/PTPRR/MAP3K7/PPM1A/CACNA1S/FGF11/MAP2K5/MAPK8IP2/BDNF/TGFBR1/MAP4K4/GNA12/MAP3K12/MAP3K4/MAPK3/MAPK14/IKBKG/RPS6KA5/CACNA1A/ATF4/DUSP14/DUSP10/ATF2/FGFR2/FGFR3/RASGRF1/CACNA1B/RRAS2/RASGRP4/TGFBR2/PLA2G10/ELK1/EGFR/TRAF6/GADD45G/CD14/CACNA1C/CRK/TAOK2/PRKACG/TGFB1/MKNK2/CACNA1H/NFKB2/TNFRSF1A/PPM1B",0.0159637889911118
"05416",18,63,16752,2339,0.00188403502369688,"CD86/HLA-DQA1/HLA-DQA2/ACTG1/ABL1/MYH14/CASP8/HLA-DRB1/HLA-DMA/HLA-DMB/HLA-DPA1/HLA-DRA/HLA-DQB1/SGCA/CD40/DMD/HLA-DOA/HLA-F",0.0174273239691961
"00520",13,40,16752,2339,0.00224485059408261,"CHI3L1/UGDH/HEXB/NPL/UXS1/GALK2/PGM2/PGM1/FPGT/GALT/GNPDA2/CHIA/HK1",0.0199342732754536
"00120",7,15,16752,2339,0.00235646904015904,"AKR1C4/CYP27A1/SCP2/CYP39A1/HSD17B4/CYP7B1/AMACR",0.0201206202659734
"00563",8,19,16752,2339,0.00256311250767053,"PGAP1/PIGK/PIGS/DPM2/PIGC/PIGV/PIGM/PIGT",0.0210744806186243
"05142",24,96,16752,2339,0.00275836119560897,"TLR6/MAPK1/PPP2R2B/RELA/IFNGR2/IRAK4/TGFBR1/PPP2CA/CASP8/ACE/MAPK3/MAPK14/IKBKG/GNAS/GNA14/MYD88/PIK3CA/IL12A/TGFBR2/TRAF6/TGFB1/PPP2R2A/TNFRSF1A/GNAL",0.0218698637651854
"04120",26,107,16752,2339,0.00288383154218374,"CDC23/HERC4/UBE2D4/CBLB/ANAPC5/ANAPC10/PPIL2/SOCS1/UBE2E3/SIAH1/UBE2D1/BIRC2/UBE2A/ANAPC13/UBE2G1/ANAPC2/TRAF6/KLHL13/FANCL/BRCA1/SAE1/SMURF1/CDC16/PIAS3/UBE2J2/CBL",0.0220762276677514
"05322",14,46,16752,2339,0.00308189427598449,"CD86/HLA-DQA1/HLA-DQA2/TRIM21/FCGR2B/HLA-DRB1/HLA-DMA/HLA-DMB/HLA-DPA1/HLA-DRA/HLA-DQB1/SNRPB/CD40/HLA-DOA",0.0228060176422852
"04310",32,142,16752,2339,0.00369293275538453,"SFRP2/WIF1/WNT2/FZD6/LEF1/TBL1Y/FZD7/MAP3K7/PPP2CA/FZD2/NKD1/SIAH1/PPP2R5C/DKK1/PRICKLE2/CAMK2G/RHOA/NFAT5/FRAT1/NFATC3/CTBP1/CSNK2B/CTBP2/TBL1X/CACYBP/PRKACG/FRAT2/PPP2R5B/FZD1/FOSL1/CCND3/PPARD",0.0264461636030763
"04520",18,67,16752,2339,0.00393899484403768,"MAPK1/LEF1/MET/MAP3K7/ACP1/ACTG1/TGFBR1/MAPK3/RHOA/CTNND1/SNAI1/TGFBR2/EGFR/CSNK2B/IQGAP1/PTPRF/PTPN1/CDH1",0.0273267767305114
"05150",12,38,16752,2339,0.00427509299001376,"FCAR/HLA-DQA1/MBL2/HLA-DQA2/FCGR2B/HLA-DRB1/HLA-DMA/HLA-DMB/HLA-DPA1/HLA-DRA/HLA-DQB1/HLA-DOA",0.0287597164782744
"04060",46,225,16752,2339,0.00456847222527835,"CCL18/IL5RA/TNFSF11/TNFSF9/CCR2/IL12RB1/FLT3/CCR7/CSF3/MET/CCL21/ACVR1B/TNFSF4/IFNGR2/TGFBR1/CXCL12/LEPR/CXCL6/GDF5/IL6ST/LTBR/TNFRSF10A/BMP2/IL12A/TGFBR2/CSF2RB/EGFR/CCL25/CCL20/IL1RAP/CNTFR/CCL24/TNFRSF19/BMPR2/TNFRSF21/CCL27/CTF1/TGFB1/IL2RB/CD40/IL2RG/IL15/CCL1/CCL13/TNFRSF1A/TNFRSF18",0.0290985257256763
"04380",27,116,16752,2339,0.00458760540720122,"TNFSF11/TREM2/MAPK1/MAP2K6/RELA/JUND/MAP3K7/LCP2/IFNGR2/FCGR2B/TGFBR1/MAPK3/SOCS1/MAPK14/IKBKG/PIK3CA/LILRA3/TGFBR2/TRAF6/LILRB4/LILRB5/TGFB1/CYBA/NFKB2/FOSL1/TNFRSF1A/SIRPB1",0.0290985257256763
"00980",16,59,16752,2339,0.00577093735244678,"AKR1C4/AKR1C2/ALDH1A3/MGST1/MGST3/CYP1B1/CYP2C8/GSTT1/CYP2F1/CYP2C19/GSTK1/ADH1C/GSTM3/CYP2E1/ADH7/ALDH3B2",0.0355874470067552
"05130",12,40,16752,2339,0.00675874770786391,"LY96/ARPC3/ACTG1/ABL1/ARPC5/RHOA/NCK1/YWHAZ/TUBB/CD14/OCLN/CDH1",0.0397920724340573
"05120",16,60,16752,2339,0.00687166217790563,"RELA/MET/JAM2/ATP6V1G2/ATP6V0B/MAPK14/IKBKG/ATP6V0D1/ATP6V1B1/TCIRG1/ATP6V0C/EGFR/ATP6V1H/GIT1/ATP6V0A4/ATP6V1E1",0.0397920724340573
"03018",15,55,16752,2339,0.00699049921138845,"EXOSC3/LSM5/DCP1A/CNOT8/BTG3/HSPD1/CNOT1/EXOSC2/PABPC4/ZCCHC7/CNOT7/CNOT4/PABPC1/DHX36/TOB2",0.0397920724340573
"03040",20,82,16752,2339,0.00795679918529294,"U2AF2/BCAS2/SF3B1/NCBP1/LSM5/AQR/THOC2/PCBP1/SNRPC/ZMAT2/RBM25/SNRPB/PLRG1/SNRPG/SF3A1/SNRPB2/PRPF4/SNRPA/CTNNBL1/PPIH",0.0441602354783758
"04146",17,68,16752,2339,0.0107195049984161,"SCP2/HMGCL/ABCD1/PEX3/PEX6/PAOX/PEX10/HSD17B4/ECH1/SLC27A2/PEX7/GSTK1/MPV17/CROT/PIPOX/AMACR/ACSL5",0.0566602407059137
"05220",17,68,16752,2339,0.0107195049984161,"MAPK1/RELA/CBLB/ABL1/TGFBR1/MAPK3/IKBKG/RB1/BCR/PIK3CA/ARAF/TGFBR2/CTBP1/CTBP2/CRK/TGFB1/CBL",0.0566602407059137
"02010",12,43,16752,2339,0.0124633206740342,"ABCA9/ABCA6/ABCC9/ABCG1/ABCB11/ABCD1/ABCC6/ABCC5/ABCA2/ABCB8/ABCC4/ABCC3",0.0643455160380369
"04620",22,97,16752,2339,0.0133410209442865,"CD86/TLR6/LY96/MAPK1/MAP2K6/RELA/RIPK1/MAP3K7/IRAK4/TLR1/CASP8/MAPK3/MAPK14/IKBKG/TBK1/TIRAP/MYD88/PIK3CA/IL12A/TRAF6/CD14/CD40",0.0673115147643548
"04966",8,25,16752,2339,0.0169839726915446,"ATP6V1G2/ATP6V0D1/ATP6V1B1/TCIRG1/CA2/ATP6V0C/ATP6V0A4/ATP6V1E1",0.0837875986116201
"00510",11,40,16752,2339,0.0183002354401327,"ALG9/B4GALT3/DAD1/MGAT1/DDOST/MGAT2/ALG6/ALG10/DPM2/DPAGT1/MAN1B1",0.0883185275589012
"05200",55,301,16752,2339,0.0208779365173321,"ITGA2/WNT2/FLT3/MAPK1/LAMB4/FZD6/RELA/LEF1/MET/FZD7/ZBTB16/FGF11/CBLB/ABL1/GLI3/TGFBR1/FZD2/CASP8/MAPK3/CDK2/IKBKG/RB1/PTEN/BCR/BIRC2/FGFR2/FGFR3/PIK3CA/RHOA/HIF1A/ARAF/BMP2/TGFBR2/EGFR/CTBP1/CTBP2/TRAF6/RARB/CRK/RASSF1/TGFB1/LAMB2/BAX/NFKB2/RARA/EPAS1/FZD1/PIAS3/LAMA3/MLH1/CBL/CCNA1/CDH1/RUNX1T1/PPARD",0.0986149341882497
"00480",11,41,16752,2339,0.0219426088942385,"GPX4/RRM2B/MGST1/MGST3/GCLM/RRM1/GSTT1/SRM/GSTK1/GSS/GSTM3",0.101484566135853
"04810",36,186,16752,2339,0.0248909588897915,"ITGA2/BDKRB1/MAPK1/ARHGEF7/ARPC3/FGF11/ACTG1/ARHGEF1/MYH14/GNA12/ARPC5/MAPK3/CFL1/FGFR2/FGFR3/PIK3CA/PIP5K1A/RHOA/SLC9A1/RRAS2/ARAF/CHRM1/ITGB5/PFN1/EGFR/CD14/CRK/MYLK/SSH3/SCIN/PFN4/IQGAP1/PPP1R12A/PPP1CA/GIT1/ITGA10",0.10975881531969
"05320",12,47,16752,2339,0.0250495561770814,"CD86/HLA-DQA1/HLA-DQA2/HLA-DRB1/HLA-DMA/HLA-DMB/HLA-DPA1/HLA-DRA/HLA-DQB1/CD40/HLA-DOA/HLA-F",0.10975881531969
"04114",21,97,16752,2339,0.0252446815873708,"BUB1/MAPK1/CDC23/RPS6KA1/PTTG2/ANAPC5/PPP2CA/ANAPC10/PKMYT1/MAPK3/CDK2/PPP2R5C/CAMK2G/ANAPC13/YWHAZ/ANAPC2/PRKACG/CDC16/FBXO5/PPP2R5B/PPP1CA",0.10975881531969
"00770",5,13,16752,2339,0.0257092720568644,"PANK2/VNN2/DPYD/BCAT2/PANK1",0.10975881531969
"04330",10,37,16752,2339,0.0268839532740941,"DTX1/NUMB/HES1/CTBP1/CTBP2/PTCRA/APH1A/NOTCH4/NUMBL/NCOR2",0.112608257110357
"04144",30,151,16752,2339,0.0276047991770245,"ERBB4/MET/CLTC/FOLR3/CBLB/TGFBR1/EHD4/VPS4A/FGFR2/FGFR3/GRK5/PIP5K1A/RHOA/PLD2/VPS28/TGFBR2/EGFR/TRAF6/AP2A1/PSD/ARF6/TGFB1/IL2RB/SMURF1/USP8/IL2RG/GIT1/CBL/EHD1/HLA-F",0.113486396616656
"00561",10,38,16752,2339,0.0320624026934477,"GK/AGPAT4/MOGAT3/AKR1A1/PNLIPRP3/AKR1B1/MGLL/ALDH3A2/LPL/DGKZ",0.12941551632628
"05144",11,44,16752,2339,0.036025391484426,"THBS2/VCAM1/CSF3/MET/KLRB1/MYD88/IL12A/CD36/TGFB1/CD40/KLRK1",0.140519863137429
"05131",13,55,16752,2339,0.0367123966755446,"MAPK1/RELA/ARPC3/ACTG1/ABL1/ARPC5/MAPK3/MAPK14/IKBKG/PFN1/CRK/PFN4/ELMO1",0.140519863137429
"05221",13,55,16752,2339,0.0367123966755446,"FLT3/MAPK1/RELA/LEF1/ZBTB16/MAPK3/IKBKG/PIK3CA/ARAF/RARA/CCNA1/RUNX1T1/PPARD",0.140519863137429
"03013",22,107,16752,2339,0.038201335688568,"XPOT/PAIP1/NCBP1/NXF1/SAP18/NUP37/POP4/RPP14/THOC2/SEH1L/PABPC4/EIF2B4/NUP98/RPP30/EIF4A2/NUP133/PHAX/UPF3A/POP7/PABPC1/EEF1A1/AAAS",0.143740619031561
"00982",14,61,16752,2339,0.0389198464456487,"FMO4/FMO5/ALDH1A3/MGST1/MGST3/CYP2C8/GSTT1/CYP2C19/GSTK1/ADH1C/GSTM3/CYP2E1/ADH7/ALDH3B2",0.1440034318489
"04260",15,67,16752,2339,0.0407141207777506,"ATP1B3/ATP1B4/CACNA1S/ATP2A2/COX5B/COX6B1/SLC9A1/COX7A2L/UQCRFS1/ATP1B1/CACNA1C/COX5A/COX7C/COX4I2/COX6A1",0.146233310713436
"00052",7,24,16752,2339,0.0408399336226712,"GALK2/PGM2/PGM1/AKR1B1/LALBA/GALT/HK1",0.146233310713436
"04914",17,79,16752,2339,0.0432958185378702,"BUB1/MAPK1/CDC23/RPS6KA1/ANAPC5/ANAPC10/PKMYT1/MAPK3/CDK2/MAPK14/PIK3CA/ARAF/ANAPC13/ANAPC2/PRKACG/CDC16/CCNA1",0.152566217704876
"04110",22,109,16752,2339,0.0458007984536648,"BUB1/E2F4/CDC23/PTTG2/ANAPC5/ABL1/ANAPC10/PKMYT1/CDK2/CHEK2/RB1/MCM3/ANAPC13/YWHAZ/CDC14A/ANAPC2/PRKDC/GADD45G/TGFB1/CDC16/CCND3/CCNA1",0.15887151963615
"04115",13,57,16752,2339,0.0476215204791135,"RRM2B/CCNG1/TP73/CASP8/CDK2/SIAH1/CHEK2/PTEN/SESN3/GADD45G/BAX/CCND3/EI24",0.162645808405588
"05160",24,122,16752,2339,0.049755297902704,"MAPK1/PPP2R2B/RELA/RIPK1/CLDN18/OAS1/PPP2CA/MAPK3/MAPK14/IKBKG/TBK1/PIK3CA/OAS2/ARAF/EGFR/TRAF6/CLDN5/IFIT1/EIF2AK1/PIAS3/PPP2R2A/OCLN/TNFRSF1A/PSME3",0.167358729309095
"04621",10,42,16752,2339,0.0596937553145963,"MAPK1/RELA/MAP3K7/CASP8/MAPK3/MAPK14/IKBKG/BIRC2/TRAF6/CARD8",0.197791248952841
"04020",31,168,16752,2339,0.0614670403578071,"ERBB4/ATP2A1/BDKRB1/TACR1/CACNA1S/PLN/HTR2A/ADRA1D/ATP2A2/CACNA1A/GNAS/GNA14/PHKA1/GRIN2C/CAMK2G/CACNA1B/CHRM1/PTGFR/PTGER3/HRH1/EGFR/SLC25A5/VDAC1/CACNA1C/MYLK/PRKACG/GRIN1/CACNA1H/VDAC2/GNAL/CHRNA7",0.200671808226959
"00350",9,37,16752,2339,0.0640332159541345,"ALDH1A3/TH/GOT1/LCMT2/HEMK1/ADH1C/AOC2/ADH7/ALDH3B2",0.206019912200259
"00051",8,32,16752,2339,0.0683481743998049,"MTMR2/KHK/MTMR1/AKR1B1/FPGT/PFKFB2/ALDOB/HK1",0.216761353096524
"05213",11,49,16752,2339,0.0717144052708504,"MAPK1/LEF1/MAPK3/PTEN/PIK3CA/ARAF/ILK/ELK1/EGFR/MLH1/CDH1",0.224233774227166
"05219",9,38,16752,2339,0.0739551924833132,"MAPK1/MAPK3/RPS6KA5/RB1/FGFR3/ARAF/EGFR/RASSF1/CDH1",0.22487349493837
"00040",6,22,16752,2339,0.0756059487855723,"UGDH/GUSB/RPE/CRYL1/AKR1B1/ALDH3A2",0.22487349493837
"00410",6,22,16752,2339,0.0756059487855723,"DPYD/SRM/ALDH3A2/GAD1/AOC2/HIBCH",0.22487349493837
"04977",5,17,16752,2339,0.0770096226583423,"PLB1/BTD/TCN2/SLC5A6/SLC19A1",0.22487349493837
"04210",16,79,16752,2339,0.0777514882711299,"RELA/RIPK1/IRAK4/CASP8/IKBKG/CAPN2/BIRC2/MYD88/PIK3CA/TNFRSF10A/CASP6/CSF2RB/IL1RAP/PRKACG/BAX/TNFRSF1A",0.22487349493837
"03008",10,44,16752,2339,0.0779966626588039,"NXF1/TAF9/POP4/SBDS/RPP30/CSNK2B/NOL6/POP7/UTP14C/RCL1",0.22487349493837
"05340",8,33,16752,2339,0.0796577168147158,"JAK3/IKBKG/CD8A/IGLL1/RFXAP/CD40/IL2RG/ZAP70",0.226718117088037
"04622",12,56,16752,2339,0.0828366381408268,"RELA/RIPK1/MAP3K7/AZI2/CASP8/MAPK14/IKBKG/TBK1/IL12A/TRAF6/TANK/RNF125",0.232781438826121
"03050",9,39,16752,2339,0.0847710215189257,"PSMA1/PSMC5/PSMA3/PSMB3/PSMB4/PSMB5/PSMB2/PSMA5/PSME3",0.235239584715019
"00340",6,23,16752,2339,0.0907298750641487,"ALDH1A3/LCMT2/HEMK1/ALDH3A2/UROC1/ALDH3B2",0.245634539807817
"00910",6,23,16752,2339,0.0907298750641487,"GLUD2/CTH/AMT/CA2/ASNS/GLUL",0.245634539807817
"00010",12,57,16752,2339,0.0922273361839506,"ALDH1A3/LDHA/AKR1A1/PGM2/PGM1/ALDH3A2/ADH1C/PGK1/ALDOB/ADH7/ALDH3B2/HK1",0.24668034497394
"00531",5,18,16752,2339,0.0948783696651096,"IDS/HEXB/GUSB/HYAL1/IDUA",0.247799977242992
"03060",5,18,16752,2339,0.0948783696651096,"SRP54/SEC61A2/SRPRB/SEC61B/SEC61G",0.247799977242992
"00330",10,46,16752,2339,0.0994187926468539,"ALDH18A1/GLUD2/GATM/OAT/P4HA3/GOT1/GAMT/SRM/ALDH3A2/GLUL",0.254205352340301
"00250",7,29,16752,2339,0.0996210164576855,"GLUD2/ADSL/GOT1/ASNS/ALDH5A1/GAD1/GLUL",0.254205352340301
"05100",13,64,16752,2339,0.102618638019444,"MET/ARPC3/CLTC/CBLB/ACTG1/ARPC5/PIK3CA/RHOA/ILK/CRK/CBL/ELMO1/CDH1",0.25887883682178
"00601",6,24,16752,2339,0.107359855544641,"ST8SIA1/FUT7/B4GALT3/ST3GAL4/B3GNT5/ST3GAL3",0.267796493605734
"03022",7,30,16752,2339,0.115074563683244,"TAF9/TAF11/TBP/TAF1L/GTF2IRD1/TAF7/TAF6L",0.283850590418669
