"GeneSymbol","Direction","logFC","AveExpr","t","P.Value","adj.P.Val","Testado_no_POP","Direcao_POP","Concordante","DEG_POP_FDR05_logFC1"
"FABP4","up",-0.442437057416667,6.64784424629167,-4.60393253436357,0.00038716135815863,0.0171541932315657,TRUE,"down",FALSE,FALSE
"CPA3","up",-0.601701181666666,11.5333458083333,-3.74760706173335,0.0020887248997808,0.0344850478671567,TRUE,"down",FALSE,FALSE
"DPYSL2","up",0.247253800833334,11.7857641095833,3.5974942983996,0.00282132913867537,0.0402129995398721,TRUE,"up",TRUE,FALSE
"LAMA3","down",0.227728775333335,10.0260282335,3.36833892818566,0.00446998078842411,0.0513651046811812,TRUE,"up",FALSE,FALSE
"SPTBN1","up",0.244857053083334,10.307991231375,3.1204483616656,0.00735359561824082,0.0678820329916752,TRUE,"up",TRUE,FALSE
"YWHAZ","down",0.202001438333334,11.7982177341667,2.99207555119357,0.00950904921190029,0.0784564865926835,TRUE,"up",FALSE,FALSE
"CCNH","up",0.275990268333333,10.7326480633333,2.9748326916388,0.00984245163240178,0.0800386521474646,TRUE,"up",TRUE,FALSE
"RCOR1","down",-0.160251080833332,8.11305094483333,-2.94045266151393,0.0105419126823851,0.0832220985145062,TRUE,"down",TRUE,FALSE
"CDK4","up",-0.163682297499998,12.27338599625,-2.916053647894,0.0110677208322204,0.0853340500493185,TRUE,"down",FALSE,FALSE
"PDAP1","down",0.116012526666667,10.8057652966667,2.90377617347851,0.0113419574062448,0.0863767893448133,TRUE,"up",FALSE,FALSE
"ITGA2B","down",-0.107576485583333,6.19537165754167,-2.43300428507949,0.028640123511696,0.146728098558189,TRUE,"down",TRUE,FALSE
"PHB2","up",-0.107159964999999,14.2094105866667,-2.43086023970937,0.0287591189299009,0.147046790092131,TRUE,"down",FALSE,FALSE
"COX4I1","up",0.0877297500000016,13.4343970408333,2.36394134757315,0.0327184148471346,0.158922398957349,TRUE,"up",TRUE,FALSE
"ITPKB","up",-0.207947860833332,12.1460001854167,-2.34069764066066,0.0342106667497476,0.163272023860595,TRUE,"down",FALSE,FALSE
"MARCKS","down",-0.127964771666665,13.4389673775,-2.27648756619251,0.0386739028025441,0.174812301547553,TRUE,"down",TRUE,FALSE
"GYPC","up",0.120511653333334,11.1658667683333,2.27499315086472,0.0387840305227599,0.175032301583616,TRUE,"up",TRUE,FALSE
"FEZ1","up",0.0917291465833341,9.55664919679167,2.24312549622943,0.0412037021432018,0.180850107769903,TRUE,"up",TRUE,FALSE
"EIF4A1","down",0.180609711666666,12.5163233333333,2.199957816285,0.0447073455341219,0.190465812460444,TRUE,"up",FALSE,FALSE
"IL1R2","down",0.36939305325,7.828356427625,2.1012194273284,0.0537906235994143,0.212768212238125,TRUE,"up",FALSE,FALSE
"HPGD","down",-0.324145318749999,9.47142073104167,-2.09382586977683,0.0545353066357993,0.214877130077042,TRUE,"down",TRUE,FALSE
"ALOX12","down",-0.449758393,6.66214594941667,-2.01185055846105,0.06345219767665,0.234405740840432,TRUE,"down",TRUE,FALSE
"ISG20","down",0.288888016666666,11.05432657,1.93854130162377,0.072535111756027,0.254409187547497,TRUE,"up",FALSE,FALSE
"EIF2S3","up",0.116268543750001,9.975036278875,1.81066841718151,0.0912288120458609,0.28934411641644,TRUE,"up",TRUE,FALSE
"PABPC1","up",0.0902784250000013,15.05112913,1.71505277936345,0.107894759333586,0.317429169078593,TRUE,"up",TRUE,FALSE
"PPIF","down",-0.193954064083332,9.20643767795833,-1.6830481511965,0.114041952701613,0.327920743507728,TRUE,"down",TRUE,FALSE
"SMAD2","up",0.0730015022500009,10.088877661375,1.61707938085872,0.127680434063915,0.349110035835443,TRUE,"up",TRUE,FALSE
"SLC6A6","up",0.122553363166667,7.82191968575,1.60505013965393,0.130313502763722,0.352770816057375,TRUE,"up",TRUE,FALSE
"NDUFA4","up",0.111649519166666,14.8932395170833,1.56341599731959,0.139789353180759,0.366983960744334,TRUE,"up",TRUE,FALSE
"ADORA3","up",-0.0907773639999994,6.15718742058333,-1.45545102121248,0.167125109106106,0.403630039834488,TRUE,"down",FALSE,FALSE
"DMD","up",0.241979807750002,9.39495440104167,1.38079799409272,0.188521712223079,0.431682447133003,TRUE,"up",TRUE,FALSE
