"GeneSymbol","Direction","logFC","AveExpr","t","P.Value","adj.P.Val","Testado_no_POP","Direcao_POP","Concordante","DEG_POP_FDR05_logFC1"
"DCN","up",-0.19290808,17.3149033075,-1.28239549306382,0.220084094735509,0.471389880169694,TRUE,"down",FALSE,FALSE
"FEZ2","up",0.0496939475000014,10.45522084375,1.21407611925468,0.244370744527499,0.499414475887089,TRUE,"up",TRUE,FALSE
"PSMA5","up",-0.0477028141666644,12.7227803695833,-1.05871356110584,0.307270574385012,0.566675584223512,TRUE,"down",FALSE,FALSE
"CCT3","down",0.0484880175000002,12.6829863229167,1.02990257818503,0.320145634523663,0.579830097687063,TRUE,"up",FALSE,FALSE
"EIF4E","up",0.0402902082500003,9.072637008125,1.02792471016451,0.321043646277931,0.580969409801956,TRUE,"up",TRUE,FALSE
"MPP2","up",0.121112592166668,7.1934542425,1.01815553527558,0.325505866797735,0.585732509420984,TRUE,"up",TRUE,FALSE
"AGL","up",-0.104173277833332,10.05738479575,-0.933653414722925,0.365966388296025,0.62400853960018,TRUE,"down",FALSE,FALSE
"PLCL1","up",0.14741759375,7.090700959875,0.901020388095251,0.382487953746147,0.638657924538761,TRUE,"up",TRUE,FALSE
"SLC30A3","up",0.108512523416667,7.637675021875,0.89039979649405,0.387972715441431,0.643276459423338,TRUE,"up",TRUE,FALSE
"TGFB3","up",0.0873903098333335,9.54803752575,0.845848067285195,0.41155523334382,0.663648565595474,TRUE,"up",TRUE,FALSE
"TRIP12","up",0.0301906883333346,10.6281087933333,0.772659561997218,0.452294610538572,0.697350178070485,TRUE,"up",TRUE,FALSE
"LPP","up",0.102568114166667,12.9558475920833,0.618061653108825,0.546243958680008,0.766720526001952,TRUE,"up",TRUE,FALSE
"CYB5R3","up",0.0455196858333323,15.1513499395833,0.561400518968264,0.583208054933406,0.790835637130374,TRUE,"up",TRUE,FALSE
"CFD","down",0.0796045858333335,16.4520502970833,0.560430833706564,0.583851764535123,0.791139715002101,TRUE,"up",FALSE,FALSE
"COL17A1","down",0.0750661902500004,5.961078003625,0.535040029738799,0.600836200190151,0.801871935929404,TRUE,"up",FALSE,FALSE
"TCP1","down",0.0275500000000016,12.3623952083333,0.490190347379599,0.631427665960459,0.821041342864104,TRUE,"up",FALSE,FALSE
"BMP4","up",-0.0370239944999987,9.59224037041667,-0.478305436616404,0.639656126637978,0.826566134464538,TRUE,"down",FALSE,FALSE
"AGPAT1","up",-0.0240959124999974,11.4690784804167,-0.476162760893369,0.641144880051685,0.8273562907783,TRUE,"down",FALSE,FALSE
"LUM","up",-0.0566620166666645,14.00914021,-0.461341883269214,0.651486118750401,0.834074028916871,TRUE,"down",FALSE,FALSE
"FECH","up",0.0164494800833345,8.66041471204167,0.446835480273764,0.661680388704319,0.840201595333903,TRUE,"up",TRUE,FALSE
"MET","up",0.0380598239999992,10.3322894216667,0.428829961356258,0.674430750204769,0.846840389168454,TRUE,"up",TRUE,FALSE
"RAF1","down",0.0141903283333342,10.8665202916667,0.384984226708125,0.705909231274976,0.865248406519558,TRUE,"up",FALSE,FALSE
"HTR2C","up",0.0763217557500003,6.008342685625,0.378116216999939,0.710892804312814,0.867992382548828,TRUE,"up",TRUE,FALSE
"ITGB3BP","up",0.0137023570000008,8.851057632,0.336102773449914,0.741669695724058,0.883293902061153,TRUE,"up",TRUE,FALSE
"ECH1","down",0.0180929964166666,9.868625800625,0.317818065246513,0.755212232544355,0.889910610739103,TRUE,"up",FALSE,FALSE
"DDB2","up",0.00996023750000054,11.4608968879167,0.166888371073548,0.869792616868397,0.943322729191443,TRUE,"up",TRUE,FALSE
"KPNB1","up",0.00570471750000039,12.62400046125,0.123793120445896,0.903200687654296,0.958581398319503,TRUE,"up",TRUE,FALSE
"STIP1","down",0.00479715808333425,8.50575021720833,0.10136911534309,0.920663782631945,0.966807430259211,TRUE,"up",FALSE,FALSE
"TOB2","down",0.00536149025000082,9.70698801695833,0.100192379843215,0.921581440707588,0.967164751543446,TRUE,"up",FALSE,FALSE
"KPNA2","down",-0.00628408416666733,11.6797238554167,-0.069996046426382,0.945165347567154,0.977603198282567,TRUE,"down",TRUE,FALSE
"TOP1","down",0.00210481350000083,8.476829926,0.0350583537590645,0.972517440750965,0.988632626294022,TRUE,"up",FALSE,FALSE
"CTNND1","down",-0.00106025050000025,9.16729913741667,-0.0298493183935941,0.97659944003318,0.990659717303091,TRUE,"down",TRUE,FALSE
"EIF4H","up",NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
"H1-10","up",NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
"MARS1","down",NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
"SELENOP","up",NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
"SGK1","down",NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
"YARS1","down",NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
"ZFHX3","up",NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
