"TERM_ID","Count","geneID","p.adjust","par"
3013,4,"EIF2S3/PABPC1/EIF4E/KPNB1",0.000500708180596498,"Chen2003_x_GSE53868"
3013,15,"UPF3A/PABPC4/THOC2/THOC6/PABPC1/SAP18/POP4/PABPC3/EIF1/RPP30/EIF1B/SEH1L/THOC7/NXF1/UPF3B",0.0429696160583196,"Wei2020_x_GSE53868"
3013,3,"KPNB1/PABPC1/EIF2S3",0.0224852980606541,"Chen2003_x_GSE12852"
3015,22,"PPP2R2B/PCF11/PPP2R5A/PPP2R5B/GSPT1/UPF3A/PABPC4/PPP2CA/PABPC1/CPSF6/DAZAP1/SMG7/SAP18/PABPC3/PABPN1/HBS1L/NUDT21/FIP1L1/SMG1/NXF1/UPF3B/PPP2R3A",3.14328294381103e-08,"Wei2020_x_GSE53868"
3015,18,"CSTF2T/PPP2R2B/NCBP1/NXF1/HBS1L/DAZAP1/PPP2CA/SAP18/CSTF1/PPP2R5C/GSPT1/PABPC4/UPF3A/PPP2R5B/PABPC1/CPSF6/PPP2R2A/PCF11",0.0155792781593611,"Wei2020_x_GSE12852"
3018,9,"PABPC4/PABPC1/DCP1A/ZCCHC7/PABPC3/CNOT6/BTG3/DHX36/HSPD1",0.0394165559838699,"Wei2020_x_GSE53868"
3018,2,"PABPC1/TOB2",0.0443429317826598,"Chen2003_x_GSE12852"
3018,15,"EXOSC3/LSM5/DCP1A/CNOT8/BTG3/HSPD1/CNOT1/EXOSC2/PABPC4/ZCCHC7/CNOT7/CNOT4/PABPC1/DHX36/TOB2",0.0397920724340573,"Wei2020_x_GSE12852"
4010,51,"JUND/DUSP14/TGFBR1/DUSP10/RAC2/RELA/NTF3/CACNA1G/CDC42/ELK4/RRAS2/MAP4K4/MAPK1/PTPN7/NFKB2/CACNB4/CACNB2/GADD45G/NF1/TGFBR2/ATF4/TNFRSF1A/MAP2K6/CACNA1I/CACNA1B/CACNA1S/TAOK2/DUSP22/PLA2G12A/NFKB1/BDNF/PPM1A/GRB2/IKBKG/MAP2K5/CRK/TGFB1/ELK1/RASGRF2/MAPK10/MAP3K12/CACNA1A/TRAF6/FGF11/PTPRR/MAP2K1/RASGRP4/MAP3K4/CACNA1H/MAPK3/MEF2C",9.23982303093005e-10,"Wei2020_x_GSE53868"
4010,51,"RASGRF2/MAPK1/MAP2K6/RPS6KA1/RELA/JUND/PTPRR/MAP3K7/PPM1A/CACNA1S/FGF11/MAP2K5/MAPK8IP2/BDNF/TGFBR1/MAP4K4/GNA12/MAP3K12/MAP3K4/MAPK3/MAPK14/IKBKG/RPS6KA5/CACNA1A/ATF4/DUSP14/DUSP10/ATF2/FGFR2/FGFR3/RASGRF1/CACNA1B/RRAS2/RASGRP4/TGFBR2/PLA2G10/ELK1/EGFR/TRAF6/GADD45G/CD14/CACNA1C/CRK/TAOK2/PRKACG/TGFB1/MKNK2/CACNA1H/NFKB2/TNFRSF1A/PPM1B",0.0159637889911118,"Wei2020_x_GSE12852"
