"TERM_ID","Count","geneID","p.adjust","par"
5200,53,"PIK3R1/TGFBR1/BCR/RAC2/RELA/ETS1/FZD6/CDC42/RUNX1T1/HIF1A/CDK2/MAPK1/BMP2/BAX/NFKB2/ABL1/ITGA2/PIK3CA/SMAD3/TGFBR2/ITGAV/CSF1R/MITF/PML/NFKB1/AXIN1/APC/GRB2/E2F1/ARAF/IKBKG/LAMB4/RHOA/CRK/TGFB1/MAPK10/FZD8/CSF2RA/HSP90B1/ZBTB16/TRAF6/RASSF1/E2F3/FGF11/MAP2K1/MET/RXRB/PTEN/CCNA1/MAPK3/CDH1/PTCH2/CASP8",6.93196444643093e-08,"Wei2020_x_GSE53868"
5200,5,"TGFB3/MET/CDK4/SMAD2/LAMA3",0.0113912370671716,"Chen2003_x_GSE12852"
5210,2,"SMAD2/TGFB3",0.0104241620574719,"Chen2003_x_GSE53868"
5210,16,"PIK3R1/TGFBR1/RAC2/MAPK1/BAX/PIK3CA/SMAD3/TGFBR2/AXIN1/APC/ARAF/RHOA/TGFB1/MAPK10/MAP2K1/MAPK3",3.49261983001545e-05,"Wei2020_x_GSE53868"
5210,2,"TGFB3/SMAD2",0.0465533706724241,"Chen2003_x_GSE12852"
5211,2,"TGFB3/MET",0.0105044366379113,"Chen2003_x_GSE53868"
5211,13,"PIK3R1/ETS1/CDC42/HIF1A/MAPK1/PIK3CA/GRB2/ARAF/CRK/TGFB1/MAP2K1/MET/MAPK3",0.00228228874861877,"Wei2020_x_GSE53868"
5211,2,"TGFB3/MET",0.0471603079823261,"Chen2003_x_GSE12852"
5212,2,"SMAD2/TGFB3",0.0109256792614898,"Chen2003_x_GSE53868"
5212,18,"PIK3R1/TGFBR1/RAC2/RELA/CDC42/MAPK1/PIK3CA/SMAD3/TGFBR2/NFKB1/E2F1/ARAF/IKBKG/TGFB1/MAPK10/E2F3/MAP2K1/MAPK3",1.07652946166323e-05,"Wei2020_x_GSE53868"
5212,3,"TGFB3/CDK4/SMAD2",0.0110930780903877,"Chen2003_x_GSE12852"
5218,13,"PIK3R1/MAPK1/PIK3CA/MITF/E2F1/ARAF/E2F3/FGF11/MAP2K1/MET/PTEN/MAPK3/CDH1",0.00490467036271698,"Wei2020_x_GSE53868"
5218,2,"MET/CDK4",0.0471603079823261,"Chen2003_x_GSE12852"
5220,21,"PIK3R1/TGFBR1/BCR/RELA/MAPK1/ABL1/PIK3CA/SMAD3/TGFBR2/SHC3/NFKB1/GRB2/E2F1/ARAF/IKBKG/CRK/TGFB1/E2F3/MAP2K1/GAB2/MAPK3",1.85645054160135e-07,"Wei2020_x_GSE53868"
5220,2,"TGFB3/CDK4",0.0471603079823261,"Chen2003_x_GSE12852"
5323,13,"HLA-DOA/CCL5/CD86/ATP6V0A1/ATP6V1E1/TNFSF11/ATP6V0B/TNFRSF11A/TGFB1/ATP6V1G3/ATP6V0A4/ATP6V1H/IL15",0.018415880084736,"Wei2020_x_GSE53868"
5323,25,"CD86/TNFSF11/HLA-DQA1/HLA-DQA2/ATP6V1G2/ATP6V0B/HLA-DRB1/CXCL12/ATP6V0D1/HLA-DMA/HLA-DMB/HLA-DPA1/CXCL6/HLA-DRA/ATP6V1B1/TCIRG1/HLA-DQB1/ATP6V0C/CCL20/ATP6V1H/TGFB1/IL15/HLA-DOA/ATP6V0A4/ATP6V1E1",0.00150515398267494,"Wei2020_x_GSE12852"
5410,3,"ITGA2B/DMD/TGFB3",0.0014453149381659,"Chen2003_x_GSE53868"
5410,15,"TPM4/ITGB4/ITGA10/EMD/ITGA2/CACNB4/CACNB2/ITGAV/ITGB5/CACNA1S/DMD/ATP2A2/ITGA11/TGFB1/SGCA",0.00272766570551178,"Wei2020_x_GSE53868"
5412,2,"ITGA2B/DMD",0.0119783536047231,"Chen2003_x_GSE53868"
5412,13,"ITGB4/ITGA10/EMD/ITGA2/CACNB4/CACNB2/ITGAV/ITGB5/CACNA1S/DMD/ATP2A2/ITGA11/SGCA",0.00646319620149044,"Wei2020_x_GSE53868"
5414,3,"ITGA2B/DMD/TGFB3",0.00147472606734959,"Chen2003_x_GSE53868"
5414,17,"TPM4/ITGB4/ITGA10/EMD/ITGA2/CACNB4/CACNB2/ITGAV/ITGB5/CACNA1S/ADCY9/DMD/ATP2A2/ITGA11/TGFB1/PLN/SGCA",0.000892132558515255,"Wei2020_x_GSE53868"
5416,12,"RAC2/CD55/HLA-DOA/ABL1/CD86/MYH14/CD40/DMD/HLA-A/HLA-F/SGCA/CASP8",0.0089923734901569,"Wei2020_x_GSE53868"
5416,18,"CD86/HLA-DQA1/HLA-DQA2/ACTG1/ABL1/MYH14/CASP8/HLA-DRB1/HLA-DMA/HLA-DMB/HLA-DPA1/HLA-DRA/HLA-DQB1/SGCA/CD40/DMD/HLA-DOA/HLA-F",0.0174273239691961,"Wei2020_x_GSE12852"
