"GeneSymbol","Direction","PValue","FDR","FoldChange","EntrezID","logFC"
"ELMO1","down",0.0007303230544,0.015188094,2.8563198,9844,1.51415751579729
"MCL1","up",0.0007303816316,0.015188094,5.4018216,4170,2.43344599433683
"KLF6","down",0.0007309682768,0.015188094,9.1809302,1316,3.19864033304433
"MICU1","up",0.0007322769175,0.015188094,11.5989703,10367,3.535924830497
"ELN","down",0.000732316479,0.015188094,13.9333507,2006,3.80047033466291
"PRKCE","down",0.0007342878123,0.015200465,5.8689747,5581,2.55310848895298
"CSN3","up",0.0007360936178,0.015200465,3.7400422,1448,1.9030545485587
"CYP26A1","up",0.0007367221805,0.015200465,5.554795,1592,2.47373366986087
"CIB4","up",0.0007368591752,0.015200465,40.1301942,130106,5.32661623258262
"HTATSF1","up",0.000737772453,0.015200465,2.4564806,27336,1.29659284548245
"PTPRO","up",0.0007382196222,0.015200465,2.6522355,5800,1.40720888238782
"CAMKMT","up",0.0007394990526,0.015200465,5.2614384,79823,2.39545726508034
"OTUD5","down",0.0007396437963,0.015200465,2.7228876,55593,1.44513742958351
"SYK","down",0.0007419709778,0.015232889,49.8500023,6850,5.6395216660745
"RIC8A","up",0.0007460149318,0.015285034,3.7890745,60626,1.92184550609732
"KCNQ1","up",0.0007471633414,0.015287188,2.88934,3784,1.53073998149072
"DEDD2","up",0.0007481740625,0.015287188,6.5406378,162989,2.70943132471909
"EIF2AK1","up",0.0007486831072,0.015287188,8.2874184,27102,3.05092276015797
"FAM122A","up",0.0007509702776,0.015305789,5.8287348,116224,2.54318276235317
"CD164","up",0.000751546236,0.015305789,5.7437546,8763,2.52199411181312
"AP3S2","down",0.00075272108,0.015312661,89.2914706,10239,6.48045046608174
"CLU","up",0.0007533904392,0.015312661,5.6920167,1191,2.5089398946423
"CAPZA3","up",0.00075637854,0.015348468,6.8057645,93661,2.76675723056235
"KLHL13","up",0.0007566624599,0.015348468,5.1114547,90293,2.35373393496101
"SEC23IP","down",0.0007582228824,0.015350277,7.759378,11196,2.95594100907722
"SORBS1","down",0.0007582621573,0.015350277,3.0503839,10580,1.60899082161744
"MYH14","up",0.0007592946099,0.015355884,7.6477368,79784,2.93503287323122
"MFSD1","up",0.0007602776493,0.01536048,16.102928,64747,4.00925113273109
"VPS4A","up",0.0007621101402,0.015382213,7.2042694,27183,2.84885213110219
"DOK7","down",0.0007633028809,0.015386528,3.5382976,285489,1.82305539567899
"GNA11","down",0.0007638967079,0.015386528,3.1393515,2767,1.65046657046717
"PHKA1","up",0.0007645949873,0.015386528,5.2228878,5255,2.38484771153666
"EPHB4","up",0.0007655729827,0.01539097,5.9370378,2050,2.56974329850307
"PPP1R9A","down",0.0007667752781,0.015399909,219.700661,55607,7.77939540009116
"FAU","up",0.0007701292185,0.015423922,4.9086722,2197,2.29533282707784
"EFNB2","down",0.000771006384,0.015423922,6.8976048,1948,2.78609547159184
"DRP2","up",0.000772564093,0.015439887,4.4189916,1821,2.14371718869848
"ART1","up",0.0007740900438,0.015455187,3.2980524,417,1.72161432073402
"MED9","up",0.0007778961254,0.015495623,3.5605316,55090,1.83209265676125
"RUNX3","up",0.0007783752792,0.015495623,10.5452496,864,3.39852133818592
"ARHGEF1","up",0.0007784025177,0.015495623,6.3281304,9138,2.66177932887123
"SUPT4H1","up",0.0007802622786,0.015503372,7.8200811,6827,2.96718356942024
"OMP","up",0.0007809757717,0.015503372,9.7174618,4975,3.28057953124377
"SIX5","down",0.000781080082,0.015503372,3.2690475,147912,1.70887033994292
"DENND2A","up",0.0007885653688,0.015636674,4.9170485,27147,2.29779258545432
"TSPYL4","up",0.0007903643098,0.015652469,2.085594,23270,1.0604583375341
"FAM54B","up",0.0007918874324,0.015652469,7.0067928,56181,2.80875423448865
"CTNS","up",0.0007924432533,0.015652469,3.5863482,1497,1.84251556685267
"TAS2R10","down",0.0007932390889,0.015652469,3.4299493,50839,1.77818725127297
"KLHL23","down",0.0007935949089,0.015652469,14.3053441,151230,3.83848229547701
"TBCK","up",0.0007955989373,0.015669136,8.7503915,93627,3.12934756579904
"CEACAM19","up",0.0007968728324,0.015675066,2.8823606,56971,1.5272508363066
"ZHX2","up",0.0007974424529,0.015675066,14.528955,22882,3.86085903526112
"CCNI","up",0.0007993285611,0.015696959,2.1805129,10983,1.12466752548532
"SKAP1","up",0.0008016129813,0.015709347,3.5876221,8631,1.84302793285227
"TLE1","down",0.0008031315421,0.015709347,2.1395373,7088,1.0972988306585
"SLC25A36","down",0.0008037547024,0.015709347,5.1712904,55186,2.37052432336241
"CRYGD","down",0.0008041816731,0.015709347,2.2303735,1421,1.15728532515788
"IGSF1","down",0.0008043176985,0.015709347,2.3269579,3547,1.21844510932055
"VAMP2","up",0.0008045968162,0.015709347,2.4895897,6844,1.3159079966909
"CLTA","down",0.0008059714959,0.015721085,8.6592015,1211,3.11423399433959
"SH2D5","up",0.0008072794565,0.015723746,5.3150748,400745,2.41008999520506
"TYSND1","up",0.0008076551676,0.015723746,5.0338212,219743,2.33165397326201
"ROCK1","down",0.0008106517735,0.015766983,5.5884544,6093,2.48244933176632
"TBC1D5","down",0.0008123593004,0.015785089,4.1435096,9779,2.05085326472478
"SIRPB1","up",0.0008136557289,0.015795179,3.5454281,10326,1.8259598391595
"CALD1","down",0.0008168575311,0.015824528,3.0124233,800,1.59092450902116
"PCDHB15","up",0.0008178721565,0.015824528,4.5784835,56121,2.194869823361
"DDOST","up",0.000819495932,0.015824528,3.7985838,1650,1.92546164867848
"BANF2","down",0.0008195309446,0.015824528,186.863938,140836,7.54584436673145
"ST3GAL3","up",0.0008204515583,0.015824528,2.7733834,6487,1.47164707221723
"RABL5","up",0.0008214451583,0.015824528,2.6110019,64792,1.38460350748591
"SLC10A5","up",0.0008243803149,0.015824528,3.1442914,347051,1.65273492683754
"HMGN3","up",0.0008244850164,0.015824528,3.0205889,9324,1.59482984765765
"FAM110A","up",0.0008254800201,0.01582819,12.906323,83541,3.69000613153103
"RASL10B","down",0.0008267183366,0.015836994,3.6920797,91608,1.88443369641643
"ADAM29","up",0.00083002682,0.0158854,3.3369495,11086,1.73852985354125
"NRN1L","up",0.0008312964688,0.015894733,3.2694437,123904,1.70904518021063
"LIPT2","up",0.000836345817,0.015976249,5.9758771,387787,2.5791504779391
"C12orf68","up",0.0008379416736,0.015991704,3.256963,387856,1.70352733041244
"ZNF621","up",0.0008399229574,0.016014479,2.7667714,285268,1.46820344853386
"GALNT9","up",0.0008471796696,0.016120779,2.0774312,50614,1.05480069886691
"ACTG1","up",0.0008478776272,0.016120779,21.129774,71,4.40120543145397
"BEST1","up",0.0008524425529,0.016166624,40.4076515,7439,5.33655659914909
"STIP1","up",0.000852675089,0.016166624,2.3680146,10963,1.2436779759342
"TMEM88","up",0.0008572996018,0.016224036,4.0455142,92162,2.01632308625058
"CMPK1","up",0.0008583826054,0.016228936,11.6741483,51727,3.54524539529876
"MBP","up",0.0008591554628,0.016228936,3.8006289,4155,1.92623816482978
"BPTF","down",0.0008620499497,0.016241942,7.1025402,2186,2.82833509201517
"BAX","up",0.0008623463165,0.016241942,7.7332052,581,2.95106649535663
"FUCA2","up",0.0008630404494,0.016241942,2.3171125,2519,1.21232809135508
"CAND2","up",0.0008651618568,0.016266804,4.8652529,23066,2.28251479947563
"PLAC8L1","up",0.0008660745171,0.016268914,2.8409704,153770,1.50638380020198
"KCNC4","down",0.0008680274091,0.016290542,5.4271972,3749,2.4402073306986
"OR2H2","up",0.0008754607296,0.016414889,3.8987594,7932,1.96301512597507
"UQCRB","up",0.0008810207159,0.016503913,32.991391,7381,5.04401770172308
"ADARB2","up",0.0008828575001,0.016520927,2.6401944,105,1.4006441604892
"IKZF3","down",0.0008835675952,0.016520927,8.7936481,22806,3.13646180062619
"PRICKLE4","up",0.0008851831424,0.016520927,2.6288044,29964,1.39440680013467
"TEX261","up",0.0008855028658,0.016520927,2.813329,113419,1.49227827604898
"ZNF185","up",0.000886805974,0.016520927,3.9429101,7739,1.97926081677016
"THAP1","up",0.0008882917587,0.016531881,16.3951281,55145,4.03519526886675
"GOLGA6L9","down",0.0008900987915,0.016536799,5.6822045,440295,2.50645075441143
"ZCCHC14","down",0.0008926293872,0.016554425,2.3849106,23174,1.25393518683707
"AAAS","up",0.0008967168317,0.016571609,4.0681499,8086,2.0243728394713
"IFNGR2","up",0.0008971137591,0.016571609,5.4449394,3460,2.44491599241216
"ZC3HAV1L","up",0.000897155522,0.016571609,2.5922214,92092,1.37418894316129
"C7orf31","up",0.0008976797652,0.016571609,3.2044166,136895,1.68006172192989
"C15orf41","up",0.0009008946642,0.016590907,2.4484615,84529,1.2918755110576
"ADH7","up",0.0009010378893,0.016590907,22.4721331,131,4.49006516941542
"JTB","up",0.0009011740012,0.016590907,3.2430764,10899,1.69736301102863
"NFKBIA","down",0.0009030377309,0.016608174,8.2320343,4792,3.0412489934487
"USP13","down",0.000903746138,0.016608174,3.0651296,8975,1.61594807532697
"DEFA4","up",0.0009057243492,0.016629492,2.363256,1669,1.24077591789656
"AMELY","up",0.000908001921,0.016655241,2.574745,266,1.36442955639201
"RNASEH2C","up",0.0009087656739,0.016655241,3.308989,84153,1.72639049573875
"PREPL","up",0.0009113093999,0.016686814,9.59644,9581,3.26249930720046
"CRAMP1L","up",0.0009173252944,0.016781851,8.7243173,57585,3.1250422411859
"ALOXE3","up",0.0009214078176,0.016816386,6.3899315,59344,2.67580046557916
"PABPC1","up",0.0009215931563,0.016816386,11.0372498,26986,3.46430882912437
"NUMBL","up",0.0009252551991,0.01685109,4.2601178,9253,2.09089332414268
"ANK2","down",0.0009254884063,0.01685109,25.271569,287,4.65944333250798
"G6PC3","up",0.000926084483,0.01685109,11.142488,92579,3.47799950211571
"C17orf97","up",0.0009308959465,0.016901207,7.3162674,400566,2.87110780466619
"ALG1L","up",0.0009310621316,0.016901207,3.6371655,200810,1.86281457346935
"NFIC","down",0.0009313334036,0.016901207,2.4143202,4782,1.27161702668015
"HOXA10","up",0.0009330183825,0.01691668,2.8975435,3206,1.53483032016641
"C2orf42","up",0.0009362317324,0.016947054,3.2574342,54980,1.70373603672358
"PURB","up",0.0009364496951,0.016947054,4.1095569,5814,2.03898284825383
"FBXO10","up",0.0009376658983,0.016947054,2.8669517,26267,1.51951759946597
"ATAT1","up",0.0009396964067,0.016947054,4.3044702,79969,2.10583567969675
"COASY","down",0.0009423056729,0.016979045,4.8715922,80347,2.28439337058794
"RARB","up",0.0009439469288,0.016993553,6.9805408,5915,2.80333880996715
"C6orf108","up",0.0009487784019,0.017037496,3.8322013,10591,1.93817334575156
"SPTBN2","down",0.000949604155,0.017037496,58.4574449,6712,5.86931486705805
"DZIP3","up",0.0009514277582,0.017037496,3.1226767,9666,1.64278321058456
"ATP2A1","up",0.0009544882512,0.017037496,13.1273754,487,3.71450659711187
"NLRP7","up",0.0009546394856,0.017037496,15.6620288,199713,3.96919920088275
"TMEM179B","up",0.0009552190873,0.017037496,7.0646891,374395,2.82062607241236
"HNRNPAB","down",0.0009552597234,0.017037496,3.0034646,3182,1.58662765980065
"RFK","up",0.0009564389038,0.017037496,6.3923345,55312,2.67634290402068
"CDIPT","up",0.0009574576085,0.017037496,7.9358207,10423,2.98837943019265
"ZNF200","up",0.0009575976111,0.017037496,2.897716,7752,1.53491620584405
"GNB2L1","up",0.0009584477834,0.017037496,2.4141037,10399,1.27148764968963
"CACNA1B","up",0.0009599671495,0.017037496,4.5840261,774,2.19661525836911
"CIRBP","up",0.0009600354959,0.017037496,4.1502071,1153,2.0531833303603
"TFF1","up",0.0009601763847,0.017037496,16.0085966,7031,4.00077493384928
"MPDZ","up",0.0009605615259,0.017037496,2.5130914,8777,1.32946314234026
"RTN2","up",0.0009627402081,0.017055303,6.0864584,6253,2.60560299413876
"MTRNR2L8","down",0.000963320409,0.017055303,4.391458,100463486,2.13470000585397
"HRH1","up",0.0009676012777,0.01710849,2.7408839,3269,1.45464121891828
"ERCC3","up",0.0009689217835,0.01710849,3.9821423,2071,1.99354477601477
"FAM209A","up",0.0009702350349,0.01710849,3.5915762,200232,1.84461712451396
"C12orf66","up",0.000970326,0.01710849,4.8134551,144577,2.26707283291708
"CLRN1","down",0.0009722441706,0.01710849,3.4615512,7401,1.79141868729656
"TNFRSF21","up",0.000972378779,0.01710849,2.5961184,27242,1.37635618117898
"IGSF9","up",0.0009736047186,0.01710849,3.5779756,57549,1.83914354896639
"TPBG","up",0.0009741298004,0.01710849,2.2015826,7162,1.1385409729938
"FAM150B","up",0.0009749265232,0.01710849,7.5458635,285016,2.91568600292377
"ZFYVE27","down",0.0009757856326,0.01710849,5.1237762,118813,2.35720746197905
"MELK","up",0.0009764255145,0.01710849,3.7396455,9833,1.90290151620061
"ECI2","up",0.0009789211424,0.017118437,2.6075236,10455,1.3826803102518
"SERPINB6","up",0.0009795090208,0.017118437,2.4578266,5269,1.29738313696997
"LYSMD2","up",0.0009802359888,0.017118437,3.0772298,256586,1.6216321846338
"LCMT2","up",0.0009812790152,0.017118437,2.4969281,9836,1.32015427890854
"THOC2","down",0.0009816434231,0.017118437,7.5049226,57187,2.90783719307555
"UBE2E3","up",0.0009820466349,0.017118437,18.7763404,10477,4.23084399700277
"KLHDC9","up",0.0009863294197,0.017178359,4.6709267,126823,2.22370880536584
"RWDD2A","up",0.00098922289,0.017214003,7.5932052,112611,2.92470899631966
"DHRS1","up",0.0009910708064,0.017219731,10.3883225,115817,3.37689080241915
"IKBKG","up",0.0009912465246,0.017219731,2.2329894,8517,1.15897640270372
"LMBR1","up",0.0009928283055,0.017227448,10.823453,64327,3.43608892965736
"LRRC42","up",0.0009951227259,0.017227448,7.8270408,115353,2.96846696522969
"SAP30","down",0.0009958679936,0.017227448,2.5671128,8819,1.36014668992393
"CYHR1","up",0.0009991398642,0.017227448,5.043102,50626,2.33431140503071
"S100A11","up",0.0009992900739,0.017227448,4.2546629,6282,2.0890448306741
"NRM","up",0.0009992996482,0.017227448,5.8440357,11270,2.54696499129262
"THBD","down",0.0009996991866,0.017227448,2.1139519,7056,1.07994255059905
"SPG11","up",0.0010001280995,0.017227448,2.0779731,80208,1.0551769782326
"ZNF295","down",0.0010001667211,0.017227448,4.6556074,49854,2.21896940318729
"GSPT2","up",0.0010020409639,0.017227784,3.8729328,23708,1.95342646910501
"SPRED3","down",0.0010026591519,0.017227784,92.9656535,399473,6.5386259005963
"FTL","up",0.0010027290762,0.017227784,14.1548347,2512,3.82322299645298
"IL12RB2","up",0.0010053802433,0.017253465,3.5998861,3595,1.84795126056475
"SIPA1","up",0.0010059215548,0.017253465,6.1229176,6494,2.61421926795684
"SSR4","up",0.0010073748255,0.017263822,11.1827812,6748,3.4832071314096
"RPS24","up",0.0010121547495,0.017285383,16.1997952,6229,4.01790366936689
"CPNE5","down",0.001012339476,0.017285383,2.5973977,57699,1.37706692887576
"HIP1R","up",0.0010124428623,0.017285383,5.6238025,9026,2.49154592988809
"CACNA1A","up",0.0010131956449,0.017285383,20.787514,773,4.37764533002823
"LRRC25","up",0.0010142397247,0.017285383,2.8589691,126364,1.51549502727308
"HDLBP","down",0.0010153265322,0.017285383,4.5444747,3069,2.18411354161334
"CD302","up",0.0010154365152,0.017285383,13.6577166,9936,3.7716443980454
"NDFIP1","up",0.0010171886237,0.017298681,6.2727315,80762,2.64909381039155
"CRISP3","up",0.0010191191859,0.017304593,71.1619612,10321,6.15303436623618
"TMEM65","up",0.0010248445865,0.017372783,4.4917967,157378,2.16729263242704
"CNTLN","down",0.0010315435214,0.017421079,2.1873473,54875,1.12918230507197
"SLC12A8","down",0.0010317065865,0.017421079,171.272312,84561,7.4201481329718
"ETS1","up",0.0010325468987,0.017421079,6.3217309,2113,2.66031962469221
"SH3BP1","up",0.0010346247933,0.017431233,8.5284073,23616,3.09227634002701
"PPARGC1B","down",0.001040769821,0.017487739,2.5890867,133522,1.3724432771599
"EFCAB4A","down",0.0010410905049,0.017487739,7.3428341,283229,2.87633700487391
"GPR144","up",0.0010440591379,0.017523123,2.4903353,347088,1.31634000055863
"UBXN8","up",0.0010463582319,0.01754722,18.9373108,7993,4.24315956978238
"IFT52","up",0.001058428658,0.017713441,4.2982028,51098,2.10373355434594
"FAM153B","down",0.001059517428,0.017713441,4.7276535,202134,2.24112430113508
"MBL2","up",0.0010597561607,0.017713441,8.071461,4153,3.01282983666053
"REPIN1","up",0.0010622600545,0.017740703,5.0807147,29803,2.3450314540094
"EXD2","down",0.0010666185028,0.017798868,5.3222679,55218,2.41204113123085
"GPR143","down",0.0010691467226,0.017826421,9.264474,4935,3.21170906808918
"CARD8","up",0.0010707123947,0.017837893,3.8752176,22900,1.95427732241962
"PLEKHG4","down",0.0010745840782,0.017839597,9.5961114,25894,3.26244990578628
"ACOT11","up",0.0010747115486,0.017839597,2.7546789,26027,1.46188416040225
"SLC39A13","up",0.0010757564787,0.017839597,5.1849583,91252,2.37433238621784
"MED28","up",0.0010765630174,0.017839597,3.5586353,80306,1.831324088554
"TAC3","up",0.0010769597597,0.017839597,2.1162705,6866,1.08152404336254
"SLITRK5","up",0.0010774843412,0.017839597,5.5701363,26050,2.47771263042495
"DNAI2","up",0.0010793512837,0.017839597,3.0740996,64446,1.62016390871712
"RANGRF","up",0.0010800565803,0.017839597,2.2795446,29098,1.18874563625658
"TBC1D2B","up",0.001081738099,0.017839597,3.1896306,23102,1.67338935113527
"MEIG1","up",0.0010818871093,0.017839597,2.6613701,644890,1.41216915083626
"PPTC7","down",0.001082225,0.017839597,3.5160979,160760,1.81397524052631
"DIABLO","up",0.0010869727529,0.017878338,6.2887393,56616,2.65277082983376
"CHAMP1","up",0.0010872140539,0.017878338,6.8624687,283489,2.77872766394184
"KCNN2","up",0.0010890924955,0.017894749,3.5448369,3781,1.82571924975695
"YPEL5","up",0.0010920181981,0.017921948,6.7443274,51646,2.75367457288905
"SFRP2","up",0.0010927435653,0.017921948,5.3558727,6423,2.42112167065825
"RBM24","down",0.0010933931082,0.017921948,2.8975415,221662,1.53482932436046
"FEZF1","up",0.0010949184882,0.017932489,4.5156724,389549,2.17494082622631
"PTPN7","down",0.0010993422551,0.017977907,3.2870858,5778,1.71680911434916
"S100G","down",0.0010994607092,0.017977907,3.3224635,795,1.73225335039438
"LOC100507003","up",0.0011030564471,0.018007729,6.4992602,100507003,2.70027550790513
"CD300LG","up",0.0011054687846,0.018032627,4.3828822,146894,2.13187990364931
"HPS3","up",0.0011078785848,0.018045732,5.3934081,84343,2.43119720157901
"SPRY4","up",0.0011080478895,0.018045732,4.0178492,81848,2.00642341710882
"A4GALT","up",0.0011092966863,0.018051605,2.5883774,53947,1.37204798572798
"COX7A2L","up",0.0011114063622,0.018067014,2.7573957,9167,1.46330631611998
"KIAA1462","up",0.0011121332329,0.018067014,4.4941736,57608,2.16805585371716
"SRSF3","up",0.0011133059972,0.018067014,2.7006899,6428,1.43332799548708
"KCNK3","down",0.0011137992203,0.018067014,16.2247803,3777,4.02012703768827
"FAM134B","up",0.0011174006767,0.018106359,6.9017539,54463,2.78696303164368
"LTK","down",0.0011188681067,0.018106359,2.2576582,4058,1.17482708465355
"RNF126","up",0.0011193627344,0.018106359,8.8272176,55658,3.14195876207986
"MRPL49","up",0.0011202372157,0.018106359,3.3353613,740,1.73784304851196
"IL5RA","up",0.0011209868754,0.018106359,3.0468451,3568,1.60731615603281
"STK17B","down",0.0011215697843,0.018106359,2.3287344,9262,1.21954610470399
"CELSR1","down",0.0011238461585,0.018114332,347.2495144,9620,8.43982886649197
"PCYT2","up",0.0011248482771,0.018116118,2.7832876,5833,1.47678999154987
"NSA2","up",0.0011282786594,0.018144058,4.9069781,10412,2.29483483262646
"MYOM1","down",0.0011311235631,0.018173981,8.066196,8736,3.01188846212768
"GCH1","up",0.0011342540533,0.018202201,10.7119174,2643,3.42114483602912
"BMP8A","up",0.0011364151003,0.018202201,3.1299657,353500,1.64614684734606
"SH3BGRL","up",0.001136462158,0.018202201,6.5601085,6451,2.71371967629419
"ERLIN1","up",0.0011376587724,0.018207019,8.4380463,10613,3.07690900372189
"SEC13","up",0.0011398603867,0.018216547,2.6232938,6396,1.3913793935985
"GPX4","up",0.0011400466094,0.018216547,7.0666177,2879,2.82101986213224
"HIST1H2BK","up",0.0011442501192,0.018247403,6.5728965,85236,2.71652926785587
"TRABD","down",0.0011443286768,0.018247403,3.1379126,80305,1.64980516960921
"CHML","up",0.0011446710641,0.018247403,2.6721753,1122,1.41801465457281
"KIFC1","up",0.0011510607801,0.018310481,7.7330432,3833,2.95103627256561
"APIP","up",0.0011520488984,0.018310481,3.5547918,51074,1.82976506535707
"PEX12","up",0.001152231512,0.018310481,7.8094822,5193,2.96522689506929
"RP11-144F15.1","up",0.0011544799874,0.018319685,11.1061168,NA,3.47328256843952
"KLK15","down",0.0011546133635,0.018319685,120.6012179,55554,6.91410066624505
"SNRPA","up",0.0011580270488,0.018332989,2.6695536,6626,1.41659851610408
"SPATA21","up",0.0011617765769,0.018356794,3.4771247,374955,1.7978948073145
"SPEG","up",0.0011634400151,0.018356794,3.6773199,10290,1.87865468594253
"RPA2","up",0.001163531822,0.018356794,6.2664048,6118,2.64763796857416
"ADAMTS2","up",0.0011663331803,0.018356794,3.6435338,9509,1.86533837421798
"TMEM66","up",0.0011667560285,0.018356794,5.2841784,51669,2.40167917446714
"CRY2","down",0.0011673751943,0.018356794,2.604929,1408,1.38124405091306
"ECE1","down",0.001168615025,0.018356794,8.3047891,1889,3.05394353143299
"NOTCH4","down",0.0011686932893,0.018356794,2.6092467,4855,1.38363335505631
"MRPS14","up",0.0011726870685,0.018405301,31.3309237,63931,4.96951539883715
"UBE2D1","up",0.0011757417467,0.018439005,5.0111125,7321,2.3251309267857
"EPHA5","up",0.0011795181185,0.018442998,3.5644948,2044,1.8336976163094
"PARP9","down",0.00118047733,0.018442998,72.0135092,83666,6.17019566571557
"KIAA1919","up",0.0011807035262,0.018442998,4.5116003,91749,2.17363925950295
"ANKRD10","up",0.0011815748614,0.018442998,2.1416885,55608,1.09874866114077
"BSND","up",0.0011815971803,0.018442998,2.4506708,7809,1.29317669917612
"SDSL","down",0.0011829204129,0.018442998,12.4901864,113675,3.64272310236558
"PDE6G","up",0.0011832925837,0.018442998,2.8942442,5148,1.53318665347495
"TDRD1","down",0.0011841629678,0.018442998,4.9622428,56165,2.3109923272872
"HAND1","up",0.0011915763666,0.018510757,3.4156876,9421,1.77217603159171
"C2CD4B","down",0.0011927143612,0.018510757,5.4185634,388125,2.43791040685259
"CPM","up",0.0011928776878,0.018510757,2.7427503,1368,1.45562328520136
"SPAG9","down",0.0011930672262,0.018510757,4.3364661,9043,2.11651983141942
"NDRG3","up",0.0011984883454,0.018566521,8.6637671,57446,3.11499446083737
"EIF3M","up",0.0011998916424,0.018574103,3.5631478,10480,1.83315232795748
"CLEC7A","down",0.0012039237421,0.018604125,63.9478537,64581,5.9988240332229
"PRCP","up",0.0012043491474,0.018604125,17.7202043,5547,4.1473233320138
"MINK1","down",0.0012052327756,0.018604125,6.4685795,50488,2.69344893118107
"C2orf27B","up",0.0012070619085,0.018614213,2.9708628,408029,1.57088198035673
"KCNIP1","up",0.0012094956325,0.018624036,4.2926589,30820,2.10187153900295
"AZI2","up",0.0012095541296,0.018624036,3.3256371,64343,1.73363074752028
"FAHD2B","up",0.0012104478098,0.018624036,4.1678723,151313,2.05931107536617
"CENPE","down",0.0012140003245,0.01864387,4.2653915,1062,2.09267816573744
"TCIRG1","up",0.0012144887432,0.01864387,4.1995913,10312,2.07024893309298
"C1orf88","up",0.0012172262646,0.018668736,4.5745695,128344,2.19363598177083
"CSTF2T","up",0.0012179455979,0.018668736,6.5530521,23283,2.71216700191161
"ANAPC13","up",0.0012224397932,0.018709404,2.5468324,25847,1.34870402296325
"RSPRY1","down",0.0012284264667,0.01876487,4.0253816,89970,2.00912555498675
"ATF5","up",0.0012285329689,0.01876487,4.8925292,22809,2.2905804612904
"JOSD1","up",0.001230051449,0.01876487,2.9948774,9929,1.58249694524035
"ASTN1","up",0.0012302193351,0.01876487,5.8462577,460,2.54751342379294
"RYBP","down",0.0012351321576,0.018790465,12.7619419,23429,3.67377596602314
"MOV10L1","up",0.0012365604668,0.018798124,3.903276,54456,1.96468547911127
"FOXP2","up",0.0012382710345,0.018810059,5.0006193,93986,2.32210677602963
"ME2","up",0.0012397585256,0.01881859,2.1903408,4200,1.13115535942366
"AMPD2","up",0.0012422965203,0.018831914,2.6066135,271,1.3821766806982
"UTP14C","down",0.0012434159183,0.018831914,3.1158248,9724,1.6396141142477
"ORC2","up",0.0012513118928,0.018906274,7.7582409,4999,2.95572957347689
"ATRN","down",0.0012526014625,0.018906274,38.2950425,8455,5.25908573446349
"AGPAT4","up",0.0012529876519,0.018906274,2.7925389,56895,1.48157737755593
"PAQR8","up",0.0012534855883,0.018906274,4.7318027,85315,2.24238991947951
"UBE2J2","down",0.001253906886,0.018906274,2.0259249,118424,1.01858069516288
"CORO7","up",0.0012560840342,0.018912381,3.4260511,79585,1.77654666956751
"GLA","down",0.001256172889,0.018912381,3.3354614,2717,1.73788634565239
"EIF4A2","up",0.0012574641016,0.018917807,3.7718209,1974,1.91526117314548
"LPCAT4","up",0.0012592980016,0.018931385,4.4971029,254531,2.16899589526361
"SLA","down",0.001260462049,0.018934879,3.9260448,6503,1.9730766354554
"KIF2A","up",0.0012630282127,0.018944901,8.4970359,3796,3.08695966029112
"FARP1","up",0.0012650541138,0.018944901,7.8396892,10160,2.97079646065341
"SEMA3D","up",0.0012665636058,0.018944901,3.3959567,223117,1.76381806398709
"BET1","up",0.0012688398063,0.018944901,5.3400065,10282,2.41684149800123
"HMSD","up",0.0012690696357,0.018944901,3.632469,284293,1.8609504857488
"GLRX2","up",0.0012692455849,0.018944901,3.9652647,51022,1.98741717579832
"FCER1G","up",0.0012702006737,0.018944901,3.596992,2207,1.84679095080686
"FBXO46","up",0.0012719851579,0.018944901,2.1183517,23403,1.08294213310894
"CCRN4L","down",0.0012720845198,0.018944901,7.5733512,25819,2.9209318325459
"MDFI","up",0.0012722254909,0.018944901,2.2604761,4188,1.17662666413167
"ANKFY1","down",0.0012733965456,0.018944901,34.9378946,51479,5.1267207672045
"GORAB","up",0.0012741077905,0.018944901,5.735801,92344,2.51999497151308
"ACTR3B","up",0.0012757044061,0.018944901,2.4892445,57180,1.31570794249792
"SLC11A2","up",0.0012760428045,0.018944901,4.0558542,4891,2.02000579121757
"RAB3C","up",0.0012797216158,0.018967473,5.3495584,115827,2.41941980358387
"ZNF276","down",0.0012806314907,0.018967473,169.3546825,92822,7.40390406633893
"B3GALNT1","up",0.0012809029092,0.018967473,2.534849,8706,1.34189980898815
"BLVRA","up",0.0012812959883,0.018967473,4.826394,644,2.27094569397142
"BCAM","up",0.0012848948645,0.018990912,4.127684,4059,2.04533252766932
"MSL3","up",0.0012849802228,0.018990912,6.0180281,10943,2.58929084306806
"PER2","down",0.0012858637382,0.018990912,2.4946146,8864,1.3188169467783
"TCTN3","up",0.001286803029,0.018990912,2.4421727,26123,1.2881652251508
"CXorf36","up",0.0012875511078,0.018990912,2.9848299,79742,1.57764871727941
"TOR2A","up",0.0012917164856,0.019024737,6.3964071,27433,2.67726176221735
"LCN15","down",0.0012940028138,0.019038693,6.5076583,389812,2.70213850088175
"PABPC4L","up",0.0012952802922,0.019038693,4.5908038,132430,2.19874677602425
"TMTC4","down",0.0012954741466,0.019038693,2.3875369,84899,1.25552303054551
"ZDHHC21","up",0.0012966782972,0.01904262,14.068443,340481,3.81439076457941
"SLC30A5","up",0.0012986353642,0.019044574,5.9914243,64924,2.5828990057331
"PDLIM5","down",0.0012986853603,0.019044574,2.519849,10611,1.33333728393226
"LRRC19","down",0.0013021198945,0.019057903,2.9864944,64922,1.57845301657287
