"GeneSymbol","Direction","PValue","FDR","FoldChange","EntrezID","logFC"
"AGAP1","down",0.0024176885267,0.024838651,5.4374545,116987,2.44293142359144
"PLXNB3","up",0.002418025113,0.024838651,3.2875826,5365,1.71702714234816
"PACS2","down",0.0024246511208,0.024876847,5.4226356,23241,2.43899422479963
"KIAA1683","down",0.0024395198409,0.024978963,2.3067942,80726,1.20588930012699
"CFL1","up",0.002440882419,0.02498033,3.7293452,1072,1.89892234371341
"F2RL3","up",0.0024426050027,0.024985378,2.5870991,9002,1.37133531816654
"GCA","up",0.00244758221,0.02499282,3.5131179,25801,1.81275199412109
"NME2","up",0.0024479438522,0.02499282,6.6781955,4831,2.739458328015
"VAMP5","down",0.0024480467232,0.02499282,2.4182687,10791,1.27397455501722
"PYY","up",0.0024488707847,0.02499282,3.4874455,5697,1.80217067142381
"ACOT7","up",0.0024558549189,0.025035651,6.7634093,11332,2.75775066371387
"DIP2A","up",0.0024561420592,0.025035651,3.920277,23181,1.97095559628118
"ARHGAP42","down",0.0024584735187,0.025042645,10.3985233,143872,3.37830675988533
"AGBL1","down",0.0024603565271,0.025042645,65.1611277,123624,6.02593966672377
"AP5B1","up",0.0024605245826,0.025042645,2.9095141,91056,1.54077823765163
"COX11","up",0.0024635124846,0.025060506,2.5282077,1353,1.33811499019665
"LRRC8B","up",0.0024698749494,0.025088955,5.1435154,23507,2.36275472451845
"ZNF300","up",0.00246992997,0.025088955,7.90434,91975,2.98264500483809
"RPLP0","up",0.0024800580403,0.02513415,4.6815902,6175,2.22699865459028
"CDK16","down",0.0024802911663,0.02513415,2.4526319,5127,1.29433072517396
"C11orf68","up",0.002480644775,0.02513415,4.314766,83638,2.10928232074987
"ZNFX1","down",0.0024860305695,0.025160898,8.4430684,57169,3.07776740189137
"KLRC2","up",0.0024877423615,0.025160898,2.2049829,3822,1.14076746749216
"MRGPRG","up",0.0024882364529,0.025160898,3.9650998,386746,1.9873571784521
"RPS7","up",0.0024913066986,0.025179418,31.8356923,6201,4.99257323234351
"AGTPBP1","up",0.0024950048224,0.02519174,4.4467707,23287,2.15275801330154
"PRDX1","up",0.0025032062737,0.025248808,16.1432185,5052,4.01285633466079
"CHID1","up",0.0025035875361,0.025248808,2.0586844,66005,1.04172267919145
"SH3D21","down",0.0025043835836,0.025248808,3.4790601,79729,1.79869760141341
"CLDN18","up",0.0025063376354,0.02525598,3.0521806,51208,1.60984033013304
"IRX6","up",0.0025117232883,0.025297709,4.4529093,79190,2.15474822624907
"CELF4","up",0.0025140378788,0.02530562,4.0790223,56853,2.02822339436051
"MTHFD2","up",0.0025149988503,0.02530562,10.1969145,10797,3.35006076581314
"COMMD10","up",0.0025176772273,0.025320034,2.737249,51397,1.45272667866544
"KLK9","up",0.0025260302657,0.02537338,2.9087014,284366,1.54037520058043
"PPM1M","up",0.0025267267511,0.02537338,3.8400891,132160,1.94113978559145
"BMP6","up",0.002532926494,0.025386265,5.5374362,654,2.46921817164078
"DPF3","up",0.0025329924425,0.025386265,3.8080573,8110,1.92905518710276
"MTCP1NB","up",0.0025330058854,0.025386265,2.7491729,100272147,1.45899764316534
"KRT20","up",0.0025343381817,0.025387099,4.5583378,54474,2.18850784086624
"SGTA","up",0.0025364466811,0.025392382,2.3887538,6449,1.25625816822598
"KRTAP12-1","up",0.0025373642544,0.025392382,2.9986033,353332,1.58429067359766
"LOXL4","up",0.0025408270578,0.025413066,4.1955768,84171,2.06886916329823
"C1orf43","up",0.0025466212299,0.025436521,2.0631826,25912,1.04487151121787
"MACF1","down",0.0025472240577,0.025436521,2.9857107,23499,1.57807438252026
"ZNF397","down",0.0025489166214,0.025436521,3.536473,84307,1.82231124676483
"PLB1","up",0.0025497470264,0.025436521,2.4248313,151056,1.27788437982781
"SLC38A8","up",0.0025524160322,0.025436521,2.9246054,146167,1.54824198337408
"TPSAB1","up",0.0025525283189,0.025436521,4.9667518,7177,2.31230265379026
"RELA","up",0.0025538470565,0.025436521,5.1984598,5970,2.37808424478404
"GABRG2","up",0.0025542897359,0.025436521,3.0483751,2566,1.60804043616921
"E2F1","down",0.0025603002194,0.025483889,3.1034237,1869,1.63386067661514
"MDP1","up",0.0025632933783,0.025501193,2.2045003,145553,1.14045167328321
"MED15","up",0.0025662631665,0.025504981,10.9948397,51586,3.45875466536484
"SPIN4","up",0.002566539635,0.025504981,9.6324914,139886,3.26790899283054
"STOX1","up",0.0025674386591,0.025504981,2.8458713,219736,1.50887041975262
"PROL1","down",0.0025763073951,0.025572093,2.9333973,58503,1.5525724832742
"SPSB4","up",0.0025767107347,0.025572093,4.5156782,92369,2.17494267924511
"FTSJ1","up",0.002581045311,0.025602609,2.421399,24140,1.2758408273302
"IL12RB1","up",0.0025852357601,0.025631667,4.9395862,3594,2.30439018913532
"NUCB1","down",0.0025914076325,0.025680332,48.7500119,4924,5.60733066591513
"EEF1A1","up",0.0025930692427,0.025684275,5.7860515,1915,2.5325791643432
"CTH","up",0.0026025386385,0.025750701,4.0580349,1491,2.02078127264519
"CHTF8","up",0.0026052273399,0.025750701,3.4879121,54921,1.80236368274901
"DNAJA4","down",0.0026054414698,0.025750701,2.4039677,55466,1.26541751195472
"GOSR1","down",0.0026063354896,0.025750701,2.1139457,9527,1.07993831931907
"CDSN","up",0.0026079156736,0.025750701,2.8350014,1041,1.50334944760932
"VMA21","up",0.0026092977464,0.025750701,7.3355261,203547,2.87490043892426
"ARHGAP27","up",0.0026099111383,0.025750701,4.1696548,201176,2.05992794987074
"PHACTR2","down",0.0026123481078,0.025762239,4.6564908,9749,2.2192431281364
"FAM105A","up",0.0026140810567,0.025765275,2.1776319,54491,1.12276010606307
"CENPA","up",0.0026157911568,0.025765275,5.0311591,1058,2.33089081259136
"BBX","down",0.0026177265715,0.025765275,8.2699859,56987,3.04788486966047
"ZNF772","up",0.0026212503188,0.02578747,3.2965467,400720,1.72095551921239
"STAT6","down",0.0026226732046,0.025788985,2.2409547,6778,1.16411348564175
"SLCO2B1","down",0.0026284746048,0.025833533,3.9662377,11309,1.98777114209904
"ASAP3","down",0.0026313744272,0.025849534,3.1759005,55616,1.66716571399057
"CBL","down",0.0026384993698,0.025885364,4.4442654,867,2.15194497330463
"EML4","down",0.0026396680665,0.025885364,4.7057266,27436,2.23441750324769
"LAMA3","down",0.0026405369129,0.025885364,2.9111334,3909,1.54158095114355
"GDAP2","up",0.0026425555126,0.025885364,2.4590834,54834,1.29812066487545
"MYCBP2","up",0.0026426632811,0.025885364,3.0558243,23077,1.61156159546603
"SYTL1","up",0.0026453184815,0.025898891,3.7887387,84958,1.921717644145
"ZNF365","up",0.0026474581279,0.025900353,2.4531515,22891,1.29463633358955
"ATP1B3","up",0.0026480164225,0.025900353,8.8204743,483,3.14085623535877
"THAP2","up",0.0026516711129,0.025923625,4.5690487,83591,2.19189381984425
"WHAMM","up",0.0026553651922,0.025936402,6.5898171,123720,2.72023842386993
"SRPK2","up",0.0026555302613,0.025936402,2.5822202,6733,1.36861203236563
"SNX6","up",0.0026577962095,0.025946065,3.5915585,58533,1.84461001460908
"FYTTD1","down",0.0026591954768,0.025947263,9.2282612,84248,3.20605883915436
"INTS6","down",0.002666844597,0.026002424,3.2025473,26512,1.67921987859862
"WDR83","up",0.0026687007271,0.026002424,2.2357689,84292,1.1607710718776
"SPATA5","up",0.0026692361897,0.026002424,3.9371537,166378,1.97715303403607
"LCN6","down",0.0026704883598,0.026002424,3.419577,158062,1.77381787547808
"CNKSR3","down",0.0026730688655,0.026002424,3.4331987,154043,1.7795533572104
"SEPN1","down",0.0026735063936,0.026002424,3.1530393,57190,1.65674315212139
"KLHDC3","up",0.0026742065217,0.026002424,5.1867321,116138,2.37482585495626
"DCUN1D4","up",0.002675083364,0.026002424,5.8641256,23142,2.55191600397592
"SPINT1","up",0.0026789372273,0.026013909,2.7958042,6692,1.483263327244
"HMGB3","up",0.0026800995498,0.026013909,4.9000953,3149,2.2928098079014
"CATSPERB","down",0.0026801045524,0.026013909,6.7315458,79820,2.75093783647271
"PIGM","up",0.0026860966497,0.026059625,3.3893866,93183,1.76102420279795
"SLC25A20","up",0.0026887066982,0.026072502,4.2838499,788,2.09890793099401
"CDK5R1","up",0.0026918213648,0.026090257,3.7467805,8851,1.90565146183111
"KRTAP16-1","down",0.002697394493,0.026121309,3.3845151,100505753,1.75894915346462
"C19orf53","up",0.0026980116926,0.026121309,2.9974908,28974,1.58375532567795
"EIF5A","down",0.0027055552868,0.026142941,3.1536424,1984,1.65701907832893
"HTR2B","up",0.0027069513671,0.026142941,3.284315,3357,1.71559250322534
"ATG14","down",0.0027079554882,0.026142941,4.0350732,22863,2.01259484557718
"HERPUD1","up",0.0027123211869,0.026151769,2.0825642,9709,1.05836097078601
"C8orf73","down",0.0027166166608,0.026180765,2.3116256,642475,1.20890775217987
"CHRM1","up",0.0027221918619,0.02620964,4.3020496,1128,2.10502415824808
"HLX","up",0.0027253042744,0.02621477,4.4918901,3142,2.16732263073839
"YPEL2","down",0.0027287823155,0.026235809,5.2132822,388403,2.38219195652345
"CCND3","down",0.0027401055463,0.02633222,222.8223338,896,7.79975003307959
"LUC7L2","up",0.0027426214005,0.026339908,5.2168949,51631,2.38319136900374
"EXOC7","up",0.0027434974552,0.026339908,2.3004423,23265,1.20191127102589
"CCDC152","down",0.0027463982559,0.026342871,5.9001409,100129792,2.56074940757686
"HTR5A","down",0.0027477334034,0.026343246,293.839289,3361,8.19888350008634
"SLC39A7","up",0.0027514878106,0.026357925,3.1132544,7922,1.63842347164242
"PLTP","up",0.0027518581789,0.026357925,7.6586938,5360,2.93709835965013
"RANBP2","down",0.0027548859425,0.026374497,5.346987,5903,2.41872616915128
"MSRA","up",0.0027608753176,0.026418961,3.1488778,4482,1.65483777120632
"GAB4","down",0.002762603239,0.026418961,4.2080215,128954,2.07314207579565
"GYLTL1B","down",0.0027634298203,0.026418961,25.8067501,120071,4.6896765660432
"TBP","up",0.0027675853877,0.026419068,2.798143,6908,1.48446969378183
"KRTAP5-9","up",0.0027685716817,0.026419068,8.7465756,3846,3.12871829330143
"LY6G6C","up",0.0027699229744,0.026419068,10.6742184,80740,3.41605852991097
"FOXL1","up",0.0027699401947,0.026419068,7.4184916,2300,2.89112587385095
"TMEM168","up",0.0027713186951,0.026419818,7.998914,64418,2.99980414085396
"JMJD7-PLA2G4B","up",0.0027729343132,0.026422827,4.4870316,8681,2.16576134425557
"TBCEL","down",0.0027764005796,0.026423202,2.5231412,219899,1.33522094465734
"LPAR3","up",0.0027775417885,0.026423202,3.4868515,23566,1.80192492311215
"OR2L13","up",0.0027787734074,0.026423202,2.7934787,284521,1.48206281992626
"KCNAB2","down",0.0027801319595,0.026423202,4.766564,8514,2.25294966740358
"ZBTB8B","up",0.0027811640218,0.026423202,3.4351695,728116,1.7803812870423
"OR2V1","up",0.0027826392443,0.026423202,2.5548533,26693,1.35324045380921
"SUGP2","up",0.0027860268616,0.026423202,2.9556177,10147,1.56345967341412
"SLC1A4","up",0.0027866870124,0.026423202,3.0769736,6509,1.62151206560436
"BMP2K","up",0.0027872020368,0.026423202,4.6592149,55589,2.22008687434296
"LARP1B","up",0.0027923788167,0.02644978,4.4883428,55132,2.16618286689446
"ELAVL1","up",0.0027926803028,0.02644978,2.2424496,1994,1.16507556032975
"PCBP1","up",0.0027942764093,0.026450363,3.0443263,5093,1.60612299949937
"PRR5-ARHGAP8","up",0.0027953446061,0.026450363,4.0768514,553158,2.02745537198708
"VIM","up",0.0027984418703,0.026455412,3.282241,7431,1.71468117326354
"PPAPDC1B","down",0.0027985176944,0.026455412,2.2862257,84513,1.19296783583477
"FAM149B1","up",0.0027997830597,0.026455412,2.1700395,317662,1.11772130346951
"MARVELD3","down",0.0028019916918,0.026463978,2.991462,91862,1.58085073681545
"ADIPOR1","up",0.002806480116,0.026479724,10.9312176,51094,3.45038220290955
"PANK2","up",0.0028070462824,0.026479724,6.0629076,80025,2.6000098356274
"MAP9","down",0.0028088915039,0.026479724,2.85922,79884,1.51562163105608
"SORBS2","down",0.0028094255667,0.026479724,2.3220886,8470,1.21542301972373
"ETV5","down",0.0028101728857,0.026479724,5.1331827,2119,2.35985360979712
"SLC22A6","up",0.0028142341459,0.026493784,2.4814521,9356,1.31118460625324
"IDUA","up",0.0028159248942,0.026493784,5.5889411,3425,2.4825749709954
"EPN2","up",0.0028174941247,0.026493784,3.3047094,22905,1.72452341375668
"GPR174","up",0.002817523226,0.026493784,4.7209156,84636,2.23906669083221
"MAP3K7","up",0.0028181826278,0.026493784,4.1053349,6885,2.03749991721901
"CYBASC3","up",0.0028195871776,0.026494734,3.6433242,220002,1.86525537853433
"AIMP1","up",0.0028320786373,0.026587553,5.8749762,9255,2.5545830072161
"ZDHHC4","up",0.0028332091861,0.026587553,3.3439575,55146,1.74155651161471
"SNX11","up",0.0028356844708,0.026587553,4.1248122,29916,2.04432843589266
"ELL2","up",0.0028366572418,0.026587553,2.3272088,22936,1.21860065690165
"TUBA1C","up",0.002838374968,0.026587553,4.9583359,84790,2.30985600939344
"LHFP","up",0.0028384381913,0.026587553,7.8786244,10186,2.9779437585471
"MLLT6","down",0.002838621889,0.026587553,4.1058613,4302,2.03768489262383
"IBTK","down",0.0028448452068,0.02660751,5.2447815,25998,2.39088267071815
"DUSP10","up",0.0028458391872,0.02660751,2.5357387,11221,1.3424060878919
"DNM1L","down",0.0028459889919,0.02660751,2.4892851,10059,1.31573147290685
"SECISBP2L","down",0.0028482238286,0.026616161,6.9534968,9728,2.79773866809924
"FAM176A","down",0.0028585810841,0.026698433,3.4399619,84141,1.78239258615253
"GCLM","up",0.0028632290098,0.026705066,5.4496185,2730,2.44615523770193
"MLEC","down",0.0028666960346,0.026705066,9.9269395,9761,3.31134899985464
"RPP14","up",0.0028685972596,0.026705066,4.5851555,11102,2.19697066190642
"CCL27","down",0.0028698088339,0.026705066,2.5458708,10850,1.34815920599147
"TAF9B","down",0.00287191806,0.026705066,143.3809752,51616,7.1637097995505
"FAM133B","down",0.0028771216775,0.026705066,2.2936472,257415,1.19764349861036
"EHMT2","up",0.002878240573,0.026705066,2.9332367,10919,1.55249349528088
"SVIL","down",0.002878269026,0.026705066,2.2145628,6840,1.14702190937673
"RBM14","up",0.0028788360872,0.026705066,3.1180571,10432,1.64064734789861
"ASB9","up",0.0028798063443,0.026705066,2.3585696,140462,1.23791217457677
"MCMBP","down",0.0028803639876,0.026705066,2.7245985,79892,1.44604364833517
"NME1","down",0.0028826380615,0.026705066,3.2486763,4830,1.6998519998539
"PAX2","up",0.0028869722427,0.026705066,2.8433292,5076,1.50758114358542
"MYB","down",0.0028870526864,0.026705066,2.0603797,4602,1.04291023101465
"SLC41A1","up",0.0028874843454,0.026705066,2.0431417,254428,1.0307892641779
"COG5","up",0.0028900638893,0.026705066,3.3880995,10466,1.76047624363373
"B4GALT3","up",0.00289056889,0.026705066,4.885123,8703,2.28839488752755
"MLLT1","down",0.0028907871029,0.026705066,6.1957607,4298,2.63128142372879
"MINPP1","up",0.0028918925225,0.026705066,9.7068639,9562,3.27900526405663
"C19orf76","up",0.0028918991,0.026705066,2.6460018,199800,1.40381404304145
"ATP5J","up",0.0028972215389,0.026732189,4.720494,522,2.23893784561621
"TBL1X","down",0.0028974667576,0.026732189,4.9050623,6907,2.29427146046699
"GPC3","up",0.0029060404582,0.026782991,7.0042244,2719,2.80822530529933
"SLC25A5","up",0.0029063682283,0.026782991,7.1622241,292,2.8404076600855
"RTEL1","up",0.0029073904239,0.026782991,4.4432079,51750,2.15160164737578
"GPR75-ASB3","down",0.0029082441043,0.026782991,16.2941057,100302652,4.02627826699571
"ARID1A","up",0.0029103087501,0.026787991,5.0472271,8289,2.33549100216491
"MMP23B","up",0.0029140589127,0.026787991,2.2081686,8510,1.14285033022192
"GEMIN4","up",0.0029155271367,0.026789371,2.8498068,50628,1.51086411642483
"C9orf66","up",0.0029198655011,0.026797353,9.3376952,157983,3.22306649705887
"TMED4","down",0.002923132169,0.026797353,3.5024274,222068,1.80835514608921
"TCF3","up",0.002923433199,0.026797353,2.3418724,6929,1.22766247084243
"ZEB1","down",0.0029239260354,0.026797353,9.9018679,6935,3.30770070255334
"HPCA","down",0.0029245422131,0.026797353,2.1129227,3208,1.07923998811214
"PLGLB2","up",0.0029262904321,0.026797353,2.3568314,5342,1.23684855660084
"ATOH7","up",0.0029269433777,0.026797353,6.4987013,220202,2.70015143887186
"RPGR","down",0.0029295813038,0.026809428,2.8845966,6103,1.52836957749409
"MTMR14","up",0.0029326034184,0.026825007,11.7662041,64419,3.55657706187624
"USH1C","down",0.0029344672694,0.026829981,3.1322344,10083,1.6471921804016
"NUDT9","up",0.0029366559135,0.026837919,2.3161926,53343,1.21175522375542
"CLN3","up",0.0029395790402,0.026852559,2.7303779,1201,1.44910064225326
"PUS1","down",0.0029437279627,0.026878379,5.1061325,80324,2.35223097499781
"NECAP1","up",0.0029458534723,0.026885708,5.2677478,25977,2.39718627642225
"TNIK","down",0.0029495372653,0.026894472,3.6421318,23043,1.86478313092701
"FBLIM1","down",0.0029499360282,0.026894472,5.1257811,54751,2.3577718686631
"CHST1","down",0.0029507833763,0.026894472,5.1065495,8534,2.35234879005019
"POLR2M","down",0.0029523730077,0.026896899,2.4203432,81488,1.27521163338083
"KAT5","down",0.0029558908502,0.026909491,2.3081757,10524,1.206753047151
"STAT5A","down",0.0029586971446,0.026914982,7.0563946,6776,2.81893123996931
"GAPDH","up",0.0029601898645,0.026914982,4.535671,2597,2.18131599656706
"ATP5C1","up",0.0029609791191,0.026914982,2.4827546,509,1.31194166994838
"AFAP1","down",0.0029644113209,0.026934135,217.1602039,60312,7.76261593335661
"FZD8","down",0.0029699031784,0.026960531,5.4559707,8325,2.44783589673045
"PAQR4","up",0.0029699694686,0.026960531,3.1949683,124222,1.67580161703779
"RCL1","up",0.0029747055279,0.02697031,5.3667605,10171,2.4240515070467
"SLC52A2","up",0.0029753166433,0.02697031,3.007148,79581,1.58839587343625
"SDHD","up",0.0029755555448,0.02697031,3.9511638,6392,1.98227765612305
"ZFC3H1","up",0.0029775564132,0.02697031,5.5270546,196441,2.46651086454414
"PTEN","up",0.0029777295203,0.02697031,2.7638685,5728,1.46668897646751
"SREK1","down",0.0029790084094,0.02697031,3.4621937,140890,1.79168644169244
"UPP1","down",0.0029821302188,0.026974542,2.5351387,7378,1.34206468069141
"MRM1","up",0.0029873191626,0.026998133,3.1672056,79922,1.66321052334106
"PTPN11","down",0.002995044694,0.027036859,4.4374862,5781,2.14974263291933
"RNPEP","up",0.0029956707219,0.027036859,8.8105302,6051,3.1392288402461
"CDC14A","down",0.0029972544502,0.027039146,5.2746251,8556,2.39906855626689
"DESI2","down",0.0029993062571,0.027045652,6.9672479,51029,2.80058889639621
"UACA","down",0.0030025070999,0.027061516,3.8801963,55075,1.95612964052395
"HINT1","up",0.0030061571672,0.027061516,5.2676135,3094,2.39714949478022
"MDH1","up",0.0030072811918,0.027061516,7.9004668,4190,2.98193789761243
"NIPSNAP3B","up",0.0030077227329,0.027061516,3.2243397,55335,1.68900374687088
"DYNLL1","up",0.0030105989265,0.027075408,7.1683413,8655,2.84163932881507
"PROZ","down",0.0030160145527,0.02710434,13.7701325,8858,3.78347053643527
"RPL12","up",0.0030164830442,0.02710434,6.6042878,6136,2.7234029910243
"RPL36","up",0.0030196169601,0.027111013,8.8683313,25873,3.14866266690562
"ATP6V1H","up",0.0030206952195,0.027111013,11.8482195,51606,3.56659836822873
"HFE","up",0.0030223389794,0.027111013,3.9065782,3077,1.9659054936534
"GPM6B","up",0.0030234172227,0.027111013,14.1786523,2824,3.82564850387461
"PCDHB14","up",0.0030248365238,0.027111013,7.746618,56122,2.9535665994776
"TAGLN2","up",0.0030278299365,0.027122364,5.7581279,8407,2.52559983451552
"SMAD3","down",0.0030295323425,0.027125659,2.545368,4088,1.34787425095502
"OPHN1","down",0.0030384921697,0.027193903,2.7336912,4983,1.45085028413273
"LYRM1","up",0.0030435640899,0.027227306,2.5250797,57149,1.33632892488626
"TMEM246","up",0.0030477538738,0.027252793,8.4036684,84302,3.07101923589078
"SLC44A3","up",0.0030515623292,0.027274848,2.4078386,126969,1.26773868994498
"KCTD18","up",0.003054986812,0.027290755,5.6607299,130535,2.50098808754806
"GRIN2C","up",0.0030567816127,0.027290755,8.2485317,2905,3.04413733176394
"CEND1","down",0.0030573701891,0.027290755,3.9205586,51286,1.97105922373734
"OR51B6","up",0.0030608551811,0.027309869,4.9579353,390058,2.30973944468438
"PDE8A","down",0.0030683118801,0.027364387,4.4495389,5151,2.15365583919129
"SRGAP2","up",0.0030722791416,0.027365781,3.729217,23380,1.89887274876487
"TTYH2","up",0.0030726984785,0.027365781,2.4348843,94015,1.28385322044643
"TOMM6","up",0.0030747914655,0.027365781,3.3758466,100188893,1.75524934881779
"FAM211B","up",0.0030768741633,0.027368695,3.4348602,388886,1.78025138205034
"SCUBE1","down",0.0030789551616,0.027375225,4.1294945,80274,2.04596518915614
"VPS13C","down",0.0030830030885,0.027387183,3.6720888,54832,1.87660094703347
"C14orf1","up",0.0030889871217,0.02740448,9.1979894,11161,3.20131853511986
"CHD1","down",0.0030945285884,0.027441664,10.4180334,1105,3.38101106234655
"TSPAN6","up",0.0030966918997,0.027448872,6.8420548,7105,2.77442965911482
"MRPS22","up",0.0030998309246,0.027464718,5.8922387,56945,2.55881587645841
"SERPINE2","up",0.0031050818772,0.02748847,6.1778747,5270,2.62711061044082
"CDPF1","up",0.0031052166291,0.02748847,2.5655523,150383,1.35926943585151
"GPR113","up",0.0031106781959,0.027516489,2.7818802,165082,1.47606029242244
"MPV17L","up",0.0031128838682,0.027518251,4.5851189,255027,2.19695914586313
"SNRPB","up",0.0031169360255,0.027518251,2.2633782,6628,1.17847767239801
"RNF125","up",0.0031169443695,0.027518251,2.1561087,54941,1.10842991324711
"LRIG1","up",0.0031213301279,0.027518251,3.4262236,26018,1.77661930672976
"DMRTC2","up",0.0031218022999,0.027518251,2.1813413,63946,1.12521551656042
"PLAC8","up",0.0031221199459,0.027518251,2.3813298,51316,1.25176743911945
"DLX5","up",0.0031353290886,0.027540187,14.6958656,1749,3.87733843244408
"ISL1","up",0.0031405732352,0.027540187,5.9603035,3670,2.57538579491509
"PDLIM4","up",0.0031427198966,0.027540187,2.656735,8572,1.40965433123359
"GBA","up",0.0031458991364,0.027540187,3.0620431,2629,1.61449458973471
"DNASE2","up",0.0031461523172,0.027540187,3.133958,1777,1.64798584554191
"TENC1","up",0.0031462018562,0.027540187,6.5486939,23371,2.711207197965
"KLK11","up",0.003147343715,0.027540187,4.0083806,11012,2.00301950046511
"TSC22D1","up",0.0031476614755,0.027540187,2.02882,8848,1.02064087267129
"PFN2","up",0.003148532364,0.027540187,5.1634818,5217,2.36834422100079
"POM121C","up",0.0031489984805,0.027540187,2.0310062,100101267,1.02219464371856
"RORA","up",0.0031508759329,0.027544754,5.8620043,6095,2.55139402629876
"SOWAHA","up",0.0031537667886,0.027558173,6.9438859,134548,2.79574324201388
"PDIA6","up",0.0031570347946,0.027574874,4.580519,10130,2.19551107349803
"SLAIN2","down",0.0031628905473,0.027580905,8.8407085,57606,3.14416199274765
"VPS28","up",0.0031674896925,0.027580905,2.1684841,51160,1.11668686495096
"NAV1","up",0.0031715989717,0.027580905,3.2072709,89796,1.68134621520166
"ANGPTL3","down",0.0031720591652,0.027580905,8.7416891,27329,3.1279120692853
"NLRP1","up",0.0031731038092,0.027580905,5.6325869,22861,2.49379766664658
"GSPT1","up",0.0031753535717,0.027580905,4.9426851,2935,2.30529499485721
"MS4A7","down",0.0031771044357,0.027580905,5.3148819,58475,2.41003763452641
"ZNF626","up",0.0031776780568,0.027580905,7.5585622,199777,2.91811182912809
"ANKS1B","up",0.0031804455339,0.027580905,4.1288136,56899,2.04572728787087
"ANXA2","up",0.00318388746,0.027580905,8.0167992,302,3.00302633892272
"UPF3A","down",0.0031844214203,0.027580905,2.3402233,65110,1.22664619580546
"SF3B1","up",0.0031845766503,0.027580905,5.1072511,23451,2.3525469914606
"ATRX","down",0.0031860968331,0.027580905,4.5735989,546,2.19332984840059
"ATP6V0B","up",0.0031970610912,0.027651177,3.8368561,533,1.93992465816213
"ATP8B1","down",0.0032042237333,0.027664069,3.6679341,5205,1.87496771896098
"C10orf57","up",0.0032044091725,0.027664069,14.4231292,80195,3.85031229632894
"RNF135","up",0.0032046698297,0.027664069,5.0294065,84282,2.33038816344522
"FAM98B","down",0.0032059854746,0.027664069,3.0911576,283742,1.62814721063167
"LIME1","up",0.0032067181486,0.027664069,2.2995916,54923,1.20137766596473
"YY1","down",0.0032104862375,0.027677932,3.7389146,7528,1.90261951918657
"HSPD1","up",0.0032123820472,0.027677932,8.5728825,3329,3.0997803699445
"M6PR","down",0.0032124104566,0.027677932,2.7327712,4074,1.45036467594483
"POLDIP3","down",0.0032210403168,0.027740527,2.4903579,84271,1.31635309307673
"IFITM10","up",0.0032279111854,0.027776162,6.9415184,402778,2.79525127498596
"RHEB","up",0.0032419810576,0.027873632,2.3677895,6009,1.24354082893779
"SYCE1","down",0.003244713954,0.027885332,3.115101,93426,1.63927894008296
"AMY2A","down",0.003255041858,0.027962268,2.342577,279,1.22809646973822
"ADAT3","up",0.0032596278208,0.027973826,2.4107204,113179,1.26946433409068
"PIGZ","up",0.0032605162716,0.027973826,2.1484775,80235,1.10331466852056
"SDK2","down",0.0032732245034,0.028071008,7.1702499,54549,2.84202340110403
"AMPD1","up",0.00327556381,0.028072148,2.9207554,270,1.54634154406823
"PLCB1","up",0.0032781253861,0.028072148,3.583631,23236,1.84142209334503
"PIGC","up",0.0032830084777,0.028095641,4.6643352,5279,2.22167147078557
"SNF8","down",0.0032875850448,0.028122966,4.367956,11267,2.12695832354222
"BST2","up",0.0032920775343,0.028149548,4.0998325,684,2.03556496915617
"SLC26A6","down",0.0032950508004,0.028163123,2.2008332,65010,1.13804980826825
"MEA1","down",0.0032997900249,0.028191775,3.2034382,4201,1.67962115862656
"IL9","down",0.0033074903386,0.028233827,4.4970608,3578,2.16898238929168
"SSX3","up",0.0033119181057,0.028259755,3.3805532,10214,1.75725935112044
"PROX2","up",0.0033174810697,0.028295343,4.1405662,283571,2.04982806194669
"ANKRD65","down",0.0033204918305,0.028299208,2.9469876,441869,1.55924099006621
"FBLN5","up",0.0033230525644,0.028299208,11.2841601,10516,3.49622713506896
"CRYBA2","up",0.0033237737978,0.028299208,4.4597342,1412,2.1569577281346
"REG3A","up",0.0033255424111,0.028299208,4.3857634,5068,2.13282798463947
"THBS4","down",0.0033260702607,0.028299208,2.5383298,7060,1.34387952777367
"SV2B","down",0.0033279694854,0.028299208,3.5465455,9899,1.82641445660253
"RALGPS1","up",0.0033287412502,0.028299208,4.3895383,9649,2.13406920232793
"POU5F1","up",0.0033301822461,0.028299208,2.5550246,5460,1.35333718162362
"TSC22D2","down",0.0033314519619,0.028299208,6.4440646,9819,2.6879709567435
"CAPRIN1","up",0.0033347323249,0.028299208,6.3303092,4076,2.66227596891305
"ZNF268","up",0.0033356168529,0.028299208,2.1473982,10795,1.10258974028747
"PPP1R11","up",0.0033374268549,0.028299208,4.4742861,6992,2.16165750982897
"FANCL","up",0.003339335074,0.02830358,2.5235318,55120,1.33544426670895
"TNK2","up",0.0033440180937,0.028309266,4.4123545,10188,2.14154870544571
"TSPYL5","up",0.0033441843651,0.028309266,2.8290591,85453,1.50032231543559
"DAP3","up",0.0033457348767,0.0283106,3.0810561,7818,1.62342495126884
"C16orf80","up",0.0033476714539,0.028315199,2.0186256,29105,1.01337335489361
"MT1X","up",0.0033491334816,0.028315781,5.9583671,4501,2.57491701197855
"RBM6","down",0.0033522316094,0.028326831,5.3241979,10180,2.41256419710299
