"PATH","Nh_POP","NES_POP","pvalue_POP","p.adjust_POP","leadingEdge_POP","Nh_Chen2006","NES_Chen2006","pvalue_Chen2006","p.adjust_Chen2006","leadingEdge_Chen2006"
"05140",63,-1.44744175365755,0.00199600798403194,0.00659287485634791,"TGFB2/RELA/PTGS2/NFKBIB/NFKBIA/IRAK1/JAK1/ITGB1/IL1B/IL4/TNF/ELK1/TGFB1/JUN/IRAK4/NCF4/TRAF6/TGFB3/JAK2/TLR4/NCF2/NCF1/FCGR3B/MAPK3/IFNGR1/FCGR3A/IFNGR2/MAPK12/FOS/MAP3K7/MAPK11/FCGR2A/CR1/HLA-DQB1/CYBA/ITGA4/HLA-DRB3/MAPK13/HLA-DRB4/IL10/TLR2/HLA-DRB1/HLA-DRB5/ITGAM/IL12B/NFKB1/HLA-DOB/HLA-DMB/HLA-DMA/HLA-DRA/HLA-DQA1/HLA-DQA2/IFNG/PTPN6/MYD88/ITGB2/HLA-DPB1/HLA-DOA/HLA-DPA1/MAPK14/C3/STAT1/MARCKSL1",2,-1.52346604873348,0.025974025974026,0.183483183483183,"PRKCB/HLA-DRB4"
