ID	GeneSymbol
176886	INPP5D
110431	SMCY
645197	KRTAP21-2
118873	DHCR7
180932	SLC25A26
209605	RDH13
103235	PLEKHH2
156775	OAZ3
151155	PRND
188497	ADSS
193857	KIAA1539
213676	TGM2
130312	GRPEL2
217663	FLJ21439
204795	SLC16A4
158936	FAM12B
121203	STAC2
135851	REN
175018	CACNA2D2
162516	AKR1B1
105544	AF5Q31
175461	MYOZ1
108029	DKFZp313N0621
171931	CHRNB2
154404	FLJ32252
153528	NALP4
191842	P8
165838	TFCP2
172112	FXN
188477	DTX3L
166386	ANGPTL1
176788	CDADC1
111052	DVL2
196031	MGC61550
207085	MAP3K9
217473	TA-LRRP
181170	SLA2
134886	MGC14327
110359	ZNF555
119528	FLJ25078
129690	BMP15
138962	BST1
105763	APOA4
133496	ARL10B
132007	TNP1
183236	PLEKHC1
174494	KCTD5
101068	FLJ20257
162087	GCH1
176743	GYG2
234908	C19orf15
203952	HMG20B
209753	COL16A1
117055	C10orf80
221562	RAC1
203545	USP32
158787	C1orf24
141706	MGC59937
149707	SLC19A1
103111	C22orf23
206947	SMAD7
174001	TCL6
124917	FLJ33008
113975	UTP14A
164958	ZA20D1
698451	ZNF623
134895	RGPR
161306	TPARL
183045	TPR
172786	NOVA2
183211	PHYH
103896	ZNF239
139075	PLEKHE1
167477	KIAA1804
180896	KIAA0286
149988	POMC
163073	PSG9
208404	PRKCQ
220032	GAD1
168904	TRNT1
151014	NUDT13
137488	NMD3
212739	BIRC1
142242	GPR45
177633	GPSM3
169657	DALRD3
226830	MAK
162854	FLJ14213
184897	SFXN2
160220	KRT24
209190	WDR24
149902	LOC389458
211708	SSX3
233280	MGC41945
173294	Lrp2bp
215376	PTPRB
109132	MAG
182686	ADH6
115999	MAPK13
112189	KCNA6
124154	LOC127253
158237	GPX6
198893	OR7G2
182941	MICAL3
200942	DUSP13
123057	KIAA1799
151550	KIAA0196
108448	DHX35
207068	OCIAD1
197020	GPATC4
150184	C20orf28
185733	ELA1
205403	LOC221143
111179	ADRM1
122540	NDUFA11
541978	CYP2D6,LOC440832,CYP2D7P1
157221	AD031
123515	PDIR
122477	NETO1
204784	PPM1A
110990	ANAPC10
218138	KRT17
199094	C6orf108
120059	OR1E1
180407	FLJ10292
192081	MGC4238
125688	C6orf157
132403	FLJ20010
189438	LYPLA1
178907	CENTB5
182212	GRIPAP1
140613	ARID5A
144166	LSM10
141544	MGC2654
147312	FRBZ1
137709	HDAC5
176652	PDZRN4
168735	HB-1
168270	MGC12966
223635	GPR112
161540	ZMYND11
109542	VIM
467477	MGC5178
134760	FGFRL1
195205	GCM2
215115	PIGF
192103	PYM
119453	STC1
209472	CYP2B6
200456	FSBP
163204	DUOX2
147118	RALGPS2
153694	HCLS1
173247	ROD1
211671	SCGB1D2
113560	FLJ10036
195457	EMR1
186522	IQGAP3
199205	AKAP10
137970	LOC343702
206122	FLJ12666
156331	LAF4
191355	PLEKHB2
196452	FLJ20581
108072	SNX14
102926	SERPINE1
188846	CTBS
212618	FLJ32830
156297	AGPAT4
185885	PIM2
153544	NAPA
216786	PTOV1
190148	PLEKHM1
122665	RSNL2
207186	KYNU
158421	FAM14B
112673	FLJ11535
112557	CGB7
118760	SMARCA4
112640	MMP9
177585	RIN3
189688	CLEC2D
145990	TGFB1I1
190056	CTSC
115186	SLC2A13
185802	COCH
222587	RPL22
153747	SCN2A2
204028	FBXW5
110254	MARK1
158637	ARP10
161534	PSD4
156950	PRPF8
133759	GSTM2
199310	SHFM3
104648	SLC10A1
196657	TMLHE
151734	FLJ30435
114534	LPP
173387	SSTR1
189375	TGM6
107292	SESN2
206682	HNRPC
128473	ZA20D3
195937	GPRC6A
101368	FLJ39441
214959	BLP2
223796	C9orf66
100181	AIM2
104743	GIT2
139374	EDIL3
138869	FLJ22104
156432	C15orf20
222031	C14orf48
141572	ZP3
206913	INE1
105602	NDUFB4
179610	SSA2
221685	FAM47A
179534	WBSCR22
202924	C1orf38
107497	FLJ25471
157547	FZD2
140364	FSTL1
162345	AIRE
213472	LOC114926
102177	C18orf14
209528	APG9L1
177811	E2F5
182977	CYB5R2
157627	TOLLIP
120638	ACCN4
160295	LOC221711
105984	NDUFB1
137555	C19orf2
155417	KIAA1277
199900	RBM7
144134	FTHL17
115295	DZIP1
216584	VPS13C
149134	LMNB2
129651	MARCH6
159594	FLJ11259
182538	INPP1
112112	NUP43
219074	ILF3
224096	HSPC268
182036	RNF168
109532	MGC11324
223052	MGC20255
198399	DKFZP434K1172
190128	ZNF205
208304	DCK
148034	PROP1
115384	ENOSF1
224543	PTD015
164963	KIAA1503
230804	ZNF445
199050	NCAM2
234436	MGC9850
144634	GTPBP2
159912	ZNF265
232718	MGC48915
165866	HBB
168498	DAPK3
215448	ALAS1
145269	CDW92
122671	FLJ12476
144172	CXCL9
211376	PRO0149
193617	C7orf9
223958	POFUT1
148804	SOX21
170630	SRGAP3
114220	VMD2L2
189636	AP1S2
148620	C6orf29
695840	OR8D4
149504	C1orf48
637621	TTBK1
124112	BRCA1
199789	SNRP70
118403	FLJ10330
206951	MAP4K4
189609	P53AIP1
211696	C6orf55
176036	PARP10
112516	SNAPC4
191944	SLC14A1
213386	CIAPIN1
145053	FBXO40
200004	STAT1
166536	SNAPC5
145458	ANXA9
170515	OR6Y1
198317	SH2D4A
159381	SLC25A15
166145	FLJ12442
224381	HIST1H2AG
148686	LOC126208
121123	BANF1
100840	BLVRA
154897	SLC2A4RG
147058	KCNIP4
195731	FLJ38507
157194	BUB1
105173	GIMAP7
206783	na,SMR3A,SMR3B
221266	RGS3
101441	EIF3S6
713500	FLJ25056
199705	C17orf39
153369	SOX3
188164	FLJ11046
206256	CRYBB2
166271	RPL3
201573	Cep72
123731	ZG16
153763	TEX11
160071	CXorf15
189281	SPATA9
133510	USP54
117340	DDB2
196981	KIAA1924
154179	DKFZP434H132
168429	RIBC1
159842	LRRFIP2
118999	RASGRP2
167600	CXorf1
102218	ACLY
166549	CNDP2
183128	C2orf29
123804	LTA4H
109816	BMP3
193975	MGC15730
205672	FLJ12760
146568	VAX2
139868	IL1F8
151107	LRBA
196692	WDR32
105689	RPS9
176429	CD163
124430	TAF2
151042	CHRNA10
207399	OPN1LW
127447	CPO
190883	FLJ20294
200570	CALR3
236829	na,FLJ42953
129664	na,C6orf68
181692	BAIAP2L2
201030	RNASE3
201265	CNTF,ZFP91
145778	RAB14
215842	na,KIAA0663
152463	PLCL2
145829	ERMAP
118348	TRIM21
120269	FLJ45651
144919	VGLL4
175029	HDAC7A
109888	SLC22A13
182680	GABRB2
161890	ERN1
199861	FLJ22301
161333	IFI16
126432	MGC33414
232860	KIAA1328
177868	Shax3
649805	KIAA0125
172291	BANP
141034	SMPX
157734	LOC348094
185698	CIC
101555	FLJ25692
130394	C20orf29
222573	TPM3
114839	PLA2G4B
105627	ERBB2
157636	SLC35F3
194412	FLJ13576
124416	FBN2
134230	GTF2H4
185811	C21orf91
154605	MGC20481
215909	PGEA1
210977	PEX11B
182917	ZFYVE1
134208	CDH4
202054	GRM8
144256	ATIC
182254	KIAA0980
704863	na,MGC75556
189077	B3GALNT2
204044	PTTG1
176626	LOC196549
133209	RAP2C
100259	FLJ21839
109118	PKD2L2
112767	GPR7
125382	OR5AP2
124360	GENX-3414
196867	TBC1D21
224678	MRPL20
214309	ITPKB
204834	MGC33214
112462	BLOC1S2
113059	EHD3
130014	PRKCA
127252	BCL7C
186829	BICD1
216657	MGC3130
144446	USP2
195515	FN5
228112	LOC401431
100460	DDX24
120663	DST
174680	HNRPD
192479	KIAA0528
171927	MMP19
208484	GPR172B
108521	TSARG6
115761	ARL1
101059	LAMA4
191693	SLC41A2
182824	TCL1B
223759	SYNGR1
121764	SLC6A14
213833	EEF1B2
168350	PGBD1
207914	CCNJ
212027	NAGA
169679	C20orf38
200912	AP1G2
193167	FLJ22938
169616	DOCK2
225065	MSCP
188686	MRPS15
219107	GJB4
181595	OR10A2
147522	TBXA2R
107463	COX7B2
126719	RIOK2
148379	ZAP70
104309	ERK8
200335	CASP9
203656	GPR132
193324	PSMB3
193848	DNAJC13
140544	CPVL
203363	FREQ
196171	KPNA1
172942	C10orf33
100405	KIAA0562
195820	RAB7L1
176231	LIR9
174139	UGT2B11
143136	CALN1
121151	HSFY2,HSFY1
563689	HS3ST4
223977	KIR3DL3
178033	STK25
174850	MYO18B
194823	ARHGAP22
160408	SYT12
192976	PYHIN1
103404	ABCC2
141298	SEC31L1
195756	DKFZp434H2215
187070	TOMM7
190170	DERP6
169663	TMEM16C
192804	DRPLA
106827	SRrp35
173987	P2RY2
127861	SLIT1
127298	HTN1
187792	ACPP
198405	AP1G1
205124	CP
173237	ACVR1C
148242	HSPA1B
140284	B7-H4
227629	MGC34821
148113	GART
230194	CEAL1
161986	EB-1
194086	MGC16044
109498	CRH
143290	BCLP
202832	DGKH
153072	STIP1
165359	DNCH1
152068	DCHS2
133013	CHST4
149758	SSBP4
135186	ATP11C
167891	GALNT2
145312	CRBN
106309	CHRM2
187691	APG16L
114661	HNRPA0
135293	CCL8
157165	HINT3
208712	TDRD1
134501	FLJ10307
178605	LOC257106
143100	LOH11CR2A
205746	DKFZP564G2022
138185	PCK2
149253	PAMCI
205314	LYNX1
223165	PURB
179855	KIAA0117
195562	DHFR
133761	FLJ23186
164651	MPHOSPH9
132668	ADD3
221973	SLC9A1
132577	IL15RA
203087	MGC26818
122167	ELOVL3
174774	RNF139
144979	RAM2
111340	C6orf81
132620	FGR
199389	MAP3K7IP2
142269	EIF1AX
142218	OR52L1
191745	EDN2
102503	LSM3
135001	CATSPER1
125575	DPAGT1
203342	MYO9B
205187	KIAA0773
207928	LHFPL3
227109	EYA1
194142	CRSP8
116936	FAM13A1
134128	MYH11
205498	PHF10
197832	SLC39A8
156100	KIAA0828
167147	PITX2
100093	GLI3
209738	RPL36AL
189546	SGTA
103883	FLJ33814
208761	SFRS2IP
118237	TAF6L
111929	EDAR
106893	LPL
130485	MSP
202969	SOX11
123781	GABRA4
134828	MGC2474
154860	TM4SF13
187621	MTCH1
162651	DT1P1A10
202987	ARHGAP1
157771	GBX2
104615	PIK3AP1
177753	REA
123078	C9orf117
134551	SERPINI1
187441	CDH12
124784	MRPL43
159938	COX4I1
212132	FBLN5
203947	SYN3
140651	KCNA7
169984	SEPP1
103975	NKX2-2
172069	CES2
209090	NTRK3
138374	UROC1
178078	TDGF1
221906	FBXO28
211134	ARHGDIA
162982	BMP2K
197061	CASP4
160701	WDR6
492344	XAGE1
167585	LRRC8
186058	OR1D4
151983	ACE
175938	UBE2Q
173555	HMGN2
157406	KCNB1
102267	SS18L2
209883	C14orf160
183246	HNRPC
217786	MGC14276
143799	RERE
157985	AICDA
101862	NID67
183511	PTP4A2
101446	CST1
134305	ARPC1B
171651	C4BPB
179099	CDX4
170461	ZNF533
100689	WDR9
132549	CANP
139645	PDZK1
214273	IL21R
146906	ADH1B
144531	C6orf59
151197	F12
212817	CAPN10
170246	BRUNOL6
214987	TUFM
211980	BBC3
147956	CRYGN
188614	B7
158303	FLJ40089
119717	VBP1
146593	ACADVL
185042	GYG
138688	MAMDC1
213819	VRK3
194498	DLG7
118924	IFNA7
200586	LOC199920
102116	MTERF
131675	PDE4B
105011	DEPDC6
141635	SOSTDC1
219345	FLJ31882
105507	MNAT1
113396	SLB
167052	RNGTT
190465	MGC39715
339143	FLJ46026
209809	BAZ1A
175766	MGC10198
147186	USH1G
112908	DOM3Z
189793	UQCRFS1
231060	TIP39
212174	POMT1
157896	FRAS1
120159	KCNJ3
109949	MGRN1
188867	ABHD7
153595	HCRTR1
199487	SV2B
110140	MGC57827
166193	FOXP2
197907	PLSCR4
135544	GAS2L1
153434	PIAS4
203726	PABPC5
113742	ABCC13
206178	SYT14L
112910	TRIP10
159964	MGC41945
191970	PCBP2
165119	CLDN18
127188	ELOVL1
180792	C6orf153
107897	PABPC4
157725	PPP1R3C
201257	RNF26
162643	GARP
122909	FLJ20130
225537	MGC57211
189070	EEF1G
192842	FGFR3
218201	PLSCR1
143651	UBE2C
121075	STK16
156029	C20orf36
120876	MYO15A
207179	ZNF46
196972	ARHGEF15
120013	MRPS5
225970	PPT2
159800	EEF2
118049	KRT4
149133	SOD2
212880	LRRTM2
210326	TSK
158604	SORT1
127002	STK17B
170191	SOD1
100336	CYP4Z1
215602	PSORS1C1
709890	MGC70924
119574	CD79B
130710	SLC25A29
131962	HPS4
219483	TLK1
134842	MRPL48
132155	MYL7
117895	SCG2
179253	OR52R1
182449	HSPA5BP1
144959	SRR
128418	PFAS
217907	PCDHGB6
205247	ALOX12B
103554	CLDN12
234536	AP4S1
152864	KIAA0804
179061	FETUB
157361	DEPDC2
156448	BUB1B
105914	ZNF326
122010	NXPH4
196613	MGC45866
192570	EVE1
215653	MGC17986
174330	ZNF488
211713	SLC39A14
212648	STAF42
123743	PDE3A
126482	OR4X1
279899	LOC255313
195028	FLJ32871
186227	KRT12
112574	TACR1
189774	FLJ13955
179607	MAK10
101231	GLULD1
200103	ASB18
217150	CBLN4
192152	HHLA1
149591	RHOB
103928	MGC45871
160637	PITPNA
111933	FLJ20584
192556	FLJ20729
227227	LOC144983
160911	EPS8L1
184838	TIPARP
211513	PCDHA10
196590	TDG
151002	UNC93B1
174927	CKLFSF8
208654	FBXL8
203613	AFMID
132812	ZNF165
111805	POU3F4
144438	C20orf20
234594	BOMB
172779	na,SORD
222462	LEPR
139600	USP9Y
197227	KRTHA4
202411	SLC4A1
174658	FOXG1B
225039	FLJ32934
218912	IQCE
220255	IXL
208048	ACVR2B
175573	APOC1
145525	GPR87
166928	NISCH
169947	ZNRF2
150137	FABP4
160697	MBD2
194112	RSHL2
136008	ARID4A
126994	CAP2
227891	SPAP1
225617	HIST1H3H
127233	SEC22L1
178360	EPAS1
167695	MYO1D
123666	SCRN3
179287	FLJ35725
413036	FLJ36144
178244	THAP4
142678	RBM4
183774	TNFRSF17
108084	LOC441438,LOC375719,LOC441432
149070	UTF1
168774	GPR110
169331	FLJ10884
171420	KLHL21
234770	ZNF452
195222	ADAM12
159195	EIF4G2
112058	RAB8B
190099	FLJ10719
179628	EPX
212855	LILRA1
202584	KDELC1
232873	ARMCX6
171663	MYL4
133316	SLC25A27
215960	SPAG6
147764	OGG1
105457	SKD3
220312	FLJ31952
116964	PES1
183747	DCTN3
131928	MLL4
105288	C21orf70
137165	CSRP2
159025	CCL15,CCL14
169183	APC
223339	MGC33371
148260	TLE6
103587	KSP37
141188	COH1
701860	ZNF615
176952	WDR18
106901	UBQLN4P,UBQLN4
116373	FLJ32206
207167	DKFZP564O123
110350	SELI
165438	ZNF540
135509	GPR84
216855	C14orf4
119958	HPS5
147346	DEFA3
225360	DEFB119
179781	NOD3
202451	DHRS9
146548	SMARCB1
178868	BCL6B
115013	GPR65
224173	ATAD3B
106228	SNX12
204000	GPX2
102063	C6orf130
217610	MGC46496
127521	SLC35B4
190571	RAB2
140797	C12orf8
135234	CRIP1
200482	NGLY1
191086	RABIF
109690	PRPF4
110721	PLXDC1
202499	CRYBA1
186192	CAPN3,GANC
185991	C15orf16
134095	SLCO2B1
109450	FIP1L1
179908	MRPL44
128833	SOAT
151133	NRBF2
207629	ZCCHC13
198456	SPACA1
204346	ADAMTS3
166044	MRGX2
198982	SRD5A2
135437	COLQ
104293	UBN1
199896	PKHD1L1
216030	AGMAT
115964	ARR3
158467	CSF1R
209756	SCML1
114945	STARS
176416	PPP2R5E
129437	SAP30L
100426	ARSH
129144	PKP4
177599	KIAA0377
154743	LOC199964
226738	ENTPD4
224977	LOC284123
178588	TNFSF13,TNFSF12-TNFSF13
126602	RABGAP1L
160054	KIR2DL3
183184	TA-PP2C
183023	C1orf41
150528	DLX4
114356	ACSL3
138702	PTPN11
175486	ST8SIA3
179029	BCOR
213530	SLC26A7
183103	CECR1
208751	ARMC4
145049	BAIAP2L1
182360	OTOS
189538	PDGFC
211942	BRP44L
149764	EGLN2
181586	OR2A5
167151	HOXB2
112620	FBP2
218023	LOC387914
197522	UPF3B
218017	TSLP
188108	GATA4
162674	B3Gn-T6
188590	ZCCHC12
146795	KRTHA5
203326	na,BMPR1A
199121	MCOLN1
130761	FLJ35681
197090	HOXC8
199580	CPA6
139697	CX36
221741	HCMOGT-1
143719	C20orf165
185071	NR2F6
103520	HRMT1L3
108201	PHC3
145370	DATF1
206925	FLJ12270
101655	TAF1A
161671	PTPN21
190300	C1orf51
129766	KIF22
203860	NR2E1
113335	APEX1
178980	C20orf55
195002	CA8
221184	FLJ20433
170669	PPP1CB
118872	ZBP1
184730	BACE2
192117	PIK3R4
228774	TDG
202183	MGAT2
153870	RAB38
157982	FLJ20225
211734	KIN
207719	RIPK4
151695	HNRPH1
203479	na,LOC400509
164703	SAMD11
124506	ADH5
167659	CLCA2
151907	WFIKKN2
122355	PTPRJ
227165	FRAS1
183204	XPA
209666	KRTAP9-2
209706	C7orf25
218675	FLJ39058
146332	BRD4
206865	DEPDC1B
113729	ANXA1
166212	ZDHHC11
169215	FTMT
202862	CLPX
184941	TYRO3
202070	ZC3HC1
111587	SPATA11
163281	SPG4
111019	NDUFA5
218511	MFAP3L
132592	TARS
114281	KCNE1
166777	MGC26598
100596	CEBPG
207298	KRT7
186846	GAS2
180125	CCL25
169462	PPFIA1
197846	LOC113251
148634	FLJ11838
133539	PGBD5
139480	AGXT2
167358	C7orf11
130113	C13orf10
180879	ILVBL
165164	OR6X1
114799	EBF2
216993	EEIG1
235327	MAST2
164334	TNFRSF14
116030	GNA13
171463	PLA2G4C
223045	PAPPA2
212859	MGC13159
211912	FMNL2
221107	RREB1
147271	LST-3
201213	SERPINA6
219378	HIPK1
140793	COL10A1
125540	MGC4796
205529	na,HSPE1
101800	BARX2
164817	CHCHD5
205183	KIAA1115
207413	KIT
218599	MGC26744
185100	TGIF2LY
191964	KRTAP1-1
155555	ACTRT1
112803	ZNF25
100857	PCF11
156149	GCK
114367	KIAA1128
184005	C15orf24
118653	LPIN2
129116	LGMN
193181	DAB1
220101	LOC51234
216809	KIAA1720
203587	NOXA1
146110	PSMA1
186760	RTEL1
117314	CNOT7
189870	ORC5L
102878	PDE7B
108231	AHSA2
137184	ZFPM2
147078	LARGE
166293	ITIH4
179985	RTN2
121895	TOM1L1
184349	GAL3ST4
116820	RAB7B
220362	FLJ46299
195751	FLJ10700
221081	BSCL2
102477	URP
189141	UNQ9372
177441	MRPS27
200923	FLJ30313
206104	SLC28A2
182832	SUMO1
158523	PAFAH1B1
213615	JTV1
163807	ZNF342
235006	BAIAP2L2
235913	TTN
144601	DDAH1
133333	PRG1
167244	RNF166
207419	FLJ20604
160329	ILK
102731	SPTBN1
141301	CRSP2
107416	SLCO1A2
148770	MGLL
170057	DKFZP434H0115
109051	HGD
134294	LOC196463
225392	EPHA10
153055	NUP205
142747	EIF3S9
107652	UQCRB
163165	C22orf16
136803	ONECUT1
144084	KAB
167799	ANXA8
117428	OGFRL1
198348	ARHGAP25
129046	MGC70870
182096	ZNF395
163733	SLC4A7
106376	NOTCH2NL
149416	ZFP64
167507	CKLFSF5
183003	ZNF346
222189	MGC19764
178526	TXNDC7
212112	TMSB10
197739	FLJ35757
114701	RAB28
107565	RPL26L1
141699	MGC22773
143495	ZNF426
126166	FXYD3
113861	CRISPLD1
134376	PEF
174022	SMP3
208388	PTGS2
179573	CCT2
203661	NOS3AS
178729	NDEL1
227904	CXorf20
161022	SCRN2
161702	RCOR3
143127	RY1
714012	CBWD1,CBWD2,LOC220869
219027	FLJ25378
141874	TMSNB
193364	C7orf36
147612	SEC15L1
210097	PDHA1
105391	NTHL1
142863	RCD-8
160979	KLK3
126179	TGFBR2
121544	DMP1
157795	CD109
195508	ARAF
173449	CLTB
107112	TTK
110171	FXYD7
205506	KLHL11
121094	RPS24
218932	FLJ43859,FLJ44082
103010	RCHY1
220282	FLJ32214
158770	LOC157378
136952	EGFR
106564	HIG2
182284	GMIP
172495	GIT2
128824	LOC113386
131694	MGC2803
166581	FLT3LG
196777	DKFZP434I2117
181876	LOC80298
151733	XRN1
143828	SURF5
177381	RGS6
131033	DDX58
183458	MANEA
173056	LAG3
123518	FLJ10094
107201	CORO1C
123810	GABRB3
124914	LAMB4
171170	ECEL1
166377	MGC51082
114806	LRP12
226560	CALU
182075	BARD1
120716	RAPGEF4
165297	RGSL2
147560	SCYL2
210518	UGT2B28
170869	BRD4
131913	MXD3
714676	T2R55
130955	TNK2
264760	CAPON
168915	TUBB2
230760	C9orf105
211456	SFXN5
111502	PHF14
120652	GPR25
151148	SUV39H2
235834	RPL4
126594	BLP1
145340	SLC6A5
114423	GCNT1
112304	GLRB
140129	RICS
225859	GPR154
150029	LOC81558
168789	ZNF174
154409	POU6F2
187403	FLJ12806
163456	FLJ34870
168086	DKFZP434P1750
138045	MDFI
183778	SLC25A25
168176	GNRH1
110587	EPB41L3
114559	ARL6IP5
112383	PSMD4
109732	HPCA
194422	SIGLEC11
178683	TUBG1
106712	PREB
114843	ATP6V0A2
152727	SLC35A2
107784	LOC51059
206087	na,RPL13
204877	TM4SF8
124630	WDR8
117093	C6orf142
115387	COL23A1
167667	GRASP
157957	GNAI3
133424	ENTPD8
136536	AZGP1
189992	MGC5297
103677	SOLH
144451	CYP26C1
199570	PLA2G7
227247	BCORL1
168061	TP53I5
122812	CSAG1
173785	MGC16471
152134	FLJ22635
133241	KIF2B
118091	MYOM1
171006	PSAP
190964	TNFSF9
150336	MDGA1
182693	LOC375748
169279	ARID3A
158064	ENC2
210372	DNAH5
112355	DPYD
125597	VKORC1
182340	RBM14
179018	MYST4
234456	SBNO1
159934	PSMA2
444483	TAS2R38
181993	FLJ10665
111408	FLJ14827
199840	CAV3
110461	ZNF502
114764	KIAA1627
192658	USF1
168505	SMPDL3A
159402	GPR83
139453	MGC45438
209380	LRRTM4
180851	CYP2C19
202116	GPC5
203275	ZADH1
165177	LYST
149073	LOC146853
112432	CXXC6
119710	IL1F10
210393	KCNAB1
202348	MXD1
211558	ALDH1L1
230564	FADS6
348501	LOC388152,FLJ22795
131567	CETN2
116550	SPAG11
205295	FCRH1
124375	PRSS33
155008	PTGER3
198904	TRHR
191984	SLC6A16
155376	FLJ33817
125615	GRCA
116198	HSPA9B
189413	PHACTR1
146376	MT3
168667	PEX6
197208	LMO3
296275	UQCRFS1
202672	GFRA1
171575	SLC24A2
123460	MtFMT
128690	LOC400966,ANAPC1
150147	ABCG8
186725	ALDH3A1
10692164	na,RAB43
132742	MFI2
177141	KIAA0427
143852	PDCD6IP
115022	SLC30A1
206970	MGC12458
172882	GALR3
192466	GSG1
206444	H2AFX
211978	MDS028
141575	LOXL4
150503	CLN3
172324	FBXO7
191407	FUT10
107691	RNF13
110807	ATP6V1E1
126803	C9orf68
158562	RAGE
145388	ELA3A
188332	DRE1
202606	HFE2
200862	PAH
173295	LOC149837
138631	DHX15
120215	ZNF519
203101	SYNE2
144998	PSMA7
158227	BRAF
155879	PXMP4
216851	KIAA2022
121062	GTP
157050	SLC22A7
165748	LMX1B
105029	CALCRL
150259	SYT3
175105	STOML3
224876	HECTD2
191640	TIMM13
212437	AUP1
116169	GFRA4
189549	LOC65122
155654	EYA3
150264	SLC16A11
215977	TIGD3
158894	RRAGB
159411	SYT10
217127	MUM1
131009	FLJ16641
178323	ASB2
144345	SALL4
156437	GRB2
219531	ESSPL
165806	SERPINA3
166030	UBE2D2
141970	UNC5D
146754	FLJ30655
143457	MARCKSL1
212418	EEF1B2
109789	SESTD1
174497	ADRB3
201814	EIF2B5
159115	GCET2
173994	HAO1
185493	ECGF1
128766	EIF2S2
167986	LDHB
147050	MOBKL1A
204245	FLJ37970
159940	DGAT2L6
198054	FAM51A1
191977	CDGAP
188996	MYOZ2
199655	EPS15L1
107283	C10orf86
129975	OLFM4
165022	MDAC1
204884	KCNH8
119241	LOC90557
212610	KLF14
164643	ANKRD12
156016	UNC5B
167300	ROBO1
189756	CUTL1
160258	ZNF31
179681	FLJ12700
158656	CDS2
203777	na,NOX4
151904	CERK
125368	WDHD1
117752	CDC42EP2
129072	RP11-19J3.3
159839	FRAS1
224125	PASD1
157242	UXT
143271	IRX4
142146	GAS1
137199	NUP62
208496	LR8
171053	C17orf32
181035	RAP140
182054	KIDINS220
541266	C10orf114
223161	MGC39821
189121	SLC2A6
152747	ELA2B
202435	CPEB2
106128	IFIT1
123054	PI4K2B
204838	FLJ10307
197044	ATOH8
111085	KCNIP2
202017	FLJ14054
202643	LOC56181
172124	CACNG7
118050	LOC116236
157540	PRKAB1
191410	BHMT2
210485	TAF4
165166	MHC2TA
103921	PRG-3
213879	EFHC2
165531	MRPL21
224142	FLJ40288
108125	SPESP1
169608	KIAA1463
135899	HOXC11
141686	FLJ10901
175533	ELF5
149211	PC
178056	HIST1H4G
202137	FHL2
153697	MPRA
186894	SDCCAG33
101020	ANP32D
234767	FLG
181957	CHCHD7
136440	RHBG
179273	HCST
174056	APOL6
167298	F8
155242	PAF53
126729	SMURF2
202937	IFIT3
139170	EYA1
175587	ZNF337
205249	LCN6
236609	HYDIN
146556	KIAA1862
426464	LCE5A
216749	UMOD
127285	APLP2
126351	RND1
703558	DLG2
149730	C1QTNF2
130937	RPS15A
133594	SCOC
225894	FLJ38359
109150	MAEA
101887	N4BP1
214011	GAGE1
163899	HS6ST3
170808	PTGIR
104547	MGC3123
112606	EIF3S7
138876	ZNF185
184975	TSPYL6
206185	TRHDE
132870	C13orf12
135865	ATP2B3
172356	CUL3
121468	DLL3
150819	RPL7A
210903	HORMAD2
215616	IDI1
186487	RODH-4
191915	DOC2A
150924	LY86
152193	LIPC
111689	KIAA1344
147300	CSNK1G3
102581	MTRF1
133491	KLK13
185319	COPZ2
135952	FBXL6
161216	BAIAP2
140492	ADAM7
212772	KLHL2
152077	OR1D4
163460	YKT6
119925	MGC42174
175380	CA6
108010	ESR2
126367	ORAOV1
164230	STAT6
182995	CMYA4
142009	TESK1
174404	SCNM1
199305	HSGT1
201841	LOC55908
154357	ZNF133
181392	RAI16
156849	SAE1
131917	SF3A3
202455	PRDX1
193798	IQGAP1
108511	GCDH
203183	FER1L3
142237	MMP12
144309	RPL8
225050	RASL10B
119375	C16orf35
177719	PGS1
180108	NAG6
148252	TFAP2A
164486	KIAA0152
138451	DPP8
213218	SH2D1A
174493	FPRL1
158015	SLC22A9
132559	DAPK1
117044	GSDMDC1
145677	SOAT2
167321	CALM3
104708	ARMC4
215326	GPM6A
186233	FLJ31139
200565	FBXO22
148029	NSDHL
145100	CACNG2
147395	BZRAP1
145761	FLJ20436
228618	C6orf122
141457	MSH4
146084	EXOSC6
157963	CSPG4
165679	SAMD3
104353	C20orf10
170823	IFITM3
200626	SLC5A11
193431	CDIPT
202512	TBC1D1
215867	PWWP1
153789	DNMT3A
134472	ZBTB9
104427	e(y)2
144561	RBM17
209123	ZNF148
118299	PARP14
106466	DRG2
195865	XLKD1
186705	CD80
117667	GPR78
126829	TRIM17
122881	RLN1
156433	SDPR
189180	SEZ6
173085	BBS2
212680	TIMP2
236928	POTE15
197839	SH3BP5
230842	LOC155435
166481	CD2BP2
162862	C11orf24
149151	C1QTNF8
204002	ENTPD2
188240	RPL38
158749	UGT2A1
220033	ITSN2
186024	FLJ10980
193265	FLJ30851
218186	KRT3
193067	TESK2
166903	GP2
157528	GP5
105497	RRAGA
214655	INHBC
156570	PPAT
179911	FLJ30046
144110	SGCG
135336	CYP2C19
204476	PPIH
118104	NEK3
206959	PDCD7
128637	FUT5
186921	RDH14
135689	C10orf72
106015	FLJ20014
135861	MGC11102
170408	TMEM27
170532	CD226
147526	RBM24
136557	ZNRD1
130624	Spc25
186085	YWHAE
112284	LRRC25
176815	FEN1
151487	C7orf13
166846	MRPL30
139431	SLCO1B1
149130	HNRPM
117513	TRIM54
