GeneSymbol,Sui1,Sui2,Sui3,Ctrl1,Ctrl2,Ctrl3
LIMS3L,9.373294,9.186721,9.472727,6.9242907,7.0486317,6.8142295
PRKDC,5.875342,6.7602487,6.87325,4.7803497,4.4511414,4.908802
HNRNPA0,11.463771,11.502718,11.578707,10.019968,10.346766,9.895808
TAGLN2,13.9388075,14.724398,15.037497,12.11016,12.381718,11.632025
AP2A1,8.846314,8.983316,9.504573,4.8666935,5.9598756,4.241206
GNB2L1,16.415878,16.329681,16.145859,15.0944605,14.7877445,15.19475
XKRY2,6.115108,4.7656837,5.6074047,2.40226,2.321939,2.7142286
MTMR2,3.8540637,5.863599,5.357389,3.522311,2.7243333,2.7142286
SUMF1,9.666005,10.194184,10.357408,8.250303,7.8902817,9.013949
AP4B1,6.479433,6.797141,7.1021814,5.0582914,4.361352,5.3553486
EPN2,5.5849376,5.4378843,5.881299,4.1768637,4.1998096,4.664129
STOX1,7.44921,7.3498216,7.4029403,5.933146,5.5283194,6.6615257
TMEM14C,10.056459,9.957294,10.265694,8.889883,8.903764,8.929607
DUSP19,4.7672606,5.0537863,5.582201,4.376878,3.923121,4.0312443
DDT,9.871008,9.820923,10.184123,8.064741,7.647107,7.334503
PCBP3,9.039978,9.337923,9.514529,7.6427007,7.4064503,7.9646306
FAM13C,6.846284,6.9025283,7.5473385,5.4502034,5.3567867,4.9649878
MTERF,7.0852866,7.4695816,7.4996395,6.068529,5.545512,6.623417
SF1,12.039318,10.529222,11.876356,10.053328,10.116143,9.415343
IL34,7.1212916,6.479214,7.3337026,5.4601517,4.5414963,6.169783
IRX6,4.8530493,4.062905,5.0445786,2.40226,2.3797996,2.7142286
LEPROTL1,10.539252,10.788215,10.736468,8.960953,8.496713,9.763987
MKLN1,5.504133,6.6481214,6.7991276,4.555784,4.4306426,4.106448
TULP3,7.4032884,6.831316,7.4423423,5.843747,5.6439557,5.521169
FLT3,5.319147,4.7847733,5.086974,3.5817819,3.9461844,2.7142286
PSMB3,11.980884,11.868411,12.101241,10.723103,10.400971,11.215044
GPR137,11.598731,11.303595,12.14873,9.145311,9.24802,8.431769
CAMK1D,7.375491,6.8263764,7.3443427,5.8470993,5.448286,6.541573
COPS5,8.158024,8.5081415,8.411811,6.536249,5.6111913,7.4319077
C17orf97,5.5309505,4.918431,5.9433618,2.7432523,2.321939,2.7142286
ZFP64,4.951174,4.5475106,4.8908243,3.0541406,2.8989482,2.7142286
LIMK2,4.14484,3.2610264,3.9333494,2.906821,2.5671337,2.7142286
TMEM106B,7.0631843,8.014848,7.896464,5.1036615,5.3756557,5.4597015
CREB3,6.6796837,6.086739,6.838308,5.3735766,5.1214566,5.6599417
FOXD4L3,8.724232,7.853599,8.511104,6.5987854,7.338853,5.4132504
MCF2L2,4.0088277,3.4104786,5.5016727,2.40226,2.321939,2.7142286
C7orf26,4.50941,4.9327335,5.037864,2.5708435,2.5518928,2.7142286
MANSC1,7.1529408,8.629747,8.394402,6.1627703,6.269723,7.1119547
SLC24A5,8.8934965,8.761969,9.539144,7.6110024,7.986774,5.975697
C9orf72,3.4379828,4.704356,4.595688,2.40226,2.5371985,2.7142286
HLA-DRA,12.932867,12.472906,12.769161,11.485429,12.232483,11.109952
SULT1C2,8.685518,8.062759,8.734895,6.4656563,7.7722955,5.936049
HRASLS5,4.4917784,4.0242834,4.8956866,2.40226,2.5388649,2.7142286
ENTPD4,5.468715,6.2074194,6.4302683,4.2694125,4.421663,5.0318804
ATL2,7.2814045,8.613133,8.283923,6.092454,6.2339854,6.577107
ELK4,6.6372147,6.619105,6.7369103,4.716345,4.658758,4.6371946
NDUFV1,8.431292,7.825309,8.5621,6.2743387,6.4519444,5.94424
GNB4,8.930866,8.29227,9.01791,7.3124523,7.4862003,6.480365
ELF3,5.008469,4.738517,4.8502564,2.7091246,2.5708044,3.8411644
SLC25A14,5.4378843,6.3956656,6.4846835,4.308884,4.2797985,5.392152
EFHC1,6.341196,7.621016,7.5604496,3.2648826,2.4230201,4.3393116
TGFB1I1,10.865481,10.665537,10.923263,9.145916,9.503593,8.801211
TSPYL5,13.075919,12.7863655,13.16298,11.5319195,11.861773,11.130605
DBR1,7.603404,8.309197,8.748095,6.810256,6.441903,6.4515224
PELI1,5.2338896,7.6110024,7.453197,4.2764645,4.361652,4.4329257
SYNE3,5.0707417,5.048688,5.2951555,4.168006,3.7577233,2.7142286
PCDHB15,8.332476,8.513381,8.686036,6.3213425,6.692795,5.933146
TM4SF18,6.3097878,6.264223,6.222828,2.9331691,4.5766115,2.7142286
JPH2,5.836899,5.745869,6.3165727,4.1363263,4.153226,3.9981012
KCNE4,6.892318,6.6528606,7.6009374,5.5948434,4.7483606,5.8431883
CTH,4.078122,4.9390373,4.974526,2.7198572,2.4952557,2.7142286
DYSF,9.431776,9.206027,9.829112,7.653919,7.6625843,7.005672
PCIF1,4.8742833,4.797797,5.5380187,3.4891331,2.5806773,4.1480393
METTL12,5.1695967,4.603726,5.2076383,4.072624,3.7923815,3.7491002
BZW1,5.059244,4.946499,5.84353,4.356231,3.3316076,3.9220812
TAC3,5.1690845,5.3119736,5.4188485,4.0376983,4.4036717,4.2139645
CUTA,10.219862,9.833418,10.247852,7.941316,8.083228,8.142111
CYP27A1,8.982964,8.184005,9.071984,7.235782,7.178455,6.675727
ZNF254,9.941223,10.01053,10.28504,8.12697,7.0922346,8.912462
OCLN,6.068231,7.121966,7.009617,4.127028,3.566245,5.101719
SLC50A1,5.7544045,6.478223,7.0338125,4.4709806,3.364674,2.7142286
PPP6C,8.996938,10.447424,10.424268,5.689811,4.512085,6.6077285
MBD3L2,9.596903,9.899038,10.372992,8.594311,8.443283,7.6820364
ZNF674,4.3852677,4.3336263,4.9159145,3.06652,2.641486,2.7142286
AMPD2,7.5374155,7.0937395,7.707206,6.109791,6.0498033,6.8099895
ENDOV,9.427798,8.5494995,9.235772,6.9071093,7.067275,7.790695
MARCKSL1,5.5780144,4.768012,5.8624034,4.398166,3.2919016,2.7142286
SEMA3D,4.091751,4.22796,4.7806697,2.5565972,2.5381007,2.7142286
VOPP1,14.829233,14.686215,15.086833,13.6088705,13.772591,13.315381
CLEC10A,6.1842575,5.2289534,6.000389,2.741453,4.291591,2.7142286
CASP6,8.467936,9.086115,8.885658,6.839131,6.115108,7.9366703
TNFSF4,7.4930873,6.916335,7.350821,5.23751,5.378694,4.6178684
LIMD2,4.930646,4.601138,5.0754943,3.0557737,3.2915397,4.061492
GYG1,7.028596,7.5506597,7.5590816,4.9624763,4.742097,5.2490454
C16orf93,5.341198,5.0815535,5.4742193,3.511187,2.6075413,4.5584702
AMACR,8.369672,8.359694,8.426688,6.501256,5.6903124,7.66203
AGTPBP1,5.7160873,6.155312,6.451195,3.711918,3.7254443,4.426958
GIMAP4,5.892097,6.3055634,6.100969,4.6580706,4.1460724,5.258991
LOC81691,5.327231,4.9791727,5.7062526,3.651882,2.5205655,4.1238685
SERPINB11,5.1383753,6.475436,6.0534716,2.40226,2.321939,4.5147347
MSRA,7.610516,7.3272877,7.6041646,5.64612,5.605764,6.325571
NSA2,12.0276375,11.880573,12.05847,9.65976,9.245302,10.177114
RPLP0,13.102703,13.236822,13.407609,11.042698,10.463371,11.560069
ID1,12.034064,11.16472,11.868411,9.638487,8.858631,10.36785
HCFC1R1,8.599846,7.4893017,8.357734,6.803846,6.6237707,7.3387523
PLEKHG2,5.71721,5.155363,5.926322,4.4211392,4.7221856,4.398624
NFIA,5.6907263,5.71665,6.224195,3.3333666,2.687352,2.7142286
MUL1,4.7965403,5.0525007,5.4416275,2.40226,2.321939,2.7142286
PGM2,8.6591835,10.13847,9.849711,6.666587,7.0256453,7.4175987
PMPCB,14.470163,14.397499,14.367616,13.30664,12.523493,13.623189
MINA,5.060421,6.167198,6.0500765,3.0850291,2.6967356,2.7142286
EPM2AIP1,9.745317,9.697975,10.048109,6.8001757,5.5922656,8.100958
C2orf44,4.276798,5.747036,5.73315,2.9058833,3.444628,2.7142286
MAPK8IP2,8.866583,8.491215,8.937161,7.8321924,8.257862,7.1304045
BRAP,4.308195,4.798167,5.233345,3.3379085,2.6887681,3.8911207
ARMCX1,12.8701515,12.894417,12.932867,11.659075,11.565413,11.384468
COX5A,15.611422,15.810331,15.810331,14.34987,13.14139,14.871388
C6orf162,7.223984,7.2409544,7.37162,5.85236,6.0171328,6.2551575
CD58,12.5179615,12.827446,12.605122,11.208017,9.77993,11.72074
KCTD14,11.495322,11.328102,11.947404,10.14187,10.724119,9.602049
KCTD15,3.960055,3.8108041,5.2310953,2.6318378,2.5427525,2.7142286
CYP11A1,6.67195,6.9302964,6.855054,2.40226,2.321939,2.7142286
GUF1,4.3531284,6.160579,6.155931,3.6110504,3.5137975,2.7142286
NPTXR,4.527587,3.5343676,4.9568343,2.8465586,2.5677466,2.7142286
CD207,4.848263,5.084514,5.4152994,3.419341,2.5367534,4.0968223
PCDHB8,5.4405127,5.0454698,5.746072,3.0555336,3.1113236,2.7142286
TMEM222,5.2288184,5.073347,5.803222,2.40226,2.321939,2.7142286
STARD3NL,10.0488205,10.138822,10.300101,8.511688,9.314464,7.9423265
OAT,8.74786,10.227886,9.986485,5.823022,6.451832,4.965759
TM2D2,7.6708727,7.7878222,8.145014,5.356451,5.306385,6.1569757
GEMIN2,10.612221,10.459005,10.698569,8.319537,7.6646686,9.248292
SCAPER,7.0058603,7.1663923,7.3344173,5.8271227,5.304491,6.2237554
TMEM101,7.314389,7.0212097,7.3910623,5.4006605,4.136539,6.209034
CENPV,7.460343,6.7287602,7.44404,5.289925,6.02308,5.1873
TAF1A,6.1395626,6.7013235,6.7947354,5.077148,4.3442473,5.132945
PRDX6,12.603256,12.498012,12.9447775,11.066602,10.181631,11.568327
NR1I3,4.9960113,4.721236,5.5392694,2.40226,2.4901273,2.7142286
ITPRIPL1,4.5826607,4.616419,5.1205626,2.8608367,3.9256802,2.7142286
CXorf36,7.8054647,7.708001,7.953031,6.381566,6.4686866,5.883298
INA,6.1951056,6.746238,6.5641923,5.3679714,3.114284,4.1482506
WARS2,7.0639715,7.461727,7.596528,6.0610013,5.3774734,6.860174
C8orf48,9.663743,9.529148,9.435581,7.4326334,6.404497,8.392971
GPR150,12.940902,12.884041,15.0707,11.322951,11.416295,10.7624655
ASCL4,6.173869,5.2078743,6.0526934,3.6770802,3.7264605,2.7142286
PSPH,8.99479,9.684095,9.841322,7.5783663,6.6810207,8.436441
RPS9,12.865729,12.207821,12.886034,11.264488,10.652055,11.651571
FBLN1,13.210655,12.023454,13.010381,10.409346,11.138425,9.560896
MNX1,3.8586392,3.9280982,4.225193,3.1972852,2.6468687,2.7142286
CREM,7.6187067,7.759807,7.957269,6.510274,6.586761,6.9923296
OLFML3,5.932256,5.321704,6.1845765,3.9008539,4.6968546,2.7142286
C16orf5,7.3999248,7.3684807,7.8053846,5.3325796,5.4528074,4.935468
STK16,8.863025,8.11041,8.896944,7.4163513,7.1307826,8.06159
RAB3GAP2,6.6439714,7.940579,7.7575216,5.80731,5.665606,6.2416244
ERP29,8.821335,8.250303,8.793455,6.6823664,6.603179,7.401808
EFEMP2,7.2267556,6.306982,7.168271,4.983341,4.601462,4.007384
TNFRSF25,9.5262575,9.275657,9.432212,7.9322762,8.3831215,8.0818
KCNA4,3.562801,4.5657125,4.401291,3.0727675,3.078398,2.7142286
ARL17A,8.168149,8.176814,8.260941,6.2054386,5.616986,6.5305505
PLEKHG1,8.360065,8.798353,8.810108,6.914075,6.790149,6.80817
PCOLCE2,8.379221,8.935365,9.0324955,6.771611,7.458779,5.0059524
SNAPC5,5.426605,4.6444893,5.448286,3.4990408,3.5036988,4.306483
CBLL1,7.9819326,7.9986053,8.257862,5.4222903,4.7803497,5.4274263
VAMP3,6.3881164,7.842215,7.874944,2.7356446,2.72451,2.7142286
PIGP,10.245392,10.245392,10.399864,9.002878,8.720721,9.556101
WDR85,4.9854198,5.0451765,5.572616,3.7373097,3.5400918,4.1051693
OXGR1,4.433946,6.286615,6.101186,3.7400699,4.1268673,2.7142286
DONSON,4.1322355,3.556685,4.0554423,3.2232866,2.7102113,2.7142286
RHCE,4.250881,3.6248083,4.3287325,2.7194805,2.5229826,2.7142286
PLAGL2,12.558536,12.257767,12.260759,10.526024,9.429116,11.030656
SLC9A9,4.3072076,6.080242,5.7752256,2.40226,2.4768622,2.7142286
H3F3B,14.189693,13.5661545,14.256307,13.157557,12.971699,12.834035
SERINC4,8.491839,8.200505,8.66577,6.9146886,6.757248,7.210891
TAB2,7.705722,9.053747,8.899029,6.551743,6.7201805,6.851386
WRNIP1,5.614941,5.5611553,5.973984,3.764219,2.7707927,4.002015
EIF3H,16.020792,15.802755,15.6947775,14.556878,13.863212,14.781187
C7orf25,4.9811487,5.489229,5.8709373,2.7361488,2.381897,2.7142286
CDH22,4.8518014,4.3168616,5.2246413,2.5948143,3.86762,2.7142286
BTN2A1,4.2740746,3.396071,4.337546,2.40226,2.5568204,2.7142286
SNRPB2,10.0966015,10.372307,10.420767,8.758309,9.353999,9.30641
USP42,8.162919,8.54903,8.668161,6.9051046,6.765645,7.6501007
C6orf211,6.0012007,7.2159653,7.196355,4.4227324,3.394412,4.7039185
TOMM6,12.753229,12.683257,12.95899,11.092231,10.567241,11.470256
SIRT4,4.117934,3.7149198,4.5490704,2.40226,2.321939,2.7142286
FAHD2B,6.7419415,6.1433287,6.7930126,4.6180058,4.220448,4.6618958
PTPRO,4.239029,4.0737867,4.198597,3.0310795,2.544478,2.7142286
PPM1B,5.668887,6.2663765,6.3370285,3.6557415,4.3407927,2.7142286
ARAF,8.645599,8.0783205,8.558544,6.1752477,5.804196,6.662963
CENPA,7.1125913,7.4576454,7.4549522,5.348003,4.3513455,5.333168
ZFYVE28,4.552917,3.7213142,4.726732,3.551005,2.8559146,2.7142286
TGIF1,7.0805044,6.92287,7.4787903,5.2908654,6.0059385,4.946173
FAM127B,6.0144,6.1682563,6.6042576,5.5183716,4.6690264,5.036945
ADCYAP1,5.2465577,5.5139637,6.2462206,4.302937,4.1200747,2.7142286
REV1,13.374658,13.534111,13.558053,12.381718,11.483732,12.76958
PRB4,5.651964,5.0617394,6.0097103,2.40226,2.3758204,2.7142286
TGM3,4.050203,5.6632776,5.1723833,2.40226,2.321939,2.7142286
UTS2,6.5278387,5.8925247,7.1053042,2.6006823,4.449462,2.7142286
CENPT,4.955474,3.6723742,4.716429,3.4087007,2.990258,2.7142286
CORIN,5.224035,6.662898,6.4515224,3.74275,4.9490476,2.7142286
UBE2E2,7.485935,8.088855,8.062105,6.363714,6.2309084,6.6634283
LSM4,9.762669,8.822589,9.596323,7.956772,7.3234544,8.331352
RASGRP4,8.290002,8.233757,8.719443,6.9301534,7.3416286,6.971482
PLN,8.624963,9.778578,9.42398,7.1185927,7.9545755,5.8370657
SLC27A2,5.4450817,6.232532,6.0041523,4.955221,4.4364347,4.505867
HIATL1,6.611318,8.086616,8.033257,5.412765,5.74159,4.857743
HLA-DQA2,6.7647514,5.8672147,6.811257,4.1017456,2.7533615,4.6915617
TM6SF1,8.725424,9.147203,9.345572,6.391786,6.8521895,6.332522
RGS10,6.5845566,6.2231436,6.7586613,2.40226,2.321939,2.7142286
DCTN6,6.2927313,7.0448594,7.230671,4.0235295,2.96687,5.070568
NKX2-5,4.594731,4.0300636,4.821677,2.40226,2.4295352,2.7142286
SLC15A4,5.585765,6.743911,6.659086,4.7673564,4.652516,5.3212256
SRPK3,11.765598,11.529901,11.8025465,10.205651,10.471407,9.411669
RASGRF1,3.8596144,3.2248788,4.185455,2.40226,2.321939,2.7142286
RPS18,16.521275,16.497816,16.81259,12.51403,11.772862,12.842107
MYO18A,4.4098687,3.7711508,4.603215,2.40226,2.321939,3.7256174
SUN1,7.68458,6.997735,7.4967923,5.504032,4.61618,6.2984424
APBB1IP,4.4281034,4.5509915,5.5006742,3.311758,3.0214465,2.7142286
ZG16B,11.561417,12.262787,12.05633,10.610866,10.59804,10.02537
AKAP13,8.180084,8.155948,8.06389,6.954006,7.1181965,6.144846
TCTN3,8.156159,8.597583,8.62847,7.086906,7.1791954,7.251615
YTHDC1,7.156258,8.4608555,8.259913,6.335389,6.399041,6.9114647
NCK1,6.4575844,7.557356,7.397414,5.0851626,5.5804987,5.257923
LRRC8B,7.114178,7.7007737,7.8677835,4.98843,4.885089,5.720952
NUDT9,8.546183,8.580699,8.621185,7.222482,7.149816,7.7405033
ABCC4,5.2125382,5.4818487,5.662875,3.4712608,4.4549,3.6459155
ZNF639,10.7668085,11.211084,11.114534,8.364852,7.958565,8.7247925
CPT1A,6.633157,6.423693,6.770053,5.087957,4.6817822,4.5816107
PPP2R5B,5.943867,5.268001,6.1775637,2.9181128,2.7447684,2.7142286
CCT8,6.467528,7.5252247,7.6088924,5.787596,6.269415,6.1810484
BIN1,12.63122,12.882414,13.290176,10.073027,10.906495,9.676287
TMED9,9.741042,9.054023,9.736055,7.8884606,8.897565,7.8990545
CHAMP1,8.663023,9.367223,9.294687,6.1072364,6.0675216,6.813992
KRTAP10-2,11.083378,11.037153,11.244703,9.42337,9.218177,9.206027
PGK1,9.056177,10.025688,9.876755,5.8578043,5.088817,7.244165
ATRN,3.6754434,3.6741207,4.549966,2.7994153,3.2104292,2.7142286
CMTM4,15.037497,14.85812,15.363741,11.941289,12.188065,11.328824
ZBTB5,5.204686,5.7494307,6.08602,2.40226,2.4897523,2.7142286
DAZAP1,8.314019,7.083456,8.260496,4.22766,3.0470726,5.1766562
NIT1,9.547909,9.449181,9.495315,7.882806,8.376336,6.620946
GOT1,8.164279,8.560683,8.572102,5.0283804,4.237859,6.1777897
DYRK1A,6.511315,6.452314,6.7732234,5.479278,5.2233653,6.0109563
RPL39,15.802755,15.817475,15.94125,11.2878685,11.838733,11.26055
CRYZ,7.949853,8.692802,8.110033,6.565783,6.5802035,7.0860972
GCH1,7.154909,8.326145,8.2671175,4.2210984,4.5123796,4.751259
MSMO1,5.090315,8.895473,8.6444645,2.9748716,2.541493,2.7142286
LILRB4,5.5902443,5.627329,6.220003,4.862599,4.66927,3.9266558
GOLGA8B,12.776396,12.676295,12.762406,11.655158,11.816624,11.44853
PLA2G7,3.8833592,4.0767603,4.1871023,3.7098908,2.508774,2.7142286
PBXIP1,8.380661,8.301197,8.999218,6.9122157,6.937387,6.690588
ZFP2,9.741798,9.494271,9.726027,7.7576666,7.508727,8.083682
POLR2M,6.748068,7.030312,7.119904,5.142813,4.22028,5.725422
HTR3D,8.320503,8.167467,8.449898,6.512538,7.368642,6.194211
MCM9,6.67988,7.5884356,7.611314,5.013703,5.5088468,6.4184194
ATP5J,7.364819,6.9164605,7.4653664,4.480181,5.0288014,5.52085
XPNPEP2,7.1496105,6.849284,7.4287148,4.290014,6.032942,5.1449966
SLC25A3,6.488229,7.302719,7.189563,4.5317755,5.437136,2.7142286
CD52,11.012104,10.763815,10.913504,7.9593067,7.6118584,8.352226
PLA2G12A,11.888534,11.960107,11.988239,10.742602,10.19588,11.067806
BLVRA,6.5624113,6.07898,6.606258,4.244306,3.7149782,4.475528
GPSM2,7.991049,9.620511,9.377128,7.1119547,7.285965,7.7443953
TGFB1I1,10.662741,10.303625,10.941301,8.977427,9.583564,8.560934
MTX2,8.834381,9.129143,9.2522135,7.165257,6.3153296,8.255036
OSBPL9,5.56448,6.930444,6.780708,4.557207,4.4032717,5.330752
PCBP2,9.28366,9.924754,9.9499035,6.9175663,6.9015203,7.009877
ZC3H10,6.080415,5.295641,6.025599,4.4435825,4.5810018,4.542663
NPM3,4.602352,4.8248634,5.0438504,2.40226,2.3724735,4.05196
IQCB1,6.4624968,6.7688985,7.005672,5.5976067,5.3704596,6.201338
CASZ1,6.928558,6.178033,6.9044466,3.9843094,3.6724572,5.5953474
LRRC3,11.0049515,10.860192,11.229124,8.785167,9.083969,8.467682
TMEM91,9.5732565,9.547329,9.566102,8.329979,8.251398,8.424615
SRM,7.5279884,7.413684,7.935852,6.05078,6.4113684,6.267694
WT1,5.3354206,5.5056233,5.915755,4.109511,4.3895655,3.6700795
IL12A,6.756867,6.9689274,7.0277405,4.6631274,4.035119,5.5479693
ZDHHC16,7.35816,7.3770733,7.621962,5.729695,5.957869,6.4302683
PCDHB5,9.908669,9.585403,9.952078,7.2088523,7.9110446,5.5705447
ZBED3,9.427557,9.203595,9.55933,7.2311454,6.836541,7.492272
SLC6A12,4.7928057,4.5407596,4.33706,2.7762263,3.4566796,2.7142286
SLC33A1,6.4424357,7.728323,7.705722,3.031028,2.7287047,2.7142286
TM9SF3,9.064987,11.072833,10.764278,8.426688,8.491215,8.28125
FAM48A,11.112072,10.869612,10.99236,9.861066,9.045345,10.274517
HIAT1,6.6118855,8.402851,8.12697,4.748718,6.1341805,4.3122983
CARS,4.9776964,4.9551997,5.412715,3.4806867,2.8147497,2.7142286
GNRH1,8.394971,8.405779,8.415938,6.4779024,6.5008903,7.0229716
COL15A1,7.652527,9.137363,8.889111,4.266774,5.2395425,2.7142286
FUK,3.1086254,3.8093638,4.2990055,2.40226,2.4780936,2.7142286
ATXN2L,12.876511,12.582271,12.910279,10.135731,10.32396,10.128412
EIF5AL1,10.514053,10.130355,10.509837,7.708001,8.51414,7.050364
LAS1L,3.821495,4.675878,4.805525,2.963629,2.6793277,3.7806177
BPIFC,3.9793432,5.327313,4.6591988,3.7756724,2.5930436,2.7142286
SLC13A2,4.3385167,4.5773087,5.101446,3.046408,2.536884,3.7004464
ERH,11.901973,12.225569,12.330067,8.537839,8.661507,8.66937
TBC1D26,4.3649573,4.455368,4.7241144,2.6155438,3.4808114,2.7142286
MOV10,11.588155,11.72582,12.141655,10.725397,10.163281,10.370444
USF2,5.9766455,5.0761776,6.104963,4.2100534,3.9242413,4.9917054
MFSD1,8.973953,9.918085,9.7404375,5.3901777,5.06278,6.1517644
SCAF4,4.5751696,4.1837997,4.126639,3.3027048,3.4813476,2.7142286
HEATR7A,5.585607,5.8871374,6.2068,4.58482,4.2393126,5.378694
GLRX2,4.1038666,4.6771207,4.8098545,2.5924227,2.321939,2.7142286
ERCC1,5.398407,4.9905586,5.888277,4.589602,3.364386,4.442576
CMC2,10.757264,10.706334,10.93839,9.439513,9.264481,9.972606
ZNF181,5.8799286,6.7989893,6.793909,5.2814884,4.6851826,5.645803
ANKFN1,6.377808,6.223832,6.520748,5.385561,5.4215755,4.8127937
TSHZ3,9.921043,10.071003,6.810256,4.196241,3.432174,3.7496018
MBL2,5.473314,5.3913145,6.4823,2.7124677,2.8817427,2.7142286
TTC16,3.9453912,3.8890433,4.566374,2.755355,2.909164,2.7142286
NAPEPLD,6.878635,6.9943,7.151575,5.5564995,5.8909287,6.5713806
ADCK5,4.1947293,3.7496655,4.7532926,2.555726,2.4578426,2.7142286
FMO4,6.482607,7.0988016,6.8960614,5.060893,4.58385,5.3773055
BCL2L12,4.0084057,3.5712566,4.4504676,2.40226,2.4233122,2.7142286
ATP1B4,4.8265753,5.231331,4.822751,2.40226,2.9541953,2.7142286
FZD1,11.588738,11.498111,11.635198,9.925299,9.383952,10.637066
NDUFB1,14.664307,14.465102,14.565641,12.154334,11.689525,12.558536
STRADA,5.3055506,4.9128,5.8050203,2.78163,2.805491,2.7142286
MYO9B,12.536875,12.997008,13.067871,11.253947,11.19178,11.556304
IPO13,6.9542294,6.766217,7.3234544,5.7873955,5.531743,6.4854865
UCP2,5.242301,5.340957,5.9804316,3.7322,3.386392,2.7142286
RNF212,6.982941,6.910263,7.575063,6.0883517,6.181609,5.5447445
ARHGEF3,7.885641,7.786702,8.20819,6.1198945,5.418248,6.136034
RBM4B,10.625982,10.384716,10.70198,9.1677685,8.989331,9.625664
LDHA,11.284906,12.553246,12.126102,8.658453,8.243256,9.150213
FAM103A1,9.876755,10.113629,10.270979,8.093978,7.1794796,9.098285
GPR31,4.7898293,4.547057,5.1851473,3.0516095,2.851248,4.2967877
TLR5,11.403082,11.13109,11.498111,7.4907947,5.1429963,8.839615
EIF1,15.524231,15.435259,15.624666,13.817894,13.656815,13.723724
ARL5B,5.5657177,6.3044634,6.5035834,4.857743,4.737168,4.7912183
EGFL6,8.899575,9.085627,9.12949,7.110797,6.6465034,8.097798
CLEC1B,4.9679604,5.118635,3.4901466,2.6288142,2.800708,2.7142286
IRF2BP2,7.5681434,7.151324,7.6019335,6.3560824,6.339716,6.299513
CIZ1,6.7593565,6.2344794,7.346118,5.587184,4.3736234,4.9334927
CRISP3,7.9178753,10.085497,9.841879,3.4278586,3.244061,2.7142286
ALG12,4.011394,4.630869,5.1400714,2.740685,2.4619741,2.7142286
MT1B,7.1879163,7.263752,7.477742,6.2254443,5.2187696,5.064079
PPP1CA,9.499464,9.422861,9.883635,7.0761776,6.36327,7.9738917
C1orf68,7.3518395,6.5185375,7.2457843,4.797173,4.9002585,5.6982794
GABPB1,3.1470375,4.7123566,4.371496,2.40226,2.6624253,2.7142286
SCYL1,14.169585,14.047298,14.950525,12.997808,12.383165,12.518871
AGPHD1,6.4562845,6.4787445,6.6829343,3.8826368,3.581973,5.2523594
ART4,6.5449305,6.7317305,6.80557,3.8036265,3.525248,4.220408
TM4SF19,7.577086,7.237698,7.724129,4.16782,2.3710904,6.239938
TMEM69,8.719265,9.56072,9.366696,6.1185627,5.065757,7.4089947
COMMD9,7.296371,6.7806406,7.1449113,4.4057627,4.707479,5.150604
MTNR1B,3.6988547,3.5735762,4.7027063,2.694569,2.3487005,2.7142286
CES3,5.008125,4.9634323,5.7217937,3.3291955,3.1203766,4.5954747
ASIC4,7.8874903,7.5935655,7.6675444,6.0246544,5.3505816,6.532659
GOLGA6D,10.559528,11.260736,11.096521,9.125146,9.203595,8.556898
PATZ1,4.6392603,4.382533,4.5433993,2.40226,2.321939,2.7142286
LHFP,7.3537664,7.5609355,7.821103,4.6679726,5.318917,3.815084
BACE2,7.6914825,8.162919,8.282252,6.1540666,6.0835123,7.136918
MMP23B,9.868708,9.447962,9.869127,8.379032,8.734272,8.643942
CAT,6.0638137,7.9654055,7.7142315,5.2000065,5.527082,5.0192933
FAM122B,9.724155,10.106016,10.233028,7.3417463,6.80817,8.158024
GPR125,9.578096,9.648934,9.479307,7.033176,7.6391063,5.9622626
NGRN,9.677077,9.4650135,9.676287,7.5826674,7.8690057,7.782459
ADAM33,4.1785197,4.0817823,4.6773667,3.5499394,2.5914457,2.7142286
PEX2,7.4787903,8.029034,7.8887606,5.462748,4.7984,6.1229
TXNIP,8.32081,10.071424,9.9583645,4.9525814,4.817463,5.007815
MPDU1,5.7605114,5.468861,6.2807674,3.8022716,4.241539,4.571943
LPAR3,4.0122375,4.949176,4.5939355,2.7616515,2.6736941,2.7142286
ELOVL5,7.408511,8.750291,8.30461,6.158708,6.6161537,4.8538647
YPEL3,11.117146,11.477758,11.565413,10.755296,10.370444,9.890447
KRTAP10-7,4.1286426,4.064845,4.0142756,2.8903263,2.665607,2.7142286
HIC1,9.361388,9.672054,9.988911,8.27373,8.124939,7.774045
FGFR2,6.2094564,6.717805,6.7931223,5.547658,5.014899,5.786046
HSPBP1,7.948478,6.9596243,7.8083706,5.9140744,4.9280524,6.6363354
MELK,5.2976313,5.469462,5.3826632,3.4423401,3.1302388,3.868473
ATP5G2,12.94851,14.0382805,13.60078,11.602425,10.308672,11.758006
FPGT,7.881331,8.799684,8.696799,6.1237235,5.1191096,7.314858
RELN,7.3938465,8.403924,8.348194,6.519454,6.803846,5.7879405
TUBE1,7.139249,8.081139,8.079859,6.329738,6.315962,5.81057
ENTPD1,4.4238825,5.2861123,5.1695967,3.2176268,3.5195785,2.7142286
ASCC1,4.6796784,5.994349,6.1582985,3.0236452,2.3706524,4.1768637
CHML,11.996456,12.252377,12.152079,10.841244,10.410198,10.895426
DDX11,4.148326,3.2983913,4.222362,3.0865917,2.321939,2.7142286
