GeneSymbol,Sui1,Sui2,Sui3,Ctrl1,Ctrl2,Ctrl3
LYNX1,9.906078,9.797092,9.608214,12.137482,14.577539,11.803526
CYP2C19,3.4765897,3.9558363,3.4346006,4.9350576,4.870941,6.1475
CNGA3,6.3733473,6.330478,3.7378373,9.1571865,9.730509,7.6311665
MYOM1,2.8693225,3.3396237,2.5298138,5.729499,6.466912,5.5780144
LDHA,11.995798,12.724389,12.090469,13.77816,13.474723,13.838831
BMPR2,8.359116,8.436818,7.980775,9.851388,10.023317,9.800139
CD300LG,6.9597845,6.8439517,5.940206,8.46108,9.486761,7.7548165
SCAP,3.9215004,3.7116265,3.054751,5.2019563,5.739602,4.1944323
PRR25,5.4628654,4.9765434,4.8730736,6.642359,7.5957046,5.9697866
B3GALNT2,6.185018,6.137019,5.6277266,7.4305134,7.1091285,8.001938
BPIFB4,3.5257947,2.9806597,2.5298138,4.5619473,4.1116023,4.8129845
ZSCAN18,4.1995754,4.343332,3.5458796,5.486068,5.324585,5.3352385
DGKZ,7.291048,6.9267745,5.120473,9.543076,10.309196,8.11709
RECQL5,6.830491,6.4888625,5.8721113,7.8990545,8.101954,7.7353125
MESP2,5.0066247,4.5415864,5.4842925,9.707767,14.477078,10.199858
CREBBP,6.3475037,6.2181935,4.4165983,8.11314,8.938642,7.8950105
FAM117A,4.699913,4.510432,4.6997747,8.324475,7.963498,8.231217
GPR126,8.09481,8.012705,5.936049,10.999233,12.111954,9.183339
LMLN,4.538009,3.767658,4.3435087,5.364506,5.2864757,5.8260937
MRAS,4.941959,4.9716687,5.319322,7.330609,8.94584,7.977798
CSF1R,4.247935,3.702463,3.97041,5.3793936,5.7567124,5.0173087
DENND1A,8.766442,8.6412945,7.6571846,12.6371975,12.968975,9.75827
PDE7B,5.0265822,3.9718719,3.5124073,6.3109765,6.200865,6.3429403
RUNDC3A,5.7289305,5.4143863,5.604421,7.4722385,7.08654,6.330478
C9orf69,6.8644476,6.3861923,6.432352,11.502718,13.944793,11.720169
ANKRD36,4.8685017,4.7548046,4.7261906,6.726857,8.463501,7.4414616
RAI14,5.1950855,5.022846,4.92266,7.054372,7.8387737,6.591183
PDE4B,2.4719083,3.2006407,2.5298138,5.5363383,6.899335,4.706327
SIX4,5.9844937,6.0199375,4.82666,8.873648,8.940154,7.8525953
ZNF446,7.392685,7.0007043,6.620374,12.511141,15.349743,12.047245
PTPN7,3.832236,3.9985414,3.73288,5.5749984,5.8971057,5.2419806
UBAC2,5.7221518,5.7868733,4.934609,8.213747,8.79426,6.923673
METTL24,6.0571933,6.0264854,4.7986064,8.692199,9.40014,7.406126
HPCA,3.4449482,3.600565,3.2581422,4.3429794,4.777969,4.420427
HDGFRP3,10.032133,10.554965,10.3287735,11.981694,12.400824,11.440353
LIMK1,3.0639234,3.0807915,2.5298138,4.0602074,4.3393116,5.306878
SCGB1C1,4.0312443,3.2580895,2.5298138,5.6007853,6.242847,4.684683
GCNT4,4.0605173,4.0266733,3.4702885,5.5732193,5.7558413,5.287621
C6orf25,4.104476,4.302381,3.4314842,5.631791,5.3829103,4.934494
GJB4,4.57443,4.609306,2.5298138,6.33467,7.5060663,5.4884005
S1PR2,3.7996526,4.0084057,3.2953048,6.0974174,6.4362974,4.880442
IGF1,4.0395255,4.172569,4.181718,8.362987,8.352931,5.182358
IL6ST,6.233621,6.055044,4.426391,9.401541,9.823519,8.891789
PARP2,4.1103888,4.154105,3.9026864,6.900007,6.81718,7.5937862
CTHRC1,6.2436314,6.026651,6.430588,7.339639,6.8663197,8.125946
CACNA1G,5.8001394,5.425783,2.5298138,8.161406,8.923857,7.091443
RRBP1,5.7618184,5.62576,3.8778594,8.353875,8.444284,8.534376
TMTC4,4.4597583,4.709507,4.456195,5.5567894,5.825096,6.010144
NFATC4,7.6611385,7.770058,7.487252,10.39178,9.811254,9.889372
TGFBR2,5.584798,5.7139206,4.3627133,8.233757,8.264844,8.442238
KIF3A,7.575063,7.3274326,7.128067,13.285887,15.11521,12.147847
LRRC45,4.70553,4.793372,4.878859,10.175364,14.3721695,10.012964
ANK2,4.394501,4.152693,4.077522,8.070031,9.848838,8.684177
GTF2I,4.5520864,4.879589,4.2666883,6.22529,6.2668095,5.836636
ALDH3B1,3.8761678,3.675754,3.2873769,5.7512326,4.9688473,4.992588
ZGPAT,7.836075,7.678397,8.241605,12.333421,14.9338665,11.774545
IL17RC,6.3246574,5.8799286,3.7293084,8.535992,9.380006,7.3239756
ABCF1,8.686241,8.388787,5.965118,11.060873,10.335287,11.374504
USP53,2.8723288,3.4619842,2.5298138,4.19905,4.2153163,4.435256
STK17B,5.8238115,5.8856587,5.8146787,6.9272623,6.90637,7.349155
SCML1,7.885477,8.750627,8.4544935,9.928209,10.515753,9.3311405
KLC1,9.596323,8.64162,9.167101,10.16481,10.45054,10.327478
EAF1,4.1829023,4.399774,4.895153,5.4603715,5.360958,5.7784405
ANKRD13B,3.6435971,3.9304352,2.5298138,5.322221,5.7521687,5.196532
MTRNR2L10,11.429298,11.5970955,11.049349,12.8504505,12.7999325,12.088873
TEDDM1,5.765443,5.842232,6.057597,7.408511,7.5600314,6.838841
NEK4,3.1105711,4.263328,3.2986233,5.101082,5.514472,5.1041756
ELN,8.399075,8.139545,8.096613,12.646872,11.284906,12.104866
TXLNG,4.5923166,4.6589785,2.5298138,6.687329,5.8578043,7.617444
CXCL3,3.1907606,3.164834,3.829629,6.6933856,7.461136,4.9630775
SMARCA4,9.435581,8.701443,8.929789,10.482056,10.809334,9.688192
CACNA1C,2.4719083,3.2889075,3.1652517,4.6531234,5.609126,4.4402385
C10orf54,4.113597,4.2297215,4.745449,5.4915733,5.9844937,6.082697
TBC1D2B,5.651046,5.332247,5.680639,6.320785,8.070031,7.1430416
PPARD,5.485526,5.305151,5.556673,6.55588,6.944502,6.1764293
TFCP2L1,3.774606,4.1342125,3.5056245,5.958368,5.0116887,6.371399
INHBA,3.206149,3.330787,3.1790903,5.1129622,4.9514365,4.631689
KCNH7,3.7647717,3.2016072,3.5357988,6.0442047,6.4096465,4.4227324
CARNS1,4.5135365,4.664677,4.6966505,6.681306,7.9429355,5.829029
DHRS3,10.343577,9.264481,9.566556,11.077353,11.262925,11.14374
RIMS3,5.4312105,5.2103863,3.5988514,7.2584467,7.781934,6.471174
ST6GAL2,10.816673,10.506028,10.5706415,13.109019,11.720169,12.782246
NAIF1,6.22667,5.829137,5.1419806,8.527493,8.663023,7.1668367
CREB1,5.7052345,6.333235,5.590896,7.4180574,7.2971845,7.9658217
CCM2,3.1829064,3.240584,2.5298138,4.611586,3.6605582,5.3031816
TMEM121,3.3221292,3.0862432,3.229893,4.1167736,4.5772457,5.1751995
CDKN2AIP,5.308578,6.236787,5.5890393,6.97089,6.406856,7.591131
SIGLEC6,6.1144166,5.90508,5.921834,7.2612886,8.059607,6.581871
NEMF,7.1394086,7.2828,6.5182953,9.47565,8.853594,10.397472
RILPL2,9.9366255,9.072619,9.367318,10.72234,10.994182,10.291781
WTAP,2.4719083,3.2158976,2.5298138,3.830921,3.8888285,4.2824335
LATS1,5.975436,6.0641775,5.399669,7.069825,7.5937862,6.756867
MRPS18B,6.074355,6.633497,6.309328,7.9360776,7.11231,7.845444
EMR2,7.524371,7.327876,6.312481,11.116047,11.080624,8.588231
SCMH1,5.099951,5.134428,3.6088707,7.167445,8.115327,6.508423
ZNF519,12.896545,12.984166,7.256098,16.61336,16.406332,16.61336
RELT,3.7576258,4.1081123,3.5280414,5.4879975,5.0269723,5.425783
SHISA7,6.092865,6.002917,5.7743616,7.7517877,8.483022,7.4844337
ATP8B4,2.8671954,2.4393156,2.5298138,4.749344,3.6088707,6.061526
SCN4A,4.323667,3.3907783,2.5298138,6.0443215,6.358489,4.497106
MAMSTR,6.173059,6.1061025,6.466912,7.723105,7.5473385,6.831974
AGXT2L2,6.6991715,6.232353,6.3008804,8.116853,7.478624,8.565933
RD3,6.2662525,6.1622915,5.534527,8.824075,10.060002,7.123337
SGK2,6.3506703,6.3591447,6.8222227,8.825005,9.504573,7.2584467
FN1,4.2706256,4.7774615,4.0591407,6.871713,7.25239,5.134325
ACTR2,5.7993927,5.98679,5.6136966,8.645865,8.61194,8.49274
RERE,3.8356235,3.305028,2.5298138,5.093019,4.6214614,4.4544683
SPTAN1,4.5431247,5.1851473,4.772145,6.8639126,7.21777,5.9531174
CD6,8.052673,7.7146215,7.039083,10.165683,11.161419,8.676429
USP51,3.6398578,3.827079,3.7387798,5.4449787,4.687922,5.5962257
LMX1A,5.2917566,5.23751,5.690879,6.8299503,6.8179574,5.890724
USH1C,3.5682383,3.2547126,3.95762,5.465017,5.3088875,4.948243
UACA,3.6473546,3.7175083,2.5298138,5.2457275,4.667838,4.917389
CECR5,5.1489196,5.3811703,4.9620485,6.742047,5.6879845,7.2625895
CD244,5.1424937,5.0306683,4.3640904,6.893687,7.667949,6.2050104
GRIK3,4.326988,4.7641697,3.7848341,6.3630314,6.5491953,6.2562094
MCM4,4.2013807,4.2290382,4.3080945,5.6748805,6.5133467,5.8531475
IRF8,5.208487,4.729856,3.117857,7.044444,7.8073697,5.862639
C6orf223,5.658135,5.260477,4.278745,7.628978,8.079019,6.5082088
HIPK2,6.1112947,6.0470095,6.164475,7.389295,7.7455125,6.5592313
MUC7,9.644891,9.460142,9.294111,11.743246,12.375847,10.19588
ABCF1,3.816978,4.8464804,5.036945,5.6969137,5.725304,6.5520563
PDLIM5,5.922149,6.359564,6.1278195,7.598658,7.5543127,7.2565737
PPP1R9A,7.4750404,7.1185927,5.4656067,14.26655,15.541786,13.58909
EIF4G1,8.167571,7.8158617,8.131971,9.73349,9.959122,9.137097
AMY2A,9.4622965,9.169908,8.833419,10.335287,10.291393,10.523233
TPH1,3.813014,4.1311307,2.5298138,6.2996116,5.855895,5.352535
ANKRD20A3,4.454296,4.7228413,3.8114862,7.264264,5.803222,8.446807
NFIB,10.184565,10.135731,10.205914,11.379566,11.72582,10.841244
KDM4C,8.035228,7.8000884,6.6504097,11.024382,12.060875,9.257358
ARL13B,4.7315288,5.347545,3.3032122,8.339581,8.083021,8.114076
TXNDC2,2.807524,2.4393156,3.7726316,3.7844083,5.049921,4.837774
CCDC68,4.3753858,4.9077625,4.984947,6.10961,6.1396914,6.616065
INF2,5.2185063,4.953661,5.181946,6.365857,6.2690125,5.942533
LRRC4C,3.5492003,4.439973,3.9701643,5.1744866,5.2241426,4.885944
CYP11B2,5.417767,5.1973233,5.0621953,6.8448243,7.0163207,6.3685756
CEND1,4.398166,4.2645173,4.0737867,6.519036,5.630368,6.5002437
ERBB2,2.4719083,2.4393156,2.5298138,6.1405277,8.136082,6.716743
PQBP1,8.553833,8.098537,8.317404,9.479307,8.9404125,10.028418
AUTS2,3.9297075,3.6739442,2.5298138,5.717813,6.0299473,4.3940716
CXorf61,3.9934778,3.8368573,2.5298138,5.483026,5.5498724,4.515414
CAPN12,5.7558413,5.5875983,3.452903,9.198381,11.014719,9.044511
AANAT,7.2788177,7.0754995,7.1410036,13.242479,14.549823,13.385182
ANKRD28,4.151083,4.4958534,3.795845,5.9564066,4.868074,5.609532
CUEDC1,3.597392,3.7028937,3.9437118,5.9878607,6.6908026,6.11549
KLK3,5.689417,5.981964,5.709718,8.032869,7.986579,7.731501
STRN,4.6056395,4.905482,4.018672,7.305983,6.396831,8.434163
HMBOX1,8.827739,8.718451,8.0960455,10.585133,10.959439,10.515753
UTS2D,3.870819,4.4796762,2.5298138,7.5406284,6.8395653,4.9930487
DHX33,5.0601487,4.4736176,5.046555,5.8333983,5.8034897,6.7018213
MAP3K3,4.8231473,4.585494,4.3232274,7.2619057,7.5608163,7.400408
FGFR3,5.0511847,5.1837535,4.22766,6.350884,7.4013,6.104135
NAA16,5.8164997,6.430931,5.533183,7.8244934,7.736897,8.5621
FGF17,5.1877017,4.3753858,4.375562,11.846551,13.696763,11.93989
C17orf99,6.1567373,6.2648845,6.248779,7.3846107,7.145663,7.2700477
AKAP12,5.1601176,4.974287,3.3060334,7.5818224,7.4864354,6.2925825
GOPC,6.193065,5.7601404,4.9266825,8.893664,8.278795,8.960025
FREM2,4.825177,4.8530493,3.3438892,6.8879614,7.83735,5.690879
GIMAP1,5.7946844,4.934494,5.5075254,6.480365,6.818143,7.1417227
GAMT,8.270478,7.191132,7.8095503,8.99479,9.145311,8.591469
PBRM1,7.6621966,7.409971,5.909549,9.727979,9.298813,10.301745
SH3BP5,5.754899,6.116584,5.0924983,8.826344,8.863762,8.298609
ZEB2,4.874978,4.6891084,3.6731975,7.286613,7.4281645,6.1256304
RAB14,10.460354,10.260515,9.3391485,12.206897,11.17315,12.79831
HK1,5.8594546,5.70899,3.3423553,9.788186,8.523306,10.260031
PDCD2,4.8287425,4.337546,5.13339,5.7238345,5.520678,6.4857044
SLC12A6,6.644262,6.4291735,3.338636,9.49588,10.684905,7.7575216
SPHK2,6.832749,6.905683,6.4065638,8.38656,7.7643604,9.115618
FAM168B,4.132637,3.6647825,3.3808844,4.9140596,4.4552517,5.3018646
NOV,6.2733,7.3314304,6.839453,8.515815,10.11197,8.006066
ATRX,9.041244,8.722391,7.2232122,11.954491,11.584252,11.935575
OSBPL11,7.1321526,7.585615,6.8877664,9.06215,10.176592,8.057102
TOP3B,7.4210896,7.2845583,6.8333387,10.333098,11.214093,8.530406
RAB11FIP1,5.802242,5.702914,5.463705,7.177314,7.9275513,6.2737856
AIPL1,6.848844,6.517871,6.5487623,9.345572,9.655287,7.763833
UNKL,3.212447,3.9138334,2.5298138,5.327231,4.3710804,4.823364
ATAD2B,5.299375,5.4760776,5.0321155,7.0769334,6.2473097,7.579298
ZNF267,7.349155,7.545145,7.1658907,8.875062,8.374865,9.366929
RHBDF2,4.2437406,4.2909784,3.379793,6.0766907,4.845063,5.0371165
GALNTL6,2.4719083,3.2919939,2.5298138,5.1676207,4.264992,4.3257146
SPIN1,9.222105,9.71836,9.88156,10.97693,10.26779,11.047323
RAB40B,6.2034183,6.177326,5.664683,8.093282,8.564634,7.1608267
IL4R,3.179048,3.4516327,2.5298138,4.5176487,4.0337386,5.2982073
GBP3,8.959283,9.185522,8.7652855,9.920446,9.821296,10.296055
PARD6B,2.4719083,3.2981608,2.5298138,4.1667194,3.5839512,4.681862
GLOD5,6.7105436,6.428507,7.2339506,8.956851,7.5609355,8.936423
UBE2U,5.7631893,5.470011,2.5298138,8.262996,8.678483,7.0396585
TMED1,7.517624,6.8153377,7.340506,8.465266,8.8564205,8.472148
ZNF729,3.0118423,4.0168643,3.7383704,5.7700043,6.3494554,5.3382883
SET,6.2683196,6.355661,5.0309253,8.822975,8.182297,9.485317
NEFM,8.409028,8.452849,6.211079,10.862129,11.184055,10.386935
L3MBTL3,4.1752954,4.094043,3.7560244,4.9061723,5.6109943,5.321704
TACC1,3.794735,3.8845954,3.694525,6.010004,6.494064,5.9479604
SLAMF7,5.4166193,5.398115,3.765023,8.007853,7.5884356,8.4941225
STAG2,9.497519,9.818468,9.707888,10.659618,10.337217,11.073413
ASIC3,7.492272,7.2076797,6.9908338,9.483374,9.523647,7.7948437
LTK,8.968555,8.469532,8.487699,12.892195,14.58233,12.922088
UBE2J1,8.5686035,9.128415,8.913309,9.852343,10.274263,9.607208
CHM,4.3345385,4.53749,4.3531284,6.5330844,6.158708,7.621016
ENG,13.421366,12.886034,7.021441,16.879404,16.669657,16.907974
PDCD6IP,7.9053817,8.797257,8.570188,9.65213,9.205642,9.97338
NFASC,7.3655953,7.059876,6.7132993,9.54278,10.666073,8.260941
CES4A,5.57376,5.54086,4.6469707,8.3942175,9.289988,6.630125
PAX8,6.6713085,6.63124,4.8186975,9.818981,10.531695,7.419234
STAT6,3.9008539,3.686297,3.9404216,4.9282036,4.7850523,5.306657
PNRC1,10.61279,10.33478,10.916208,12.220237,13.711889,12.14873
PDE4DIP,4.066287,4.1174784,3.991816,5.8736644,5.58451,4.535393
NUCB1,8.709902,7.667266,8.252036,13.406326,15.328474,12.716396
SH2D3C,9.690317,9.544785,9.645676,10.652582,10.432614,10.857542
CCDC69,7.538743,7.2757916,5.3395166,9.353999,10.466556,8.261367
ESR1,4.7416716,4.5852013,4.6798444,5.6839952,6.3479314,6.168099
PEA15,7.2628136,6.8244104,6.474798,8.480104,8.034754,8.946761
FAM63B,6.9769316,6.8723774,6.1902475,10.187446,10.350797,10.175085
TMEM225,2.9864058,3.0046747,2.5298138,4.007938,4.3923044,4.878519
MTRF1L,5.644605,5.9729366,5.883911,7.0825872,6.521575,7.499321
MTERFD2,7.926459,7.4259806,7.3124523,8.814336,8.24131,9.644151
NCOA1,5.184689,5.150815,4.264804,8.5081415,7.5533633,8.910382
AMY1C,8.892138,8.664203,8.315535,9.804423,9.726027,10.126324
ROCK1,5.970367,5.970112,5.191528,8.06585,8.160574,8.352931
LOC283710,4.984865,4.6252127,4.1780887,11.037726,14.678644,9.899964
ANKRD63,3.7631743,3.8334024,3.372921,4.903876,4.7540746,5.3343043
ERMN,3.9829788,3.5434759,2.5298138,5.733609,6.0192237,5.048688
RIMBP3B,5.2577457,5.0712056,5.2133145,6.9200835,5.8180428,7.159195
FAM76A,5.7854624,5.928815,6.237421,7.730733,9.090414,7.6706066
FBRS,4.47006,4.552917,4.9535723,7.6898494,8.373305,7.5231304
GSPT1,9.649169,9.257358,8.214846,11.901973,12.682557,10.951526
CALD1,5.33597,4.9766583,4.5325656,8.051966,9.277281,8.402021
VAV1,5.7095766,4.511449,5.2480383,6.127285,6.4221015,6.5029097
ZFP36L1,7.7277427,7.353571,6.7522163,8.990875,8.6094,9.508776
VCAN,3.3226907,3.27344,2.5298138,5.6178374,6.61391,4.126947
NCOA1,9.051391,8.511104,8.478797,10.2361355,9.84216,10.486574
PANX2,6.168334,5.9516735,4.5261292,8.618804,8.62821,8.136082
SCN5A,3.7842882,4.017294,3.7129517,5.370571,7.335325,5.2951555
RUSC1-AS1,6.768112,6.492444,6.46002,7.721353,8.750291,7.4110227
CDK18,5.7733297,5.7428126,6.3606462,7.5050745,7.610644,6.7793446
ANK2,3.7072191,3.0906773,2.5298138,5.754017,6.309195,4.3084035
KHDRBS1,7.463855,7.332132,7.105735,9.515013,9.200498,10.179988
FOXF1,6.2807674,6.037934,5.712381,8.117247,9.235772,7.0434675
C3orf26,8.1113205,7.7510595,6.573551,9.396819,8.614059,10.120542
FAM178B,2.4719083,2.4393156,2.5298138,5.069334,5.8861775,4.945701
SMAD5,7.869409,7.891906,6.989157,9.640399,10.208887,9.240554
KIAA1377,6.5208497,6.0316777,3.5083385,8.0421095,8.029284,8.210755
ZNF609,5.7119584,5.199573,5.081731,7.2091236,6.779033,8.009646
MACF1,3.929213,3.629042,3.2772098,5.015193,5.466538,5.087957
TMEM235,4.884988,4.5404687,4.8623796,6.6287446,8.84318,6.9941516
PTPN14,4.0793276,3.650884,3.4229014,5.8505135,4.947039,5.6969137
CEP72,8.122654,7.8677835,5.3292336,10.7481575,11.860284,9.304412
EGFR,7.2896333,7.3475676,6.6473064,9.580734,8.885658,10.219862
CATSPERB,2.980369,2.9429286,2.5298138,5.7008276,6.1661463,4.838951
PACS1,5.6331844,5.9693155,4.2939034,8.853146,10.255975,7.237377
NEXN,7.4051886,7.199114,6.9307117,9.681763,10.158375,8.678279
PBRM1,5.558137,5.7908163,4.5576344,7.414789,8.238788,6.335389
RAPGEF4,2.4719083,3.0738788,2.5298138,3.4748373,4.252068,4.5942297
MEF2C,4.1838923,3.7512841,3.785789,6.299513,5.8999867,6.1011124
SPOCD1,13.368549,13.568362,13.303338,16.604734,16.821764,16.223732
ANKRD26,3.8884919,4.2712746,2.5298138,6.1381083,6.9777007,6.5769806
TLE1,11.578707,11.238682,11.202388,12.444214,12.452018,12.4154415
OTUD5,5.8375306,5.5886164,5.7984734,7.1953664,6.949415,7.4152513
MCL1,7.0716715,7.886417,7.6592665,10.308672,10.978302,9.217669
THG1L,7.1091285,7.0201354,6.8291216,13.212863,15.149586,13.0899105
CDH1,4.943506,5.6739635,5.2597165,6.2548714,6.5220737,6.586869
CCND3,4.1482506,4.2522883,4.86168,11.014719,14.54345,11.1033
UBAP1,4.859042,5.4768043,5.2126646,6.2761574,6.7003016,6.6982446
LAMA3,4.429113,4.235092,4.822393,5.7366858,6.128076,6.246579
DNAJB14,6.210576,6.335389,6.3042836,7.1900187,6.7966356,8.028046
HNRNPM,6.924042,7.11835,7.269188,8.326819,7.772958,8.894484
CTBP2,6.9560537,6.846542,6.089451,8.370167,9.577104,7.7188306
C3orf55,4.494579,4.667838,4.006753,6.0425367,6.5779624,5.4422483
SDK2,3.7553585,3.83655,2.5298138,6.533439,6.0146575,6.099696
CX3CR1,3.8952987,4.2898974,4.4281034,5.975334,5.548067,5.4049993
ASIC2,5.0769944,5.23283,5.932186,7.6032248,10.199858,7.948236
BTNL9,5.518874,5.2982073,5.9734044,7.5738645,7.3358717,8.006885
PTPRF,3.172169,3.3748224,2.5298138,5.225695,4.4914064,5.275588
FAM60A,4.9403152,5.7940564,5.390708,6.6717987,6.0593905,7.4064503
KCNJ4,11.235559,10.518692,5.978629,16.180918,16.193697,16.278063
THPO,5.4662423,5.0902014,4.9300523,7.199683,7.9108086,6.752033
PPTC7,4.666415,4.705702,4.5147743,6.379943,6.1199994,6.8288746
CLTA,13.027475,12.356012,12.582271,15.568252,16.321373,15.418835
VEZF1,5.7441435,5.3247266,4.606655,6.9484286,7.824253,6.492165
GRB2,3.9539952,3.9516807,4.1349783,5.975132,5.5631433,7.1005993
BRSK2,3.8648143,4.1909394,2.5298138,6.120967,6.479433,5.1851473
SCNN1A,5.3405013,5.745584,5.8209825,6.3768234,7.2522244,6.3649864
MTRNR2L8,12.835289,13.374658,12.842107,15.439188,14.856044,15.160922
RBPJL,5.684498,5.547459,4.9638324,7.7268133,8.507662,6.4252167
TLR4,2.9825,2.9680307,3.4145384,4.350125,5.1297526,4.772145
ABLIM1,8.846947,8.532136,9.008051,11.2869835,12.695727,10.801836
CALD1,8.007853,7.3257637,4.918154,9.953779,10.029692,9.125146
CXCL2,5.3153677,4.9598274,4.977305,10.815315,11.400181,7.9880695
FGFR1,4.2549534,4.92932,4.007384,7.687357,7.9162083,6.173464
ATAD2,7.019051,6.8020406,5.59616,9.062332,7.8517003,10.137543
EP400,6.4599276,6.480485,6.4022408,7.889239,7.9424543,8.048806
KLHL25,5.329732,4.861824,5.480681,6.138393,6.939179,5.869586
SH2D2A,6.9055166,7.1590176,7.8437576,9.471048,9.5354,8.200505
IGSF1,7.537931,7.7716246,7.603404,8.973953,8.627818,8.966524
S100A13,12.119531,11.730335,11.471767,13.134893,12.476064,13.327597
ZNF124,8.428085,8.763901,8.242308,9.905896,9.333577,10.555285
JMJD1C,9.652493,9.578096,7.514525,13.069696,13.249166,12.334846
FAM63B,7.501914,7.324572,6.601007,10.632265,10.839461,10.526746
BTAF1,5.3375807,4.988058,2.5298138,7.261051,7.421767,7.8450413
ZNF185,5.52085,5.4847794,5.7527122,6.2455187,6.7295613,6.8586855
ATAD3A,5.350707,5.1423435,3.9912033,7.091443,7.7771406,6.0908275
NFX1,6.255668,6.3240585,6.03099,9.871008,8.8363,9.79446
SIGLEC5,7.507184,7.3210745,5.6530313,10.161749,11.435422,8.474963
CDC37,8.772361,8.226633,8.67946,9.566102,9.50597,9.735596
CHST15,5.835045,5.9377794,5.042604,7.985675,8.4154005,7.037375
PRDM1,3.7703257,4.259126,2.5298138,5.657387,5.1811633,6.9360023
ITPKC,3.7354386,3.7787914,4.1735153,4.7557883,5.4454927,4.7519135
SLC26A6,7.5528955,7.3279996,8.035228,8.995236,9.834961,9.584817
C19orf18,6.566448,6.2380295,5.1898108,8.683913,9.237197,7.046953
NACA,5.3747463,5.1960588,5.7035604,6.387231,6.927564,6.0144
WDR92,13.244336,12.986872,11.904258,15.418835,14.514402,15.453839
SECISBP2L,6.745639,6.3143296,5.3104944,8.915141,8.828405,9.020133
HNRNPA1,8.919188,8.6573515,8.932034,10.279656,10.373788,10.73465
ANKFY1,5.730068,5.3838067,5.693745,9.937008,11.96213,10.288644
CLEC4E,4.5147347,4.474221,3.8853006,9.906078,11.062638,6.0638137
CHD6,3.278671,3.3406303,2.5298138,6.427976,8.268424,6.9518337
SLCO2B1,3.6016362,3.1229885,3.3391685,4.61083,5.855766,4.788378
CCDC43,8.567499,8.519089,7.269103,10.439015,9.090035,11.28915
PDXP,3.7325826,3.6738753,4.1769834,5.531034,5.120473,4.3926024
SPATA24,7.397564,7.05395,6.960805,8.382748,8.22699,8.904518
PTGS2,5.473183,5.699575,4.8586082,6.776704,6.3603497,6.6946635
ZNF24,11.883013,11.7214985,10.530024,14.183609,13.571543,14.298027
TREM1,5.0384035,4.7905874,5.078337,9.58312,10.651458,7.430997
ZFYVE27,3.5827034,2.91768,3.2835324,5.4914937,5.367461,5.9965835
SLC4A10,5.187635,5.0540953,4.019492,6.9785824,8.11914,6.1193104
PEX1,5.3523903,5.9870567,5.7283845,6.642007,7.033532,7.6158953
MYB,5.298093,4.9909997,5.4915733,6.436411,6.2243977,6.248588
TTC5,3.5731025,4.0569134,4.3385167,5.620095,4.503379,5.8317165
RRP1B,4.562528,4.6729126,3.6282907,6.7966356,6.150716,7.2217355
ELN,7.4454436,7.2258177,5.537566,8.678279,9.737328,8.5179405
RUNDC3A,9.620511,9.081805,9.642716,12.305489,14.443574,12.55525
RBM38,6.930958,6.5066195,5.1689835,9.4764595,10.591905,7.781067
PPP1R12A,9.6326065,9.229759,8.162594,12.539645,12.936398,11.714632
WIF1,5.063042,4.3033223,5.1230097,6.801815,7.850173,5.7036576
ANKRD17,5.083703,4.8136134,2.5298138,7.0347443,7.524187,6.9025283
SMCHD1,6.623417,6.2976894,4.3106713,8.690534,8.980602,8.958476
MAN1A1,6.1685457,6.8866534,6.535676,7.558241,7.698862,7.575866
SLC26A6,5.3966994,5.928035,4.251651,8.476016,8.910382,7.139558
CHST9,6.3029284,6.3310995,5.149831,8.792885,9.197237,6.976197
MEIS1,7.163811,6.9276853,6.8884335,8.190297,8.769176,7.694008
CRIM1,2.9887958,4.087722,4.1669693,5.372631,6.5212927,5.0142255
FBXL16,3.8857858,3.9344578,3.6381133,5.9307637,8.581729,7.0271897
HDLBP,5.173617,6.038546,5.467686,7.777836,7.7095966,7.744757
SGSM2,2.9167483,3.5104332,2.5298138,4.8915644,4.756917,3.961734
LGALS14,7.0410557,7.3090196,6.5827303,10.065492,10.175574,7.810286
FAM216A,8.961061,8.695189,8.541812,9.683143,10.002111,9.747557
DCTN3,11.374504,10.982887,11.032173,12.438611,12.084516,12.695727
GLUL,8.916782,9.517323,9.1848545,10.911839,11.675739,10.612221
BCAR1,4.6182904,5.0961566,4.8126464,6.979834,7.2244973,5.703997
HECTD1,2.9390612,3.4025538,3.8944964,4.7474513,4.404395,5.4643707
SLC17A6,2.4719083,3.2601364,2.5298138,4.416201,4.0623302,5.117045
ZCCHC14,4.0209785,4.042887,3.7429702,5.169444,5.021528,5.3776693
VWA7,8.592702,8.253743,8.039464,10.713915,11.471767,9.317619
PPP6R3,3.615374,4.4896765,4.1204705,5.241778,5.3966994,5.276924
ATG10,5.9747567,6.0508223,5.6963086,7.097817,6.514747,8.016387
NUBPL,3.1722581,2.7994153,3.5712566,4.0422206,4.8228593,5.5824103
PPM1A,5.689707,6.595811,6.481673,7.7013917,7.4158235,8.11314
FAM110C,3.7487853,3.9215004,3.925021,5.4930515,5.0439954,5.661524
SPP1,2.4719083,4.2548046,3.8654068,8.093565,8.693757,8.11619
EIF4G1,4.7241144,4.5585904,3.957678,6.33479,5.3927374,7.514525
HOXC6,7.027633,6.866971,3.7413461,10.801836,12.290666,8.459581
ATG9A,5.144704,5.682108,5.7679763,7.78315,6.890568,8.433178
