GeneSymbol,Direction,PValue,FDR,FoldChange,EntrezID
SLC47A2,down,6.27621678e-05,0.008457925,3.0797584,146802.0
SECTM1,up,6.31128705e-05,0.008457925,11.4541119,6398.0
PCBP2,up,6.3114444e-05,0.008457925,7.0722243,5094.0
AP2A1,up,6.34596042e-05,0.008457925,15.4385216,160.0
TMEM235,up,6.40306739e-05,0.008457925,4.4177431,283999.0
NANS,down,6.42468605e-05,0.008457925,4.2371695,54187.0
TPT1,up,6.51367317e-05,0.008457925,9.3833083,7178.0
RPL37A,up,6.51930695e-05,0.008457925,2.9279373,6168.0
MOCS2,up,6.53011657e-05,0.008457925,21.0521577,4338.0
KRTAP10-7,up,6.54801987e-05,0.008457925,2.4837738,386675.0
ADAM8,up,6.57491796e-05,0.008457925,3.1960006,101.0
NEU2,up,6.7121037e-05,0.00847263,6.0774857,4759.0
ROBO1,down,6.71866156e-05,0.00847263,2.3924001,6091.0
GOLGA8A,up,6.72523796e-05,0.00847263,2.862834,23015.0
KEL,up,6.75309228e-05,0.00847263,4.913382,3792.0
SEC61B,up,6.81976197e-05,0.008503783,12.469667,10952.0
SLC2A9,up,6.88317294e-05,0.008525511,4.6492975,56606.0
MEPCE,up,6.92107924e-05,0.008525511,8.1003868,56257.0
KRT80,up,7.07438979e-05,0.008588561,3.6570314,144501.0
LTF,up,7.11955942e-05,0.008588561,2.2895225,4057.0
NGRN,up,7.22838045e-05,0.008588561,3.6336391,51335.0
ATP8B2,up,7.2318755e-05,0.008588561,40.7120802,57198.0
S100A4,up,7.25892093e-05,0.008588561,11.2920981,6275.0
DGCR8,up,7.26805635e-05,0.008588561,3.2749321,54487.0
MAP3K3,down,7.31535544e-05,0.008594486,7.112814,4215.0
PCED1B,up,7.54047707e-05,0.008640759,6.4394894,91523.0
KCNS3,up,7.60405325e-05,0.008640759,2.160298,3790.0
POM121L12,down,7.67889767e-05,0.008640759,220.9735425,285877.0
APH1B,up,7.68270066e-05,0.008640759,9.4565759,83464.0
MRPS23,up,7.7621467e-05,0.008640759,7.8669459,51649.0
RPS6,down,7.77907292e-05,0.008640759,2.2741845,6194.0
MRFAP1,up,7.8239242e-05,0.008640759,37.6879417,93621.0
GRM8,up,7.85888881e-05,0.008640759,4.2383804,2918.0
ISYNA1,up,7.89428447e-05,0.008640759,7.5211413,51477.0
ARMCX1,up,7.91661895e-05,0.008640759,2.5718857,51309.0
ABCC6,up,7.93159441e-05,0.008640759,6.094039,368.0
AMICA1,up,7.94992323e-05,0.008640759,6.9409367,120425.0
SH3TC2,up,8.10970143e-05,0.008767536,5.4955134,79628.0
TMSB15A,up,8.23336109e-05,0.008810231,3.7422006,11013.0
SPOCD1,down,8.23588613e-05,0.008810231,8.7948583,90853.0
NRXN3,down,8.29449066e-05,0.008824526,4.0325756,9369.0
ZXDB,up,8.33608405e-05,0.008824526,3.8965568,158586.0
CAMKK2,up,8.44142985e-05,0.0088729,4.460359,10645.0
S1PR3,up,8.46908997e-05,0.0088729,15.4930534,1903.0
LZTFL1,up,8.5172823e-05,0.008877629,12.5411039,54585.0
CCL15,up,8.69794667e-05,0.008992091,10.3555877,6359.0
TSEN54,up,8.79880403e-05,0.008992091,22.2648677,283989.0
PDDC1,up,8.80406477e-05,0.008992091,5.28213,347862.0
VASH2,down,8.86656049e-05,0.009010642,9.9999377,79805.0
BIRC2,up,8.95333955e-05,0.009041378,5.707115,329.0
KLK3,down,8.98577305e-05,0.009041378,4.3568436,354.0
IL1F10,up,9.15692568e-05,0.009168203,11.945062,84639.0
DACH1,up,9.29237556e-05,0.009208711,2.3557174,1602.0
SLC50A1,up,9.29307954e-05,0.009208711,9.4725904,55974.0
AKAP17A,up,9.33330582e-05,0.009208711,3.448924,8227.0
F3,up,9.41785915e-05,0.00921979,13.0792049,2152.0
UGCG,down,9.57619056e-05,0.009244351,12.9660925,7357.0
WWTR1,up,9.64487804e-05,0.009244351,2.7405764,25937.0
AANAT,down,9.65789954e-05,0.009244351,94.4003999,15.0
SHBG,up,9.67107217e-05,0.009244351,11.6384151,6462.0
PIAS3,up,9.68780696e-05,0.009244351,7.1732412,10401.0
FBXO38,up,9.79669861e-05,0.009279284,6.1208753,81545.0
HNRNPH3,down,9.81572504e-05,0.009279284,5.2172877,3189.0
RBM15,up,9.94456602e-05,0.00935756,5.8409944,64783.0
CDC42,up,9.99876548e-05,0.009365203,8.5507439,998.0
EID1,up,0.0001005424549,0.00937397,14.9368038,23741.0
RSPO3,down,0.0001010289107,0.009376313,4.6924763,84870.0
ARHGAP24,up,0.0001019921732,0.009422686,4.1161539,83478.0
SCN2B,up,0.0001040144923,0.009566039,14.9548783,6327.0
FXN,down,0.0001059615503,0.009649965,2.8496349,2395.0
EEF1B2,up,0.0001084237758,0.009649965,5.240531,1933.0
RAB3IP,up,0.0001084358051,0.009649965,10.65211,117177.0
CABS1,up,0.0001091875226,0.009649965,6.183542,85438.0
VARS,up,0.0001092560938,0.009649965,6.5317625,7407.0
ZKSCAN1,down,0.0001099244704,0.009649965,2.4610685,7586.0
YARS2,down,0.0001102061608,0.009649965,12.9862535,51067.0
CD1E,up,0.0001121479612,0.009649965,7.8637998,913.0
FAM65A,down,0.0001123203538,0.009649965,2.4005925,79567.0
KLF7,down,0.0001123653479,0.009649965,6.5111737,8609.0
YAF2,down,0.0001135604057,0.009649965,79.1128789,10138.0
CLEC10A,up,0.000115039084,0.009649965,5.7557442,10462.0
ISCU,up,0.0001152722052,0.009649965,2.8423834,23479.0
FOXA3,up,0.0001160236052,0.009649965,4.8765013,3171.0
NRN1,up,0.0001161058475,0.009649965,22.7234896,51299.0
NR1I3,up,0.0001161597968,0.009649965,3.9736233,9970.0
SPESP1,up,0.0001161737268,0.009649965,4.2044158,246777.0
TTC34,up,0.0001171252001,0.009649965,2.1264493,100287898.0
HOXA9,up,0.0001175328247,0.009649965,2.7135531,3205.0
MOAP1,up,0.000118577275,0.009649965,4.8980726,64112.0
TACR1,up,0.0001187264263,0.009649965,5.735379,6869.0
INPP5E,up,0.0001188165128,0.009649965,10.4640759,56623.0
ANXA11,up,0.0001192332732,0.009649965,4.0859631,311.0
ATP5E,up,0.0001199947602,0.009649965,19.217703,514.0
HNRNPM,down,0.0001207150541,0.009649965,2.9120991,4670.0
RESP18,up,0.0001209210187,0.009649965,3.0367028,389075.0
RPS16,up,0.0001228718897,0.009649965,11.8592059,6217.0
COMMD6,up,0.0001231650626,0.009649965,4.0189287,170622.0
PPIC,up,0.0001232270296,0.009649965,3.6756031,5480.0
CAMK2G,up,0.0001235039518,0.009649965,14.1093918,818.0
ACE,up,0.0001239756644,0.009649965,3.038885,1636.0
ZNF721,down,0.0001244643242,0.009649965,3.2281091,170960.0
KIF21A,down,0.0001249895261,0.009649965,10.4832531,55605.0
SALL4,down,0.0001253027955,0.009649965,52.2976784,57167.0
SMARCAL1,up,0.0001257390695,0.009649965,7.8214667,50485.0
FOXS1,up,0.0001259187589,0.009649965,6.5230258,2307.0
ILF3,up,0.0001260052287,0.009649965,21.9337796,3609.0
SAMD13,up,0.0001264819806,0.009649965,4.2398418,148418.0
TMEM218,up,0.0001270119634,0.009649965,3.8319215,219854.0
ADHFE1,up,0.0001272163909,0.009649965,15.2383554,137872.0
RETN,up,0.0001272692486,0.009649965,4.8658932,56729.0
PSMB5,up,0.0001275546147,0.009649965,11.8711876,5693.0
RPS5,up,0.0001279894632,0.009649965,2.6249489,6193.0
C3orf33,up,0.0001289365898,0.009649965,3.0470502,285315.0
ODF3B,down,0.0001293084512,0.009649965,2.6424132,440836.0
LALBA,up,0.0001299274787,0.009649965,3.6078054,3906.0
SLC35D1,up,0.0001302244032,0.009649965,10.7077528,23169.0
CHD5,up,0.0001304410846,0.009649965,4.4835029,26038.0
P2RX6,up,0.0001304898282,0.009649965,2.4281004,9127.0
CLSTN3,down,0.0001308626282,0.009649965,3.0840086,9746.0
TBC1D7,up,0.0001312493592,0.009649965,6.3839127,51256.0
PATZ1,up,0.0001326738577,0.009649965,4.1188883,23598.0
SERF1B,down,0.0001327624722,0.009649965,3.7757214,728492.0
NFKB2,up,0.0001329522034,0.009649965,10.839122,4791.0
H2AFV,up,0.0001330023884,0.009649965,3.4138543,94239.0
TSPAN13,up,0.0001330265794,0.009649965,6.8332436,27075.0
KIAA1456,up,0.0001330594776,0.009649965,74.4839735,57604.0
TELO2,up,0.0001334140349,0.009649965,6.8183157,9894.0
SNX7,up,0.0001339025546,0.009650955,3.476216,51375.0
C15orf57,up,0.0001349294931,0.009658359,5.1950398,90416.0
DNAJB11,down,0.0001352620813,0.009658359,2.2543966,51726.0
EPB49,up,0.0001363858917,0.009692459,5.4193305,2039.0
BTN3A1,up,0.0001382169301,0.009788359,4.9284719,11119.0
RAI14,up,0.0001394293536,0.009839936,2.7820944,26064.0
MANEAL,down,0.0001411145238,0.009896025,24.9100648,149175.0
RPL14,up,0.0001416847842,0.009896025,32.9597258,9045.0
IL2RG,up,0.0001435771363,0.009901192,11.4948054,3561.0
CCR2,up,0.0001438460675,0.009901192,6.098694,729230.0
SCRIB,up,0.0001443643492,0.009901192,5.3976697,23513.0
MCEE,up,0.0001453280674,0.009901192,11.4162743,84693.0
BMP3,up,0.0001453440545,0.009901192,27.7067899,651.0
KANSL2,up,0.0001454372514,0.009901192,8.7219708,54934.0
SPHAR,up,0.0001456058772,0.009901192,4.3169558,10638.0
PDLIM1,up,0.0001457668892,0.009901192,4.6175135,9124.0
FOXN1,up,0.0001467442234,0.009901192,3.913334,8456.0
MAGEE1,up,0.0001472000013,0.009901192,5.6617459,57692.0
RTN1,up,0.0001473266975,0.009901192,10.9282183,6252.0
TMEM230,up,0.0001479728973,0.009901192,5.0484896,29058.0
FAM63B,down,0.0001485358611,0.009901192,11.7771931,54629.0
DNMBP,up,0.0001485787775,0.009901192,18.0393323,23268.0
TEX264,up,0.0001516737413,0.009999072,6.9345707,51368.0
ZP3,up,0.0001518755279,0.009999072,4.0959256,7784.0
AGFG1,up,0.0001528279193,0.009999072,8.2228452,3267.0
SH3RF3,up,0.0001529993265,0.009999072,27.2256156,344558.0
COX7A2,up,0.0001542595475,0.01004912,5.2595241,1347.0
C14orf80,down,0.0001558227924,0.010089153,134.6249439,283643.0
PPIL2,up,0.0001571333731,0.010089153,2.80535,23759.0
WFS1,up,0.0001571975061,0.010089153,5.5667309,7466.0
SEMA4A,up,0.0001572588974,0.010089153,4.3071106,64218.0
MAGEC3,up,0.0001576805755,0.010089153,6.7144764,139081.0
SRPX2,down,0.0001581211202,0.010089153,3.4396602,27286.0
ZFX,down,0.0001586445049,0.010089153,2.1832177,7543.0
IAH1,up,0.0001588452114,0.010089153,4.5573265,285148.0
WDR81,up,0.0001608588354,0.010156075,3.3154169,124997.0
PAIP1,up,0.0001608982084,0.010156075,6.0943941,10605.0
COLEC10,down,0.0001619094173,0.010188263,3.7192564,10584.0
KDM1B,up,0.0001635277042,0.010258335,23.2265311,221656.0
ABL2,down,0.000164702374,0.010300233,6.4704351,27.0
FAM83G,down,0.0001654732694,0.0103167,11.5207258,644815.0
TEPP,up,0.0001669547945,0.010354773,4.3396439,374739.0
RAE1,up,0.0001678354768,0.010354773,16.9980385,8480.0
TH,up,0.0001678626466,0.010354773,5.3117541,7054.0
PLSCR3,up,0.0001685440816,0.010354773,11.1382808,57048.0
CREBRF,down,0.0001692441327,0.010354773,7.54843,153222.0
SPINK4,up,0.0001694428485,0.010354773,3.2420002,27290.0
C17orf99,down,0.0001698338135,0.010354773,2.0609462,100141515.0
BIN1,up,0.0001701596224,0.010354773,5.8236945,274.0
SRSF6,up,0.0001719561583,0.010374729,2.7376316,6431.0
FGA,up,0.0001721915182,0.010374729,7.9969881,2243.0
PIGV,up,0.0001729124862,0.010374729,16.17022,55650.0
SH2B2,up,0.000173084141,0.010374729,8.6302975,10603.0
CGRRF1,up,0.0001735502076,0.010374729,4.606947,10668.0
SLC22A1,up,0.000174443186,0.01039753,43.4985026,6580.0
TMEM216,up,0.0001755245046,0.010431391,3.7538056,51259.0
IDH3B,up,0.0001762080654,0.010441484,2.4968518,3420.0
SENP8,up,0.0001803577494,0.010639614,4.4949816,123228.0
HIST1H2AC,up,0.0001813238886,0.010639614,17.4886667,8334.0
PGAP2,up,0.0001820114354,0.010639614,3.7321991,27315.0
GNLY,up,0.0001821690327,0.010639614,3.9174119,10578.0
SAPCD2,up,0.0001845968246,0.010742913,10.4758398,89958.0
RAB34,up,0.0001849948043,0.010742913,12.3495971,83871.0
NEIL2,down,0.0001861178752,0.010777338,3.8320879,252969.0
GNAS,up,0.0001866485858,0.010777365,2.4722001,2778.0
PAMR1,up,0.0001898094709,0.010848522,3.9277325,25891.0
FAM110B,down,0.0001906463977,0.010848522,78.1235535,90362.0
CD99,up,0.0001918499017,0.010848522,14.2417073,4267.0
C12orf74,down,0.0001921349161,0.010848522,6.0493444,338809.0
FAM86C1,up,0.0001923768661,0.010848522,4.9104469,55199.0
ART4,up,0.0001934183557,0.010848522,7.1816541,420.0
SLC38A6,up,0.0001939634639,0.010848522,3.6043859,145389.0
YBX2,up,0.0001943979531,0.010848522,3.3378358,51087.0
SLC10A3,up,0.00019451836,0.010848522,2.0602697,8273.0
TAF6,up,0.0001949220656,0.010848522,9.6619597,6878.0
ACADL,up,0.0001950428745,0.010848522,2.6333861,33.0
CCL23,up,0.0001969184931,0.010848522,16.8970556,6368.0
TMBIM4,up,0.0001974378853,0.010848522,9.0111194,51643.0
C7orf26,up,0.0001979183732,0.010848522,4.6407164,79034.0
SEMA4D,up,0.0001981353809,0.010848522,3.6921658,10507.0
IL17RE,up,0.0001989665232,0.010848522,4.1642017,132014.0
MAP4,down,0.0001989692925,0.010848522,37.1047505,4134.0
HLA-F,down,0.0001992706875,0.010848522,72.7192963,3134.0
TACC1,down,0.0002005258686,0.010848522,5.131537,6867.0
TAF1L,up,0.0002007559476,0.010848522,3.1867375,138474.0
CDK5RAP3,down,0.0002007792041,0.010848522,5.0595735,80279.0
NUDT6,up,0.0002016036047,0.010848522,5.832352,11162.0
CACYBP,up,0.0002018644733,0.010848522,3.4517414,27101.0
MRPL47,up,0.0002023405834,0.010848522,15.3813863,57129.0
TMEM248,up,0.0002033031378,0.010848522,5.1876878,55069.0
SPP1,down,0.000203388453,0.010848522,11.7100408,6696.0
PEX19,up,0.0002038596574,0.010848522,3.2328967,5824.0
SYDE1,down,0.0002040103875,0.010848522,2.1553702,85360.0
BMP4,up,0.0002051606937,0.010848522,4.3885723,652.0
CD52,up,0.0002053815099,0.010848522,7.5790164,1043.0
TMEM35,up,0.000205928135,0.010848522,7.9035354,59353.0
ZNF232,up,0.0002060283982,0.010848522,3.0621412,7775.0
TMEM14C,up,0.0002060285026,0.010848522,2.2742607,51522.0
GPRASP2,up,0.0002066203964,0.010851575,5.2504849,114928.0
CHRNA7,up,0.0002081424328,0.010903337,3.9425077,1139.0
STC2,up,0.0002101425576,0.010969378,5.7931082,8614.0
TREM2,up,0.0002104825391,0.010969378,6.8381933,54209.0
KDM4C,up,0.0002123350407,0.011011864,5.9395997,23081.0
GATAD2B,down,0.0002123813435,0.011011864,2.7618356,57459.0
CDCA7L,up,0.0002138815983,0.011061434,20.5506241,55536.0
MIF4GD,up,0.0002152213513,0.011102472,4.4093193,57409.0
RPS18,up,0.0002179314533,0.011123687,18.8204254,6222.0
MYBPHL,down,0.0002180571979,0.011123687,10.7508863,343263.0
SEC61A2,up,0.0002180585275,0.011123687,3.9595267,55176.0
REM1,up,0.0002183269777,0.011123687,3.1473452,28954.0
NDNL2,up,0.0002197579579,0.011123687,3.334687,56160.0
BANF1,up,0.0002199059114,0.011123687,11.8287124,8815.0
AGAP3,up,0.0002201919645,0.011123687,6.7952144,116988.0
DUSP15,up,0.0002209119938,0.011123687,4.3858601,128853.0
RPL22,up,0.0002211123265,0.011123687,63.6053597,6146.0
TAF5L,down,0.0002215772569,0.011123687,3.7710019,27097.0
GPR6,up,0.0002220471045,0.011123687,3.2029614,2830.0
IGFL2,up,0.0002228803543,0.011123687,2.9920775,147920.0
CCDC19,up,0.0002231784039,0.011123687,2.8447715,25790.0
APEX1,up,0.0002232946799,0.011123687,2.1525108,328.0
RPS12,down,0.0002240020962,0.011131568,2.2684117,6206.0
SLC38A3,up,0.0002245482282,0.011131568,3.3523779,10991.0
ARMC10,up,0.0002254768753,0.011150408,2.2037675,83787.0
VAMP1,up,0.0002285496006,0.011263068,14.0557481,6843.0
FAM82B,up,0.0002291633329,0.011263068,6.3663283,51115.0
SCN8A,down,0.0002318480554,0.011292812,3.0542559,6334.0
RTN4,up,0.0002320991259,0.011292812,3.3148461,57142.0
RASGRP4,up,0.0002325384268,0.011292812,3.1900361,115727.0
CACNA1C,up,0.0002327112638,0.011292812,3.7559512,775.0
GPNMB,up,0.0002345003257,0.011292812,3.2261318,10457.0
PRKRA,up,0.000234928939,0.011292812,4.1749881,8575.0
NFAT5,down,0.0002354030803,0.011292812,3.3890924,10725.0
SMYD5,up,0.000235468595,0.011292812,4.1159277,10322.0
SLC38A7,up,0.000235483254,0.011292812,7.6147531,55238.0
EDDM3B,up,0.0002355794531,0.011292812,7.1705774,64184.0
C3orf20,up,0.0002383287971,0.011369822,4.6873015,84077.0
GPR182,down,0.0002383342462,0.011369822,3.854417,11318.0
FAM98C,up,0.0002393109833,0.011369822,4.1258171,147965.0
RNF217,up,0.0002394235499,0.011369822,3.3969667,154214.0
ADRA1D,up,0.0002403271714,0.011384056,7.7258753,146.0
EMD,up,0.0002411766159,0.011384056,13.9877751,2010.0
PIM3,up,0.0002415029867,0.011384056,7.6529874,415116.0
TRIM55,up,0.0002419636891,0.011384056,6.4933773,84675.0
WNK2,up,0.0002440292252,0.01140554,5.8381725,65268.0
NDUFAB1,up,0.0002443842764,0.01140554,8.3343953,4706.0
S1PR1,up,0.0002446649748,0.01140554,6.6720523,1901.0
TUSC1,up,0.000245751083,0.011429956,4.097425,286319.0
KCNMB3,up,0.0002467267868,0.011449137,3.5612853,27094.0
APH1A,down,0.0002478589503,0.011473938,13.4628163,51107.0
CBLL1,up,0.0002483902881,0.011473938,7.3078374,79872.0
TMEM14B,up,0.0002504783293,0.011525562,2.5524476,81853.0
MAB21L1,up,0.0002506419836,0.011525562,27.7746893,4081.0
PEX11B,up,0.000251650654,0.011545823,8.6014638,8799.0
MAGEA10,down,0.0002530488116,0.011564303,6.5186675,4109.0
PPM1A,up,0.0002532759576,0.011564303,5.5196276,5494.0
DRAM2,up,0.0002539884132,0.011564303,9.380926,128338.0
MCMDC2,up,0.0002567276653,0.011612785,3.5575412,157777.0
SLC38A10,up,0.0002571096205,0.011612785,2.775264,124565.0
MBIP,up,0.0002586642445,0.011626958,6.6590029,51562.0
CD33,up,0.0002595919427,0.011626958,38.1263857,945.0
ETNK1,up,0.0002598634569,0.011626958,2.2053434,55500.0
NEUROD2,down,0.000260263917,0.011626958,40.0616055,4761.0
FGD2,up,0.0002602836939,0.011626958,18.8646984,221472.0
MEF2C,down,0.0002630938223,0.011652851,4.5732366,4208.0
MSC,up,0.0002642550228,0.011652851,3.0838277,9242.0
RARRES3,up,0.0002645819696,0.011652851,6.5732242,5920.0
PLCE1,up,0.0002647131195,0.011652851,2.1571347,51196.0
SDF2L1,down,0.0002656057894,0.011652851,3.2558581,23753.0
BANP,up,0.0002659413688,0.011652851,3.8753773,54971.0
AKR1B1,up,0.0002671082741,0.011652851,3.5292179,231.0
C2orf76,up,0.0002672794079,0.011652851,7.5732866,130355.0
VPS72,up,0.0002673524741,0.011652851,3.7016727,6944.0
ALDOB,up,0.0002678776983,0.011652851,11.2193685,229.0
MRPL43,up,0.0002683165732,0.011652851,2.6155216,84545.0
NFU1,up,0.0002696020319,0.011663983,3.8131131,27247.0
IZUMO4,down,0.000270494769,0.011663983,2.1059011,113177.0
CACFD1,down,0.0002707887858,0.011663983,8.3584189,11094.0
KCNIP2,up,0.0002718498926,0.011663983,4.8797596,30819.0
ZMAT4,down,0.0002718614311,0.011663983,365.9546499,79698.0
OPALIN,up,0.0002720161378,0.011663983,6.0624427,93377.0
OR1D5,up,0.0002729249651,0.011678316,4.5816362,8386.0
ATPAF1,down,0.0002740733373,0.011691348,13.2879668,64756.0
NRD1,up,0.0002753579876,0.011691348,2.1444399,4898.0
RNF208,up,0.0002759914705,0.011691348,6.0625371,727800.0
NDOR1,up,0.0002763131548,0.011691348,2.4925961,27158.0
SEC63,down,0.000276815049,0.011691348,4.5758095,11231.0
ARL17B,up,0.0002778547863,0.011691348,3.7452742,100506084.0
EARS2,up,0.0002785096271,0.011691348,5.6486532,124454.0
NFATC4,down,0.0002785529709,0.011691348,5.2463686,4776.0
MMP10,up,0.0002801026359,0.011691348,7.7499133,4319.0
ZFP64,up,0.0002805141123,0.011691348,3.751317,55734.0
CCL21,up,0.0002810334356,0.011691348,8.6969711,6366.0
AGL,up,0.0002815581835,0.011691348,5.8617838,178.0
HEATR2,up,0.000281905418,0.011691348,4.6407345,54919.0
MYOF,down,0.0002821404132,0.011691348,3.0928728,26509.0
C5orf25,up,0.0002824431002,0.011691348,3.4874558,375484.0
CASP8,up,0.0002826150177,0.011691348,5.9769953,841.0
LAT,up,0.0002838875291,0.011691348,2.2028216,27040.0
FGF17,down,0.0002862507256,0.011691348,230.4300141,8822.0
PLEKHG1,up,0.0002872554483,0.011691348,3.5276579,57480.0
IL15,up,0.0002873575123,0.011691348,9.0898232,3600.0
EMID1,up,0.0002877619392,0.011691348,9.9198202,129080.0
SF3A1,up,0.0002885047707,0.011691348,2.2118499,10291.0
ERVMER34-1,up,0.0002890588229,0.011691348,8.6669591,100288413.0
IL32,up,0.0002901936316,0.011691348,17.6404962,9235.0
HCST,up,0.0002918124643,0.011691348,7.5718848,10870.0
PYROXD2,down,0.00029202679,0.011691348,72.6456245,84795.0
DCAF5,down,0.0002925721512,0.011691348,2.8227486,8816.0
MYLK2,down,0.0002926819029,0.011691348,109.4119772,85366.0
IGFLR1,up,0.0002928615357,0.011691348,4.5176363,79713.0
ERAP1,up,0.0002941278953,0.011691348,3.4109311,51752.0
C18orf8,up,0.0002944863446,0.011691348,4.8237362,29919.0
ELAVL4,up,0.0002945410853,0.011691348,7.8354772,1996.0
PARP2,down,0.0002945419213,0.011691348,8.2702503,10038.0
GABARAPL1,up,0.0002952813413,0.011691348,5.7567221,23710.0
FAXC,up,0.0002956327668,0.011691348,4.7848249,84553.0
ANKAR,up,0.0002957586742,0.011691348,3.2703768,150709.0
TXNDC12,up,0.0002962383311,0.011691348,2.9279429,51060.0
APCDD1,up,0.000297145595,0.011704427,5.9430546,147495.0
MUL1,up,0.0002985308952,0.011717649,6.1364898,79594.0
HMGN1,down,0.0002986343001,0.011717649,11.2284042,3150.0
ZNF580,up,0.0002992392648,0.011718763,8.2430295,51157.0
CDHR5,up,0.000300050717,0.011727944,5.0710336,53841.0
BBS1,up,0.0003027060161,0.011809021,3.397608,582.0
LAMP2,up,0.0003034705028,0.011816165,4.6411693,3920.0
CHPT1,up,0.0003091706817,0.011945802,2.5936767,56994.0
PURA,down,0.0003095940207,0.011945802,18.8297695,5813.0
GFRA4,down,0.0003101227167,0.011945802,8.5925202,64096.0
VCAM1,up,0.0003121069483,0.011945802,12.1583145,7412.0
N6AMT2,up,0.0003123942604,0.011945802,9.2727965,221143.0
SCMH1,down,0.0003125920903,0.011945802,3.8868469,22955.0
BTF3L4,up,0.0003129764748,0.011945802,3.8830762,91408.0
AGPAT2,up,0.0003130404176,0.011945802,3.129722,10555.0
MATK,up,0.0003131692355,0.011945802,8.6744182,4145.0
FAM110D,up,0.0003142456048,0.011945802,5.3121977,79927.0
RC3H2,down,0.0003148708259,0.011945802,2.475678,54542.0
EPHX1,up,0.0003155028087,0.011945802,21.4821939,2052.0
SPEN,down,0.0003170198884,0.011945802,4.324973,23013.0
EEF1D,up,0.000318818257,0.011945802,18.5038623,1936.0
NEURL,up,0.0003188375906,0.011945802,5.4431042,9148.0
LMNA,down,0.0003190419135,0.011945802,4.4925732,4000.0
DCUN1D5,up,0.000319620272,0.011945802,2.8203975,84259.0
DPAGT1,up,0.0003199904388,0.011945802,11.7873423,1798.0
NXF1,up,0.0003200191364,0.011945802,2.5634903,10482.0
SAP18,up,0.0003201110038,0.011945802,8.0488874,10284.0
CCDC115,up,0.0003201124415,0.011945802,13.0374809,84317.0
CYFIP2,down,0.0003208949876,0.011945802,8.1696764,26999.0
SLC6A8,up,0.0003209056875,0.011945802,26.6832089,6535.0
ZBTB5,up,0.0003246473986,0.012062995,8.8435887,9925.0
NOL6,up,0.0003267642294,0.012119494,3.8265523,65083.0
ESYT3,up,0.0003283259282,0.012128806,2.7040794,83850.0
FAM111B,down,0.0003288055255,0.012128806,2.6924861,374393.0
AGAP6,up,0.0003309764962,0.012135201,14.3778179,414189.0
ACSL5,up,0.0003310525451,0.012135201,11.8123543,51703.0
TMEM222,up,0.0003312158735,0.012135201,7.4074994,84065.0
DNAJB12,up,0.0003313671162,0.012135201,5.6968094,54788.0
PCDHB13,up,0.0003322432165,0.012145402,6.4679562,56123.0
SCN1B,up,0.0003340584872,0.012189836,4.3770078,6324.0
PLA2G16,up,0.0003385371085,0.012299046,3.1580452,11145.0
ABCB8,up,0.0003388260917,0.012299046,6.7276614,11194.0
PSMG4,up,0.0003395392153,0.012299046,4.8103044,389362.0
CYB561D1,up,0.0003399816164,0.012299046,3.0614338,284613.0
PON3,up,0.0003410397509,0.012299046,3.6678542,5446.0
CLK3,down,0.0003419667678,0.012299046,3.9650376,1198.0
RGMA,down,0.0003421187446,0.012299046,4.4511178,56963.0
TMEM133,up,0.0003429900436,0.012299046,4.0427173,83935.0
CYP2D6,up,0.0003434664335,0.012299046,3.7333903,1565.0
PPIA,up,0.0003435836472,0.012299046,21.07478,5478.0
PLAT,down,0.0003437076474,0.012299046,3.6346681,5327.0
ENSA,down,0.0003455882406,0.012344606,4.4384447,2029.0
MPP2,up,0.0003467896247,0.012365788,4.1680558,4355.0
C20orf85,up,0.000351700824,0.012396028,13.3036991,128602.0
UBE2D4,up,0.0003520644809,0.012396028,5.96512,51619.0
SELK,down,0.0003522152527,0.012396028,3.3468734,58515.0
TMEM27,up,0.0003528094498,0.012396028,2.4556805,57393.0
C2orf54,down,0.0003530711723,0.012396028,2.7958206,79919.0
IRF2BPL,up,0.0003536545462,0.012396028,2.2241177,64207.0
MRPL33,up,0.0003543352796,0.012396028,2.0299448,9553.0
LCP2,up,0.000355523084,0.012396028,11.4689732,3937.0
HM13,up,0.0003560241425,0.012396028,4.1723177,81502.0
RBFOX2,down,0.0003566643095,0.012396028,64.7329718,23543.0
RPS29,up,0.000357001303,0.012396028,2.5623538,6235.0
CNPY4,up,0.0003578069508,0.012396028,7.7812475,245812.0
EHBP1L1,down,0.0003585199128,0.012396028,8.2818693,254102.0
BOLL,up,0.0003589161689,0.012396028,15.913408,66037.0
RHOT1,up,0.0003591505215,0.012396028,5.3566444,55288.0
MFF,up,0.0003592256028,0.012396028,3.1176761,56947.0
FABP4,up,0.0003620644183,0.01244653,5.3888164,2167.0
PNMA5,up,0.0003630436834,0.01244653,6.0483407,114824.0
TMED5,down,0.0003631386033,0.01244653,3.2375879,50999.0
SEC61G,up,0.0003649642397,0.012484654,9.117534,23480.0
C9orf50,down,0.0003654794117,0.012484654,4.6216796,375759.0
COQ4,down,0.0003668124179,0.012504172,45.4504498,51117.0
ASIC3,up,0.0003675895375,0.012504172,7.4009647,9311.0
INHBA,down,0.0003686812316,0.012504172,3.1602101,3624.0
TMEM211,up,0.0003697520589,0.012504172,3.1746152,255349.0
LPXN,up,0.0003697772369,0.012504172,5.1571276,9404.0
DUT,up,0.0003698073017,0.012504172,2.6126635,1854.0
