"GO_ID","TERM","GeneRatio","BgRatio","Count","pvalue","p.adjust","geneID"
"GO:1904753","negative regulation of vascular associated smooth muscle cell migration","3/624","17/25792",3,0.00744115390311597,0.254109552688041,"MEF2C/PRKG1/TPM1"
"GO:0032543","mitochondrial translation","7/624","94/25792",7,0.0078379497161926,0.254109552688041,"MRPL15/MRPL30/MRPS17/MRPL12/MRPS12/MRPL17/MRPL57"
"GO:0046513","ceramide biosynthetic process","4/624","33/25792",4,0.00795933897050446,0.254109552688041,"ALOX12B/P2RX1/ALOXE3/CERS4"
"GO:0014050","negative regulation of glutamate secretion","2/624","6/25792",2,0.00821747309687694,0.254109552688041,"NPY5R/PRKG1"
"GO:0030854","positive regulation of granulocyte differentiation","2/624","6/25792",2,0.00821747309687694,0.254109552688041,"LEF1/TESC"
"GO:0032229","negative regulation of synaptic transmission, GABAergic","2/624","6/25792",2,0.00821747309687694,0.254109552688041,"NPY5R/SLC6A1"
"GO:0036324","vascular endothelial growth factor receptor-2 signaling pathway","2/624","6/25792",2,0.00821747309687694,0.254109552688041,"SLC31A1/VEGFA"
"GO:0036446","myofibroblast differentiation","2/624","6/25792",2,0.00821747309687694,0.254109552688041,"MIR145/ZEB2"
"GO:0043457","regulation of cellular respiration","2/624","6/25792",2,0.00821747309687694,0.254109552688041,"CISD1/PRDM16"
"GO:0044381","glucose import in response to insulin stimulus","2/624","6/25792",2,0.00821747309687694,0.254109552688041,"SLC27A4/SLC2A4"
"GO:0055129","L-proline biosynthetic process","2/624","6/25792",2,0.00821747309687694,0.254109552688041,"PYCR1/PYCR3"
"GO:0060414","aorta smooth muscle tissue morphogenesis","2/624","6/25792",2,0.00821747309687694,0.254109552688041,"MIR143/MIR145"
"GO:0061156","pulmonary artery morphogenesis","2/624","6/25792",2,0.00821747309687694,0.254109552688041,"HEY2/STRA6"
"GO:1990962","xenobiotic transport across blood-brain barrier","2/624","6/25792",2,0.00821747309687694,0.254109552688041,"ABCB1/ABCG2"
"GO:0060392","negative regulation of SMAD protein signal transduction","3/624","18/25792",3,0.00877089406588379,0.263571724110463,"MIR27A/CCN3/PBLD"
"GO:0042273","ribosomal large subunit biogenesis","4/624","34/25792",4,0.00885128924251554,0.263571724110463,"MRTO4/WDR74/WDR12/AFG2B"
"GO:0000027","ribosomal large subunit assembly","3/624","19/25792",3,0.0102308080723772,0.275820348449673,"NOP2/MRTO4/NLE1"
"GO:0030166","proteoglycan biosynthetic process","3/624","19/25792",3,0.0102308080723772,0.275820348449673,"CHST12/CSGALNACT1/GAL3ST3"
"GO:0045653","negative regulation of megakaryocyte differentiation","3/624","19/25792",3,0.0102308080723772,0.275820348449673,"PF4/H4C1/H4C3"
"GO:0008544","epidermis development","6/624","76/25792",6,0.0102437128950466,0.275820348449673,"CDSN/ACER1/CRABP2/KLK5/PTHLH/SPRR2F"
"GO:0007218","neuropeptide signaling pathway","6/624","77/25792",6,0.0108886630197014,0.275820348449673,"NMUR1/CMKLR2/GPR171/NPY1R/NPY5R/TYRO3"
"GO:0006166","purine ribonucleoside salvage","2/624","7/25792",2,0.0113209844512926,0.275820348449673,"APRT/PNP"
"GO:0006563","L-serine metabolic process","2/624","7/25792",2,0.0113209844512926,0.275820348449673,"PSPH/SRR"
"GO:0007207","phospholipase C-activating G protein-coupled acetylcholine receptor signaling pathway","2/624","7/25792",2,0.0113209844512926,0.275820348449673,"GNA15/PRKCB"
"GO:0030213","hyaluronan biosynthetic process","2/624","7/25792",2,0.0113209844512926,0.275820348449673,"HAS1/HAS2"
"GO:0034440","lipid oxidation","2/624","7/25792",2,0.0113209844512926,0.275820348449673,"ALOX12B/ALOXE3"
"GO:0048733","sebaceous gland development","2/624","7/25792",2,0.0113209844512926,0.275820348449673,"ACER1/KRT76"
"GO:0099536","synaptic signaling","2/624","7/25792",2,0.0113209844512926,0.275820348449673,"DTNA/UTRN"
"GO:0006883","intracellular sodium ion homeostasis","3/624","20/25792",3,0.011823161640601,0.277742840504563,"ATP1A2/ATP1B2/SCNN1A"
"GO:0030220","platelet formation","3/624","20/25792",3,0.011823161640601,0.277742840504563,"ZNF385A/MEF2C/TAL1"
"GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway","6/624","79/25792",6,0.0122638075400514,0.277742840504563,"NMUR1/ADRA1D/ADRA1A/GNA15/GPR20/GPR157"
"GO:0006605","protein targeting","4/624","38/25792",4,0.0130623566249538,0.277742840504563,"GIPC1/AP1S3/TRAK2/RASSF9"
"GO:0060048","cardiac muscle contraction","4/624","38/25792",4,0.0130623566249538,0.277742840504563,"ATP1A2/RYR2/TPM1/CASQ2"
"GO:0031589","cell-substrate adhesion","3/624","21/25792",3,0.0135498109151968,0.277742840504563,"SORBS1/ANGPT1/ATP1B2"
"GO:0030168","platelet activation","5/624","59/25792",5,0.0139597824223051,0.277742840504563,"ADRA2C/DGKG/P2RX1/PF4/TYRO3"
"GO:0010628","positive regulation of gene expression","18/624","419/25792",18,0.0142190230254052,0.277742840504563,"OCLN/GATA5/ALOX12B/ANGPT1/HOXD3/IL7R/MUSTN1/MIR27A/MEF2C/NTRK3/LEF1/PF4/PGR/POU3F1/TESC/ACTA2/VEGFA/MYOM1"
"GO:0033627","cell adhesion mediated by integrin","4/624","39/25792",4,0.0142832889943358,0.277742840504563,"ITGA1/ITGA7/CCN3/ITGA8"
"GO:0001915","negative regulation of T cell mediated cytotoxicity","2/624","8/25792",2,0.0148544056488759,0.277742840504563,"IL7R/KLRD1"
"GO:0006271","DNA strand elongation involved in DNA replication","2/624","8/25792",2,0.0148544056488759,0.277742840504563,"MCM4/POLD2"
"GO:0010827","regulation of glucose transmembrane transport","2/624","8/25792",2,0.0148544056488759,0.277742840504563,"OCLN/PRKCB"
"GO:0035767","endothelial cell chemotaxis","2/624","8/25792",2,0.0148544056488759,0.277742840504563,"CCN3/VEGFA"
"GO:0045652","regulation of megakaryocyte differentiation","2/624","8/25792",2,0.0148544056488759,0.277742840504563,"EIF6/MEF2C"
"GO:0048512","circadian behavior","2/624","8/25792",2,0.0148544056488759,0.277742840504563,"C3orf70/GPR157"
"GO:0051151","negative regulation of smooth muscle cell differentiation","2/624","8/25792",2,0.0148544056488759,0.277742840504563,"RBPMS2/PRDM6"
"GO:0051481","negative regulation of cytosolic calcium ion concentration","2/624","8/25792",2,0.0148544056488759,0.277742840504563,"KCNA5/ATP1A2"
"GO:0060253","negative regulation of glial cell proliferation","2/624","8/25792",2,0.0148544056488759,0.277742840504563,"ABCC8/TSPO"
"GO:1902732","positive regulation of chondrocyte proliferation","2/624","8/25792",2,0.0148544056488759,0.277742840504563,"MUSTN1/LEF1"
"GO:2000480","negative regulation of cAMP-dependent protein kinase activity","2/624","8/25792",2,0.0148544056488759,0.277742840504563,"PRKAR2A/PRKAR2B"
"GO:0030325","adrenal gland development","3/624","22/25792",3,0.0154122262665562,0.284860457892212,"WNT4/STRA6/TSPO"
"GO:0030501","positive regulation of bone mineralization","4/624","41/25792",4,0.0169360204328659,0.287834847555623,"FBN2/MEF2C/WNT4/KL"
"GO:1990573","potassium ion import across plasma membrane","4/624","41/25792",4,0.0169360204328659,0.287834847555623,"KCNJ3/ATP1A2/ATP1B2/ABCC8"
"GO:0042744","hydrogen peroxide catabolic process","3/624","23/25792",3,0.0174115150534585,0.287834847555623,"HBM/HBD/HBG1"
"GO:0061484","hematopoietic stem cell homeostasis","3/624","23/25792",3,0.0174115150534585,0.287834847555623,"CCN3/NLE1/ARHGEF5"
"GO:0001822","kidney development","7/624","111/25792",7,0.01838580679963,0.287834847555623,"HAS2/MPST/WNT4/NLE1/STRA6/VEGFA/ITGA8"
"GO:0001960","negative regulation of cytokine-mediated signaling pathway","2/624","9/25792",2,0.0187951859411321,0.287834847555623,"ECM1/IL36RN"
"GO:0003214","cardiac left ventricle morphogenesis","2/624","9/25792",2,0.0187951859411321,0.287834847555623,"HEY2/NPY5R"
"GO:0007599","hemostasis","2/624","9/25792",2,0.0187951859411321,0.287834847555623,"FLI1/ZNF385A"
"GO:0010459","negative regulation of heart rate","2/624","9/25792",2,0.0187951859411321,0.287834847555623,"AGTR2/PLN"
"GO:0014808","release of sequestered calcium ion into cytosol by sarcoplasmic reticulum","2/624","9/25792",2,0.0187951859411321,0.287834847555623,"RYR2/RYR3"
"GO:0050915","sensory perception of sour taste","2/624","9/25792",2,0.0187951859411321,0.287834847555623,"ASIC2/SCNN1A"
"GO:0051122","hepoxilin biosynthetic process","2/624","9/25792",2,0.0187951859411321,0.287834847555623,"ALOX12B/ALOXE3"
"GO:0061042","vascular wound healing","2/624","9/25792",2,0.0187951859411321,0.287834847555623,"MCAM/VEGFA"
"GO:0070233","negative regulation of T cell apoptotic process","2/624","9/25792",2,0.0187951859411321,0.287834847555623,"IL7R/CD27"
"GO:0071803","positive regulation of podosome assembly","2/624","9/25792",2,0.0187951859411321,0.287834847555623,"FSCN1/ARHGEF5"
"GO:0090037","positive regulation of protein kinase C signaling","2/624","9/25792",2,0.0187951859411321,0.287834847555623,"ADRA1A/VEGFA"
"GO:0090150","establishment of protein localization to membrane","2/624","9/25792",2,0.0187951859411321,0.287834847555623,"RAB10/COLQ"
"GO:1900748","positive regulation of vascular endothelial growth factor signaling pathway","2/624","9/25792",2,0.0187951859411321,0.287834847555623,"SMOC2/VEGFA"
"GO:0010667","negative regulation of cardiac muscle cell apoptotic process","3/624","24/25792",3,0.0195484433883523,0.293234609664852,"SIRT4/HEY2/MIR145"
"GO:0006821","chloride transport","4/624","43/25792",4,0.0198772216750428,0.293234609664852,"NMUR1/SLC4A1/TSPO/BEST1"
"GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","4/624","43/25792",4,0.0198772216750428,0.293234609664852,"ADRA1D/GNA15/GPR171/PRKACB"
"GO:0043536","positive regulation of blood vessel endothelial cell migration","4/624","43/25792",4,0.0198772216750428,0.293234609664852,"ANGPT1/MIR143/ANGPT4/VEGFA"
"GO:0002092","positive regulation of receptor internalization","3/624","25/25792",3,0.0218234569430462,0.309829588573195,"ANGPT1/NTF3/VEGFA"
"GO:0008542","visual learning","4/624","45/25792",4,0.023114435912797,0.309829588573195,"SLC7A11/ATP1A2/ABCC8/PDE8B"
"GO:0010989","negative regulation of low-density lipoprotein particle clearance","2/624","10/25792",2,0.0231216110875518,0.309829588573195,"MIR27A/ABCC8"
"GO:0016126","sterol biosynthetic process","2/624","10/25792",2,0.0231216110875518,0.309829588573195,"ERG28/PRKAG2"
"GO:0032780","negative regulation of ATP-dependent activity","2/624","10/25792",2,0.0231216110875518,0.309829588573195,"PPIF/PLN"
"GO:0042753","positive regulation of circadian rhythm","2/624","10/25792",2,0.0231216110875518,0.309829588573195,"PRKG1/BMAL2"
"GO:0048023","positive regulation of melanin biosynthetic process","2/624","10/25792",2,0.0231216110875518,0.309829588573195,"GIPC1/ZEB2"
"GO:0048048","embryonic eye morphogenesis","2/624","10/25792",2,0.0231216110875518,0.309829588573195,"FBN2/VAX2"
"GO:0070633","transepithelial transport","2/624","10/25792",2,0.0231216110875518,0.309829588573195,"ABCB1/ABCG2"
"GO:0090370","negative regulation of cholesterol efflux","2/624","10/25792",2,0.0231216110875518,0.309829588573195,"MIR145/MIR27A"
"GO:0140115","export across plasma membrane","2/624","10/25792",2,0.0231216110875518,0.309829588573195,"ABCB1/ABCG2"
"GO:0045669","positive regulation of osteoblast differentiation","5/624","69/25792",5,0.0257959894880741,0.333753314217804,"FBN2/SCUBE3/MIR27A/MEF2C/WNT4"
"GO:0030198","extracellular matrix organization","8/624","146/25792",8,0.0259533257201718,0.333753314217804,"ADAMTS19/CSGALNACT1/SMOC1/SMOC2/ADAMTS10/COLQ/ITGA8/ADAMTSL1"
"GO:0006874","intracellular calcium ion homeostasis","6/624","94/25792",6,0.0266323597323461,0.333753314217804,"PLN/PRKCB/RYR2/RYR3/CASQ2/STC2"
"GO:0007202","activation of phospholipase C activity","3/624","27/25792",3,0.0267880386032672,0.333753314217804,"NMUR1/ADRA1A/GNA15"
"GO:0043537","negative regulation of blood vessel endothelial cell migration","3/624","27/25792",3,0.0267880386032672,0.333753314217804,"AGTR2/MEF2C/ANGPT4"
"GO:0043410","positive regulation of MAPK cascade","8/624","147/25792",8,0.0268896738489865,0.333753314217804,"FCRL3/ADRA1A/ADRA2C/DOK6/ALOX12B/IL11/ITGA1/MEF2C"
"GO:0010764","negative regulation of fibroblast migration","2/624","11/25792",2,0.027812776184817,0.333753314217804,"HAS1/ZEB2"
"GO:0015670","carbon dioxide transport","2/624","11/25792",2,0.027812776184817,0.333753314217804,"HBD/HBG1"
"GO:0019372","lipoxygenase pathway","2/624","11/25792",2,0.027812776184817,0.333753314217804,"ALOX12B/ALOXE3"
"GO:0030210","heparin biosynthetic process","2/624","11/25792",2,0.027812776184817,0.333753314217804,"ANGPT1/CSGALNACT1"
"GO:0048333","mesodermal cell differentiation","2/624","11/25792",2,0.027812776184817,0.333753314217804,"MIR145/ITGA8"
"GO:0051775","response to redox state","2/624","11/25792",2,0.027812776184817,0.333753314217804,"SLC7A11/RYR2"
"GO:0086009","membrane repolarization","2/624","11/25792",2,0.027812776184817,0.333753314217804,"ATP1A2/ATP1B2"
"GO:2001028","positive regulation of endothelial cell chemotaxis","2/624","11/25792",2,0.027812776184817,0.333753314217804,"SMOC2/VEGFA"
"GO:0031424","keratinization","4/624","49/25792",4,0.0305001151789568,0.363290260798241,"KRT76/PPL/SPRR2F/TGM3"
"GO:1904706","negative regulation of vascular associated smooth muscle cell proliferation","3/624","29/25792",3,0.0323031502049232,0.366808912381609,"MEF2C/PRKG1/TPM1"
"GO:0042127","regulation of cell population proliferation","7/624","125/25792",7,0.0325129115040095,0.366808912381609,"TXNIP/SLC7A11/NR5A2/PF4/TAL1/TSPO/ECRG4"
"GO:0006487","protein N-linked glycosylation","4/624","50/25792",4,0.032539492626128,0.366808912381609,"MGAT4A/FUT6/DOLPP1/MAGT1"
"GO:0009612","response to mechanical stimulus","4/624","50/25792",4,0.032539492626128,0.366808912381609,"TXNIP/KCNA5/PPL/PSPH"
"GO:0000470","maturation of LSU-rRNA","2/624","12/25792",2,0.032848559317756,0.366808912381609,"EIF6/NOP2"
"GO:0043117","positive regulation of vascular permeability","2/624","12/25792",2,0.032848559317756,0.366808912381609,"PDE3A/VEGFA"
"GO:0050927","positive regulation of positive chemotaxis","2/624","12/25792",2,0.032848559317756,0.366808912381609,"NTRK3/VEGFA"
"GO:0071786","endoplasmic reticulum tubular network organization","2/624","12/25792",2,0.032848559317756,0.366808912381609,"RAB10/REEP1"
"GO:0086004","regulation of cardiac muscle cell contraction","2/624","12/25792",2,0.032848559317756,0.366808912381609,"ATP1A2/PLN"
"GO:0006936","muscle contraction","5/624","74/25792",5,0.0335651160040166,0.369384925861061,"SGCA/SNTB1/TPM2/UTRN/MYOM2"
"GO:0007160","cell-matrix adhesion","6/624","100/25792",6,0.0346184291150158,0.369384925861061,"SORBS1/HOXD3/ITGA1/ITGA7/FERMT1/ITGA8"
"GO:0002062","chondrocyte differentiation","4/624","51/25792",4,0.0346567891474119,0.369384925861061,"MUSTN1/MEF2C/CCN3/SOX5"
"GO:0045785","positive regulation of cell adhesion","4/624","51/25792",4,0.0346567891474119,0.369384925861061,"ANGPT1/RHOD/TPM1/VEGFA"
"GO:0042100","B cell proliferation","3/624","30/25792",3,0.0352654025091428,0.369384925861061,"IL7R/MEF2C/LEF1"
"GO:0003085","negative regulation of systemic arterial blood pressure","2/624","13/25792",2,0.0382095960082906,0.369384925861061,"IER3/KL"
"GO:0003407","neural retina development","2/624","13/25792",2,0.0382095960082906,0.369384925861061,"GPM6A/ATP2B2"
"GO:0005513","detection of calcium ion","2/624","13/25792",2,0.0382095960082906,0.369384925861061,"RYR2/CASQ2"
"GO:0006110","regulation of glycolytic process","2/624","13/25792",2,0.0382095960082906,0.369384925861061,"EIF6/PRKAG2"
"GO:0010737","protein kinase A signaling","2/624","13/25792",2,0.0382095960082906,0.369384925861061,"PRKACB/MYOM1"
"GO:0015909","long-chain fatty acid transport","2/624","13/25792",2,0.0382095960082906,0.369384925861061,"SLC27A4/FABP3"
"GO:0036376","sodium ion export across plasma membrane","2/624","13/25792",2,0.0382095960082906,0.369384925861061,"ATP1A2/ATP1B2"
"GO:0045039","protein insertion into mitochondrial inner membrane","2/624","13/25792",2,0.0382095960082906,0.369384925861061,"TIMM8A/TIMM8B"
"GO:0048599","oocyte development","2/624","13/25792",2,0.0382095960082906,0.369384925861061,"YBX2/WNT4"
"GO:0050930","induction of positive chemotaxis","2/624","13/25792",2,0.0382095960082906,0.369384925861061,"NTF3/VEGFA"
"GO:0055119","relaxation of cardiac muscle","2/624","13/25792",2,0.0382095960082906,0.369384925861061,"ATP1A2/PLN"
"GO:0060402","calcium ion transport into cytosol","2/624","13/25792",2,0.0382095960082906,0.369384925861061,"ADRA1A/RYR2"
"GO:0071470","cellular response to osmotic stress","2/624","13/25792",2,0.0382095960082906,0.369384925861061,"SLC2A4/LRRC8C"
"GO:0071498","cellular response to fluid shear stress","2/624","13/25792",2,0.0382095960082906,0.369384925861061,"HAS2/MEF2C"
"GO:0035924","cellular response to vascular endothelial growth factor stimulus","3/624","31/25792",3,0.0383627379470132,0.369384925861061,"MIR27A/MT1G/VEGFA"
"GO:0043122","regulation of canonical NF-kappaB signal transduction","3/624","31/25792",3,0.0383627379470132,0.369384925861061,"CARD8/ANGPT1/TRAF5"
"GO:0046676","negative regulation of insulin secretion","3/624","31/25792",3,0.0383627379470132,0.369384925861061,"SIRT4/CCN3/ABCC8"
"GO:0050873","brown fat cell differentiation","3/624","31/25792",3,0.0383627379470132,0.369384925861061,"FABP3/PRDM16/SLC2A4"
"GO:0050853","B cell receptor signaling pathway","4/624","53/25792",4,0.0391259703276691,0.372342948118408,"MEF2C/PRKCB/BLK/CD79B"
"GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway","6/624","103/25792",6,0.0391330586019969,0.372342948118408,"DOK6/SHC4/NTF3/NTRK3/BLK/TYRO3"
"GO:0009410","response to xenobiotic stimulus","10/624","220/25792",10,0.0423170603071594,0.396374298530107,"TXNIP/ADRA1A/GCLM/PNP/PDE3A/ABCB1/PRKCB/SRR/ABCC8/TSPO"
"GO:0007613","memory","5/624","79/25792",5,0.042645934417049,0.396374298530107,"FEN1/NTF3/SLC6A1/ABCC8/ITGA8"
"GO:0001913","T cell mediated cytotoxicity","2/624","14/25792",2,0.043877254439278,0.396374298530107,"IL7R/PRF1"
"GO:0030007","intracellular potassium ion homeostasis","2/624","14/25792",2,0.043877254439278,0.396374298530107,"ATP1A2/ATP1B2"
"GO:0032230","positive regulation of synaptic transmission, GABAergic","2/624","14/25792",2,0.043877254439278,0.396374298530107,"ADRA1A/NALCN"
"GO:0032516","positive regulation of phosphoprotein phosphatase activity","2/624","14/25792",2,0.043877254439278,0.396374298530107,"AGTR2/ITGA1"
"GO:0050884","neuromuscular process controlling posture","2/624","14/25792",2,0.043877254439278,0.396374298530107,"ADARB1/SLURP1"
"GO:0071468","cellular response to acidic pH","2/624","14/25792",2,0.043877254439278,0.396374298530107,"ASIC2/SCNN1A"
"GO:0085029","extracellular matrix assembly","2/624","14/25792",2,0.043877254439278,0.396374298530107,"HAS1/HAS2"
"GO:0002040","sprouting angiogenesis","3/624","33/25792",3,0.0449573213484968,0.399399849328082,"ANGPT1/LEF1/VEGFA"
"GO:0043542","endothelial cell migration","3/624","33/25792",3,0.0449573213484968,0.399399849328082,"GIPC1/STARD13/ZEB2"
"GO:0061436","establishment of skin barrier","3/624","33/25792",3,0.0449573213484968,0.399399849328082,"ALOX12B/CYSRT1/ALOXE3"
"GO:0048812","neuron projection morphogenesis","4/624","56/25792",4,0.0464173159382327,0.41010463752021,"GPM6A/ITGA1/NEK3/NTF3"
"GO:0008284","positive regulation of cell population proliferation","16/624","417/25792",16,0.048303188988501,0.419541608276104,"ADRA1D/MAPK15/CLCF1/HAS2/NCCRP1/IL7R/IL11/SHC4/NOP2/NTF3/NTRK3/PTHLH/PDF/TRAF5/VEGFA/TCL1A"
"GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","2/624","15/25792",2,0.0498336114308059,0.419541608276104,"RPL7L1/WDR12"
"GO:0010614","negative regulation of cardiac muscle hypertrophy","2/624","15/25792",2,0.0498336114308059,0.419541608276104,"GATA5/MIR145"
"GO:0042308","negative regulation of protein import into nucleus","2/624","15/25792",2,0.0498336114308059,0.419541608276104,"ANGPT1/FERMT1"
"GO:0043116","negative regulation of vascular permeability","2/624","15/25792",2,0.0498336114308059,0.419541608276104,"ANGPT1/PDE3A"
"GO:0045651","positive regulation of macrophage differentiation","2/624","15/25792",2,0.0498336114308059,0.419541608276104,"MIR145/PF4"
"GO:0048745","smooth muscle tissue development","2/624","15/25792",2,0.0498336114308059,0.419541608276104,"STRA6/ITGA8"
"GO:0098662","inorganic cation transmembrane transport","2/624","15/25792",2,0.0498336114308059,0.419541608276104,"ASIC2/ABCC8"
"GO:1902166","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","2/624","15/25792",2,0.0498336114308059,0.419541608276104,"ZNF385A/TRIAP1"
