"Gene","SUI_Direction_Chen2006","SUI_log2FC_Chen2006","POP_logFC_GSE53868","POP_padj_GSE53868","Mesma_direcao"
"KRT17","up",2.4594316186373,1.00846954983333,0.0272174308095814,TRUE
