"PATH","Nh","ES","NES","pvalue","leadingEdge","p.adjust"
"05144",3,0.757575757575758,1.53625986244582,0.017982017982018,"MET/GYPC/TGFB3",0.44204575911893
"04144",3,0.621212121212121,1.2509056692769,0.0959040959040959,"MET/TGFB3/SMAD2",0.44204575911893
"04722",2,-0.671641791044776,-1.20242743714136,0.10989010989011,"RAF1/YWHAZ",0.44204575911893
"00970",2,-0.686567164179104,-1.23061063581615,0.110889110889111,"MARS1/YARS1",0.44204575911893
"05146",3,-0.566155680891483,-1.17928738941212,0.116883116883117,"TGFB3/LAMA3/IL1R2",0.44204575911893
"04640",2,-0.641791044776119,-1.14520888399418,0.130869130869131,"ITGA2B/IL1R2",0.44204575911893
"04666",2,-0.656716417910448,-1.15197030792954,0.131868131868132,"MARCKS/RAF1",0.44204575911893
"05145",3,-0.522524973887201,-1.09695211617344,0.140859140859141,"TGFB3/LAMA3/PPIF",0.44204575911893
"04810",2,-0.641791044776119,-1.12879187024174,0.141858141858142,"ITGA2B/RAF1",0.44204575911893
"04512",2,-0.641791044776119,-1.12757385068047,0.144855144855145,"ITGA2B/LAMA3",0.44204575911893
"01100",7,0.431009746089982,1.21045668918841,0.147852147852148,"AGL/NDUFA4/FECH/AGPAT1/COX4I1/ITPKB/ALOX12",0.44204575911893
"04360",2,0.644717713367513,1.1231849790359,0.158841158841159,"MET/DPYSL2",0.44204575911893
"05211",3,0.52178217949041,1.08925314005917,0.18981018981019,"MET/TGFB3/RAF1",0.44204575911893
"05010",2,0.626865671641791,1.09941405592761,0.193806193806194,"NDUFA4/COX4I1",0.44204575911893
"05012",2,0.626865671641791,1.08653712743509,0.196803196803197,"NDUFA4/COX4I1",0.44204575911893
"00190",2,0.626865671641791,1.07570216289982,0.200799200799201,"NDUFA4/COX4I1",0.44204575911893
"05222",3,-0.46969696969697,-0.997824725974033,0.203796203796204,"CDK4/ITGA2B/LAMA3",0.44204575911893
"05410",3,0.498650394520827,1.01002558319949,0.230769230769231,"DMD/TGFB3/ITGA2B",0.44204575911893
"05142",2,0.611940298507463,1.05002548292995,0.231768231768232,"TGFB3/SMAD2",0.44204575911893
"04020",2,-0.552238805970149,-0.989641076676688,0.236763236763237,"HTR2C/ITPKB",0.44204575911893
"05414",3,0.498650394520827,1.02377066960883,0.241758241758242,"DMD/TGFB3/ITGA2B",0.44204575911893
"04540",2,-0.552238805970149,-0.967905187136138,0.24975024975025,"HTR2C/RAF1",0.44204575911893
"04010",3,-0.426544130600936,-0.890687508392877,0.260739260739261,"TGFB3/RAF1/IL1R2",0.44204575911893
"05218",3,0.48104472508583,0.978784497713236,0.272727272727273,"MET/CDK4/RAF1",0.44204575911893
"04350",4,0.418195880468936,0.956756368483166,0.288711288711289,"BMP4/TGFB3/SMAD2/DCN",0.44204575911893
"04115",2,0.552238805970149,0.962295694678229,0.291708291708292,"DDB2/CDK4",0.44204575911893
"04520",3,0.468135824682009,0.949551762319447,0.296703296703297,"MET/SMAD2/CTNND1",0.44204575911893
"05412",2,0.514643282280486,0.888786888005369,0.316683316683317,"DMD/ITGA2B",0.44204575911893
"04110",5,-0.28125,-0.731173452455003,0.341658341658342,"TGFB3/SMAD2/CDK4/CCNH/YWHAZ",0.44204575911893
"04120",2,0.537313432835821,0.912676634911651,0.346653346653347,"DDB2/TRIP12",0.44204575911893
"04510",4,0.378981287055897,0.882942457271058,0.346653346653347,"MET/ITGA2B/RAF1/LAMA3",0.44204575911893
"05214",2,-0.462686567164179,-0.807146533157003,0.350649350649351,"CDK4/RAF1",0.44204575911893
"05219",2,-0.462686567164179,-0.828662559881448,0.351648351648352,"CDK4/RAF1",0.44204575911893
"05016",3,-0.351444701509208,-0.740904944719315,0.354645354645355,"NDUFA4/COX4I1/RCOR1",0.44204575911893
"05223",2,-0.462686567164179,-0.796414022344107,0.354645354645355,"CDK4/RAF1",0.44204575911893
"04660",2,-0.462686567164179,-0.811244398825342,0.36963036963037,"CDK4/RAF1",0.44204575911893
"03018",2,-0.432835820895522,-0.768142974385557,0.372627372627373,"PABPC1/TOB2",0.44204575911893
"03420",2,0.477611940298507,0.83564747566033,0.375624375624376,"DDB2/CCNH",0.44204575911893
"04060",3,0.413008620235336,0.843443447481342,0.381618381618382,"MET/TGFB3/IL1R2",0.44204575911893
"04910",2,0.48149783935356,0.843785795536084,0.385614385614386,"EIF4E/RAF1",0.44204575911893
"04974",2,-0.417910447761194,-0.738911717051635,0.385614385614386,"CPA3/COL17A1",0.44204575911893
"04080",2,0.462686567164179,0.800347814435995,0.402597402597403,"ADORA3/HTR2C",0.448188175460903
"05212",4,0.353846153846154,0.796148812296652,0.417582417582418,"TGFB3/SMAD2/CDK4/RAF1",0.448188175460903
"03013",5,0.316195327448489,0.790327861601151,0.41958041958042,"EIF4E/KPNB1/PABPC1/EIF2S3/EIF4A1",0.448188175460903
"05200",8,0.253775710155867,0.761840988438496,0.456543456543457,"MET/BMP4/TGFB3/SMAD2/CDK4/ITGA2B/RAF1/LAMA3",0.476834276834277
"05210",3,0.348484848484848,0.706799121901857,0.475524475524476,"TGFB3/SMAD2/RAF1",0.485514485514486
"05220",3,0.348484848484849,0.71643016259384,0.485514485514486,"TGFB3/CDK4/RAF1",0.485514485514486
