"Rat_Gene_Symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Human_Ortholog_Symbol","Human_Entrez_ID"
"Tmem190",85.1873148535699,-6.48090193234872,1.00706491203406,-6.04738345614924,1.4721708599011e-09,1.14502177992308e-06,"TMEM190",147744
"Art3",165.431391937772,-6.66458486075735,0.984359889293289,-5.96691513372283,2.41781081157693e-09,1.69246756810385e-06,"ART3",419
"Pitx1",2112.41523146222,2.65578375865452,0.444797976897006,5.97043135786293,2.36627124011418e-09,1.69246756810385e-06,"PITX1",5307
"RGD1306739",78.8446893541068,-6.35754458731227,1.01337776373099,-5.92531825940845,3.11693132155763e-09,2.07795421437176e-06,NA,NA
"Dusp27",188.695615200271,-6.40740329415225,0.980505329847511,-5.88374485286717,4.01085999953545e-09,2.55236545424983e-06,NA,NA
"Ulk3",96.8659891847832,-6.25801107535756,1.03133754458432,-5.83770401065972,5.29250705563263e-09,3.22152603386334e-06,"ULK3",25989
"Lrrc17",231.337566559856,-6.10374153485404,1.01161861140505,-5.73518256060859,9.74073681393964e-09,5.68209647479813e-06,"LRRC17",10234
"Ago4",480.350083923732,5.5058750259543,1.08563497985181,5.68516738169835,1.30684600522432e-08,7.10613675742872e-06,NA,NA
"Scn7a",167.37572006261,-5.92085196229461,0.985241375327817,-5.6834930223281,1.31971111209391e-08,7.10613675742872e-06,"SCN7A",6332
"Arhgef9",88.0233876891353,-6.02878691988508,1.04398456991931,-5.63073760878088,1.79440543814248e-08,9.25197736272175e-06,"ARHGEF9",23229
"Pdk4",120.147251832855,-6.29248651165613,0.996293259258098,-5.62543642504105,1.85039547254435e-08,9.25197736272175e-06,"PDK4",5166
"Zfp449",90.121694065279,-5.93274126592927,1.05137785172548,-5.55847568494754,2.72140860644341e-08,1.31378346517958e-05,"ZNF449",203523
"Ednra",121.018431546519,-6.14334513921838,1.00398176650995,-5.54483915065874,2.94224517695376e-08,1.37304774924509e-05,"EDNRA",1909
"Lnx1",105.934377294153,-5.83695903875729,1.06219938424233,-5.53059701711518,3.19142729775303e-08,1.4174604359096e-05,"LNX1",84708
"Qrich2",78.1917556640722,-5.92751472578942,1.04663912071335,-5.52795184005309,3.23990956779338e-08,1.4174604359096e-05,"QRICH2",84074
"Extl3",179.255036008408,-5.35966173788514,0.965231602193371,-5.48863082478723,4.05061209056298e-08,1.71844149296611e-05,"EXTL3",2137
"Lrrc48",99.6768028139337,5.69181859987305,1.07434385288637,5.48192849423058,4.20714287156399e-08,1.73235294711459e-05,NA,NA
"LOC103691356",18.5313988445394,1.10348133369373,1.03588504211752,5.43708248452544,5.4160069481042e-08,2.14119312521624e-05,NA,NA
"Sirt3",323.866336374464,-3.1214870885438,0.573996004321451,-5.43414676013988,5.50592517912746e-08,2.14119312521624e-05,"SIRT3",23410
"LOC688547",17.5687287746932,1.10290866080756,1.03578900535567,5.41759578671527,6.04057893850228e-08,2.16841295228287e-05,NA,NA
"Rbpjl",17.8093962921548,1.10305753248909,1.03581398210678,5.42239839010557,5.88046421396131e-08,2.16841295228287e-05,"RBPJL",11317
"Sh3gl2",270.54010560314,-4.75700703817744,1.11905504696952,-5.41768903067865,6.0374304301273e-08,2.16841295228287e-05,"SH3GL2",6456
"LOC103693972",16.8467262223086,1.10243699167081,1.03570982022073,5.40270531444245,6.56432535061896e-08,2.29751387271664e-05,NA,NA
"Serpinb2",2517.77941528541,4.39190361406026,0.816349164711525,5.39573135218611,6.82449935911676e-08,2.33031685433255e-05,"SERPINB2",5055
"LOC100910848",78.5859294398518,-5.73868836714119,1.05964999971087,-5.37845853434353,7.51262798349148e-08,2.39038163111093e-05,NA,NA
"LOC103692599",15.8840561524623,1.10174268907407,1.03559311642384,5.38119412748937,7.39933460621126e-08,2.39038163111093e-05,NA,NA
"Trpa1",15.8840561524623,1.10174268907407,1.03559311642384,5.38119412748937,7.39933460621126e-08,2.39038163111093e-05,"TRPA1",8989
"Fam64a",68.7069976708699,-5.76662727835147,1.05315063169151,-5.37397765053413,7.70184082981979e-08,2.39612825816616e-05,NA,NA
"LOC102552091",15.1620536000777,1.10116527254172,1.03549593063225,5.36493207125377,8.09796894501808e-08,2.46459924413594e-05,NA,NA
"Fpgt",136.236806718905,-5.65218177079553,1.01342686060765,-5.27393935105693,1.33526049884917e-07,3.97737169869965e-05,"FPGT",8790
"Tlr4",69.0524954668518,-5.58420568011856,1.06559763700995,-5.23071715231027,1.68853697317759e-07,4.92489950510131e-05,"TLR4",7099
"Dclre1a",260.231067901053,-3.04620925615117,0.583945911193992,-5.21032495161127,1.88510166998251e-07,5.38600477137859e-05,"DCLRE1A",9937
"Plcl1",52.696244646056,-4.69247232432011,0.863548387920003,-5.20562453874213,1.9334522502197e-07,5.41366630061516e-05,"PLCL1",5334
"Gpc4",210.498494464199,-4.30404020074211,0.826310151666647,-5.19210348609339,2.0793136673943e-07,5.70791987127847e-05,"GPC4",2239
"Spidr",182.626492419451,-5.29933618911112,1.02304048914694,-5.18329258806369,2.18002637854359e-07,5.86930178838658e-05,"SPIDR",23514
"Scn5a",122.074684274037,-5.55732633191224,1.05522308321643,-5.09691791399014,3.45227932633052e-07,9.11922840917497e-05,"SCN5A",6331
"Lpar2",73.517162493262,-5.36378081978062,1.08061821836675,-5.09068582491576,3.56770739201108e-07,9.24961175706577e-05,"LPAR2",9170
"She",190.818711947032,-4.46547829183389,1.12736986767355,-5.07391664375475,3.89709824015217e-07,9.91988642947825e-05,"SHE",126669
"Tasp1",92.5755900720108,-4.74009980096357,0.922517438156492,-5.04506816283541,4.53359717956096e-07,0.000113339929489024,"TASP1",55617
"Tmtc2",78.4236636085893,-5.20906808270658,1.09031205056793,-5.01313621635056,5.35499588892678e-07,0.000131526214815746,"TMTC2",160335
"Mybpc2",150.175380081424,-5.02064704632602,1.01509427033118,-4.95264352711211,7.3212019115137e-07,0.000176718666829641,"MYBPC2",4606
"Ecm1",2390.32545570703,1.94889107953805,0.393964885826577,4.94676754077791,7.54559953914861e-07,0.000179048124657764,"ECM1",1893
"Bend3",121.181401208421,3.63730382778901,0.736018059546658,4.92752237256566,8.32788903285631e-07,0.000194317410766647,"BEND3",57673
"Zfp879",83.7339668534401,-5.31972564609227,1.04385543132317,-4.91368111191121,8.93820869938982e-07,0.00020513921605157,"ZNF879",345462
"Tmem119",60.7964971979251,5.40832494547933,1.04368586192785,4.8665295541513,1.1357494630709e-06,0.000256459556177299,"TMEM119",338773
"Amer1",91.9125101758329,-4.82241292572273,1.11039235949288,-4.85874481910981,1.18132271443505e-06,0.000262516158763345,"AMER1",139285
"Piwil4",66.5642315333833,-5.05345139779522,1.09534856916784,-4.85325663641881,1.21450357395245e-06,0.000265672656802099,"PIWIL4",143689
"LOC100911410",47.7789165328037,-5.18506880534976,1.08015204775561,-4.84067320272264,1.29400017744943e-06,0.00027870773052757,NA,NA
"Gfra3",60.6136602002992,-5.06311914774228,1.09305945610721,-4.82546930937695,1.39673973263799e-06,0.000296278125105029,"GFRA3",2676
"Hmox1",466.679622074326,4.02781131625979,1.13749017616784,4.78194301717624,1.73608897117983e-06,0.000362764859649517,"HMOX1",3162
"Lrrc61",62.3059364717091,-5.19638808803301,1.00227116780695,-4.76616609999065,1.87764486796694e-06,0.000386573943404959,"LRRC61",65999
"Ago1",767.968606640793,2.53726704243365,0.536605167338076,4.72792278801305,2.26828403251604e-06,0.000453656806503209,"AGO1",26523
"Ttk",69.5604902500758,4.64830399190324,1.11721883450755,4.72882365120953,2.25824419021124e-06,0.000453656806503209,"TTK",7272
"Fmn1",79.5945795323341,4.4311523855043,0.932097914910288,4.71370623347678,2.43251285730794e-06,0.000479650422567763,"FMN1",342184
"Wasf1",78.1461282749307,4.46670762617211,1.12473081385758,4.69443078484962,2.67350110997065e-06,0.00051984743804985,"WASF1",8936
"Myrfl",56.40132497903,-5.18235242026419,1.00946155642254,-4.68006718357136,2.8678092526209e-06,0.000549990815571131,"MYRFL",196446
"Spata13",120.458601417247,-4.6752075991444,1.00636158196357,-4.67704161641795,2.91043208574451e-06,0.000550622286492205,"SPATA13",221178
"Xrcc4",93.3687438874423,-4.11529933416207,0.875221477650378,-4.67376685511903,2.95725024391224e-06,0.000552020045530284,"XRCC4",7518
"LOC680835",88.2855014725888,-4.31767605157471,0.917276194290968,-4.65907593186966,3.17632029548466e-06,0.000585111633378754,NA,NA
"Tcf23",78.3141503055266,-4.58223175666628,1.11863345252451,-4.65223535863051,3.28355997310309e-06,0.000597010904200561,"TCF23",150921
"LOC102546781",48.374558614299,-4.88998552261472,1.09782360557872,-4.63404445657434,3.58589934278406e-06,0.000643622958961241,NA,NA
"Aldh1a3",86.9843326250201,-4.81630551467048,1.02409712332949,-4.62160040511499,3.80790956429594e-06,0.000671605166400615,"ALDH1A3",220
"Pag1",37.9264906152316,4.89431112491978,1.09766324107731,4.61998143569132,3.83774380800351e-06,0.000671605166400615,"PAG1",55824
"LOC100912031",185.94947779989,-4.7178565606144,1.06027584832594,-4.61092347185495,4.00884108845413e-06,0.0006928861140538,NA,NA
"Aldh1a7",130.403051837467,3.66296560606992,1.14832124217429,4.58077788071589,4.63249646014275e-06,0.000788985130810992,NA,NA
"Nup188",795.029503533188,2.4076280344976,0.525777206418963,4.57875330573879,4.67755470409374e-06,0.000788985130810992,"NUP188",23511
"LOC500300",42.1157697389303,-4.86588267815704,1.09616502280062,-4.57398134372501,4.78542469630263e-06,0.000797570782717105,NA,NA
"LOC100361830",50.5698361029506,-4.75847128290173,1.10550004350289,-4.56418823251612,5.01430746176827e-06,0.00082588593487948,NA,NA
"LOC102554685",45.6266279661532,-4.79981979862539,1.10151201720658,-4.55433013639866,5.25527692779254e-06,0.000855510197547622,NA,NA
"Gfpt2",90.3566093187247,-4.84130477692899,1.0500663383961,-4.54865644204202,5.39895002156662e-06,0.000868796555194629,"GFPT2",9945
"Fbxo30",311.350493256099,-2.38297637378956,0.524407444311307,-4.54228075441315,5.56488600394897e-06,0.000885322773355519,"FBXO30",84085
"Fermt3",123.059837719681,-3.86769272440639,1.14327040760891,-4.53151700268568,5.85616227188828e-06,0.000914809249471573,"FERMT3",83706
"Sphk1",551.284294731164,2.15183222879692,0.474889171859916,4.53062600626061,5.88091660374583e-06,0.000914809249471573,"SPHK1",8877
"Fam102b",500.147840252387,2.58620402606928,0.573087503037788,4.5119978079481,6.42198521047646e-06,0.000987997724688686,NA,NA
"Hoxd12",58.0147793420768,-4.54123792280557,1.1173823259217,-4.49048023178767,7.10627705062792e-06,0.00107794787114813,"HOXD12",3238
"Snx31",302.40371793233,-4.02282710090338,0.898749836221015,-4.48885642275934,7.16065371548399e-06,0.00107794787114813,"SNX31",169166
"Sema4f",115.17760366178,-3.84543935416024,1.14369916497955,-4.4834364132738,7.34504966383364e-06,0.00109394356695395,"SEMA4F",10505
"Afap1l2",611.288348517801,2.47939427751524,0.55335802859984,4.48012939500095,7.45978015951318e-06,0.00109933602350721,"AFAP1L2",84632
"Galns",75.147030323929,-4.27828312808343,1.12953640099207,-4.47193260913166,7.75158576228384e-06,0.00112312342305017,"GALNS",2588
"Pid1",50.4523518173648,-4.60893723134217,1.11265677201132,-4.47110519242156,7.78164085970472e-06,0.00112312342305017,NA,NA
"Camta2",427.327515663461,-2.52986912896649,0.575097778985191,-4.39781199306179,1.09347634176471e-05,0.00152909937909073,"CAMTA2",23125
"Ihh",528.574333770438,-4.36222855187697,1.01938523344335,-4.39376193600083,1.11405811905182e-05,0.00152909937909073,"IHH",3549
"Ptpn7",125.248958308699,4.50747847539408,1.07952320930522,4.39561897672413,1.10457542127003e-05,0.00152909937909073,"PTPN7",5778
"RGD1560289",151.923295828339,3.85592380439306,1.14159234558783,4.39481911635207,1.10865030113653e-05,0.00152909937909073,NA,NA
"Sh3d19",1259.41873449737,1.92393967861499,0.437245398301016,4.39997319984308,1.0826424818525e-05,0.00152909937909073,"SH3D19",152503
"Ccdc68",43.8899580736743,-4.47675194255787,0.98755231924696,-4.36677719050423,1.26093237676243e-05,0.00168548881668311,NA,NA
"Gpr37l1",47.3854992790608,-4.42177743108815,0.976006089463298,-4.36970674055782,1.24413503762201e-05,0.00168548881668311,"GPR37L1",9283
"LOC102555635",93.3092656701477,-4.40248337180639,1.01460716321263,-4.36622604357595,1.26411661251233e-05,0.00168548881668311,NA,NA
"B3gntl1",68.8586408945927,-4.39721441417226,1.00612342340613,-4.31469289515826,1.59824927931315e-05,0.00211089527456454,"B3GNTL1",146712
"Mbp",486.927297807529,-1.9545350821603,0.455266524890481,-4.29236538267171,1.76779729059867e-05,0.00231300580078331,NA,NA
"LOC102548231",73.2960543633208,-3.94845630871218,1.13979858801607,-4.29017647603256,1.78531192288301e-05,0.00231429323336686,NA,NA
"Mx2",117.911655691343,-4.38254270078475,1.10439386735912,-4.26894246206508,1.96401918751772e-05,0.00252259345185762,"MX1",4599
"Mzf1",90.9498751520126,-4.5600961997978,1.09993501382418,-4.25188912192636,2.11974808421214e-05,0.00265188285015183,"MZF1",7593
"Stag3",55.2940474916649,-4.55578298954294,1.04556507108495,-4.25170348453242,2.12150628012146e-05,0.00265188285015183,"STAG3",10734
"Tuba8",515.214374535495,-4.21471529971739,1.10324190234091,-4.25196073890262,2.11907016138753e-05,0.00265188285015183,"TUBA8",51807
"Inpp4b",62.4850013177651,-4.56724687656333,1.09753820230943,-4.24667325609659,2.16968014196233e-05,0.00268809929092679,"INPP4B",8821
"Rps6kl1",86.7564305525321,-4.35800008805455,1.11950514960294,-4.2272660258315,2.36547940121761e-05,0.0029049747032497,"RPS6KL1",83694
"Prdm4",178.161429301631,-3.0138457926341,0.712598611046928,-4.2242437804613,2.39744429822745e-05,0.00291862784132038,"PRDM4",11108
"LOC102547230",40.685190151985,-4.2986968656019,1.12366139699617,-4.19783430716921,2.69479676342516e-05,0.0032523409213752,NA,NA
"Lrrc51",53.9680370792947,-4.47624937282235,1.05253087411448,-4.17440076769871,2.98771409611918e-05,0.00357504250817679,NA,NA
"Zcchc12",330.901467532285,2.6475496398392,1.15644287636706,4.15360765182225,3.27274136756432e-05,0.00385028396184038,"ZCCHC12",170261
"Zgrf1",58.910861800535,-4.45473319937339,1.0549577157407,-4.15464636338331,3.2579102085417e-05,0.00385028396184038,"ZGRF1",55345
"LOC102550737",31.4032723308312,4.52455776318927,1.07980882840504,4.09444128965632,4.23187627090024e-05,0.00492225484439229,NA,NA
"Wdhd1",47.7569311022163,3.78741139915318,1.14371865488157,4.09322014788068,4.25423454408191e-05,0.00492225484439229,"WDHD1",11169
"LOC102548917",84.435736892945,-4.11796740706904,1.12917959739017,-4.09003777647727,4.31302935586363e-05,0.0049493779493517,NA,NA
"Aim1l",680.230128642632,4.04054559883556,1.01060588780422,4.08313723743682,4.44317654922163e-05,0.00505727412106527,NA,NA
"Asb7",45.4767274309413,-4.34493199072039,1.0918928794914,-4.07613108053271,4.57912122286357e-05,0.0051699755742008,"ASB7",140460
"Ppm1h",209.857891809847,2.7624193081055,0.681410524847552,4.05234024367011,5.07078484412827e-05,0.00567927902542366,"PPM1H",57460
"Hsd17b2",191.249030672654,-4.09526210364158,1.0959503725263,-4.03070724218449,5.5609272646702e-05,0.00617880807185578,"HSD17B2",3294
"Calml5",321.168839048409,2.04453058380151,1.14044357282424,4.02882164037826,5.6057126862078e-05,0.00617952579581962,"CALML5",51806
"Adam15",938.307347214908,1.54988629551413,0.386183242867536,4.01321039816276,5.98984787033744e-05,0.00655139610818157,"ADAM15",8751
"LOC102553290",25196.8646996493,2.76698394113953,0.691148912135455,4.00490955091655,6.20412154100096e-05,0.00673315516077623,NA,NA
"Cep97",31.5744750643733,-4.12121427570876,1.12820572474425,-3.9889558855842,6.63647608131747e-05,0.00713516212262706,"CEP97",79598
"Ppfia4",43.712578995226,-4.33456206578545,1.10019005422938,-3.98753011648486,6.67647312902961e-05,0.00713516212262706,NA,NA
"Enpp4",570.885407915206,-3.96522036297884,1.02022642004828,-3.97548362018159,7.02363782638405e-05,0.0074493128461649,"ENPP4",22875
"Il12a",60.2996407760873,-3.52715404848283,1.14971263031564,-3.97324889667603,7.08988952620524e-05,0.00746304160653183,"IL12A",3592
"Vps8",368.398896618283,-2.8494142810537,0.722935133330008,-3.94014436538298,8.14325891844481e-05,0.00850788245210652,"VPS8",23355
"RGD1563060",193.589564506464,2.22887160139906,1.14786890301594,3.92732114313157,8.58972541147394e-05,0.00890786338967667,NA,NA
"Sapcd2",68.050065043281,3.0676541104983,1.15656451038637,3.9088278645519,9.27450159432714e-05,0.00934122462737985,"SAPCD2",89958
"Sh3rf2",207.572661493772,2.16032753747473,1.14542702858917,3.91003727752618,9.22818785949448e-05,0.00934122462737985,"SH3RF2",153769
"Tspan7",1480.67620218895,-2.54121588577338,0.650193405959005,-3.90887841086184,9.27256156642927e-05,0.00934122462737985,"TSPAN7",7102
"Wdr24",211.172727794098,-3.50522907164227,0.898705037809024,-3.9111583269463,9.1854531053233e-05,0.00934122462737985,"WDR24",84219
"Pde7a",75.26339749048,2.34451380537945,0.59988095746115,3.90286747737748,9.50597561394906e-05,0.00950597561394906,"PDE7A",5150
"Nfil3",159.353942797596,-3.9841658999504,1.04983859294845,-3.89367238207233,9.87379798158223e-05,0.00980377104554264,"NFIL3",4783
"Slc35f2",65.8787626317219,3.05194184179455,1.15666580606327,3.88301749082617,0.000103168143795923,0.0101715071348093,NA,NA
"Tnfrsf1b",80.8655910413912,-4.03221766896733,1.04903853328513,-3.88039433231994,0.00010428724592807,0.0102099401607901,"TNFRSF1B",7133
"LOC498236",193.419045998001,2.16258675285307,1.14552029232841,3.87722993538891,0.000105652499933363,0.0102717708268547,NA,NA
"Kirrel",134.962557031441,3.29659435145946,0.850639355844836,3.87546176485489,0.000106422690422729,0.0102752942477118,NA,NA
"Chrnb4",248.559337228737,-2.13017779230417,1.14426778766638,-3.87045655540607,0.00010863171593057,0.0104167398837532,"CHRNB4",1143
"Slc39a6",196.644718684403,2.86014009254985,0.74274511307666,3.84939124475625,0.000118411743254827,0.0112773088814121,"SLC39A6",25800
"Peo1",449.101892491504,2.14785550716379,0.5591600213305,3.8407919443877,0.000122638024892383,0.0116008942465768,NA,NA
"LOC100912483",39.4457979168693,-3.67032747840466,1.14512267888846,-3.83415604344713,0.000125996141316158,0.0118385636135987,NA,NA
"Fut4",322.881074608624,-3.4919064125915,0.915597198460254,-3.82973986775329,0.000128278790229313,0.0119726870880692,"FUT4",2526
"Rbm6",640.941278663991,2.1549472477971,0.563458938504096,3.8242904577484,0.00013114923109545,0.0121595313598431,"RBM6",10180
"Pla2g5",71.9731246689477,3.92955269521287,1.12083126919881,3.81697484349772,0.000135097938648912,0.0124432311913472,"PLA2G5",5322
"Ccdc37",36.7181514268786,-3.68895439434434,1.14430174249692,-3.81002182217155,0.000138954526156592,0.0127147932430869,NA,NA
"Zranb3",81.6729527497554,-3.98307335520422,1.08159105780588,-3.79476111177936,0.000147785679822277,0.0134350618020252,"ZRANB3",84083
"LOC102553451",50.8408330216678,-3.34448468670092,1.1528460191414,-3.7906254019523,0.000150268441130742,0.0135726333924541,NA,NA
"Selp",25.2837175752027,-4.1012761694556,1.07924054270313,-3.78621054766895,0.000152962083241901,0.013727366444786,"SELP",6403
"Sqstm1",9062.60419249641,-1.10783508373107,0.294283606758442,-3.76450280053952,0.000166880798094194,0.0148810902759154,"SQSTM1",8878
"Mthfd2",40.0591775834637,3.85564027509266,1.02851415412822,3.74413141801097,0.000181018893562915,0.016039648796714,"MTHFD2",10797
"Helz2",94.0690911913925,3.788257703735,1.12553094315479,3.74026156889174,0.000183828853600923,0.0161861883673769,"HELZ2",85441
"Ntf3",49.1873516197631,-3.86074596860589,1.13268133281659,-3.71185713284881,0.000205744112917091,0.0180026098802454,"NTF3",4908
"Ralgps1",69.0722602567091,-3.91257029054723,1.0889957154003,-3.70363134244741,0.000212535061185239,0.0182545451324745,"RALGPS1",9649
"Rrp12",263.663851629291,-1.98466866952482,0.535313386175016,-3.70600808605881,0.000210551579585364,0.0182545451324745,"RRP12",23223
"Stfa3",49.0638517418239,3.00961863904015,1.15685835023938,3.70438425117221,0.000211904839680504,0.0182545451324745,NA,NA
"Ifngr2",652.081265199934,-1.63676814448849,0.442349976261057,-3.69990327496983,0.000215681655429653,0.0183002616728191,"IFNGR2",3460
"Tmem106a",49.4756858472594,-3.96114154322802,1.07681207845635,-3.70042485666307,0.000215238809054969,0.0183002616728191,"TMEM106A",113277
"Acot4",23.9357006787723,-3.82137857374432,1.13713892104712,-3.69824839178511,0.000217092395989358,0.0183089972521145,"ACOT4",122970
"RGD1310110",92.7259175114734,-3.82464484242809,1.11338282020382,-3.68439649903876,0.000229245152897542,0.0192181565303329,NA,NA
"Serpinb10",2020.38957528813,2.98467052231943,0.81180976547743,3.68155268812495,0.000231817869168045,0.0193181557640037,"SERPINB10",5273
"Zfp385c",70.489186316012,-3.44839893324137,1.14820526221543,-3.67914926452859,0.000234013280690272,0.0193857155601409,"ZNF385C",201181
"Krtdap-2",490.666337155148,3.58611979615911,1.13359555692888,3.67606494607753,0.000236859246795091,0.0195060556184193,NA,NA
"Armc7",232.143249770707,-2.9852091090684,0.813949447465095,-3.66708506855931,0.000245331195764773,0.0200855949748937,"ARMC7",79637
"Mlip",148.524326366537,-3.75950955712834,1.11455433036525,-3.66492879537513,0.000247407406099477,0.020137812124376,"MLIP",90523
"Pou2f3",146.262437858299,2.05464865386439,1.14099901181151,3.66030520110994,0.000251915010010518,0.020386185781198,"POU2F3",25833
"Lekr1",26.2954598811535,-4.0362947163635,1.10008436167403,-3.65721532606605,0.000254970182864709,0.0205148422994593,"LEKR1",389170
"Pggt1b",403.642933056095,-1.73608387987553,0.476261979945391,-3.64480925199622,0.000267590195080098,0.0214072156064079,"PGGT1B",5229
"Kat6b",310.090195197231,-2.14211413317466,0.58792681514996,-3.64213263917782,0.000270388683569691,0.0215081907384982,NA,NA
"Ppp1r3b",206.060339857454,-3.62511187464694,1.12925871948332,-3.63119376456846,0.000282113271609591,0.0223140440821145,"PPP1R3B",79660
"Slc22a5",914.100142030383,-3.71238201915261,1.06915328366434,-3.61824111064061,0.000296612004096631,0.0233290340300721,"SLC22A5",6584
"Kdm4a",106.5764905799,3.69189301098472,1.04102659435781,3.61454564331088,0.000300874808665858,0.0235321079403465,"KDM4A",9682
"Rnf157",180.236248155538,-1.99478939943612,1.13807637991871,-3.6120379722127,0.000303800066760443,0.0236288940813678,"RNF157",114804
"LOC100909569",41.7736753970678,-3.18903816897055,1.15490402741734,-3.60956380915134,0.000306712321606941,0.0237236049861722,NA,NA
"LOC501110",157.192978676892,-3.12175277990062,0.866319331501046,-3.60312575669667,0.000314413315474165,0.0241856396518588,NA,NA
"Myef2",153.232265586983,-2.17706809416011,0.604139574201449,-3.60057476238345,0.000317514511142954,0.0242907276284227,"MYEF2",50804
"Mir22",22.8055537005847,-3.68062448456684,1.14168001173186,-3.59497545177798,0.000324422165698918,0.024684295216222,NA,NA
"Cwh43",119.581773239057,2.08858030275373,1.14256662903822,3.58918455396147,0.000331713951831785,0.0251026774359189,"CWH43",80157
"Arg2",376.033838310594,-1.98311870068799,0.553156576050686,-3.58410543189045,0.000338235448840947,0.025458582170824,"ARG2",384
"Sult1d1",118.970462077006,2.07846482468963,1.14211999038924,3.5793015150518,0.000344513797588187,0.0257924768247841,NA,NA
"Sptbn4",44.1266408526771,2.8647807130759,1.15732982734341,3.57218605548306,0.000354013750115892,0.02636272607246,"SPTBN4",57731
"Sox18",177.492528869037,-3.50448655852812,0.990858203115373,-3.5676765176813,0.000360160748207873,0.0266385980596114,"SOX18",54345
"Zdhhc24",47.5609778351677,3.39602550944875,1.14856455988398,3.56668629364443,0.000361523830809012,0.0266385980596114,"ZDHHC24",254359
"Cys1",126.714420624549,-3.64380254055846,1.04897054595622,-3.56104656786962,0.000369379558501987,0.02699419386213,"CYS1",192668
"LOC102550257",115.114424157488,2.06884102188998,1.14169209500268,3.55648911913428,0.000375844039424077,0.02699419386213,NA,NA
"LOC103690939",338.994230710509,2.42589532035645,0.681735540547659,3.55820461423604,0.000373398394847885,0.02699419386213,NA,NA
"Moxd1",132.017107320135,1.9823833666573,1.1374061658421,3.55638667586088,0.000375990557365383,0.02699419386213,"MOXD1",26002
"Poc1a",117.240471976521,2.05961287548504,1.14126539015544,3.55841500686892,0.000373099481101137,0.02699419386213,"POC1A",25886
"Mfhas1",322.100487043983,1.71564347864434,0.482869091976043,3.55264621945682,0.00038137699776017,0.0272412141257264,"MFHAS1",9258
"Cotl1",1343.50022724506,1.32527325112001,0.374540916069927,3.53835151731069,0.000402633658924308,0.0283259860549764,"COTL1",23406
"Dmkn",177.544965064189,3.62103491133792,1.11619050011053,3.5394129889104,0.000401017945006146,0.0283259860549764,NA,NA
"Klk11",144.656031808852,1.90652220276765,1.13307261951576,3.53964500669669,0.000400665587880481,0.0283259860549764,"KLK11",11012
"Coro1a",326.376662319931,3.32083685358751,0.945033465603704,3.53433787482734,0.000408798139772261,0.0286158697840583,"CORO1A",11151
"Arpp21",126.302978130252,-3.41209841523604,0.969910287973661,-3.53012555152612,0.000415362508342812,0.0289307219741262,"ARPP21",10777
