"TERM_ID","Count","M","N","n","pvalue","geneID","p.adjust","PATH_NAME"
4115,2,68,191076,10,5.60513571032307e-06,"CCNB1/CCND2",5.67833005824972e-05,"p53 signaling pathway"
4914,2,86,191076,10,8.98879723543478e-06,"CCNB1/RPS6KA2",5.67833005824972e-05,"Progesterone-mediated oocyte maturation"
4114,2,112,191076,10,1.52760128022681e-05,"CCNB1/RPS6KA2",5.67833005824972e-05,"Oocyte meiosis"
4110,2,124,191076,10,1.87348548672954e-05,"CCNB1/CCND2",5.67833005824972e-05,"Cell cycle"
4360,2,129,191076,10,2.02797502080347e-05,"L1CAM/PLXNA3",5.67833005824972e-05,"Axon guidance"
4310,2,150,191076,10,2.74337934213868e-05,"CCND2/MMP7",6.40121846499026e-05,"Wnt signaling pathway"
4150,1,52,191076,10,0.00271816378892875,"RPS6KA2",0.0054363275778575,"mTOR signaling pathway"
4720,1,70,191076,10,0.00365751621036836,"RPS6KA2",0.00640065336814463,NA
4722,1,127,191076,10,0.0066268811473621,"RPS6KA2",0.00896381326258701,NA
4514,1,133,191076,10,0.00693898209781352,"L1CAM",0.00896381326258701,"Cell adhesion molecules"
4120,1,135,191076,10,0.00704299613488979,"UBE2C",0.00896381326258701,NA
4630,1,155,191076,10,0.00808259735696748,"CCND2",0.00942969691646206,NA
4510,1,200,191076,10,0.0104181193453368,"CCND2",0.0112195131411319,"Focal adhesion"
4010,1,268,191076,10,0.0139379633405158,"RPS6KA2",0.0139379633405158,NA
