"TERM_ID","Count","M","N","n","pvalue","geneID","p.adjust","PATH_NAME"
"00531",2,16,9810,87,0.00860647182238843,"GALNS/HPSE2",0.33705602534587,NA
"05150",2,20,9810,87,0.0133178663639356,"DSG1/KRT10",0.33705602534587,NA
"05146",3,65,9810,87,0.0198268250203453,"SERPINB10/SERPINB2/TLR4",0.33705602534587,NA
"05130",2,33,9810,87,0.0343655269685833,"TLR4/TUBA8",0.378646473479462,NA
"00520",2,39,9810,87,0.046617313641226,"FPGT/GFPT2",0.378646473479462,NA
"00360",1,7,9810,87,0.0604700558292445,"ALDH1A3",0.378646473479462,NA
"00601",1,10,9810,87,0.0852657374619897,"FUT4",0.378646473479462,NA
"03450",1,10,9810,87,0.0852657374619897,"XRCC4",0.378646473479462,NA
"01100",10,698,9810,87,0.0888604345713249,"ALDH1A3/EXTL3/FPGT/FUT4/GALNS/GFPT2/HPSE2/HSD17B2/INPP4B/SPHK1",0.378646473479462,"Metabolic pathways"
"04080",2,57,9810,87,0.0907526367855414,"EDNRA/LPAR2",0.378646473479462,NA
"00140",1,11,9810,87,0.0933863375477865,"HSD17B2",0.378646473479462,NA
"00534",1,12,9810,87,0.101435667952251,"EXTL3",0.378646473479462,NA
"00340",1,13,9810,87,0.109414346956962,"ALDH1A3",0.378646473479462,NA
"04666",2,69,9810,87,0.124797526682471,"SPHK1/WASF1",0.378646473479462,NA
"00350",1,15,9810,87,0.125162197432459,"ALDH1A3",0.378646473479462,NA
"00980",1,16,9810,87,0.132932579139797,"ALDH1A3",0.378646473479462,NA
"04320",1,16,9810,87,0.132932579139797,"PIWIL4",0.378646473479462,NA
"04140",1,17,9810,87,0.14063473000919,"ULK3",0.378646473479462,NA
"00982",1,18,9810,87,0.148269242261738,"ALDH1A3",0.378646473479462,NA
"00250",1,19,9810,87,0.155836703038212,"GFPT2",0.378646473479462,NA
"04145",2,80,9810,87,0.158218848558626,"TLR4/TUBA8",0.378646473479462,NA
"00514",1,20,9810,87,0.163337694442121,"FUT4",0.378646473479462,NA
"00051",1,22,9810,87,0.178142572615859,"FPGT",0.395011791452557,NA
"04020",2,92,9810,87,0.196302515180688,"EDNRA/SPHK1",0.407725899967133,"Calcium signaling pathway"
"05144",1,25,9810,87,0.199865637238791,"TLR4",0.407725899967133,NA
"00600",1,30,9810,87,0.234816338553996,"SPHK1",0.4606012794713,NA
"04340",1,32,9810,87,0.248370173754084,"IHH",0.469143661535493,NA
"00010",1,34,9810,87,0.261686638619394,"ALDH1A3",0.476643520342468,NA
"05140",1,40,9810,87,0.300252556775784,"TLR4",0.511335820509969,NA
"04150",1,42,9810,87,0.312659938974031,"ULK3",0.511335820509969,"mTOR signaling pathway"
"00562",1,44,9810,87,0.324849807370134,"INPP4B",0.511335820509969,"Inositol phosphate metabolism"
"05131",1,45,9810,87,0.330864354447627,"WASF1",0.511335820509969,NA
"05323",1,45,9810,87,0.330864354447627,"TLR4",0.511335820509969,NA
"04540",1,51,9810,87,0.36585527034528,"TUBA8",0.514744137029447,"Gap junction"
"05412",1,51,9810,87,0.36585527034528,"DSP",0.514744137029447,"Arrhythmogenic right ventricular cardiomyopathy"
"04512",1,55,9810,87,0.38817127295255,"AGRN",0.514744137029447,"ECM-receptor interaction"
"04520",1,55,9810,87,0.38817127295255,"WASF1",0.514744137029447,NA
"05100",1,55,9810,87,0.38817127295255,"WASF1",0.514744137029447,NA
"04370",1,56,9810,87,0.393627869493106,"SPHK1",0.514744137029447,NA
"04070",1,60,9810,87,0.414977328141939,"INPP4B",0.522684732992153,"Phosphatidylinositol signaling system"
"04620",1,61,9810,87,0.420197530444672,"TLR4",0.522684732992153,NA
"04270",1,72,9810,87,0.474667132239626,"EDNRA",0.56297729637723,"Vascular smooth muscle contraction"
"05142",1,72,9810,87,0.474667132239626,"TLR4",0.56297729637723,NA
"05145",1,82,9810,87,0.519778141294452,"TLR4",0.602470118318569,NA
"04360",1,98,9810,87,0.584118248824089,"SEMA4F",0.64006968043832,"Axon guidance"
"04110",1,102,9810,87,0.598823305166537,"TTK",0.64006968043832,"Cell cycle"
"04142",1,102,9810,87,0.598823305166537,"GALNS",0.64006968043832,NA
"03013",1,103,9810,87,0.602418522765477,"NUP188",0.64006968043832,NA
"04810",1,142,9810,87,0.720335605478898,"WASF1",0.749737058763751,"Regulation of actin cytoskeleton"
"04144",1,150,9810,87,0.739852690958706,"SH3GL2",0.75464974477788,NA
"04010",1,184,9810,87,0.808838119085433,"PTPN7",0.808838119085433,NA
