"TERM_ID","Count","M","N","n","pvalue","geneID","p.adjust"
"04270",3,116,5868,24,0.0112572250572102,"ADORA2B/NPR1/PRKCB",0.403563484773162
"04110",3,124,5868,24,0.0134826176431922,"CDKN1C/MAD2L1/MCM4",0.403563484773162
"05223",2,54,5868,24,0.020156383031763,"FOXO3/PRKCB",0.403563484773162
"05416",2,70,5868,24,0.0326961460566222,"HLA-DRB4/SGCA",0.403563484773162
"05140",2,72,5868,24,0.0344346053375269,"HLA-DRB4/PRKCB",0.403563484773162
"04640",2,88,5868,24,0.0495766964640318,"HLA-DRB4/IL1R2",0.403563484773162
"05146",2,106,5868,24,0.0689559915258963,"PRKCB/IL1R2",0.403563484773162
"04670",2,116,5868,24,0.0806491504715176,"PRKCB/CLDN1",0.403563484773162
"04530",2,132,5868,24,0.100537220931472,"PRKCB/CLDN1",0.403563484773162
"04514",2,133,5868,24,0.101823766557413,"HLA-DRB4/CLDN1",0.403563484773162
"04120",2,135,5868,24,0.104411122957333,"UBE2I/SAE1",0.403563484773162
"00591",1,30,5868,24,0.115963083969579,"AKR1B10",0.403563484773162
"00650",1,30,5868,24,0.115963083969579,"AKR1B10",0.403563484773162
"05310",1,30,5868,24,0.115963083969579,"HLA-DRB4",0.403563484773162
"04310",2,150,5868,24,0.124380442123902,"PRKCB/DKK1",0.403563484773162
"05143",1,35,5868,24,0.13399178383691,"PRKCB",0.403563484773162
"00051",1,36,5868,24,0.137554992681058,"AKR1B10",0.403563484773162
"03030",1,36,5868,24,0.137554992681058,"MCM4",0.403563484773162
"00230",2,162,5868,24,0.140990371087028,"NME1/NPR1",0.403563484773162
"05330",1,37,5868,24,0.141104149089778,"HLA-DRB4",0.403563484773162
"05332",1,41,5868,24,0.155161307888929,"HLA-DRB4",0.403563484773162
"04960",1,42,5868,24,0.158640993595238,"PRKCB",0.403563484773162
"04940",1,43,5868,24,0.162106942128317,"HLA-DRB4",0.403563484773162
"04020",2,177,5868,24,0.162406755687225,"ADORA2B/PRKCB",0.403563484773162
"04973",1,44,5868,24,0.165559205371049,"PRKCB",0.403563484773162
"04672",1,48,5868,24,0.17923243656201,"HLA-DRB4",0.403563484773162
"04062",2,189,5868,24,0.179968248078289,"FOXO3/PRKCB",0.403563484773162
"05213",1,52,5868,24,0.192690805367055,"FOXO3",0.403563484773162
"05320",1,52,5868,24,0.192690805367055,"HLA-DRB4",0.403563484773162
"05014",1,53,5868,24,0.196022205069804,"CASP1",0.403563484773162
"00330",1,54,5868,24,0.199340428127126,"CKMT1A",0.403563484773162
"05110",1,54,5868,24,0.199340428127126,"PRKCB",0.403563484773162
"05150",1,55,5868,24,0.202645524399047,"HLA-DRB4",0.403563484773162
"04623",1,56,5868,24,0.205937543565471,"CASP1",0.403563484773162
"05130",1,56,5868,24,0.205937543565471,"CLDN1",0.403563484773162
"04621",1,58,5868,24,0.212482548404539,"CASP1",0.403563484773162
"05214",1,65,5868,24,0.234985355132893,"PRKCB",0.403563484773162
"04720",1,70,5868,24,0.250680113142454,"PRKCB",0.403563484773162
"04730",1,70,5868,24,0.250680113142454,"PRKCB",0.403563484773162
"04971",1,74,5868,24,0.263013276741737,"PRKCB",0.403563484773162
"05412",1,74,5868,24,0.263013276741737,"SGCA",0.403563484773162
"04662",1,75,5868,24,0.266066035001695,"PRKCB",0.403563484773162
