"TERM_ID","Count","M","N","n","pvalue","geneID","p.adjust"
"04370",1,76,5868,24,0.269106672868079,"PRKCB",0.403563484773162
"04612",1,76,5868,24,0.269106672868079,"HLA-DRB4",0.403563484773162
"04070",1,78,5868,24,0.275151771402801,"PRKCB",0.403563484773162
"04146",1,79,5868,24,0.278156323645691,"CRAT",0.403563484773162
"04664",1,79,5868,24,0.278156323645691,"PRKCB",0.403563484773162
"04974",1,81,5868,24,0.284129661774582,"COL17A1",0.403563484773162
"03015",1,83,5868,24,0.290055613092095,"HBS1L",0.403563484773162
"05410",1,83,5868,24,0.290055613092095,"SGCA",0.403563484773162
"04060",2,265,5868,24,0.295738771291294,"IL1R2/TNFRSF25",0.403563484773162
"04914",1,86,5868,24,0.298856475931337,"MAD2L1",0.403563484773162
"04010",2,268,5868,24,0.300357683959638,"PRKCB/IL1R2",0.403563484773162
"04012",1,87,5868,24,0.301766791493019,"PRKCB",0.403563484773162
"04080",2,272,5868,24,0.306511865053354,"ADORA2B/PTGER2",0.403563484773162
"04970",1,89,5868,24,0.307552730176449,"PRKCB",0.403563484773162
"04540",1,90,5868,24,0.310428441281444,"PRKCB",0.403563484773162
"05414",1,90,5868,24,0.310428441281444,"SGCA",0.403563484773162
"05323",1,91,5868,24,0.313292705284429,"HLA-DRB4",0.403563484773162
"04666",1,94,5868,24,0.321817249818514,"PRKCB",0.405311879709082
"00240",1,99,5868,24,0.335799919639778,"NME1",0.405311879709082
"04912",1,101,5868,24,0.341315267123438,"PRKCB",0.405311879709082
"04916",1,101,5868,24,0.341315267123438,"PRKCB",0.405311879709082
"04972",1,101,5868,24,0.341315267123438,"PRKCB",0.405311879709082
"04114",1,112,5868,24,0.370873786667302,"MAD2L1",0.433637042872538
"04142",1,121,5868,24,0.394108353310412,"LAMP3",0.453821740175626
"04722",1,127,5868,24,0.409138760737813,"FOXO3",0.461369504190739
"05145",1,132,5868,24,0.421390512687929,"HLA-DRB4",0.461369504190739
"05160",1,134,5868,24,0.426222723914787,"CLDN1",0.461369504190739
"04650",1,136,5868,24,0.431016247336085,"PRKCB",0.461369504190739
"05322",1,136,5868,24,0.431016247336085,"HLA-DRB4",0.461369504190739
"03013",1,151,5868,24,0.465764062117245,"UBE2I",0.489565440751261
"04145",1,153,5868,24,0.470240489142658,"HLA-DRB4",0.489565440751261
"04510",1,200,5868,24,0.565658898712233,"PRKCB",0.580946977055807
"05200",1,326,5868,24,0.74705325606121,"PRKCB",0.757013966142026
"01100",3,1130,5868,24,0.868327896135802,"NME1/AKR1B10/CKMT1A",0.868327896135802
