"GeneSymbol","PValue","FDR","FoldChange","Direction","Sui1","Sui2","Sui3","Ctrl1","Ctrl2","Ctrl3","logFC"
"ANKRD12",0.0013242919185,0.019167433,6.5993468,"down",4.664964,4.4706116,4.2498436,7.1821184,6.633497,7.7367735,-2.72232323431401
"TFPI",0.001324981192,0.019167433,8.2918066,"up",8.787476,8.847291,8.959108,5.8225355,5.1531086,6.4631715,3.05168646708954
"METTL13",0.0013280982168,0.019193126,3.4326101,"up",4.757122,4.2869,4.779804,3.1336381,2.6380413,2.7142286,1.7793059951507
"C2CD2",0.0013291470976,0.019193126,5.3988539,"up",4.768885,4.556726,5.5033493,2.40226,2.4145122,2.7142286,2.43265317611345
"WDR19",0.0013295902302,0.019193126,2.2191569,"up",9.67877,9.754542,9.628398,8.401748,8.394402,8.815525,1.15001167332567
"RWDD3",0.0013311888836,0.019202565,5.2796306,"up",11.051782,11.09348,11.003761,8.521426,8.206574,9.219712,2.40043699204746
"ERCC1",0.0013334074618,0.01920784,19.2828091,"down",12.553246,12.087505,10.779065,16.139635,15.952157,16.135754,-4.26924333211033
"MT1F",0.0013334446129,0.01920784,3.6828803,"up",10.4943695,10.120542,10.495318,8.421368,8.18216,8.864198,1.88083450790756
"ARHGEF5",0.0013381945372,0.019262609,2.4656247,"up",8.534376,8.238601,8.785167,7.2898483,7.214705,7.147731,1.30195321958905
"SLC34A3",0.001342339167,0.019297027,2.2562868,"up",6.9679275,6.9795637,7.1569595,5.841163,6.102146,5.6392903,1.17395046252371
"ATRNL1",0.0013434338486,0.019297027,3.6517222,"down",2.4719083,2.9284918,2.5298138,4.1436706,4.733549,4.6587253,-1.86857701835433
"KHDC1L",0.0013472840683,0.019324654,2.6663977,"up",6.204238,5.855895,5.6401234,4.602352,4.4848614,4.368367,1.41489197811134
"RECK",0.001348796869,0.019324654,2.848611,"up",5.987399,5.808011,6.104678,4.1457915,4.726953,4.4965677,1.51025862387733
"FAM53A",0.0013490811332,0.019324654,2.5334072,"up",6.0607243,5.922149,6.3546762,4.616419,4.7135243,4.9843693,1.34107898317194
"TXNIP",0.0013501241036,0.019324654,23.0109137,"up",8.32081,10.071424,9.9583645,4.9525814,4.817463,5.007815,4.52424636503292
"ALG9",0.0013505027935,0.019324654,4.488206,"up",9.290836,9.572943,9.469981,7.170531,6.892924,7.7718883,2.16613889438654
"FURIN",0.0013535128371,0.019324654,3.2137535,"down",3.8971007,4.202072,3.5831409,5.5548964,5.785902,5.394293,-1.68425927625454
"THEMIS",0.0013539053359,0.019324654,2.990977,"up",4.2671285,4.004639,4.685345,2.7646217,2.7364118,2.7142286,1.5806168164708
"COPA",0.0013545349184,0.019324654,4.014937,"down",6.920417,7.534111,6.838406,8.989844,8.968231,9.350991,-2.00537735000892
"FCRL1",0.00135548165,0.019324654,3.3663725,"down",2.951189,2.963655,2.5298138,4.3695493,4.428576,4.900117,-1.75119482437104
"AP5Z1",0.0013558158327,0.019324654,3.5436581,"up",7.3997445,6.9664645,7.493293,5.693745,5.5414667,5.148572,1.82523941618723
"CREB1",0.0013601908462,0.019337558,4.6079367,"down",4.228068,4.7531176,4.8088155,6.3976746,6.922102,7.0825872,-2.20412089837238
"FCER1A",0.0013614782694,0.019337558,9.4454258,"up",9.822282,9.3048315,9.651853,6.360548,5.694286,7.005285,3.23961583480336
"FAM110C",0.0013625048422,0.019338625,2.8967223,"down",3.7487853,3.9215004,3.925021,5.4930515,5.0439954,5.661524,-1.53442138443015
"VPS51",0.0013670462743,0.019381045,10.9310653,"up",8.594957,7.700203,8.490213,5.106659,5.1765447,4.151083,3.45036210231386
"SLC26A4",0.0013676168542,0.019381045,2.5563262,"up",3.9010215,4.0781765,4.2747407,2.9673934,2.5101008,2.7142286,1.35407194312965
"CCDC57",0.0013683542378,0.019381045,3.0099068,"up",4.226388,4.168403,4.6801376,2.9952765,2.596267,2.7142286,1.58971881547019
"MAGEA1",0.0013715975003,0.019386453,2.5299983,"up",4.049713,3.669813,4.102357,2.40226,2.6879852,2.7142286,1.33913641551943
"SAA1",0.0013741818532,0.019409483,14.6335849,"down",7.046155,7.579158,6.714392,11.28612,11.510226,10.156993,-3.87121133558034
"BRPF3",0.0013754751396,0.019414258,6.1535554,"up",8.341157,8.262996,8.210755,5.60526,5.104506,6.2408814,2.62142021140199
"CYP1B1",0.0013804968835,0.019471616,5.0387576,"down",7.2542586,7.1353116,6.5880136,9.431776,9.627634,8.917378,-2.33306805410693
"SELM",0.0013826221867,0.019488069,10.4891895,"up",7.8110404,6.982065,7.7353125,3.5270386,4.695258,4.1336274,3.39083130001841
"COL21A1",0.0013871341112,0.019524585,3.9210967,"down",3.6135814,3.6961422,3.5195785,6.0445895,5.2161903,5.482294,-1.97125722127052
"SRBD1",0.0013884398387,0.019529439,23.2538948,"down",3.313931,3.978626,4.746166,7.8774724,9.257358,8.522094,-4.53940046865876
"KDELR2",0.0013916696811,0.019547814,4.6425164,"up",12.079579,11.826983,12.290666,9.835691,9.431776,10.28504,2.21490700658652
"SIGMAR1",0.0013930544965,0.019551858,4.538886,"up",6.678223,6.339716,6.8499365,4.152693,4.900117,4.2680507,2.18233825357652
"PDE9A",0.0013938815707,0.019551858,2.3470482,"up",4.077771,3.9130886,4.130194,2.6262207,3.0880618,2.7142286,1.23084746997652
"KLHDC8B",0.0013957307596,0.019564295,6.9996688,"up",6.172674,5.1262197,5.9725676,2.8955894,3.2397833,2.7142286,2.80728666035735
"CHD2",0.0014007709626,0.019600173,3.6080803,"down",2.4719083,2.8631957,2.5298138,4.1118855,4.5012016,4.805525,-1.85123144699757
"CRBN",0.0014011313501,0.019600173,2.2427078,"up",10.619827,11.079999,10.903169,9.599686,9.692369,9.815215,1.16524166547467
"DGUOK",0.0014011833086,0.019600173,2.3159868,"up",12.716396,12.543399,12.674428,11.418976,11.189969,11.690397,1.21162703068949
"IFIT1",0.0014053461981,0.019644884,5.8025062,"up",7.5824738,8.145719,8.008039,5.0531273,5.920129,5.152947,2.53667615909573
"CIB3",0.001408391647,0.019670024,3.3056782,"up",4.264393,4.490876,4.800021,2.5741038,3.0921187,2.7142286,1.72494628849571
"PPM1B",0.0014090802055,0.019670024,11.4861919,"down",5.819552,5.9242883,4.7111607,9.118628,8.577349,9.32451,-3.52182866505545
"ANKHD1",0.0014101197795,0.019671026,4.0149982,"up",12.611818,12.36176,12.385809,10.457445,10.023615,10.862129,2.00539934095513
"FAM104B",0.0014130440586,0.019685651,7.1525301,"up",7.4805245,7.50949,7.705285,4.728445,4.1126485,5.338845,2.8384536638563
"ATP2A2",0.0014131052468,0.019685651,11.0932657,"up",10.533263,11.604623,11.405542,7.2026153,8.222266,7.70371,3.47161223186047
"LONRF1",0.001417757672,0.019711193,11.9336996,"down",4.5268636,4.7377768,4.7197123,7.6267605,9.116531,7.9719696,-3.57696946123629
"DUSP13",0.0014213182913,0.019711193,3.0989744,"up",6.688268,6.551283,7.069825,5.2685685,5.28385,4.861585,1.63179083716176
"CCL14",0.0014214665996,0.019711193,3.2874539,"up",11.938714,11.756438,11.8396,10.113629,10.502496,9.767715,1.71697066361933
"SERINC4",0.0014221511274,0.019711193,2.8123227,"up",8.491839,8.200505,8.66577,6.9146886,6.757248,7.210891,1.49176214596751
"CDK2",0.0014227080765,0.019711193,5.422738,"up",5.554218,6.1461806,6.521575,3.7204998,3.3770797,3.8073297,2.43902146811602
"WDR52",0.0014227294184,0.019711193,5.0897873,"down",6.813368,6.6473064,6.0793395,8.578003,8.757228,9.247599,-2.3476053679617
"SH2D3C",0.0014227870783,0.019711193,2.0288375,"down",9.690317,9.544785,9.645676,10.652582,10.432614,10.857542,-1.02065331687744
"CELF6",0.0014238440105,0.019711193,2.0033258,"up",5.1826563,5.0425315,5.35821,4.1621976,4.3594913,4.0545177,1.00239706509563
"MINA",0.0014266571458,0.019725719,7.6065068,"up",5.060421,6.167198,6.0500765,3.0850291,2.6967356,2.7142286,2.92723406485448
"UBD",0.0014277308054,0.019727144,5.5966734,"up",6.4870353,7.462027,7.2835484,4.510432,4.797034,4.471436,2.4845695601423
"DENND4A",0.001428858007,0.019729306,2.7481546,"down",4.8583007,5.3180447,4.778763,6.3942914,6.5993495,6.336857,-1.45846316659398
"KCNK16",0.0014323015348,0.019756409,3.7101444,"up",4.631117,4.107582,4.742818,2.7709234,2.321939,2.7142286,1.89147533808862
"PRRT4",0.001435536023,0.019777131,4.618613,"down",8.063645,7.9418063,7.2078257,9.766899,10.02099,10.047767,-2.20745966582941
"GAS1",0.0014371868184,0.019777131,2.534009,"up",12.349383,12.039318,12.278498,10.843844,10.653286,11.145804,1.34142164848516
"PSG4",0.001438381847,0.019780183,2.769304,"up",7.4287148,7.434394,7.961035,6.215871,6.0115385,6.188164,1.46952343406564
"SLC25A26",0.0014468424183,0.01985233,5.2176097,"up",8.5179405,8.864487,8.968831,6.1958694,6.064499,6.940723,2.38338902829977
"TSHR",0.0014470934109,0.01985233,3.6414868,"up",4.487403,4.608899,5.196532,2.9587846,3.026238,2.7142286,1.86452761554245
"MRPS27",0.0014480433066,0.01985233,4.9657873,"up",7.209499,8.066699,8.080658,5.5938616,5.466785,5.360142,2.31202246775579
"SCAMP3",0.0014490137573,0.01985233,4.6019341,"up",14.355452,14.438304,14.887358,12.496934,12.665625,11.911834,2.20224032422173
"DCP1A",0.0014491990406,0.01985233,2.4426959,"up",5.9951534,6.303899,6.2801094,4.6414204,5.0235,5.0488186,1.28847426848853
"NDUFB4",0.0014494886871,0.01985233,7.8524994,"up",7.699538,7.618531,8.172723,4.3939695,4.6595764,5.5177903,2.97315192764266
"GRIN1",0.0014534705627,0.019875586,3.91101,"down",3.4569,3.3408835,4.025483,5.5305967,5.831893,5.3634005,-1.96754122487985
"KDM5A",0.0014538521169,0.019875586,4.7184685,"down",7.557356,7.711754,7.272681,9.660408,9.361388,10.234951,-2.23831867187753
"KIR2DL3",0.0014541203943,0.019875586,14.6629556,"down",5.1573305,5.3289456,3.9120598,8.663959,9.054023,8.302666,-3.87410403053409
"RPL41",0.0014685668072,0.02005524,5.9074131,"up",11.837991,11.414715,11.728519,9.0777855,8.582088,9.633772,2.56252650183413
"YY1AP1",0.0014709893253,0.02005524,3.7562078,"up",4.496719,4.28789,5.0982485,2.6604939,2.7803044,2.7142286,1.90927687761811
"CAPN14",0.0014720561466,0.02005524,5.8983878,"down",3.4870977,3.482535,2.5298138,5.6514244,5.6354456,5.8935385,-2.56032067807014
"ASB2",0.0014721977061,0.02005524,8.2908292,"up",10.643487,11.342087,11.095121,8.226352,8.3873415,7.3124523,3.05151639881431
"GRP",0.0014774531426,0.020110841,2.995124,"up",5.455652,5.0493627,5.3058834,3.7180436,3.3870523,3.957955,1.5826157327242
"ZNF581",0.0014782581039,0.020110841,2.850801,"up",10.202072,10.037594,10.19209,8.579519,8.97979,8.338345,1.5113673355462
"CRTAP",0.0014834810048,0.020144838,5.573623,"up",6.306298,6.8299503,7.143162,4.262444,3.9345727,4.6465473,2.47861542181299
"TRAM1L1",0.0014835640695,0.020144838,6.2341065,"up",9.047848,8.196518,8.802333,6.0264854,5.6564527,6.4432125,2.6401828013716
"IGBP1",0.00148483803,0.020144838,2.7883932,"up",10.422639,10.869075,10.838405,9.109846,9.101606,9.480365,1.47943401446749
"C19orf81",0.0014853188095,0.020144838,3.8507143,"up",7.9204426,7.1648383,7.857633,5.7631893,5.7714753,5.572871,1.945126087751
"C7orf10",0.0014863569552,0.020144838,3.3949261,"up",6.8619313,6.4864416,7.1185927,4.94379,4.9070077,5.3260274,1.76338017054544
"MGAT2",0.001486703888,0.020144838,2.3006529,"up",11.315191,11.655158,11.826983,10.467121,10.340208,10.383873,1.20204334026707
"COL4A3BP",0.0014903622809,0.020180955,2.4929881,"down",9.130487,9.007446,9.102179,10.52066,10.069707,10.603373,-1.31787599630235
"GALNT10",0.0014918737835,0.020187972,3.3930209,"up",7.7406754,7.7773085,8.175006,6.46002,6.106317,5.838942,1.7625703166488
"ARL17A",0.0014943772466,0.020208395,4.2407212,"up",8.168149,8.176814,8.260941,6.2054386,5.616986,6.5305505,2.08430963818101
"UCP3",0.0014986514173,0.020225823,5.3776432,"up",7.3566704,6.9104514,7.426706,4.2973247,4.9043517,5.2112293,2.42697403734785
"WDR46",0.0015063028396,0.020302125,3.3393804,"up",4.2154193,3.8909116,4.550838,2.40226,2.321939,2.7142286,1.73958044498368
"FOXJ3",0.0015082465718,0.020314852,4.7694484,"down",4.4529705,4.8551683,4.2291064,6.381159,7.166586,6.7509675,-2.25382242417618
"PVRIG",0.0015097858979,0.020322118,4.4606842,"up",8.542117,8.087434,8.268683,6.173464,6.551518,5.701457,2.15726501423544
"CLDN8",0.0015156069504,0.02038158,23.684959,"up",10.6817875,11.376593,11.26055,6.0815597,5.902115,7.637558,4.56589926942234
"HESX1",0.0015162090217,0.02038158,9.5811567,"up",7.4414616,7.3411465,7.5235486,3.6784403,3.8389919,5.008125,3.26019983807185
"TERF2IP",0.0015208270584,0.020430145,2.5760967,"up",8.434163,8.612113,8.813577,7.5252247,7.0639715,7.1750965,1.36518674950533
"HOXD8",0.0015242383037,0.020462446,4.4578313,"up",7.5315704,7.712923,7.6501007,5.556181,5.905178,4.964209,2.15634202098112
"RAB26",0.0015266584554,0.020473086,4.1449308,"up",7.1794796,6.7391376,7.0951824,5.1258054,4.4986415,5.2353086,2.05134801599601
"PIK3C2A",0.0015287787715,0.020473086,4.5092903,"down",3.7548242,4.3528676,4.5138397,6.056338,6.556056,6.5278387,-2.17290039107741
"ARHGEF3",0.0015304573423,0.020473086,4.1953335,"up",7.885641,7.786702,8.20819,6.1198945,5.418248,6.136034,2.06878549950229
"P4HTM",0.0015318141805,0.020473086,2.2176234,"up",6.2949343,5.95481,6.361078,4.9651093,5.2146835,4.9839864,1.14901438575057
"MEI1",0.0015322549975,0.020473086,7.3672786,"up",5.7774973,5.4991465,6.029667,2.40226,3.5464268,2.7142286,2.88113180041457
"MPPE1",0.0015341753463,0.020473086,2.8804326,"up",10.216206,9.8292885,10.131182,8.429248,8.322258,8.846314,1.52628550021138
"EIF1B",0.0015342276401,0.020473086,2.4449811,"up",13.03614,12.901035,13.001944,11.740693,11.942709,11.386247,1.28982331301323
"COA1",0.001536065585,0.020473086,10.5947921,"up",8.834066,9.210009,8.954082,5.4029536,4.9660983,6.413255,3.40528337308902
"MCRS1",0.0015361110347,0.020473086,5.9881192,"up",4.9615774,4.6157737,5.700092,2.40226,2.4146457,2.7142286,2.58210294008992
"ORC4",0.0015385336463,0.020481932,4.6681483,"up",6.7067614,7.491636,7.5001564,4.8397026,5.2412524,4.9490476,2.22285039400929
"GPR137",0.0015398551631,0.020482694,6.6899032,"up",11.598731,11.303595,12.14873,9.145311,9.24802,8.431769,2.74198533584576
"PLA2G15",0.0015459573496,0.020549674,3.1910994,"up",6.086739,5.81233,6.425046,4.6403804,4.202708,4.458866,1.67405354802606
"PUSL1",0.0015486346209,0.020549674,4.56008,"up",4.6707826,4.242064,5.157619,2.40226,2.3867996,2.7142286,2.18905913460731
"ST7L",0.0015488668724,0.020549674,4.2418297,"up",9.145821,9.277281,9.436116,6.9558115,6.9312334,7.718113,2.08468670104353
"TGFB1I1",0.0015489348012,0.020549674,3.1774153,"up",10.865481,10.665537,10.923263,9.145916,9.503593,8.801211,1.6678536679844
"C14orf183",0.0015504832244,0.020556798,8.3316194,"up",6.230336,5.660747,6.786659,3.469255,3.3184676,2.7142286,3.05859693656123
"TAS2R40",0.0015552412702,0.02060644,18.4766696,"up",11.386712,11.305146,11.13109,7.699904,7.5153265,5.984819,4.2076328308316
"SEP15",0.0015579116069,0.020613175,4.1679125,"up",12.265099,13.072053,12.776396,10.56658,10.897307,10.471686,2.05932499039446
"MRPL18",0.0015586534919,0.020613175,3.7676937,"up",8.818485,9.105685,9.121045,7.098936,6.7050776,7.5001564,1.91368168377955
"FICD",0.0015587921177,0.020613175,3.9510584,"down",6.824081,6.1716175,5.988879,8.346623,8.375884,8.208788,-1.98223917073161
"LPPR2",0.0015609419144,0.020626095,2.8322416,"up",8.362533,8.253488,8.122514,6.765444,7.050727,6.416531,1.50194433754484
"ZMYM6NB",0.0015617987546,0.020626095,2.4850628,"up",10.7199135,10.585133,10.825617,9.329516,9.6957245,9.165576,1.31328231058183
"ATG16L1",0.0015648022517,0.020652341,2.4125133,"up",8.82865,8.713044,9.083242,7.826331,7.3942986,7.5926957,1.27053689586928
"SBF1",0.0015701140637,0.02069557,2.451859,"up",9.509126,9.423753,9.791254,8.384176,8.027037,8.431292,1.29387601579471
"RND1",0.0015739016849,0.020732049,3.4837538,"down",4.4947524,4.2524257,4.2997775,6.009899,5.8515916,6.587393,-1.80064267098912
"ATP13A2",0.0015761659993,0.020748429,6.4249582,"up",5.9155884,5.528892,6.220581,3.7136016,3.18617,2.7142286,2.68368706833782
"TGIF1",0.0015783388916,0.020758869,3.8138701,"up",6.9626484,6.805008,7.3184404,4.9922767,5.488161,4.811892,1.93125570645159
"PCBP3",0.0015790017683,0.020758869,3.0870228,"up",9.039978,9.337923,9.514529,7.6427007,7.4064503,7.9646306,1.62621613838727
"MST1R",0.0015813548297,0.020764518,13.452979,"down",7.488076,7.363447,7.4468727,11.75223,10.207572,11.588155,-3.74985377046814
"FOXD3",0.0015840031184,0.020764518,24.9913102,"up",8.39218,8.20185,8.6929455,3.887025,4.755658,2.7142286,4.64335463334652
"AUP1",0.0015840279596,0.020764518,3.2710058,"up",11.132564,11.297787,11.651571,9.825815,9.802959,9.323945,1.70973431754476
"ZNF674",0.0015842554219,0.020764518,3.3346252,"up",4.3852677,4.3336263,4.9159145,3.06652,2.641486,2.7142286,1.73752461673586
"MYO9B",0.0015845396113,0.020764518,2.8943532,"up",12.536875,12.997008,13.067871,11.253947,11.19178,11.556304,1.53324098572458
"EBF4",0.0015885216805,0.020768521,3.1578058,"up",4.179282,4.0893307,4.7432466,2.7845943,2.536269,2.7142286,1.65892245049143
"CST11",0.0015913622117,0.020768521,4.2664573,"down",5.361213,5.0278482,4.76677,6.925646,7.573099,6.936202,-2.093038609158
"UVRAG",0.0015921751322,0.020768521,2.4587545,"up",8.241605,8.391334,8.672933,7.339109,6.9440403,7.1289396,1.29792769291936
"OTUD7A",0.0015924048528,0.020768521,4.4756931,"down",4.953661,4.738822,5.097643,7.139249,6.613346,7.5238643,-2.16211111355114
"AKR1D1",0.0015925956141,0.020768521,4.9318718,"down",3.904021,3.3986812,3.4412372,5.9736533,5.403392,6.2733,-2.30213529854284
"C17orf61",0.0015932317986,0.020768521,3.9173988,"up",13.214782,12.805844,13.193129,10.946424,10.818823,11.53882,1.96989600536181
"HGFAC",0.0015938740586,0.020768521,3.9502506,"up",8.145434,8.242722,8.255036,6.407462,6.5650415,5.724856,1.98194417934269
"ZNF678",0.0015944153994,0.020768521,140.171843,"down",8.581544,9.824024,6.6372147,15.476601,15.701365,15.257975,-7.13105276705508
"ARSA",0.0015944307136,0.020768521,4.9023335,"up",4.9606285,4.896691,5.4103813,2.40226,3.2708063,2.7142286,2.29346863239531
"CORT",0.0015950632556,0.020768521,2.558114,"down",4.000014,4.1142673,4.217392,5.552495,5.700555,5.143865,-1.3550805580311
"C4orf33",0.0015981154674,0.020787602,12.1639774,"up",5.908058,7.19056,6.7774086,3.590662,2.7575066,2.7142286,3.60454313592328
"ERBB2",0.0015995806627,0.020787602,22.9025817,"down",2.4719083,2.4393156,2.5298138,6.1405277,8.136082,6.716743,-4.51743833058297
"CD300LB",0.0015999678552,0.020787602,2.7791706,"up",4.099167,4.041924,4.6197147,2.9015756,2.7210383,2.7142286,1.47465439740988
"TSPAN8",0.0016006197615,0.020787602,10.9284703,"up",7.0677776,6.6961336,7.2542586,4.043567,3.9103155,2.7142286,3.45001957045799
"IRF2BP2",0.0016078844608,0.020857406,2.1565072,"up",7.5681434,7.151324,7.6019335,6.3560824,6.339716,6.299513,1.10869653285282
"SNRNP35",0.0016081827518,0.020857406,14.3918894,"up",8.456453,7.788859,8.361734,4.1186237,3.701244,5.245626,3.84718409968802
"ETV3",0.0016090731668,0.020857406,3.1338433,"down",5.3719034,5.9568424,5.6154838,7.1903334,7.1334968,7.5641985,-1.64793304325502
"OR52I1",0.0016106841917,0.020864982,2.2068424,"up",4.0225077,3.9349914,3.9836984,2.6674879,3.1335301,2.7142286,1.14198360430854
"KHDRBS1",0.0016149492969,0.020877679,5.0324433,"down",7.463855,7.332132,7.105735,9.515013,9.200498,10.179988,-2.33125901254758
"ZBTB9",0.001615611961,0.020877679,4.8109061,"up",7.5473385,7.769407,7.963838,5.1909776,5.2514334,6.0392466,2.26630864095279
"APBB2",0.0016159040704,0.020877679,2.7605321,"up",8.627318,9.217334,9.076423,7.3595796,7.5938582,7.572798,1.46494637716374
"MRPL52",0.0016166469481,0.020877679,2.7422321,"up",11.439318,10.937246,11.534797,9.792403,9.806358,9.946548,1.45535068466488
"ALAS1",0.0016176325641,0.020877679,3.2396045,"down",4.5814476,5.06063,4.387624,6.506376,6.433215,6.1775637,-1.69581769560477
"MYEOV",0.0016186736757,0.020877679,2.4871089,"up",8.40064,8.445437,8.77927,7.4653664,7.177161,7.0394106,1.31446967846367
"SLC24A1",0.0016188547073,0.020877679,2.9757891,"up",4.3352284,4.1479216,4.631117,3.0938249,2.5863967,2.7142286,1.57327228344669
"ANTXR1",0.0016229122208,0.020915082,3.7357463,"down",6.2375493,6.1246943,5.506992,7.717549,7.789177,8.066699,-1.90139648284206
"WDR44",0.0016238463718,0.020915082,9.3744126,"up",7.999853,9.07906,8.77454,5.2508254,4.98888,5.9275627,3.22872829416343
"MTRNR2L2",0.0016252025283,0.020915082,9.3418827,"up",16.20707,16.555077,16.91836,13.60078,13.807501,12.601086,3.22371333026006
"ACD",0.0016279094808,0.020915082,2.466369,"up",11.421731,10.996605,11.332375,9.834961,9.834392,10.174192,1.30238866131602
"NR2C1",0.0016279291301,0.020915082,9.8465969,"up",8.476016,8.587714,8.889883,5.187817,4.7241144,6.142806,3.2996251982939
"AMY1A",0.0016310482886,0.020930517,2.8366169,"up",15.563616,15.997907,16.119722,14.510744,14.180909,14.477078,1.50417132023132
"PARL",0.001631901439,0.020930517,4.6677835,"down",6.4024515,6.642359,6.1480746,8.857214,8.107703,8.896181,-2.22273764786622
"MFSD7",0.0016322198875,0.020930517,2.3304032,"up",4.101939,3.9806278,4.083865,2.6446686,3.1457958,2.7142286,1.22057958763319
"GRAMD1B",0.0016350904589,0.020949431,2.4430462,"up",5.159634,5.41052,5.7250104,4.0871744,4.2374706,4.104476,1.28868114640527
"RNF166",0.0016359064853,0.020949431,4.050866,"up",5.0586495,4.690289,4.969777,3.3671668,2.582629,2.7142286,2.01823036240452
"DBI",0.0016389582139,0.020949431,3.3206874,"up",6.9314327,6.631759,7.3931537,5.2963014,5.3266892,5.138909,1.73148191805399
"VWA5B1",0.0016395411633,0.020949431,2.1839431,"up",5.2820683,5.002026,5.494202,4.061417,4.211668,4.1244054,1.12693526907041
"IGLL1",0.0016396623365,0.020949431,5.4432247,"up",5.7960377,5.187081,5.8995514,3.3957605,3.4392962,2.7142286,2.4444615927201
"MYO9A",0.001642817977,0.020973791,9.7500014,"down",5.817884,5.7541437,4.518824,8.462226,8.809617,8.675216,-3.28540242601844
"NDUFV1",0.0016470557971,0.020980356,4.1393167,"up",8.431292,7.825309,8.5621,6.2743387,6.4519444,5.94424,2.04939263369509
"ZNF680",0.0016474611784,0.020980356,2.5358286,"up",8.190596,7.9647818,8.180446,6.7064476,7.0758753,6.5261292,1.34245723511189
"EGFL8",0.0016493178539,0.020990849,6.6464469,"up",6.2610455,5.5849376,6.1595545,3.3763397,3.7172194,2.7142286,2.73258330156703
"NDRG2",0.0016537385684,0.02103394,2.5332535,"down",6.0072403,5.6237354,5.915383,7.0979843,7.0157385,7.4556103,-1.34099145324208
"TMEM8B",0.0016583550016,0.021079466,3.554905,"up",6.8429346,6.270804,6.9626484,4.677654,4.834438,5.074862,1.82981100629752
"ME1",0.0016594255618,0.02107989,13.7805984,"up",5.359384,6.9666696,6.6257863,2.5619724,2.321939,2.7142286,3.78456663096791
"ZBTB49",0.0016611072406,0.02108785,3.7919141,"up",4.8707104,4.879171,5.135322,3.5072541,2.8949418,2.7142286,1.9229262825622
"ZGPAT",0.0016621272193,0.02108785,3.3492495,"up",7.3301396,7.4799514,7.5871496,5.3538647,5.6998663,6.111996,1.74383785260634
"TMEM171",0.0016661313403,0.021125464,2.845203,"up",4.016175,3.69664,4.2512074,2.40226,2.321939,2.7142286,1.50853158984127
"ZNF330",0.0016718675618,0.02118498,2.3747459,"down",8.945282,8.654954,8.463501,9.888743,9.8106785,10.107635,-1.2477731520028
"NRG1",0.0016748463142,0.021196296,2.3927331,"up",5.7488832,5.7597384,6.1149163,4.384227,4.7103534,4.752979,1.25865947887335
"SF3B2",0.0016797009789,0.02123156,3.4374765,"up",10.092201,9.667452,10.160875,7.975493,8.051486,8.5494995,1.78134985070303
"WWOX",0.0016797219201,0.02123156,2.9161481,"down",7.8990545,7.8191695,7.726024,8.968231,9.484867,9.623342,-1.54406399048443
"CDCA5",0.0016819776548,0.021246859,11.5996344,"up",11.875733,11.422331,12.053501,8.369246,8.927424,7.4468727,3.53600742975581
"TMC4",0.0016868434089,0.021295088,5.7896287,"up",12.6101055,11.916027,12.887633,10.002769,10.20237,9.608214,2.53347082837942
"SLC25A31",0.0016937045961,0.021366487,2.4806316,"down",3.4851158,2.9639838,3.3026536,4.4273777,4.536993,4.719505,-1.310707495683
"EI24",0.0016946015808,0.021366487,2.4123145,"up",11.543363,11.925065,11.999071,10.4924,10.427975,10.73587,1.27041800757474
"SCML4",0.0016964803812,0.021376915,3.7031637,"up",6.43516,6.396241,6.67988,4.8127937,4.8870673,4.145145,1.88875832589575
"PIP5K1C",0.001697786746,0.021380121,2.5470844,"down",5.1472683,5.0461,5.5280514,6.4082613,6.590002,6.7696967,-1.34884676544016
"SIPA1L1",0.001701426569,0.021385783,14.4035135,"down",7.948236,7.5406284,8.17649,11.058967,12.662324,11.48911,-3.84834887118949
"XRCC3",0.001701777607,0.021385783,5.9251594,"up",6.3737073,6.230725,6.6816626,3.24396,4.05608,4.285493,2.56685396624654
"GSTM3",0.0017026327302,0.021385783,3.8270551,"up",9.479307,10.285978,10.022874,7.788513,8.089162,8.10178,1.93623467234806
"GALK2",0.0017083028526,0.021415085,3.4880543,"up",6.1627703,6.9566126,6.602024,4.8483434,4.840706,4.62509,1.8024224993267
"SLC3A2",0.0017093821514,0.021415085,5.0948884,"up",6.356516,6.513489,7.1982636,4.326988,4.0380125,4.6561165,2.349050545502
"TMPRSS4",0.0017104908357,0.021415085,4.026979,"up",4.58917,4.182089,5.048541,2.40226,2.6742175,2.7142286,2.00969794889781
"BTBD7",0.001711213388,0.021415085,3.3665716,"down",4.0367107,4.172901,3.6485233,5.43349,5.6503034,6.028182,-1.75128014828832
"PPP6C",0.0017112932041,0.021415085,33.5918055,"up",7.9382925,9.205642,9.323252,3.6790836,2.902442,4.6755486,5.07003743484482
"TNFSF4",0.0017121531906,0.021415085,4.5170795,"up",7.4930873,6.916335,7.350821,5.23751,5.378694,4.6178684,2.17539030524022
"ZNF415",0.0017135822684,0.021419778,62.534344,"down",10.099187,10.252107,7.8653235,15.492039,15.65318,14.971129,-5.96657683362336
"CARS",0.0017195148033,0.02146753,4.3228478,"up",4.9776964,4.9551997,5.412715,3.4806867,2.8147497,2.7142286,2.11198204232897
"ATXN3L",0.001721028391,0.021473236,10.153479,"down",3.620471,4.0225077,2.5298138,6.7968044,6.6535063,6.7541885,-3.34390223373305
"UTP6",0.001722781885,0.021481927,2.9911149,"up",9.737982,9.671588,9.677657,8.035228,7.796568,8.513381,1.5806833308773
