"Pathway","KEGG_ID","Gene","logFC_POP","logFC_SUI","Direction_POP","Direction_SUI","Concordant"
"KEGG 00071","00071","CPT1C",-0.392476677639656,NA,"down","not tested",FALSE
"KEGG 00071","00071","CYP4A22",-0.0674218191604375,NA,"down","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP6V0C",0.177309567419663,3.1416895723712,"up","up",TRUE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP6V1E1",0.140624226828423,2.15442698747884,"up","up",TRUE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP6V0B",0.508995951398059,1.93992465816213,"up","up",TRUE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP6V1G2",-0.57832971591954,-1.22912046304056,"down","down",TRUE
"KEGG 00190 - Oxidative phosphorylation","00190","COX5B",0.762670862158414,2.57885746111815,"up","up",TRUE
"KEGG 00190 - Oxidative phosphorylation","00190","COX6A1",0.300313651502381,3.22791770584731,"up","up",TRUE
"KEGG 00190 - Oxidative phosphorylation","00190","COX6B1",0.61825032145985,2.51857967804209,"up","up",TRUE
"KEGG 00190 - Oxidative phosphorylation","00190","COX6C",0.212748818979646,2.22393416800104,"up","up",TRUE
"KEGG 00190 - Oxidative phosphorylation","00190","COX7A2",0.652154663921728,2.39493226536719,"up","up",TRUE
"KEGG 00190 - Oxidative phosphorylation","00190","COX11",0.00111367300789985,1.33811499019665,"up","up",TRUE
"KEGG 00190 - Oxidative phosphorylation","00190","COX15",0.187021374765376,1.59199912944645,"up","up",TRUE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFA2",0.160163504126502,1.72491215931561,"up","up",TRUE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFA9",0.22722954002525,1.40141868831007,"up","up",TRUE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFAB1",0.345510100716537,3.05907752862516,"up","up",TRUE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFB1",0.394644060353657,2.43088500430872,"up","up",TRUE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFB3",0.620063420830472,1.8837920137587,"up","up",TRUE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFB4",0.246491947509805,2.97315192764266,"up","up",TRUE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFB5",0.0950900192591935,1.76128437965645,"up","up",TRUE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFC1",0.23022884999603,1.62275431264919,"up","up",TRUE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFV1",0.16319019052323,2.04939263369509,"up","up",TRUE
"KEGG 00190 - Oxidative phosphorylation","00190","SDHD",0.35257488785787,1.98227765612305,"up","up",TRUE
"KEGG 00190 - Oxidative phosphorylation","00190","UQCRFS1",0.448164064709778,2.83600366275603,"up","up",TRUE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP6V0D1",0.440374239042881,1.63343400041587,"up","up",TRUE
"KEGG 00190 - Oxidative phosphorylation","00190","COX5A",0.450632383797409,1.62314533393524,"up","up",TRUE
"KEGG 00190 - Oxidative phosphorylation","00190","UQCR11",0.310646997480559,1.6932711866698,"up","up",TRUE
"KEGG 00190 - Oxidative phosphorylation","00190","UQCRQ",0.212582850274952,1.75336749039739,"up","up",TRUE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFA11",0.54125553341916,2.34427096372487,"up","up",TRUE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP6V0E2",-0.0375975319561467,-1.20441119674369,"down","down",TRUE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP4A",0.0184644036907853,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP5F1A",0.578510744521181,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP5F1B",0.652642895638964,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP5F1C",0.231843766356109,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP5F1D",0.605909659556838,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP5F1E",-0.0889551638814638,NA,"down","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP5PB",0.455744520905785,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP5MC1",0.908284837415401,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP5MC2",0.239056117902335,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP5MC3",0.49036981217091,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP5ME",0.374401704564875,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP5PF",0.291170126947892,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP6V1A",0.519620245919954,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP6V1B1",-0.487726208699699,2.76758766157122,"down","up",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP6V1B2",0.181391826442016,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP6V1C1",-0.264886772028419,NA,"down","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP6V0A1",0.192125415591142,-2.52854539013243,"up","down",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP6AP1",0.325366996174516,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP5PO",0.384972865109126,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","COX4I1",0.210190852603489,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","COX7A1",-0.257288143919959,NA,"down","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","COX7B",0.631909412382147,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","COX7C",-0.0254401256610489,1.29217333361724,"down","up",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","COX8A",0.799126002974626,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","COX10",0.150663092256256,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","CYC1",0.667396342802613,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFA1",0.633872286118691,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFA3",0.17440024050579,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFA4",0.0184390119979207,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFA5",-0.220525504894437,2.16431549151444,"down","up",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFA6",0.290603819653547,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFA7",0.206166983278991,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFA8",0.126476985685774,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFA10",0.0423998440310713,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFB2",0.0846901292151858,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFB6",0.115220527211512,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFB7",0.161820987349101,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFB8",0.0785295596885868,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFB9",0.333255412557022,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFB10",0.00699791300302951,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFC2",0.110269316775801,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFS1",0.106734749071193,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFS2",0.147158481767803,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFS3",0.506389443760652,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFS4",0.0510555621429804,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFS5",0.376079913112426,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFS6",0.501490528112704,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFS8",0.328309419731849,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFV2",0.510893028896657,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFV3",0.346956580817733,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","PPA1",0.708646215468192,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","SDHA",0.0982430549660282,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","SDHB",0.414651260572515,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","SDHC",0.316413458683026,-5.30829066764242,"up","down",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","UQCRB",-0.283730380631981,5.04401770172308,"down","up",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","UQCRC1",0.644087636957781,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","UQCRC2",0.246242200338889,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","UQCRH",0.368606112178345,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP6V0E1",0.0680067816374315,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","COX7A2L",-0.0768360457249067,1.46330631611998,"down","up",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP6V1F",0.578256687149212,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP6V1G1",0.203050470870464,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP5MF",0.432743894615386,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","COX17",0.322887495234036,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","TCIRG1",-0.0325774075201514,2.07024893309298,"down","up",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP5PD",0.243358189798362,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP5MG",0.153990872578598,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP6V0A2",0.276806711485895,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","PPA2",0.22121529219478,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","UQCR10",0.418184382887116,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP6V0A4",NA,-3.18560850177636,"not tested","down",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFA13",0.17494968939603,-1.24899216355073,"up","down",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP6V1D",0.436424422985607,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP6V1H",-0.0212181878660643,3.56659836822873,"down","up",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFB11",0.304211196355067,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFA12",0.134017850702258,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFA4L2",1.27221476196465,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","LHPP",0.429342651188007,-1.47047746413886,"up","down",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","COX4I2",-0.446869237148781,1.67523245867061,"down","up",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP6V1E2",0.3529017534138,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","COX6B2",0.53084728927223,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP6V1G3",NA,-2.24576567890784,"not tested","down",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","ATP6V1C2",0.569609443073082,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","NDUFS7",0.339322117564378,NA,"up","not tested",FALSE
"KEGG 00190 - Oxidative phosphorylation","00190","UQCRHL",0.372892316043129,NA,"up","not tested",FALSE
"KEGG 00480","00480","GCLM",1.151644297716,2.44615523770193,"up","up",TRUE
"KEGG 00480","00480","GSS",0.576253327318145,2.33546679138682,"up","up",TRUE
"KEGG 00480","00480","GSTA4",0.754494185208685,3.22958406221891,"up","up",TRUE
"KEGG 00480","00480","GSTM3",0.18270001473419,1.93623467234806,"up","up",TRUE
"KEGG 00480","00480","MGST2",0.433598306785181,2.10917665839697,"up","up",TRUE
"KEGG 00480","00480","MGST3",0.0986603454248089,3.32475099383104,"up","up",TRUE
"KEGG 00480","00480","RRM1",0.671986081360788,2.55540316130235,"up","up",TRUE
"KEGG 00480","00480","SRM",0.826588478277193,1.38256068579302,"up","up",TRUE
"KEGG 00480","00480","TXNDC12",0.218892270157804,1.54988741882343,"up","up",TRUE
"KEGG 00480","00480","ANPEP",0.360582750625288,NA,"up","not tested",FALSE
"KEGG 00480","00480","G6PD",0.423255555802375,NA,"up","not tested",FALSE
"KEGG 00480","00480","GGT1",0.0382314574575457,NA,"up","not tested",FALSE
"KEGG 00480","00480","GGT7",-0.0364151499115831,NA,"down","not tested",FALSE
"KEGG 00480","00480","GGT5",-0.20077565421166,NA,"down","not tested",FALSE
"KEGG 00480","00480","GCLC",0.5413028009115,NA,"up","not tested",FALSE
"KEGG 00480","00480","GPX1",-0.0342084458152527,4.61803213452716,"down","up",FALSE
"KEGG 00480","00480","GPX2",1.08302558969709,NA,"up","not tested",FALSE
"KEGG 00480","00480","GPX3",-0.00831705149391932,NA,"down","not tested",FALSE
"KEGG 00480","00480","GPX4",-0.269926172316842,2.82101986213224,"down","up",FALSE
"KEGG 00480","00480","GPX7",-0.049798351837507,NA,"down","not tested",FALSE
"KEGG 00480","00480","GSR",1.11570095513692,-1.41128663381975,"up","down",FALSE
"KEGG 00480","00480","GSTM1",-0.462627242743468,NA,"down","not tested",FALSE
"KEGG 00480","00480","GSTM2",-0.178966779305207,1.28272078438913,"down","up",FALSE
"KEGG 00480","00480","GSTM4",-0.299039669223679,NA,"down","not tested",FALSE
"KEGG 00480","00480","GSTM5",-0.542757679303219,NA,"down","not tested",FALSE
"KEGG 00480","00480","GSTP1",1.0702089205712,NA,"up","not tested",FALSE
"KEGG 00480","00480","GSTT1",NA,1.22941042034213,"not tested","up",FALSE
"KEGG 00480","00480","GSTT2",0.0644083334568361,NA,"up","not tested",FALSE
"KEGG 00480","00480","GSTZ1",0.555088274972624,NA,"up","not tested",FALSE
"KEGG 00480","00480","IDH1",0.401206061191067,NA,"up","not tested",FALSE
"KEGG 00480","00480","IDH2",0.66474270008806,NA,"up","not tested",FALSE
"KEGG 00480","00480","MGST1",-0.0855663531066752,1.92005898141009,"down","up",FALSE
"KEGG 00480","00480","ODC1",0.209838954658768,NA,"up","not tested",FALSE
"KEGG 00480","00480","PGD",1.50033654661125,NA,"up","not tested",FALSE
"KEGG 00480","00480","RRM2",1.56299036754724,NA,"up","not tested",FALSE
"KEGG 00480","00480","SMS",-0.00744504913091444,NA,"down","not tested",FALSE
"KEGG 00480","00480","GSTO1",0.435175919079531,NA,"up","not tested",FALSE
"KEGG 00480","00480","OPLAH",0.798508657606817,NA,"up","not tested",FALSE
"KEGG 00480","00480","RRM2B",-0.14272587247483,2.6530965312769,"down","up",FALSE
"KEGG 00480","00480","LAP3",0.0633967531981153,NA,"up","not tested",FALSE
"KEGG 00480","00480","GGCT",0.918652096818554,NA,"up","not tested",FALSE
"KEGG 00480","00480","GSTO2",1.12258621261543,NA,"up","not tested",FALSE
"KEGG 00480","00480","GGT6",NA,NA,"not tested","not tested",FALSE
"KEGG 00480","00480","GSTK1",-0.0877935895223497,1.22876230502464,"down","up",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","ARAF",0.12378919688332,2.21335225921718,"up","up",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","BTC",-0.701628887453086,-2.31940599389902,"down","down",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","CBL",-0.261247818576664,-2.15194497330463,"down","down",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","CRK",0.173431723171787,1.79256295319293,"up","up",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","ELK1",0.345285341772633,1.26121359807481,"up","up",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","NRG1",0.428502302532277,1.25865947887335,"up","up",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","NCK1",0.022400891397511,1.82959001372064,"up","up",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","PAK2",-0.00668132704136567,-2.59923080084976,"down","down",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","PIK3R1",-0.371238647785195,-1.1152241909132,"down","down",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","MAPK3",0.16556224324137,1.16356275045493,"up","up",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","RPS6KB2",0.753982309951691,1.72242934457635,"up","up",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","STAT5A",-0.00890966680441884,-2.81893123996931,"down","down",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","AKT3",-0.527481649165405,-1.31700310884974,"down","down",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","SHC3",-0.0950379124382989,-1.10051046173648,"down","down",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","NRG4",0.067864519188447,2.33223342015856,"up","up",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","ABL1",-0.0120612157802802,1.67694088490357,"down","up",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","ABL2",0.608994438959159,-2.69386272852484,"up","down",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","AKT1",0.115243504256945,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","AKT2",0.290568647171472,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","AREG",1.29819775682665,-2.16377565162745,"up","down",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","BAD",0.214098670695371,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","BRAF",-0.0898362514005706,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","CAMK2A",0.623820341422865,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","CAMK2B",0.0609101205744042,-1.35280410986854,"up","down",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","CAMK2D",-0.0738857294372554,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","CAMK2G",-0.631730981213424,3.81858389529347,"down","up",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","CBLB",-0.354533477731555,1.27092865555662,"down","up",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","CDKN1A",1.42270585813469,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","CDKN1B",-0.426370156819406,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","CRKL",0.180907860045154,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","HBEGF",0.187042605119073,-2.73876176341952,"up","down",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","EGF",-0.358488597411452,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","EGFR",0.603912753158947,-2.46724890439297,"up","down",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","EIF4EBP1",0.7313616370456,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","ERBB2",0.627645304377472,-4.51743833058297,"up","down",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","ERBB3",1.04278388887119,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","ERBB4",-0.134292841067792,1.34098706806361,"down","up",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","EREG",2.774457379723,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","MTOR",0.1235666322048,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","GAB1",-0.389373453364011,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","GRB2",0.156471744460999,-2.19940678599544,"up","down",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","GSK3B",0.0127706663306648,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","HRAS",0.888058289083542,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","JUN",0.585516619077403,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","KRAS",0.218804297116375,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","MYC",0.605178342592248,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","NRAS",0.342741545496188,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PAK1",0.10035739606245,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PAK3",-0.318424436541789,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PIK3CA",-0.292465058782002,2.16725344739775,"down","up",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PIK3CB",0.0186415406352155,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PIK3CD",-0.119354345092164,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PIK3CG",-0.558610658238295,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PIK3R2",0.612479238252084,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PLCG1",-0.277544086534754,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PLCG2",-0.630736680614097,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PRKCA",-0.262899587415656,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PRKCB",-1.64673753813544,1.80667327313173,"down","up",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PRKCG",1.66429417300741,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","MAPK1",-0.0338044566664251,1.97690167713987,"down","up",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","MAPK8",-0.149097805901856,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","MAPK9",-0.209751503048359,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","MAPK10",0.0228638403439618,-1.03501447109123,"up","down",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","MAP2K1",0.159792550929499,-1.17312314697461,"up","down",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","MAP2K2",0.256570899956579,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","MAP2K7",0.160668099930208,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PTK2",-0.237590995731217,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","RAF1",0.103071345288305,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","RPS6KB1",0.0946053360820546,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","MAP2K4",0.206726016540975,NA,"up","not tested",FALSE
