"GeneSymbol","PValue","FDR","FoldChange","Direction","Sui1","Sui2","Sui3","Ctrl1","Ctrl2","Ctrl3","logFC"
"NDOR1",0.0002763131548,0.011691348,2.4925961,"up",7.9884634,8.082861,8.300601,6.9013886,6.820115,6.6974745,1.31764912762077
"SEC63",0.000276815049,0.011691348,4.5758095,"down",8.16018,8.493903,8.01705,10.26779,10.646402,10.339022,-2.19402699111846
"ARL17B",0.0002778547863,0.011691348,3.7452742,"up",4.5626793,4.3907013,4.200261,2.40226,2.321939,2.7142286,1.90507134551953
"EARS2",0.0002785096271,0.011691348,5.6486532,"up",4.945197,5.222742,5.642864,2.8690786,2.733775,2.7142286,2.49790692889091
"NFATC4",0.0002785529709,0.011691348,5.2463686,"down",7.6611385,7.770058,7.487252,10.39178,9.811254,9.889372,-2.39131917220656
"MMP10",0.0002801026359,0.011691348,7.7499133,"up",5.511549,5.937505,6.108061,3.2417169,2.738629,2.7142286,2.95418017072756
"ZFP64",0.0002805141123,0.011691348,3.751317,"up",4.951174,4.5475106,4.8908243,3.0541406,2.8989482,2.7142286,1.90739718115566
"CCL21",0.0002810334356,0.011691348,8.6969711,"up",6.425324,6.3284807,6.687077,3.1696787,3.0765855,3.8330784,3.12051304005861
"AGL",0.0002815581835,0.011691348,5.8617838,"up",6.060871,6.176162,6.3956656,3.567669,3.3867059,4.0243044,2.55133975812983
"HEATR2",0.000281905418,0.011691348,4.6407345,"up",6.422614,6.643804,6.452314,4.280768,3.999663,4.5952415,2.21435316217304
"MYOF",0.0002821404132,0.011691348,3.0928728,"down",6.0567665,5.6781726,5.743147,7.3188806,7.554412,7.491636,-1.62894750119868
"C5orf25",0.0002824431002,0.011691348,3.4874558,"up",7.4747562,7.406126,7.6468253,5.4447393,5.800442,5.8760014,1.80217493234687
"CASP8",0.0002826150177,0.011691348,5.9769953,"up",4.9575467,4.9013515,5.5157433,2.40226,2.5198917,2.7142286,2.57942040830319
"LAT",0.0002838875291,0.011691348,2.2028216,"up",4.0566416,3.9404216,3.9228292,3.000476,2.7871299,2.7142286,1.13935266016948
"FGF17",0.0002862507256,0.011691348,230.4300141,"down",5.1877017,4.3753858,4.375562,11.846551,13.696763,11.93989,-7.84818483352135
"PLEKHG1",0.0002872554483,0.011691348,3.5276579,"up",8.360065,8.798353,8.810108,6.914075,6.790149,6.80817,1.81871066012902
"IL15",0.0002873575123,0.011691348,9.0898232,"up",8.798744,9.166763,9.316612,5.9020166,5.533656,6.2936897,3.1842522338073
"EMID1",0.0002877619392,0.011691348,9.9198202,"up",5.9250875,6.3984466,6.6856546,3.294235,3.0697832,2.7142286,3.31031397152756
"SF3A1",0.0002885047707,0.011691348,2.2118499,"up",8.542733,8.57684,8.618643,7.468724,7.576827,7.2569046,1.14525348508747
"ERVMER34-1",0.0002890588229,0.011691348,8.6669591,"up",5.9234138,5.198389,5.983951,2.582189,2.4627585,2.7142286,3.11552589645864
"IL32",0.0002901936316,0.011691348,17.6404962,"up",7.8647265,7.1211185,7.8645988,3.2330441,3.226452,3.96849,4.14081923714397
"HCST",0.0002918124643,0.011691348,7.5718848,"up",8.407505,7.787616,8.560934,5.3151646,5.217514,5.461419,2.92065246179003
"PYROXD2",0.00029202679,0.011691348,72.6456245,"down",8.670922,8.403137,8.63211,14.838356,15.598331,13.817894,-6.1828040007668
"DCAF5",0.0002925721512,0.011691348,2.8227486,"down",5.724856,6.064499,5.8978367,7.5320487,7.391715,7.25473,-1.49710064501717
"MYLK2",0.0002926819029,0.011691348,109.4119772,"down",6.9265184,6.589434,6.460942,12.632973,14.500888,13.163914,-6.77362686667328
"IGFLR1",0.0002928615357,0.011691348,4.5176363,"up",8.494333,8.131971,8.584027,6.2201447,6.4420605,6.0214214,2.1755681287861
"ERAP1",0.0002941278953,0.011691348,3.4109311,"up",9.216386,9.496271,9.5845585,7.7205505,7.4660797,7.8000884,1.77016561314767
"C18orf8",0.0002944863446,0.011691348,4.8237362,"up",11.00119,10.936632,11.071837,8.548579,8.541061,9.109566,2.27015101143405
"ELAVL4",0.0002945410853,0.011691348,7.8354772,"up",9.936241,9.964714,10.289698,7.2210526,7.402705,6.656832,2.9700211410806
"PARP2",0.0002945419213,0.011691348,8.2702503,"down",4.1103888,4.154105,3.9026864,6.900007,6.81718,7.5937862,-3.04793099337529
"GABARAPL1",0.0002952813413,0.011691348,5.7567221,"up",5.5283194,5.211986,5.6010127,3.2752705,2.7760763,2.7142286,2.52524756927567
"FAXC",0.0002956327668,0.011691348,4.7848249,"up",5.287784,5.1726246,5.444479,3.1065786,3.308682,2.7142286,2.25846613045345
"ANKAR",0.0002957586742,0.011691348,3.2703768,"up",5.95087,5.7537107,5.917387,3.9016428,4.303659,4.2882953,1.70945686696924
"TXNDC12",0.0002962383311,0.011691348,2.9279429,"up",8.74119,8.910743,8.907859,7.232626,7.142099,7.5354047,1.54988741882343
"APCDD1",0.000297145595,0.011704427,5.9430546,"up",10.45322,10.576063,10.477851,7.8836136,7.584818,8.3250885,2.57120463532974
"MUL1",0.0002985308952,0.011717649,6.1364898,"up",4.7965403,5.0525007,5.4416275,2.40226,2.321939,2.7142286,2.61741363991865
"HMGN1",0.0002986343001,0.011717649,11.2284042,"down",11.864138,11.807558,12.184795,15.11521,15.982066,15.226458,-3.48908099890918
"ZNF580",0.0002992392648,0.011718763,8.2430295,"up",13.233329,13.033749,13.247001,10.118359,10.565075,9.701121,3.04317465796341
"CDHR5",0.000300050717,0.011727944,5.0710336,"up",8.943124,8.93059,9.489094,6.6349196,6.8953166,6.8057323,2.34227983354333
"BBS1",0.0003027060161,0.011809021,3.397608,"up",4.178952,4.2168803,4.557872,2.40226,2.5436575,2.7142286,1.76451941076838
"LAMP2",0.0003034705028,0.011816165,4.6411693,"up",11.806473,12.117237,11.815351,9.748469,9.401541,9.945586,2.21448832491934
"CHPT1",0.0003091706817,0.011945802,2.5936767,"up",13.154806,12.926756,13.154806,11.883992,11.609133,11.618247,1.37499865986132
"PURA",0.0003095940207,0.011945802,18.8297695,"down",6.3689275,6.1225367,6.5508475,10.147187,11.255717,10.344238,-4.23494343455048
"GFRA4",0.0003101227167,0.011945802,8.5925202,"down",5.691901,5.6680026,5.0717034,8.544072,8.895582,8.301197,-3.10308133820718
"VCAM1",0.0003121069483,0.011945802,12.1583145,"up",9.8292885,9.326155,10.074474,6.2301216,6.4631715,5.7250104,3.60387133756412
"N6AMT2",0.0003123942604,0.011945802,9.2727965,"up",5.707045,6.025998,6.1502166,3.1843505,2.345667,2.7142286,3.21300449400256
"SCMH1",0.0003125920903,0.011945802,3.8868469,"down",3.5925305,3.8600616,4.007938,5.5601516,5.817884,5.9582953,-1.95860028211478
"BTF3L4",0.0003129764748,0.011945802,3.8830762,"up",14.455391,14.503222,14.664307,12.668039,12.281378,12.801903,1.95720001841906
"AGPAT2",0.0003130404176,0.011945802,3.129722,"up",11.181316,11.3428955,11.51969,9.860409,9.73529,9.510099,1.64603451433569
"MATK",0.0003131692355,0.011945802,8.6744182,"up",14.605152,15.037497,14.856044,11.861773,12.034064,11.252555,3.11676699825315
"FAM110D",0.0003142456048,0.011945802,5.3121977,"up",11.048101,10.668016,10.804792,8.4544935,8.722,8.116489,2.40930883936219
"RC3H2",0.0003148708259,0.011945802,2.475678,"down",9.938642,9.908669,9.774477,11.122624,11.04451,11.378125,-1.30782368207534
"EPHX1",0.0003155028087,0.011945802,21.4821939,"up",7.4489865,6.835471,7.552159,2.40226,3.4449196,2.7142286,4.42506943304416
"SPEN",0.0003170198884,0.011945802,4.324973,"down",2.9793658,2.4393156,2.5298138,4.7093806,4.9069033,4.6702847,-2.11269112630134
"EEF1D",0.000318818257,0.011945802,18.5038623,"up",12.702165,11.777194,12.536097,7.957269,7.8512044,8.577719,4.20975452992534
"NEURL",0.0003188375906,0.011945802,5.4431042,"up",7.6592665,7.9948335,8.040766,5.7614527,5.4400067,5.1601176,2.44442965454258
"LMNA",0.0003190419135,0.011945802,4.4925732,"down",12.266355,11.89656,11.675739,14.256307,14.010258,14.074715,-2.1675420105614
"DCUN1D5",0.000319620272,0.011945802,2.8203975,"up",10.110872,10.298585,10.349154,8.675503,8.969393,8.6260195,1.49589850690245
"DPAGT1",0.0003199904388,0.011945802,11.7873423,"up",5.7904453,6.619458,6.7203507,2.7424989,2.9960268,2.7142286,3.55916656444904
"NXF1",0.0003200191364,0.011945802,2.5634903,"up",9.240554,9.233339,9.531928,7.8588066,8.079859,7.992827,1.35810943872668
"SAP18",0.0003201110038,0.011945802,8.0488874,"up",5.0288825,5.763714,5.6721992,2.40226,2.321939,2.7142286,3.00878937286241
"CCDC115",0.0003201124415,0.011945802,13.0374809,"up",9.664658,9.256233,9.73529,5.5195303,5.610584,6.412287,3.7045932340757
"CYFIP2",0.0003208949876,0.011945802,8.1696764,"down",4.937905,4.8253546,4.8624773,7.662887,8.425644,7.6280427,-3.0302789345079
"SLC6A8",0.0003209056875,0.011945802,26.6832089,"up",7.5590816,8.562954,7.832941,3.363567,3.6636002,2.7142286,4.73786026912117
"ZBTB5",0.0003246473986,0.012062995,8.8435887,"up",5.204686,5.7494307,6.08602,2.40226,2.4897523,2.7142286,3.14463192946569
"NOL6",0.0003267642294,0.012119494,3.8265523,"up",5.890724,5.8172994,6.20354,3.8107347,4.2202144,4.072479,1.93604511805564
"ESYT3",0.0003283259282,0.012128806,2.7040794,"up",4.0593705,4.2895966,4.380124,2.968452,2.740998,2.7142286,1.43513751415873
"FAM111B",0.0003288055255,0.012128806,2.6924861,"down",6.1782026,5.9208775,6.244974,7.4058485,7.5580187,7.6670036,-1.42893889685385
"AGAP6",0.0003309764962,0.012135201,14.3778179,"up",9.075805,8.430307,8.9550705,5.153553,5.327998,4.442313,3.84577283160141
"ACSL5",0.0003310525451,0.012135201,11.8123543,"up",8.395299,9.069348,9.126436,5.6951203,5.01323,5.1960588,3.56222462934583
"TMEM222",0.0003312158735,0.012135201,7.4074994,"up",5.2288184,5.073347,5.803222,2.40226,2.321939,2.7142286,2.88898660432972
"DNAJB12",0.0003313671162,0.012135201,5.6968094,"up",4.916009,4.8111687,5.4555073,2.40226,2.535734,2.7142286,2.51015413830006
"PCDHB13",0.0003322432165,0.012145402,6.4679562,"up",7.2378573,7.4621572,7.5496917,5.0088935,4.861491,4.299392,2.69330990913675
"SCN1B",0.0003340584872,0.012189836,4.3770078,"up",4.6631274,4.749245,5.208487,2.8908067,2.6259892,2.7142286,2.12994495491854
"PLA2G16",0.0003385371085,0.012299046,3.1580452,"up",9.606293,9.451146,9.722312,7.9565043,8.134572,7.7115793,1.65903182013709
"ABCB8",0.0003388260917,0.012299046,6.7276614,"up",10.558086,10.199858,10.588295,7.62279,8.088523,7.3846107,2.75010509726465
"PSMG4",0.0003395392153,0.012299046,4.8103044,"up",4.6378846,5.149626,5.203263,2.5932677,2.8848927,2.7142286,2.26612819180718
"CYB561D1",0.0003399816164,0.012299046,3.0614338,"up",5.2481837,5.170274,5.226636,3.3933802,3.541877,3.867214,1.61420748680098
"PON3",0.0003410397509,0.012299046,3.6678542,"up",7.4495273,6.9696083,7.3380337,5.2523594,5.5220823,5.3579187,1.87493629184529
"CLK3",0.0003419667678,0.012299046,3.9650376,"down",4.0397363,3.9048793,4.3125763,6.047779,5.8663135,6.305103,-1.98733454690689
"RGMA",0.0003421187446,0.012299046,4.4511178,"down",3.7675114,3.3985815,3.3226907,5.5348306,5.505284,5.911172,-2.15416768259807
"TMEM133",0.0003429900436,0.012299046,4.0427173,"up",11.2967,11.347162,11.450751,9.323945,9.658728,9.065964,2.01532532204942
"CYP2D6",0.0003434664335,0.012299046,3.7333903,"up",11.487608,11.145177,11.400984,9.46863,9.65976,9.20392,1.90048634026171
"PPIA",0.0003435836472,0.012299046,21.07478,"up",12.134846,13.096235,12.962618,8.294717,7.931458,8.775187,4.39744566581436
"PLAT",0.0003437076474,0.012299046,3.6346681,"down",5.1324253,5.2538958,5.3940034,7.1460047,6.858556,7.3612347,-1.86182363034965
"ENSA",0.0003455882406,0.012344606,4.4384447,"down",6.9596243,7.125618,6.539636,8.877515,9.1197405,9.0777855,-2.15005422236671
"MPP2",0.0003467896247,0.012365788,4.1680558,"up",8.524196,8.576139,9.0197315,6.774852,6.470114,6.6969767,2.05937459187852
"C20orf85",0.000351700824,0.012396028,13.3036991,"up",11.168325,10.9892645,11.112417,6.8339586,7.957376,7.2774053,3.73375553845027
"UBE2D4",0.0003520644809,0.012396028,5.96512,"up",8.313776,8.396448,8.80312,5.6900883,5.8334465,6.2601557,2.57655116083141
"SELK",0.0003522152527,0.012396028,3.3468734,"down",10.701652,10.617747,10.510504,12.56609,12.077793,12.414462,-1.74281398017098
"TMEM27",0.0003528094498,0.012396028,2.4556805,"up",6.805462,6.966893,7.0920434,5.5125628,5.786544,5.676923,1.2961228689125
"C2orf54",0.0003530711723,0.012396028,2.7958206,"down",3.799311,4.0246263,3.572423,5.3152943,5.268001,5.2628803,-1.48327178997157
"IRF2BPL",0.0003536545462,0.012396028,2.2241177,"up",14.636586,14.395299,14.406449,13.454732,13.239698,13.2842045,1.15323313730297
"MRPL33",0.0003543352796,0.012396028,2.0299448,"up",13.239698,13.099989,13.098196,12.22276,11.9712105,12.179591,1.02144049694295
"LCP2",0.000355523084,0.012396028,11.4689732,"up",12.857014,13.330699,13.888253,9.997766,9.8503685,9.6688385,3.51966432969551
"HM13",0.0003560241425,0.012396028,4.1723177,"up",11.020394,10.870254,11.017065,8.984007,9.169057,8.572102,2.060849015663
"RBFOX2",0.0003566643095,0.012396028,64.7329718,"down",10.144783,9.782233,8.515815,15.349743,15.905066,15.2373085,-6.01642883238837
"RPS29",0.000357001303,0.012396028,2.5623538,"up",17.420856,17.587637,17.730064,16.308186,16.059612,16.29835,1.35746969123969
"CNPY4",0.0003578069508,0.012396028,7.7812475,"up",5.7270403,5.016205,5.7868733,2.40226,2.5336256,2.7142286,2.96000146855153
"EHBP1L1",0.0003585199128,0.012396028,8.2818693,"down",6.5980554,5.885807,5.7504063,8.991252,9.201175,9.191711,-3.04995643505146
"BOLL",0.0003589161689,0.012396028,15.913408,"up",7.410169,6.566448,7.407529,3.2483582,3.4450464,2.7142286,3.99217092981361
"RHOT1",0.0003591505215,0.012396028,5.3566444,"up",7.842004,8.309023,8.377336,5.7910852,5.5047092,5.96858,2.42132952615189
"MFF",0.0003592256028,0.012396028,3.1176761,"up",9.1267805,9.231314,9.213312,7.2994914,7.557219,7.793283,1.64047105209068
"FABP4",0.0003620644183,0.01244653,5.3888164,"up",8.661507,8.71533,8.721511,6.081329,6.0264854,6.7006283,2.42996843413502
"PNMA5",0.0003630436834,0.01244653,6.0483407,"up",8.5301285,8.860719,9.301687,6.2269197,6.4249296,6.251067,2.59653940813644
"TMED5",0.0003631386033,0.01244653,3.2375879,"down",6.3942914,6.520554,6.7423935,8.172723,8.101338,8.467936,-1.69491936227335
"SEC61G",0.0003649642397,0.012484654,9.117534,"up",13.603506,13.739193,14.000581,10.591399,10.14187,11.04408,3.18864367449448
"C9orf50",0.0003654794117,0.012484654,4.6216796,"down",3.8134708,3.9632277,3.4025972,5.730068,6.0763164,5.998163,-2.2084172477949
"COQ4",0.0003668124179,0.012504172,45.4504498,"down",9.076423,8.49458,8.307885,14.204266,14.848729,13.344561,-5.50622266699692
"ASIC3",0.0003675895375,0.012504172,7.4009647,"up",15.175819,15.547411,15.9108095,12.754929,12.8504505,12.36552,2.8877133352274
"INHBA",0.0003686812316,0.012504172,3.1602101,"down",3.206149,3.330787,3.1790903,5.1129622,4.9514365,4.631689,-1.66002047617201
"TMEM211",0.0003697520589,0.012504172,3.1746152,"up",4.454688,4.218297,4.0455413,2.40226,2.6022925,2.7142286,1.66658173119327
"LPXN",0.0003697772369,0.012504172,5.1571276,"up",4.6342325,4.9409113,5.23148,2.670753,2.321939,2.7142286,2.36656774179655
"DUT",0.0003698073017,0.012504172,2.6126635,"up",12.612747,12.334846,12.682557,11.134813,11.058967,11.279806,1.3855213236082
"MBD1",0.0003711306293,0.012504172,6.1410624,"up",5.400279,5.105792,5.833016,2.7342706,3.035123,2.7142286,2.61848826253748
"SLC2A5",0.0003714085109,0.012504172,2.7157206,"up",5.0788445,5.1455073,5.251845,3.5770507,3.62034,3.954801,1.4413350592111
"SEMA6C",0.0003715876964,0.012504172,4.1434428,"up",11.967221,12.088873,12.302327,10.115724,10.31255,9.777657,2.05083000598644
"PRR19",0.0003731021631,0.012511279,179.1355463,"down",7.495788,7.5245805,6.583018,14.316772,15.85659,13.884748,-7.48490783297433
"HOXB7",0.000373120161,0.012511279,4.181755,"up",4.629341,4.545601,4.9765434,2.40226,2.8426712,2.7142286,2.06410854001476
"FBLN2",0.000373645585,0.012511279,6.0536045,"up",5.327998,5.7373533,5.828238,3.0639234,3.322054,2.7142286,2.59779442268322
"TMEM237",0.0003751094367,0.012539637,3.3637252,"up",4.2849736,4.186843,4.661426,2.6633613,2.5054731,2.7142286,1.75005984923428
"KRTAP22-1",0.0003789260644,0.01263022,27.5293511,"up",6.7200394,7.854871,7.9286766,2.40226,3.0384023,2.7142286,4.78289869915991
"CMTM4",0.000379061955,0.01263022,9.6268246,"up",15.037497,14.85812,15.363741,11.941289,12.188065,11.328824,3.26706000478822
"ZACN",0.0003798103497,0.012634444,2.5576283,"up",4.205319,4.313255,4.323144,3.1162064,2.9468632,2.7142286,1.35480661265138
"C8orf46",0.0003823689599,0.012673585,3.1238879,"down",4.9669113,5.100831,5.455207,6.7787523,6.877694,6.796531,-1.64334268362848
"AADAC",0.0003828576284,0.012673585,13.01888,"up",6.1374564,7.1541104,6.7209353,2.9256454,3.2650278,2.7142286,3.70253343525363
"FLYWCH1",0.0003835705959,0.01267654,3.3049122,"up",5.8540254,5.603453,5.970768,4.2226467,3.8615472,4.1702166,1.72461194486242
"ZMAT3",0.0003849631429,0.012701909,2.832811,"up",3.9869738,4.4511414,4.1611557,2.7120533,2.666286,2.7142286,1.50223435093644
"PCDHGB6",0.0003862202208,0.012722733,6.1540031,"up",6.154739,6.4863024,6.654847,4.1614327,3.5217602,3.74812,2.62152517041073
"ARF1",0.0003907142969,0.012807403,2.9228526,"up",7.5060663,7.7172623,7.8711753,6.2759676,6.2074194,5.9689856,1.54737707559932
"NKD1",0.0003907417831,0.012807403,4.2720573,"up",4.5617995,4.5869718,5.008125,2.7794657,2.378409,2.7142286,2.09493099765081
"TMEM229A",0.0003913110467,0.012807403,4.7134392,"up",4.9757442,4.439375,4.997649,2.40226,2.5859392,2.7142286,2.23678011847188
"FXYD3",0.0003925912024,0.012809761,12.3816385,"up",14.874307,14.829233,14.942383,11.468015,11.682588,10.604929,3.63013033830945
"C16orf13",0.0003926436101,0.012809761,3.2223239,"up",11.567248,11.728519,11.328824,9.800476,9.71099,10.0488205,1.68810151745776
"TMX2",0.0003937468675,0.012825168,5.074326,"up",9.379698,9.871008,9.956263,7.4972734,7.1610155,7.5190315,2.34321620830118
"MTO1",0.0003958071941,0.01287165,5.6620852,"up",7.9836273,8.510234,8.4874735,5.5246954,5.967336,5.985303,2.50133345830277
"C18orf21",0.000396877668,0.012873545,2.4465056,"up",8.82398,8.8949375,8.937934,7.3736587,7.663586,7.747439,1.29072258507342
"ATP6AP1L",0.0003972456241,0.012873545,3.6132122,"up",4.1759257,4.490592,4.719305,2.6140475,2.4977007,2.7142286,1.85328198516002
"PEX6",0.0003980311669,0.012873545,10.1295946,"up",6.3186336,5.4426546,6.380905,2.632784,2.773667,2.7142286,3.34050453158584
"MTERFD1",0.0003989206513,0.012873545,3.4518292,"up",9.13418,9.35891,9.327841,7.287411,7.396418,7.7750187,1.78736108027317
"TAF7",0.0003991649626,0.012873545,5.0613838,"up",8.547835,9.260015,8.969393,6.4745684,6.651426,6.632653,2.33953187671033
"CSPG4",0.0003996657796,0.012873545,5.0519646,"up",6.9664645,6.6211534,6.827361,4.77128,4.1207857,4.5123796,2.33684452994427
"STOX2",0.0004004073655,0.012877025,256.2057422,"down",8.734272,8.279828,6.476717,15.553191,16.329681,15.611422,-8.00115900015619
"SPAG8",0.0004040441864,0.012947249,2.9595493,"down",4.6589785,4.3175645,4.2290382,5.8598633,5.978152,6.0636983,-1.56537748931282
"KBTBD13",0.0004048316039,0.012947249,3.4825352,"up",4.439556,4.147605,4.6034727,2.40226,2.6737313,2.7142286,1.80013793505447
"DAGLA",0.0004054183347,0.012947249,5.554417,"up",7.825628,7.5259047,7.932357,5.2764854,4.9606285,5.6258693,2.47363549210971
"ANKS1A",0.0004056290296,0.012947249,4.1067037,"down",3.5598068,3.7354386,3.7387197,5.5140557,6.0704527,5.5633993,-2.03798086015814
"PIGG",0.0004057760234,0.012947249,2.3887894,"up",7.154521,7.243801,7.483469,6.079846,5.917759,6.115347,1.25627966879283
"LINS",0.0004075469297,0.012967647,7.2911981,"up",7.2349563,7.509868,7.5998516,4.1146154,4.7219105,4.9096823,2.86615589972457
"C16orf5",0.0004076913463,0.012967647,4.8713164,"up",7.3999248,7.3684807,7.8053846,5.3325796,5.4528074,4.935468,2.2843116916338
"HNRNPC",0.0004091018424,0.012969171,2.4331009,"up",9.8318405,9.899502,10.065492,8.63489,8.82201,8.491546,1.28279614966855
"NFIA",0.0004092199524,0.012969171,7.8111847,"up",5.6907263,5.71665,6.224195,3.3333666,2.687352,2.7142286,2.96554137438475
"LRRC3",0.0004109496127,0.012969171,4.765023,"up",11.0049515,10.860192,11.229124,8.785167,9.083969,8.467682,2.25248317780906
"ZC2HC1A",0.0004117211029,0.012969171,2.1195534,"down",10.524026,10.680899,10.378705,11.530661,11.699627,11.604623,-1.08376031409044
"ATP1B4",0.0004119455256,0.012969171,4.8232017,"up",4.8265753,5.231331,4.822751,2.40226,2.9541953,2.7142286,2.26999114298499
"ZNF880",0.000412128464,0.012969171,3.5302668,"down",6.469175,7.003541,6.9025283,8.575598,8.685282,8.573696,-1.8197772193298
"OPRM1",0.0004122058644,0.012969171,3.7721475,"up",8.96168,8.671286,8.912462,6.855054,7.2272387,6.716977,1.91538608994674
"GPR116",0.0004143722366,0.01301718,3.5838565,"down",3.5582097,3.122614,3.460411,5.2961307,5.359702,5.0099406,-1.84151287208216
"SLC41A3",0.0004173933483,0.013071679,2.8156021,"up",7.925357,7.665804,8.097197,6.29595,6.414911,6.4971666,1.49344346717229
"UNC93B1",0.0004221965132,0.013160474,3.2409135,"up",5.609927,5.2562304,5.6237354,3.7747967,3.987938,3.6379566,1.69640051563064
"ADORA2A",0.0004225242132,0.013160474,89.3034661,"down",4.528051,4.0758452,4.597992,9.838312,11.840385,10.965124,-6.4806442660708
"DYTN",0.0004229950944,0.013160474,3.0769816,"up",4.1111,4.211527,4.436279,2.40226,2.77787,2.7142286,1.621515816545
"EMILIN3",0.0004243189645,0.013160474,2.5162151,"up",3.8431501,3.7561646,4.0416646,2.40226,2.530725,2.7142286,1.3312552570498
"SLC35G2",0.000425547866,0.013160474,40.3027814,"up",10.862129,10.280377,10.715217,5.326102,6.0706625,4.462536,5.33280750122174
"RDH5",0.0004256785943,0.013160474,5.8551526,"up",5.185679,4.679986,5.4238067,2.40226,2.5238628,2.7142286,2.54970677147701
"GPX1",0.0004268393571,0.013160474,24.5564845,"up",9.314464,9.435282,9.755422,5.2976313,4.0645366,5.2889037,4.61803213452716
"SUCLG2",0.0004274731796,0.013160474,4.6797268,"up",9.0230255,9.465488,9.407232,6.799803,7.3337026,7.082967,2.22642430848605
"PPP2R5B",0.0004277760955,0.013160474,8.0228082,"up",5.943867,5.268001,6.1775637,2.9181128,2.7447684,2.7142286,3.0041073073891
"KIAA1429",0.0004279986778,0.013160474,7.049621,"up",9.422678,9.569227,9.649169,6.6960096,6.306982,7.1854453,2.81754569777835
"TPTE",0.0004295918191,0.01318099,42.6577589,"up",12.028792,11.818748,11.729326,6.7837477,7.084225,5.4646845,5.41473626804859
"C17orf58",0.0004299629238,0.01318099,4.2657532,"up",11.0960245,10.776124,11.375901,9.076423,9.083608,8.809617,2.09280049933157
"SPTBN4",0.0004326622737,0.013243766,12.9818432,"up",16.09032,16.542074,16.321373,12.835289,13.033749,11.989459,3.69842333082162
"FBRS",0.0004352237826,0.01330214,9.210281,"down",4.47006,4.552917,4.9535723,7.6898494,8.373305,7.5231304,-3.2032451727251
"TM2D3",0.0004361485844,0.013302873,5.1029086,"up",9.884503,10.110247,10.130766,7.334264,8.046635,7.6906576,2.35131980133295
"NF2",0.0004365567593,0.013302873,9.0449553,"up",6.0841665,5.6225367,6.476205,3.2170155,2.720324,2.7142286,3.17711337309221
"MEX3D",0.0004384894024,0.013341762,2.0044085,"down",5.1001334,5.130506,5.0540953,6.2793956,6.028182,5.9866867,-1.00317656086149
"HADHB",0.0004411070045,0.013401345,4.7714343,"up",10.640924,11.222325,11.081403,8.612113,8.603898,8.965372,2.25442300762598
"RAB31",0.0004427420133,0.013430804,9.5948716,"down",8.862004,9.001977,8.448236,12.0025835,12.493999,11.602425,-3.26226350019004
"FRAT2",0.0004433982691,0.013430804,6.162625,"up",13.558053,13.313312,13.706387,10.852085,10.551437,11.303595,2.62354500478486
"TP53RK",0.0004445107871,0.013441663,6.1710455,"up",5.164036,4.739274,5.5222936,2.40226,2.4325702,2.7142286,2.62551493181984
"GAS7",0.0004462052467,0.013441663,5.1289975,"up",9.929579,9.985409,10.286789,7.874944,7.9262304,7.324572,2.35867686811022
"TBL1Y",0.0004470612853,0.013441663,7.4661397,"down",7.077626,6.6886425,6.138013,9.534267,9.49839,9.572712,-2.90036250336528
"BABAM1",0.0004470634453,0.013441663,4.0608458,"down",6.8325453,6.555768,6.284292,8.38493,8.750627,8.602389,-2.02178024573085
"TSSK3",0.0004495190973,0.013460698,3.1961183,"up",4.5138397,4.2213326,4.729537,2.9147458,2.8067725,2.7142286,1.67632080866161
"TNKS1BP1",0.0004503169867,0.013460698,14.6974809,"up",15.513716,15.453839,16.521275,11.920856,12.17249,11.762993,3.87749699794134
"SF1",0.0004534804671,0.013460698,25.5527041,"up",9.541973,9.113478,9.8292885,5.4150953,4.084346,4.959086,4.67540406648987
"SLC46A3",0.0004545737165,0.013460698,5.5675435,"up",7.0884466,7.690878,7.6702356,5.0375824,5.2078743,4.7729807,2.47704092503626
"SPATC1",0.0004545851859,0.013460698,2.2646767,"down",4.1429586,4.4276276,4.277743,5.43984,5.3437796,5.602625,-1.17930510916869
"HIST1H4H",0.000454867115,0.013460698,2.5982154,"up",6.777526,7.0734663,6.9696083,5.3677554,5.658135,5.662147,1.37752103957337
"TMPRSS2",0.0004552774006,0.013460698,10.627053,"up",12.539645,11.597881,12.455233,8.674515,9.022713,8.666522,3.40966967183709
"PDLIM3",0.0004561057567,0.013460698,7.2568226,"up",5.478683,6.140442,6.098703,3.2185,3.2070854,2.7142286,2.85933800240381
"SLC27A2",0.0004581798112,0.013460698,7.6205854,"up",5.22283,5.9296274,5.7702694,2.40226,3.0165327,2.7142286,2.92990182727733
"HLA-A",0.0004587185271,0.013460698,3.5469967,"down",12.635046,12.278498,12.182629,14.355452,13.995072,14.225443,-1.8265979880414
"PNLDC1",0.0004609645197,0.013460698,2.6956214,"up",4.2862573,3.867682,3.9802425,2.595609,2.5324905,2.7142286,1.43061788424311
"SYT6",0.0004613089987,0.013460698,2.7108182,"up",4.017891,3.822382,4.1768637,2.40226,2.584463,2.7142286,1.43872836262116
"CUEDC1",0.000461961854,0.013460698,5.7227897,"down",3.597392,3.7028937,3.9437118,5.9878607,6.6908026,6.11549,-2.51671859197483
"LY6H",0.0004632422571,0.013460698,3.2350921,"up",4.5278816,4.218158,4.084513,2.40226,2.6326437,2.7142286,1.69380678496025
"MGLL",0.000463271933,0.013460698,2.2527102,"up",8.582763,8.349111,8.700918,7.2901,7.4247665,7.4029403,1.17166172994507
