"Gene","logFC","AveExpr","t","P.Value","adj.P.Val"
"SNORA120",-1.69796408118279,-0.731046691364132,-4.35812078929435,0.000313222930250435,0.969889107405214
"LOC105372492",-2.6530012279598,-2.25390556038687,-4.34675632540812,0.000321588335402573,0.969889107405214
"SOX5-AS1",-1.67622551045474,0.155322953038156,-4.22563542882664,0.000425984367278612,0.969889107405214
"YBX2",-1.36424697943167,0.810478853039842,-4.04257720323508,0.000651806674626164,0.969889107405214
"ADRA2C",-2.31913536307521,2.78236597749242,-3.99402165686985,0.000729665911156616,0.969889107405214
"RPSAP9",1.53801395029009,0.865398141887395,3.98858938422823,0.000738935005507221,0.969889107405214
"PGR-AS1",-1.73857202735641,1.74463897517154,-3.95572179445342,0.000797577898570488,0.969889107405214
"NTF3",-1.28261548162709,1.69713886469927,-3.95194941345303,0.000804599006689833,0.969889107405214
"ADRA1D",-1.52879585778017,1.92719471937471,-3.89799788296707,0.000912025116795768,0.969889107405214
"TYRO3",0.950074091244529,5.16758197856281,3.88868828698019,0.00093195756772086,0.969889107405214
"CPLX1",-1.08924052504802,2.31418775292558,-3.84111427267543,0.00104079211088287,0.969889107405214
"PCSK2",-1.81802598163518,1.81870621506718,-3.79912065629725,0.00114731485339618,0.969889107405214
"RNF216-IT1",-1.32288824219669,0.914775012749999,-3.79909494254172,0.00114738329181805,0.969889107405214
"KRTAP5-AS1",-1.29280981944695,-0.335771833007871,-3.74837984124899,0.00129056902774308,0.969889107405214
"GAS6-DT",-1.39822939500247,0.646563349613023,-3.6555209079534,0.00160018631868426,0.969889107405214
"TACR1",-1.08527468762067,3.76535476516417,-3.60718304504729,0.00178939760901368,0.969889107405214
"NOSTRIN",-1.39187640130039,3.35828088483936,-3.60568807700915,0.00179558923847918,0.969889107405214
"SOX10",-1.20914245234328,3.23429471946249,-3.58964583805983,0.00186337771363763,0.969889107405214
"KL",-1.09994894816697,1.96279807985503,-3.57931865984368,0.00190834777783509,0.969889107405214
"LOC105373757",-2.39182055579732,-0.991976710808975,-3.57824036541533,0.00191310460392601,0.969889107405214
"RXRG",-1.5907317764684,0.473052497113557,-3.57347968482667,0.00193424638267811,0.969889107405214
"CPAMD8",-1.94660818191975,3.00438438719787,-3.56679454891042,0.00196432442375716,0.969889107405214
"RXFP1",-2.00727944831438,0.743790326889941,-3.56356413823575,0.00197902382948299,0.969889107405214
"LRR1",1.02836301950099,1.67098807059468,3.56170664614347,0.00198752512515474,0.969889107405214
"RGS7BP",-1.84290482851694,1.12684987637532,-3.5504824458149,0.00203966786448854,0.969889107405214
"PRKCB",-1.3107458337162,4.0237131841067,-3.54515567841108,0.00206488375069125,0.969889107405214
"MACROD2",-1.5279997034444,2.2804663281585,-3.54326658381734,0.00207390003005264,0.969889107405214
"ABCB1",-0.980247234631766,3.24644538072659,-3.54039539396341,0.00208767807645786,0.969889107405214
"AFG2B",0.825519232542576,3.62788115779067,3.5325326373532,0.00212587310843776,0.969889107405214
"ZNF608",-0.702182527942954,4.39088833275324,-3.52896872366946,0.00214341176582121,0.969889107405214
"LOC105372249",-1.41850347110774,0.875084353045348,-3.52165768722254,0.00217983840455495,0.969889107405214
"LINC02600",-2.32332424745222,1.97429585558065,-3.4990747670969,0.0022962525844797,0.969889107405214
"LOC107983976",-0.909536419917565,3.18724322403644,-3.47872911767811,0.00240636500317042,0.969889107405214
"LOC102724624",-1.72627189540497,-0.974595262205659,-3.47426484500448,0.00243121280535608,0.969889107405214
"NHS",-0.728841752016208,4.83375729206864,-3.46972929048066,0.00245671594399075,0.969889107405214
"MGAT4A",-0.531901322768235,4.30434959140629,-3.46082177334932,0.00250757093777469,0.969889107405214
"FOXD3",-1.97564064341849,0.464745771637592,-3.45648204804082,0.00253272121923645,0.969889107405214
"SLC5A7",-2.19458976374922,-0.0685990856050379,-3.42879266213273,0.00269913367210387,0.969889107405214
"TOX",-1.30376618626728,1.21676456397277,-3.41722948220706,0.00277176762164795,0.969889107405214
"GAL3ST3",-2.68033377186414,-1.46966700748839,-3.41242401331052,0.00280251485153726,0.969889107405214
"C17orf67",-0.749004672126095,2.26966522471318,-3.40994376374046,0.00281851526526131,0.969889107405214
"PI15",-1.73369146069253,3.4833750819276,-3.39639150850682,0.00290753970597688,0.969889107405214
"LINC01088",-1.85530682084986,0.0175353209985905,-3.38723625149688,0.0029692366809524,0.969889107405214
"GPM6A-DT",-2.64285336076538,-1.63836708787886,-3.38622360555694,0.00297613928267334,0.969889107405214
"NRN1",-1.13235153308656,2.7942796883242,-3.38428149758711,0.00298942155745575,0.969889107405214
"CDH19",-1.50612809170149,2.61548001675189,-3.36904209369053,0.00309568370687854,0.969889107405214
"LOC107984591",-1.5777867506199,2.68463131677783,-3.36770161529322,0.00310520601475157,0.969889107405214
"SMOC1",-2.40754015110016,1.45219571472096,-3.36618016900439,0.0031160486623753,0.969889107405214
"RGL3",-1.23495581785917,2.74717244851322,-3.36481445968336,0.00312581305813201,0.969889107405214
"LEF1",-1.09035132460313,2.83830777174998,-3.35503607928844,0.00319660716055107,0.969889107405214
"MIR3126",-1.65032970382923,-1.20640278774155,-3.35328928514027,0.00320941812474424,0.969889107405214
"LINC00693",-1.82569470644028,-0.863409422435411,-3.35080267164564,0.00322774175883752,0.969889107405214
"PGAM1P5",-1.2172743320082,0.383051643890416,-3.3449407922072,0.00327134410838849,0.969889107405214
"STC2",-1.1452325733626,1.59932287613222,-3.34024531211787,0.0033066862823226,0.969889107405214
"HCG23",-1.68245431428746,-1.4486853228981,-3.33560168304822,0.00334200597479582,0.969889107405214
"SYBU-AS1",-2.23212714408708,-0.957411747721951,-3.32942336867721,0.00338957197571736,0.969889107405214
"SEL1L2",-2.75892633685337,-0.502603894357137,-3.32306436617204,0.00343922129595759,0.969889107405214
