"Pathway","KEGG_ID","Gene","logFC_POP","logFC_SUI","Direction_POP","Direction_SUI","Concordant"
"KEGG 00071","00071","ACSBG2",0.0656993183758202,NA,"up","not tested",FALSE
"KEGG 00071","00071","CPT1C",-0.367720322070159,NA,"down","not tested",FALSE
"KEGG 00071","00071","CYP4A22",0.111339674459227,NA,"up","not tested",FALSE
"KEGG 00563","00563","PIGP",0.158732157258244,1.46826815732744,"up","up",TRUE
"KEGG 00563","00563","PIGV",0.319492667120766,4.01526740206937,"up","up",TRUE
"KEGG 00563","00563","PGAP1",0.158124635672394,1.5942984448084,"up","up",TRUE
"KEGG 00563","00563","PIGZ",0.0517794650749429,1.10331466852056,"up","up",TRUE
"KEGG 00563","00563","PIGO",0.329623521135789,1.9884148253067,"up","up",TRUE
"KEGG 00563","00563","PIGY",0.241216117225961,1.26376897135748,"up","up",TRUE
"KEGG 00563","00563","PIGM",0.0827859325309125,1.76102420279795,"up","up",TRUE
"KEGG 00563","00563","PIGS",0.203447433841789,1.76064711206183,"up","up",TRUE
"KEGG 00563","00563","GPLD1",0.129807532853205,NA,"up","not tested",FALSE
"KEGG 00563","00563","PIGA",0.246331396291679,NA,"up","not tested",FALSE
"KEGG 00563","00563","PIGC",-0.120452831992717,2.22167147078557,"down","up",FALSE
"KEGG 00563","00563","PIGF",-0.27960164615606,NA,"down","not tested",FALSE
"KEGG 00563","00563","PIGH",0.111508699664746,NA,"up","not tested",FALSE
"KEGG 00563","00563","GPAA1",0.457562700987289,NA,"up","not tested",FALSE
"KEGG 00563","00563","DPM2",0.506935455166824,-1.40778149827161,"up","down",FALSE
"KEGG 00563","00563","PIGQ",0.252562987767501,NA,"up","not tested",FALSE
"KEGG 00563","00563","PIGL",-0.0240511849191304,NA,"down","not tested",FALSE
"KEGG 00563","00563","PIGB",0.160706420687267,NA,"up","not tested",FALSE
"KEGG 00563","00563","PIGK",-0.00300302817830117,2.00113174697541,"down","up",FALSE
"KEGG 00563","00563","PIGN",0.257750881315245,NA,"up","not tested",FALSE
"KEGG 00563","00563","PIGT",-0.0701451534883963,2.20601715979078,"down","up",FALSE
"KEGG 00563","00563","PIGG",-0.195988934044977,1.25627966879283,"down","up",FALSE
"KEGG 00563","00563","PIGX",0.0771833220856073,NA,"up","not tested",FALSE
"KEGG 00563","00563","PIGU",0.296655435471635,NA,"up","not tested",FALSE
"KEGG 00563","00563","PIGW",0.706315979489387,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","ARAF",0.0690253503403218,2.21335225921718,"up","up",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","BTC",-0.462211995441581,-2.31940599389902,"down","down",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","CBL",-0.10845187372338,-2.15194497330463,"down","down",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","CRK",0.0964381460201235,1.79256295319293,"up","up",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","HBEGF",-0.290036309031233,-2.73876176341952,"down","down",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","ELK1",0.237502897349081,1.26121359807481,"up","up",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","ERBB4",0.453898508163156,1.34098706806361,"up","up",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","PAK2",-0.000459894908653632,-2.59923080084976,"down","down",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","PIK3R1",-0.20487041886392,-1.1152241909132,"down","down",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","MAPK1",0.0952992213708013,1.97690167713987,"up","up",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","MAPK3",0.129516633870982,1.16356275045493,"up","up",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","MAPK10",-0.20835922784174,-1.03501447109123,"down","down",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","RPS6KB2",0.611362087400683,1.72242934457635,"up","up",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","AKT3",-0.516347691614101,-1.31700310884974,"down","down",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","SHC3",-0.205105957994235,-1.10051046173648,"down","down",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","NRG4",0.51793805407118,2.33223342015856,"up","up",TRUE
"KEGG 04012 - ErbB signaling pathway","04012","ABL1",-0.184374103656464,1.67694088490357,"down","up",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","ABL2",0.228409510860133,-2.69386272852484,"up","down",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","AKT1",0.00647888598522252,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","AKT2",0.196235136100757,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","AREG",0.972080331218562,-2.16377565162745,"up","down",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","BAD",0.0922030438484789,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","BRAF",0.00423725813239326,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","CAMK2A",0.594061171192971,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","CAMK2B",0.498067240809882,-1.35280410986854,"up","down",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","CAMK2D",-0.0442224770567828,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","CAMK2G",-0.403212710753469,3.81858389529347,"down","up",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","CBLB",-0.220032794229262,1.27092865555662,"down","up",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","CDKN1A",0.856846899420396,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","CDKN1B",-0.281929735700979,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","CRKL",0.162506803427935,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","EGF",0.594014783044862,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","EGFR",0.133566457395962,-2.46724890439297,"up","down",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","EIF4EBP1",0.491402681479439,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","ERBB2",0.316567638974739,-4.51743833058297,"up","down",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","ERBB3",0.480746833937856,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","EREG",2.54351443939335,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","MTOR",0.0389401207913968,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","GAB1",-0.225277560443225,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","GRB2",0.207377067192564,-2.19940678599544,"up","down",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","GSK3B",0.0242466599653148,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","NRG1",-0.193510738949288,1.25865947887335,"down","up",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","HRAS",0.543042185119945,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","JUN",0.12308662183933,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","KRAS",0.304729308642618,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","MYC",-0.109639657976419,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","NCK1",-0.0184539388866151,1.82959001372064,"down","up",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","NRAS",0.297470981305117,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PAK1",-0.0649948355785765,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PAK3",-0.157510483968622,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PIK3CA",-0.128695627073358,2.16725344739775,"down","up",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PIK3CB",0.0749072299510496,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PIK3CD",-0.137002849787004,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PIK3CG",0.211279008857396,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PIK3R2",0.354467297150377,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PLCG1",-0.297319466539374,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PLCG2",-0.309258164611993,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PRKCA",-0.579447411937963,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PRKCB",-1.3743089876588,1.80667327313173,"down","up",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PRKCG",1.70233624083681,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","MAPK8",-0.121251407716364,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","MAPK9",-0.129227525840978,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","MAP2K1",0.290012160709082,-1.17312314697461,"up","down",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","MAP2K2",0.156109694090077,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","MAP2K7",0.0538300638164764,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PTK2",-0.299585441894904,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","RAF1",0.151597882909915,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","RPS6KB1",0.124010025410839,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","MAP2K4",0.122214969987596,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","SHC1",0.0201472512851744,-4.4798782637425,"up","down",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","SOS1",-0.257330158561413,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","SOS2",-0.174172199509714,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","SRC",0.33458206943081,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","STAT5A",0.00440693864372051,-2.81893123996931,"up","down",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","STAT5B",-0.315562958471967,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","TGFA",0.75907873873688,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","NCK2",0.0898100053868981,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PIK3R3",-0.767282509606686,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","NRG2",-0.467868799933969,NA,"down","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PAK4",0.149853424413446,-1.82417815194499,"up","down",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","NRG3",0.655791738950465,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PIK3R5",0.393499791233401,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","CBLC",1.34434716642811,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","SHC2",-1.08711780591221,1.70746612776529,"down","up",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PAK6",1.22511861029448,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","PAK5",0.659263167887969,NA,"up","not tested",FALSE
"KEGG 04012 - ErbB signaling pathway","04012","SHC4",-1.0018015175281,NA,"down","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","ARF6",0.548744398477455,1.6204071767153,"up","up",TRUE
"KEGG 04144 - Endocytosis","04144","RHOA",0.212169342123195,1.09016232916681,"up","up",TRUE
"KEGG 04144 - Endocytosis","04144","CBL",-0.10845187372338,-2.15194497330463,"down","down",TRUE
"KEGG 04144 - Endocytosis","04144","CDC42",0.104462430088143,3.09604993744361,"up","up",TRUE
"KEGG 04144 - Endocytosis","04144","CLTC",0.274068609758733,2.83001033732029,"up","up",TRUE
"KEGG 04144 - Endocytosis","04144","EPS15",-0.127589902173892,-1.20735601925635,"down","down",TRUE
"KEGG 04144 - Endocytosis","04144","ERBB4",0.453898508163156,1.34098706806361,"up","up",TRUE
"KEGG 04144 - Endocytosis","04144","FGFR2",0.126786877873858,1.12392690410656,"up","up",TRUE
"KEGG 04144 - Endocytosis","04144","FLT1",-0.414460273468077,-1.87092456404715,"down","down",TRUE
"KEGG 04144 - Endocytosis","04144","GRK4",0.0694827449198251,1.15639629297828,"up","up",TRUE
"KEGG 04144 - Endocytosis","04144","HLA-A",-0.0597750873079829,-1.8265979880414,"down","down",TRUE
"KEGG 04144 - Endocytosis","04144","HLA-F",-0.334683856974411,-6.18426633361888,"down","down",TRUE
"KEGG 04144 - Endocytosis","04144","CXCR2",0.685790585108192,1.34748367818065,"up","up",TRUE
"KEGG 04144 - Endocytosis","04144","MET",0.0447912411990368,1.243485259673,"up","up",TRUE
"KEGG 04144 - Endocytosis","04144","PLD2",0.393571419889074,1.53187313453641,"up","up",TRUE
"KEGG 04144 - Endocytosis","04144","PSD",0.0885621128312828,1.61200965574698,"up","up",TRUE
"KEGG 04144 - Endocytosis","04144","TFRC",-0.0197821129740438,-1.32451984659568,"down","down",TRUE
"KEGG 04144 - Endocytosis","04144","TGFB1",0.026465709429557,1.89696239435629,"up","up",TRUE
"KEGG 04144 - Endocytosis","04144","TGFBR2",-0.637685682620199,-3.0931357051586,"down","down",TRUE
"KEGG 04144 - Endocytosis","04144","TRAF6",0.00680822042152206,1.52932127532647,"up","up",TRUE
"KEGG 04144 - Endocytosis","04144","PIP5K1A",0.0425973830477319,1.90573505360265,"up","up",TRUE
"KEGG 04144 - Endocytosis","04144","GIT2",-0.259288487881717,-1.10730836717758,"down","down",TRUE
"KEGG 04144 - Endocytosis","04144","RAB31",-0.515815385594235,-3.26226350019004,"down","down",TRUE
"KEGG 04144 - Endocytosis","04144","RAB11FIP2",-0.511205494988304,-1.78395464917206,"down","down",TRUE
"KEGG 04144 - Endocytosis","04144","PIP5K1C",-0.116849528536574,-1.34884676544016,"down","down",TRUE
"KEGG 04144 - Endocytosis","04144","VPS4A",0.220996031021742,2.84885213110219,"up","up",TRUE
"KEGG 04144 - Endocytosis","04144","SH3KBP1",-0.294052152818242,-1.7951489746484,"down","down",TRUE
"KEGG 04144 - Endocytosis","04144","EHD4",0.362855779334074,1.25594087682299,"up","up",TRUE
"KEGG 04144 - Endocytosis","04144","EHD2",-0.183046982412801,-2.21401718996993,"down","down",TRUE
"KEGG 04144 - Endocytosis","04144","ASAP1",-0.183791941025393,-2.32555295399971,"down","down",TRUE
"KEGG 04144 - Endocytosis","04144","VPS28",0.00200439473354604,1.11668686495096,"up","up",TRUE
"KEGG 04144 - Endocytosis","04144","CHMP3",-0.0801675204854483,-1.69968301483896,"down","down",TRUE
"KEGG 04144 - Endocytosis","04144","SMURF1",0.0334186319917315,1.06761490119768,"up","up",TRUE
"KEGG 04144 - Endocytosis","04144","SMURF2",-0.146269436286436,-2.08475540192974,"down","down",TRUE
"KEGG 04144 - Endocytosis","04144","CHMP6",0.14306408788513,1.71032066984837,"up","up",TRUE
"KEGG 04144 - Endocytosis","04144","ARFGAP2",0.290353852947075,1.46047402193367,"up","up",TRUE
"KEGG 04144 - Endocytosis","04144","ARAP1",0.204811354621783,1.94883558403174,"up","up",TRUE
"KEGG 04144 - Endocytosis","04144","AGAP1",-0.0967168966230894,-2.44293142359144,"down","down",TRUE
"KEGG 04144 - Endocytosis","04144","ADRB1",1.59810150512419,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","ADRB2",-0.0680667604258721,1.2325853049362,"down","up",FALSE
"KEGG 04144 - Endocytosis","04144","ADRB3",2.26549441613511,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","GRK2",0.213381293139651,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","GRK3",-0.422472074738496,NA,"down","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","AP2A1",-0.0999530657302902,3.94846270096045,"down","up",FALSE
"KEGG 04144 - Endocytosis","04144","AP2A2",-0.0450138809209757,NA,"down","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","AP2B1",0.0356287690031906,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","ARRB1",-0.0135087228809784,NA,"down","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","ARRB2",-0.250339109240773,NA,"down","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","CAV1",-0.71899729312026,NA,"down","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","CAV2",-0.183097791489198,NA,"down","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","CBLB",-0.220032794229262,1.27092865555662,"down","up",FALSE
"KEGG 04144 - Endocytosis","04144","AP2M1",-0.0153272088866143,NA,"down","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","AP2S1",0.26192098388567,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","CLTA",0.333033667168372,-3.11423399433959,"up","down",FALSE
"KEGG 04144 - Endocytosis","04144","CLTB",0.700224812449985,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","CCR5",0.5271783516889,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","CSF1R",0.0512385542429227,-1.41086891068644,"up","down",FALSE
"KEGG 04144 - Endocytosis","04144","DAB2",-0.11409970486102,NA,"down","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","DNM1",0.429562867486609,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","DNM2",0.256355111955645,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","EGF",0.594014783044862,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","EGFR",0.133566457395962,-2.46724890439297,"up","down",FALSE
"KEGG 04144 - Endocytosis","04144","ERBB3",0.480746833937856,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","F2R",0.173890951460149,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","FGFR3",0.549711146729646,-1.79790692264597,"up","down",FALSE
"KEGG 04144 - Endocytosis","04144","FGFR4",0.130084741746818,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","FOLR2",0.183502087203396,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","FOLR3",NA,1.0972671380997,"not tested","up",FALSE
"KEGG 04144 - Endocytosis","04144","GRK5",-0.509996996110417,1.73844390189056,"down","up",FALSE
"KEGG 04144 - Endocytosis","04144","GRK6",0.177566417483647,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","HLA-B",-0.281230696439742,NA,"down","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","HLA-C",-0.0362499075921126,NA,"down","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","HLA-E",-0.0508003653282488,NA,"down","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","HLA-G",1.41581641077649,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","HRAS",0.543042185119945,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","HSPA1A",-0.359675772134666,NA,"down","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","HSPA1B",-0.327345243885142,NA,"down","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","HSPA1L",0.0287538163722161,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","HSPA2",-0.67423931307058,NA,"down","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","HSPA6",0.307377048379491,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","HSPA8",0.47341685316598,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","IGF1R",-0.0284141045371499,NA,"down","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","IL2RA",0.741269979156522,-1.64977611231654,"up","down",FALSE
"KEGG 04144 - Endocytosis","04144","IL2RB",-0.0449509282708572,1.08061161915172,"down","up",FALSE
"KEGG 04144 - Endocytosis","04144","IL2RG",-0.121945984347229,3.52291013720867,"down","up",FALSE
"KEGG 04144 - Endocytosis","04144","CXCR1",0.582351642795309,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","KDR",-0.403482681366621,NA,"down","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","KIT",0.315395949447555,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","LDLR",0.351059409132904,-2.84489219469369,"up","down",FALSE
"KEGG 04144 - Endocytosis","04144","SMAD2",-0.000789968802529624,NA,"down","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","SMAD3",0.130996418290157,-1.34787425095502,"up","down",FALSE
"KEGG 04144 - Endocytosis","04144","SMAD6",-0.111611757281269,NA,"down","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","SMAD7",0.188013103616607,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","MDM2",0.33763223081256,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","NEDD4",-0.464907898799385,NA,"down","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","NTRK1",0.200499630588244,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","PDGFRA",-0.0736248680648869,NA,"down","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","PLD1",0.216296210499435,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","PML",0.0311049669091661,-1.16781654963808,"up","down",FALSE
"KEGG 04144 - Endocytosis","04144","PRKCI",0.281057272510795,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","PRKCZ",0.235882348568583,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","RAB4A",0.124311710532165,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","RAB5A",0.229592763657493,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","RAB5B",-0.0773664744247559,NA,"down","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","RAB5C",-0.145625271621164,NA,"down","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","RET",0.495371649722853,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","GRK1",0.382805073785782,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","SH3GL1",0.33469464927593,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","SH3GL2",1.01821563527448,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","SH3GL3",1.18442486438243,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","SRC",0.33458206943081,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","TGFB2",-0.337054927558547,NA,"down","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","TGFB3",0.114423650523242,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","TGFBR1",-0.229041333512541,1.24592950135062,"down","up",FALSE
"KEGG 04144 - Endocytosis","04144","TSG101",0.0870836010255501,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","CXCR4",-0.485200916588009,NA,"down","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","RAB7A",0.0199824979325379,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","STAM",0.0120141567824303,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","CLTCL1",-0.116310704222304,NA,"down","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","PIP5K1B",-0.486909510571977,NA,"down","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","EEA1",0.109684522173725,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","RAB11A",0.234263717274162,NA,"up","not tested",FALSE
"KEGG 04144 - Endocytosis","04144","ASAP2",-0.154435023967568,NA,"down","not tested",FALSE
